run_order,run_id,dataset_id,placement_id,sample_role,analysis_role,test_role,metric_slot,metric_id,predictor_order,predictor_id,predictor,contrast,participant_days,participants,sites,estimate,lower_95,upper_95,effect_scale,interval_type,response_family,response_transform,result_status,source_frame_sha256,source_branch,abbreviation,manuscript_category,analysis_unit,display_unit,variant_label,manuscript_name,dataset_label,placement_label,sample_role_label,scenario_label
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,3,l10_mean_medi,1,work_free_day,Work/free day,Free day versus Work day,870,154,8,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,a74f62ff91ec98d4a4182850358c1a3fc4cd40841ab2199ca95b18a84bba87c4,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,4,duration_above_1000,1,work_free_day,Work/free day,Free day minus Work day,870,154,8,0.9612458167941208,0.8485214134167596,1.0889454357828536,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,b43cde4af0550ff1780e06374ecd1e78e7b9d8ccde796fa6c018a12dbf5a93cf,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,5,duration_above_250_wake,1,work_free_day,Work/free day,Free day minus Work day,811,154,8,0.7275582763942696,0.6561327647931005,0.8067590493163659,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,52a85f691c9a1630075605ef5b55e6e78fab27a8e750b04baf0afd3dba80e113,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,6,duration_below_10_pre_sleep,1,work_free_day,Work/free day,Free day minus Work day,737,153,8,0.2235318645180129,0.09108862883842352,0.35597510019760226,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,820eb1f643db022227a78ccf2323111af7d9bd3a4431e9c4fdfe138d1f4e37f5,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,7,duration_below_1_sleep_environment,1,work_free_day,Work/free day,Free day minus Work day,854,154,8,1.049750563678285,1.0194494461305803,1.0809523219866712,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,173edd3a4af5d939c4c8ba2e92a564b74d531180df6deb7dfd28bd4201933270,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,8,longest_bout_above_250,1,work_free_day,Work/free day,Free day minus Work day,870,154,8,0.8996436712244599,0.8115301557195481,0.9973242885307214,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,445b9d9f88f646091cfbe191dc03f5a46b4c5eb469aada63178a8f2186be8849,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,9,m10_midpoint,1,work_free_day,Work/free day,Free day minus Work day,870,154,8,0.631321156132592,0.34847062680246454,0.9141716854627194,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,39f433c7a0df3b81db101585efe48252dcc7b81b4d0724ea7f4e08e902cc09ae,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,10,l10_midpoint,1,work_free_day,Work/free day,Free day minus Work day,870,154,8,0.6191261556574804,0.3820285851717724,0.8562237261431884,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,b80b5869dd733c92ef681d5216838362da6623e8f8797f91b7fef3c8f57628bb,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,11,mean_timing_above_250,1,work_free_day,Work/free day,Free day minus Work day,805,154,8,0.3271704053472822,0.08903393646550756,0.5653068742290568,absolute clock-hour difference,model-based pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,127013d05bac8b586d70c895a3dd69ad69dcd542940a9484e468dfc7468d8160,accepted_non_l10,MLIT250,timing-based,participant-day,clock time,Duration-weighted mean timing,Mean timing of exposure above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,12,first_timing_above_250,1,work_free_day,Work/free day,Free day minus Work day,776,154,8,1.4948979347683888,1.132437479931809,1.8573583896049684,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,45c4234721c2a1223e68735727f0a4e8d6229bca17edbc507072a56687f6c2ed,accepted_non_l10,FLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,First light timing above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,13,last_timing_above_250,1,work_free_day,Work/free day,Free day minus Work day,761,154,8,-0.8868948853238705,-1.2058216867909075,-0.5679680838568336,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,ff3c15d65a784c577a46a3f5b381867b9da3d93945fbb14ffb1946236672c303,accepted_non_l10,LLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,Last light timing above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,14,dose_time_sensitive_corrected_medi,1,work_free_day,Work/free day,Free day minus Work day,820,154,8,0.7036154673425263,0.5839358847033211,0.8478237745830146,ratio for fitted dose + 0.1 lx h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,6da9395dd6e672bff72af6d045c12c0c8eb54d3f38c9efa3f5ec5217042004a7,accepted_non_l10,Dose,exposure-history-based,participant-day,lx·h,Time-sensitive missing-coverage correction,melEDI dose,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,15,mder_mean_of_viable_ratios,1,work_free_day,Work/free day,Free day minus Work day,709,151,8,-0.00730605031068847,-0.02105343133580195,0.00644133071442501,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,d686804e13c88398839edd127fc15fc5ff5c2ae36d615101f6b3e2d1a7d59631,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,1,daily_geometric_mean_medi,3,activity_status,Daily activity status,Active minus Sedentary,810,149,8,1.1493120391188358,1.0143802171995635,1.3021923543720155,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,f78b258988d151e3f5e975d8e2ffe146e6fe4768864d6fd23d2b51fdbb61a3df,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,2,m10_mean_medi,3,activity_status,Daily activity status,Active minus Sedentary,810,149,8,1.431629393709874,1.1661570381103834,1.7575357811630328,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,c4a9fa3f315aa296a4f7dad63829df1c3114c23d2b92fc68170aa3c1cdf7667e,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,3,l10_mean_medi,3,activity_status,Daily activity status,Active versus Sedentary,810,149,8,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,700a00786cbeefbd57a131f04d08d2c0b016e52de5388abb790344a54aadad7a,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,4,duration_above_1000,3,activity_status,Daily activity status,Active minus Sedentary,810,149,8,1.583018231430031,1.3656188397843143,1.835026471541394,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,a7dfd5c148a36836d8165c44314f20304a9b5386acdb9aaee9c755b1192a9dd0,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,5,duration_above_250_wake,3,activity_status,Daily activity status,Active minus Sedentary,741,148,8,1.2935413983253032,1.1449095564969014,1.461468584733496,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,c4b11832fef0d5547400a7379526fa524f74f9ece8e348007b163a4e60353296,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,6,duration_below_10_pre_sleep,3,activity_status,Daily activity status,Active minus Sedentary,676,147,8,0.01093948223640628,-0.1437439254539857,0.16562288992679827,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,0534363099e036457625ac96f09ae5173d1d62725bb7805eda9bd55fd85f896b,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,7,duration_below_1_sleep_environment,3,activity_status,Daily activity status,Active minus Sedentary,783,148,8,1.0043172696940277,0.9654605484957588,1.0447378505286455,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,0fb2175ca266bc1ddf447960dfa92b2d4212e0549db8c9cefa78e8acb37f51d1,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,8,longest_bout_above_250,3,activity_status,Daily activity status,Active minus Sedentary,810,149,8,1.2556392225035338,1.115338206583521,1.4135890331586296,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,69dba530efdc7db8c6661acf98ea73499e8542fb86f67c73000f215662d4d6d6,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,9,m10_midpoint,3,activity_status,Daily activity status,Active minus Sedentary,810,149,8,-0.00710091074269309,-0.3598509753763295,0.3456491538909433,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,106ae12a6a68a9e86783742292d3885cb589fdfa1ff0893459bca4627aad6d4f,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,10,l10_midpoint,3,activity_status,Daily activity status,Active minus Sedentary,810,149,8,-0.14003767049699042,-0.4645164472554052,0.1844411062614244,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,832b2fda5fda881028f60b314c018523496a3e4801b5b46cdd7da09daa13135a,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,11,mean_timing_above_250,3,activity_status,Daily activity status,Active minus Sedentary,753,149,8,0.16737722367557414,-0.10315175170127268,0.437906199052421,absolute clock-hour difference,model-based pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,2b0afaa9811791b6518e81c3ffb795600391195cc242fb16411ddded9407b965,accepted_non_l10,MLIT250,timing-based,participant-day,clock time,Duration-weighted mean timing,Mean timing of exposure above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,12,first_timing_above_250,3,activity_status,Daily activity status,Active minus Sedentary,727,149,8,-0.299646374903631,-0.7612214627395953,0.16192871293233335,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,a8d1db4b706d44a4c8498cac09b55378062a37142b4d2b6718ab438e544cb9ac,accepted_non_l10,FLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,First light timing above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,13,last_timing_above_250,3,activity_status,Daily activity status,Active minus Sedentary,715,149,8,0.47874350868499743,0.1008689661759748,0.85661805119402,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,c642cd8417e4c173a0c2eca12052df581371b3a150120d544593b32746655e28,accepted_non_l10,LLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,Last light timing above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,14,dose_time_sensitive_corrected_medi,3,activity_status,Daily activity status,Active minus Sedentary,764,149,8,1.963080765331975,1.5998473851729096,2.408783567064974,ratio for fitted dose + 0.1 lx h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,c8b8500cb82afa0224f7105745c81d2d6e95baae5070a45c41b9329a2b174c67,accepted_non_l10,Dose,exposure-history-based,participant-day,lx·h,Time-sensitive missing-coverage correction,melEDI dose,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,15,mder_mean_of_viable_ratios,3,activity_status,Daily activity status,Active minus Sedentary,669,147,8,0.00620568621212703,-0.01046504704923315,0.02287641947348723,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,1b15f618829b472495883c50ff4215a67346610ae379cfcf61c88e6bc9cffd91,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,1,daily_geometric_mean_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,0.8552190395371725,0.8237015585580757,0.8879424810937953,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,78a2de4f9a03b6b2128975ed19c17625a3135f5b4b6b59bf8e52bf87a5a1b6b3,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,2,m10_mean_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,0.8269635430025883,0.7765991430624848,0.8805942004501673,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,e5aa64d710690102fa5b0059b799da02201678c34ea038b5ffe19df0190a7ab0,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,3,l10_mean_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,49c0bb50ad04008546fe6c27abbc0bb99de546cdd3164f4264554a9dbb5ec7b1,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,4,duration_above_1000,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,0.919254830625288,0.8772435945530861,0.9632779867243476,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,17399e1345646bf32180af444ce7ece6884d9ce55b266ec912f69708de6e621e,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,5,duration_above_250_wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,811,154,8,0.8919172469715947,0.8592531170763266,0.9258230894200222,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,9c28f05a3c851f4740532addb9c652d0c127ea6b12654b3561269544bddca5cf,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,6,duration_below_10_pre_sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,737,153,8,-0.12004773492104565,-0.16647115103043778,-0.07362431881165349,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,b4b97affd57dc952f795702983ae4e2148ef001776f0ed7b68ffb0bd2d5470cb,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,7,duration_below_1_sleep_environment,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,854,154,8,1.0819649126164423,1.0717398746771154,1.0922875035192552,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,84299167ce49730f0083f1a693810fc7a86afe396af545118f5f7914cca910f0,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,8,longest_bout_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,0.9323026914285372,0.8994596699564861,0.9663449485032984,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,678ee8876b7e48b10e066d0ceda853619005d17f890d3be3b3f4d8f0ea5f13eb,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,9,m10_midpoint,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,0.23233471674394449,0.13740432666368252,0.3272651068242064,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,c8f62f3e954cfea65465255fb61afdb3fb4eef081abb728cbbb8f36197093019,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,10,l10_midpoint,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,870,154,8,0.1665979190944707,0.07506454974439587,0.2581312884445455,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,f3a86d744826f687d741df502e916dd9801053fd5aa67608cd0e4b286bb53304,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,11,mean_timing_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,805,154,8,0.15153748610936163,0.07254411290335709,0.23053085931536615,absolute clock-hour difference,model-based pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,9619839adccf1c822be46b4f0029c8d0fb78e93e51685adbdfedcaf1dfcf6a1b,accepted_non_l10,MLIT250,timing-based,participant-day,clock time,Duration-weighted mean timing,Mean timing of exposure above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,12,first_timing_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,776,154,8,0.4527918945923184,0.2963414224717362,0.6092423667129007,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,90bb7c26c0e12c05856dbe6e1e037fcb1c1c32cdf94665f0cc0d84e4d8c5056c,accepted_non_l10,FLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,First light timing above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,13,last_timing_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,761,154,8,-0.1797406319364033,-0.30188339443423695,-0.05759786943856962,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,14523f61d2c4aaae25fef71e87b8476541807ca85c82541427dcb1391e610f8d,accepted_non_l10,LLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,Last light timing above 250 lx melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,14,dose_time_sensitive_corrected_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,820,154,8,0.8580468639170881,0.8045234497697169,0.915131088955442,ratio for fitted dose + 0.1 lx h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,0a2bd418ebf2748460175b11088d1d045fb3775c4476dfa996f5d9d9066276cc,accepted_non_l10,Dose,exposure-history-based,participant-day,lx·h,Time-sensitive missing-coverage correction,melEDI dose,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,15,mder_mean_of_viable_ratios,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,709,151,8,0.00195433133752741,-0.00334635864879783,0.00725502132385266,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,3aee0b94df611c9c972206c7ebb83bbd0a82f343297b7f2ad75b0955443b237c,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Chest,All available,"Complementary chest, all available"
3,primary__near_eye__paired_common,primary,near_eye,paired_common,paired_complement,estimate_only,1,daily_geometric_mean_medi,1,work_free_day,Work/free day,Free day minus Work day,614,112,8,0.6714253121769304,0.5978808129300396,0.7540164194642582,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,b2c48c79ab38c42bac00d51ea0e7c12a303fe59a1aed39eb9aa0c6ccc085e5fc,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Near eye,Paired/common,Paired/common near eye
3,primary__near_eye__paired_common,primary,near_eye,paired_common,paired_complement,estimate_only,2,m10_mean_medi,1,work_free_day,Work/free day,Free day minus Work day,614,112,8,0.5062725779453136,0.4168354724162674,0.6148994990604613,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,e5e59abaf14441e1cddbedc7882541e06fe5c324b4ff79d6044234db187b5cfd,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Near eye,Paired/common,Paired/common near eye
3,primary__near_eye__paired_common,primary,near_eye,paired_common,paired_complement,estimate_only,3,l10_mean_medi,1,work_free_day,Work/free day,Free day versus Work day,614,112,8,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,f564caa392c8a93b55fb77e8b92b1d4c30eac1a149973388360db7f1fef5d786,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Near eye,Paired/common,Paired/common near eye
3,primary__near_eye__paired_common,primary,near_eye,paired_common,paired_complement,estimate_only,4,duration_above_1000,1,work_free_day,Work/free day,Free day minus Work day,614,112,8,0.9734099272994176,0.832405161430741,1.1383001096923102,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,c54f297287a1e04cc4edcd7e064d56319ada5ebfd9b63044ca4849da5a4ed4b3,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Near eye,Paired/common,Paired/common near eye
3,primary__near_eye__paired_common,primary,near_eye,paired_common,paired_complement,estimate_only,5,duration_above_250_wake,1,work_free_day,Work/free day,Free day minus Work day,571,112,8,0.6983410097888081,0.616567175155554,0.7909603131723889,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,ced05eca551a30c049b9e32c5c38cd62a3692c486507304650adf05beeefe12c,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Near eye,Paired/common,Paired/common near eye
