panel,placement,placement_label,site,site_display_order,site_display_name,site_color_hex,participant_display_index,age,biological_sex,predictor,association_label,metric_order,metric_id,manuscript_name,standardized_estimate,standardized_conf_low,standardized_conf_high,estimate_practical,conf_low_practical,conf_high_practical,effect_95_ci_display,p_raw,p_adjusted,p_raw_display,p_adjusted_display,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,sites,interaction_p_raw,interaction_p_adjusted,interaction_p_raw_display,interaction_p_adjusted_display
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,12,40,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,13,41,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,14,43,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,15,46,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,16,48,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,17,60,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),BAUA,3,Dortmund (DE),#DDCC77,18,62,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,1,22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,2,22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,3,22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,4,24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,5,24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,6,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,7,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,8,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,9,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,10,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,11,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,12,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,13,27,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,14,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,15,28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,16,28,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,17,28,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,18,28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,19,28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,20,29,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,21,29,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,22,30,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,23,33,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,24,34,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,25,38,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),MPI,4,Tübingen (DE),#DDCC77,26,46,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,1,20,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,2,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,3,26,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,4,26,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,5,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,6,28,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,7,28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,8,28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,9,29,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),TUM,5,Munich (DE),#DDCC77,10,29,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,1,20,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,2,20,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,3,22,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,4,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,5,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,6,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,7,26,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,8,27,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,9,28,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,10,30,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,11,30,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,12,31,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,13,33,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,14,35,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,15,40,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,16,41,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,17,42,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,18,45,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,19,46,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,20,48,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,21,48,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,22,55,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),FUSPCEU,6,Madrid (ES),#CC6677,23,56,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,1,21,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,2,21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,3,22,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,4,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,5,23,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,6,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,7,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,8,24,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,9,24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,10,24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,11,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,12,25,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,13,26,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,14,27,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,15,27,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,16,29,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),IZTECH,7,Izmir (TR),#332288,17,32,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),UCR,8,San José (CR),#44AA99,1,22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),UCR,8,San José (CR),#44AA99,2,23,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),UCR,8,San José (CR),#44AA99,3,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),UCR,8,San José (CR),#44AA99,4,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),UCR,8,San José (CR),#44AA99,5,36,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),UCR,8,San José (CR),#44AA99,6,42,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,1,18,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,2,21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,3,21,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,4,22,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,5,22,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,6,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,7,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,8,23,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,9,24,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,10,24,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,11,24,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,12,25,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,13,25,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,14,25,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
age_distribution,glasses,Near eye (primary),KNUST,9,Kumasi (GH),#AA4499,15,25,Male,,,,,,,,,,,,,,,,,,,,,,,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,age,"Age, per 10 years",3,daily_geometric_mean_medi,Mean melEDI,0.1470752331155612,0.0405368208775248,0.2536136453535976,1.1617728779976295,1.0421942915991411,1.295071591670199,1.16× (1.04–1.30),0.00587706793866586,0.0166516924928866,0.006,0.017,902,154,902,902,20891.75,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,age,"Age, per 10 years",4,m10_mean_medi,Brightest 10 h mean,0.1863403223558928,0.09003998196133169,0.2826406627504539,1.345532447035783,1.1542022041568416,1.5685791965270617,1.35× (1.15–1.57),1.365535582649875e-4,5.803526226261968e-4,<0.001,<0.001,902,154,902,902,,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,age,"Age, per 10 years",6,duration_above_1000,"Time above 1,000 lx melEDI",0.1862185684334555,0.11297569479983172,0.2594614420670793,1.3118585368918827,1.1790170272759894,1.4596674865606143,1.31× (1.18–1.46),1.417792639369929e-6,2.4102474869288793e-5,<0.001,<0.001,902,154,902,902,20891.75,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,age,"Age, per 10 years",7,duration_above_250_wake,Time above 250 lx melEDI during wake,0.06444582959562827,0.02604899972381439,0.10284265946744212,1.157400855422141,1.0608650625407263,1.2627211390331543,1.16× (1.06–1.26),0.00118279110253531,0.00402148974862005,0.001,0.004,818,154,818,818,10297.716666666667,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,age,"Age, per 10 years",10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,0.1903043067799422,0.0972311426391217,0.2833774709207627,1.1771846631678622,1.086916653822339,1.274949395912138,1.18× (1.09–1.27),5.776521603446656e-5,3.2733622419531055e-4,<0.001,<0.001,902,154,902,902,20891.75,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,age,"Age, per 10 years",16,dose_time_sensitive_corrected_medi,melEDI dose,0.2186896321034295,0.12640298511389367,0.31097627909296544,1.3954589510412825,1.2124021950671235,1.6061548650804158,1.40× (1.21–1.61),3.917246620472409e-6,3.329659627401548e-5,<0.001,<0.001,851,154,851,851,19814.9,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,biological_sex,Female minus Male,3,daily_geometric_mean_medi,Mean melEDI,-0.292918759463866,-0.5041069440213524,-0.08173057490637964,0.7418274540321611,0.5981278956234996,0.9200506707385496,0.74× (0.60–0.92),0.0056704247194507,0.04819861011533095,0.006,0.048,902,154,902,902,20891.75,8,,,,
retained_main_association,chest,Chest (complementary),,,,,,,,biological_sex,Female minus Male,5,l10_mean_medi,Darkest 10 h mean,-0.3653357977985025,-0.5849300643854177,-0.14574153121158714,0.7625381822930214,0.6478761104302834,0.8974933171537514,0.76× (0.65–0.90),9.63933577376472e-4,0.01638687081540002,<0.001,0.016,902,154,902,902,,8,,,,
retained_main_association,glasses,Near eye (primary),,,,,,,,age,"Age, per 10 years",4,m10_mean_medi,Brightest 10 h mean,0.17766899194913183,0.05733555072511006,0.29800243317315356,1.3138711315453049,1.0920893152392166,1.5806924637203432,1.31× (1.09–1.58),0.00309655594794185,0.01754715037167048,0.003,0.018,816,141,816,816,,9,,,,
retained_main_association,glasses,Near eye (primary),,,,,,,,age,"Age, per 10 years",6,duration_above_1000,"Time above 1,000 lx melEDI",0.1626351498723247,0.0723244545249181,0.2529458452197313,1.269840506497055,1.11208413126194,1.4499756507728554,1.27× (1.11–1.45),5.452906222117575e-4,0.00926994057759987,<0.001,0.009,816,141,816,816,18851,9,,,,
retained_main_association,glasses,Near eye (primary),,,,,,,,age,"Age, per 10 years",16,dose_time_sensitive_corrected_medi,melEDI dose,0.17487236246480495,0.05850065246160572,0.29124407246800416,1.3051343462439,1.0931771312161978,1.5581881591782178,1.31× (1.09–1.56),0.00263132392184922,0.01754715037167048,0.003,0.018,761,141,761,761,17678.816666666666,9,,,,
retained_site_heterogeneity,chest,Chest (complementary),RISE,1,Borås (SE),#88CCEE,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,17.92501220318406,-2.7176814037189736,38.56770581008709,,,,,,,16,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),THUAS,2,Delft (NL),#117733,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,3.3941372530223965,-20.47113166670791,27.259406172752705,,,,,,,15,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),BAUA,3,Dortmund (DE),#DDCC77,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,-1.2197404736289528,-20.90451229171515,18.46503134445725,,,,,,,20,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),TUM,5,Munich (DE),#DDCC77,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,245.24844720502463,105.5728835720387,384.92401083801064,,,,,,,10,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),FUSPCEU,6,Madrid (ES),#CC6677,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,-19.274642575693623,-42.10729556865723,3.558010417269987,,,,,,,22,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),IZTECH,7,Izmir (TR),#332288,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,32.88593704187935,-64.64714993264087,130.4190240163996,,,,,,,17,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),UCR,8,San José (CR),#44AA99,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,-13.57848406217709,-33.699158260684726,6.54219013633055,,,,,,,39,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),KNUST,9,Kumasi (GH),#AA4499,,,,age,"Age, per 10 years",11,m10_midpoint,Midpoint of the brightest 10 hours,,,,-57.89717802503935,-212.14042494198557,96.34606889190688,,,,,,,15,,,,,0.00363199833746454,0.04505202326168695,0.004,0.045
retained_site_heterogeneity,chest,Chest (complementary),RISE,1,Borås (SE),#88CCEE,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,43.94605507942173,14.83245833336098,73.05965182548249,,,,,,,16,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),THUAS,2,Delft (NL),#117733,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,-29.561566376093086,-65.23461159614988,6.111478843963706,,,,,,,15,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),BAUA,3,Dortmund (DE),#DDCC77,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,-25.099206363840192,-52.79017147917874,2.5917587514983573,,,,,,,20,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),TUM,5,Munich (DE),#DDCC77,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,-39.39546251905223,-235.6148537389863,156.82392870088188,,,,,,,10,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),FUSPCEU,6,Madrid (ES),#CC6677,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,35.66183319662061,3.3027772398276696,68.02088915341355,,,,,,,22,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),IZTECH,7,Izmir (TR),#332288,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,-27.2523067075767,-164.1334901480701,109.6288767329167,,,,,,,17,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),UCR,8,San José (CR),#44AA99,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,14.66469036792921,-13.632735305381182,42.9621160412396,,,,,,,39,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
retained_site_heterogeneity,chest,Chest (complementary),KNUST,9,Kumasi (GH),#AA4499,,,,age,"Age, per 10 years",15,last_timing_above_250,Last light timing above 250 lx melEDI,,,,-27.07193847701783,-247.58955520149263,193.44567824745695,,,,,,,15,,,,,0.0053002380307867,0.04505202326168695,0.005,0.045
