profile_scope,profile_variant,profile_site,held_out_site,placement,state_domain,signal,training_sites,training_site_count,clock_bins,supported_bins,unsupported_bins,no_observation_bins,below_participant_minimum_bins,minimum_required_participants,minimum_bin_participants,median_bin_participants,maximum_bin_participants,minimum_bin_participant_days,median_bin_participant_days,maximum_bin_participant_days,finite_wall_minute_observations,profile_complete,profile_estimable,reference_total
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,48,0,0,0,20,144,144,144,807,825.5,841,1170933,TRUE,TRUE,1915.4470833333335
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,24,24,12,12,5,0,4.5,140,0,5,581,134769,FALSE,TRUE,147.33125
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,24,24,12,12,5,0,4.5,140,0,5,581,134769,FALSE,TRUE,78.70999999999998
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,32,16,8,8,5,0,46,144,0,95,797,389541,FALSE,TRUE,97.48541666666665
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,32,16,8,8,5,0,46,144,0,95,797,389541,FALSE,TRUE,70.14708333333333
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,48,0,0,0,5,10,132,144,10,513,786,599172,TRUE,TRUE,2819.6175000000003
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,48,0,0,0,5,10,132,144,10,513,786,599110,TRUE,TRUE,2091.452083333333
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,48,0,0,0,20,130,131,131,715,743,756,1048514,TRUE,TRUE,3001.892083333332
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,48,0,0,0,20,130,131,131,715,743,756,1048471,TRUE,TRUE,2259.4137500000006
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,24,24,12,12,5,0,4.5,125,0,6.5,511,119497,FALSE,TRUE,252.85375
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,24,24,12,12,5,0,4.5,125,0,6.5,511,119497,FALSE,TRUE,146.99916666666664
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,33,15,8,7,5,0,43,131,0,101.5,709,353355,FALSE,TRUE,126.98583333333335
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,33,15,8,7,5,0,43,131,0,101.5,709,353355,FALSE,TRUE,106.95583333333333
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,48,0,0,0,5,11,118,131,11,451.5,704,531068,TRUE,TRUE,3267.1741666666676
leave_one_site_out,leave_one_site_out::TUM,,TUM,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|UCR,8,48,48,0,0,0,5,11,118,131,11,451.5,704,531027,TRUE,TRUE,2445.42625
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,48,0,0,0,20,115,115,115,641,660.5,672,935135,TRUE,TRUE,2692.5075
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,48,0,0,0,20,115,115,115,641,660.5,672,935054,TRUE,TRUE,1964.6916666666666
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,24,24,12,12,5,0,4.5,110,0,5.5,446,106139,FALSE,TRUE,184.17583333333332
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,24,24,12,12,5,0,4.5,110,0,5.5,446,106139,FALSE,TRUE,99.57291666666667
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,32,16,8,8,5,0,41.5,115,0,96,631,319409,FALSE,TRUE,85.7625
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,32,16,8,8,5,0,41.5,115,0,96,631,319409,FALSE,TRUE,54.379999999999995
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,48,0,0,0,5,10,102.5,115,10,390.5,625,467591,TRUE,TRUE,3004.0195833333323
leave_one_site_out,leave_one_site_out::UCR,,UCR,chest,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM,7,48,48,0,0,0,5,10,102.5,115,10,390.5,625,467510,TRUE,TRUE,2182.6429166666667
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,48,0,0,0,20,134,135,135,742,769,784,1087053,TRUE,TRUE,3123.00625
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,48,0,0,0,20,134,135,135,742,769,784,1087007,TRUE,TRUE,2347.7879166666676
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,24,24,12,12,5,0,4,128,0,6.5,532,124491,FALSE,TRUE,292.09791666666666
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,24,24,12,12,5,0,4,128,0,6.5,532,124491,FALSE,TRUE,178.8720833333334
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,33,15,8,7,5,0,45.5,135,0,105.5,737,369031,FALSE,TRUE,128.02416666666667
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,33,15,8,7,5,0,45.5,135,0,105.5,737,369031,FALSE,TRUE,107.79708333333335
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,48,0,0,0,5,11,120,135,11,464.5,733,550116,TRUE,TRUE,3450.945833333333
leave_one_site_out,leave_one_site_out::UCR,,UCR,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM,8,48,48,0,0,0,5,11,120,135,11,464.5,733,550072,TRUE,TRUE,2576.6320833333334
pooled,pooled,,,chest,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,154,154,154,863,885,901,1253467,TRUE,TRUE,2600.8925000000013
pooled,pooled,,,chest,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,154,154,154,863,885,901,1253385,TRUE,TRUE,1954.412916666667
pooled,pooled,,,chest,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,24,24,12,12,5,0,5,149,0,6.5,621,144602,FALSE,TRUE,192.22291666666666
pooled,pooled,,,chest,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,24,24,12,12,5,0,5,149,0,6.5,621,144602,FALSE,TRUE,92.24333333333333
pooled,pooled,,,chest,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,32,16,8,8,5,0,50.5,154,0,108,854,419492,FALSE,TRUE,74.63499999999999
pooled,pooled,,,chest,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,32,16,8,8,5,0,50.5,154,0,108,854,419492,FALSE,TRUE,46.33125
pooled,pooled,,,chest,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,10,140,154,10,545.5,843,641860,TRUE,TRUE,2876.575416666666
pooled,pooled,,,chest,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,10,140,154,10,545.5,843,641778,TRUE,TRUE,2152.0804166666667
pooled,pooled,,,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,48,0,0,0,20,140,141,141,771,800,816,1130986,TRUE,TRUE,3022.8666666666663
pooled,pooled,,,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,48,0,0,0,20,140,141,141,771,800,816,1130940,TRUE,TRUE,2256.353333333333
pooled,pooled,,,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,24,24,12,12,5,0,4.5,134,0,7,551,129330,FALSE,TRUE,281.8975
pooled,pooled,,,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,24,24,12,12,5,0,4.5,134,0,7,551,129330,FALSE,TRUE,165.52937500000002
pooled,pooled,,,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,33,15,8,7,5,0,47.5,141,0,109.5,767,383306,FALSE,TRUE,127.14041666666668
pooled,pooled,,,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,33,15,8,7,5,0,47.5,141,0,109.5,767,383306,FALSE,TRUE,105.81583333333333
pooled,pooled,,,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,48,0,0,0,5,11,126,141,11,485,761,573756,TRUE,TRUE,3310.0779166666666
pooled,pooled,,,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|THUAS|TUM|UCR,9,48,48,0,0,0,5,11,126,141,11,485,761,573712,TRUE,TRUE,2488.619583333334
site_specific,site::BAUA,BAUA,,chest,full_day,LIGHT,BAUA,1,48,48,0,0,0,5,20,20,20,106,112.5,114,159079,TRUE,TRUE,2528.3666666666663
site_specific,site::BAUA,BAUA,,chest,full_day,MEDI,BAUA,1,48,48,0,0,0,5,20,20,20,106,112.5,114,159074,TRUE,TRUE,1985.512916666667
site_specific,site::BAUA,BAUA,,chest,pre-sleep,LIGHT,BAUA,1,48,14,34,28,6,5,0,0,20,0,0,87,17913,FALSE,TRUE,171.58875
site_specific,site::BAUA,BAUA,,chest,pre-sleep,MEDI,BAUA,1,48,14,34,28,6,5,0,0,20,0,0,87,17913,FALSE,TRUE,113.96291666666666
site_specific,site::BAUA,BAUA,,chest,sleep,LIGHT,BAUA,1,48,26,22,18,4,5,0,7,20,0,13,107,53488,FALSE,TRUE,8.012083333333333
site_specific,site::BAUA,BAUA,,chest,sleep,MEDI,BAUA,1,48,26,22,18,4,5,0,7,20,0,13,107,53488,FALSE,TRUE,3.9724999999999997
site_specific,site::BAUA,BAUA,,chest,wake,LIGHT,BAUA,1,48,37,11,0,11,5,1,19,20,1,60.5,102,74287,FALSE,TRUE,2909.803333333333
site_specific,site::BAUA,BAUA,,chest,wake,MEDI,BAUA,1,48,37,11,0,11,5,1,19,20,1,60.5,102,74282,FALSE,TRUE,2280.6887499999993
site_specific,site::BAUA,BAUA,,glasses,full_day,LIGHT,BAUA,1,48,48,0,0,0,5,18,18,18,98,105.5,107,148580,TRUE,TRUE,4004.351666666667
site_specific,site::BAUA,BAUA,,glasses,full_day,MEDI,BAUA,1,48,48,0,0,0,5,18,18,18,98,105.5,107,148580,TRUE,TRUE,3157.4016666666666
site_specific,site::BAUA,BAUA,,glasses,pre-sleep,LIGHT,BAUA,1,48,14,34,29,5,5,0,0,18,0,0,77,16361,FALSE,TRUE,306.04958333333326
site_specific,site::BAUA,BAUA,,glasses,pre-sleep,MEDI,BAUA,1,48,14,34,29,5,5,0,0,18,0,0,77,16361,FALSE,TRUE,235.90958333333336
site_specific,site::BAUA,BAUA,,glasses,sleep,LIGHT,BAUA,1,48,26,22,18,4,5,0,6.5,18,0,13.5,99,48928,FALSE,TRUE,30.391666666666666
site_specific,site::BAUA,BAUA,,glasses,sleep,MEDI,BAUA,1,48,26,22,18,4,5,0,6.5,18,0,13.5,99,48928,FALSE,TRUE,13.058333333333334
site_specific,site::BAUA,BAUA,,glasses,wake,LIGHT,BAUA,1,48,35,13,0,13,5,2,17,18,2,57.5,95,69900,FALSE,TRUE,4494.994583333332
site_specific,site::BAUA,BAUA,,glasses,wake,MEDI,BAUA,1,48,35,13,0,13,5,2,17,18,2,57.5,95,69900,FALSE,TRUE,3658.525833333333
site_specific,site::FUSPCEU,FUSPCEU,,chest,full_day,LIGHT,FUSPCEU,1,48,48,0,0,0,5,22,22,22,114,122,123,173297,TRUE,TRUE,2841.1575000000003
site_specific,site::FUSPCEU,FUSPCEU,,chest,full_day,MEDI,FUSPCEU,1,48,48,0,0,0,5,22,22,22,114,122,123,173295,TRUE,TRUE,1978.8679166666664
site_specific,site::FUSPCEU,FUSPCEU,,chest,pre-sleep,LIGHT,FUSPCEU,1,48,13,35,23,12,5,0,1,22,0,1,98,19796,FALSE,TRUE,124.02375
site_specific,site::FUSPCEU,FUSPCEU,,chest,pre-sleep,MEDI,FUSPCEU,1,48,13,35,23,12,5,0,1,22,0,1,98,19796,FALSE,TRUE,60.510833333333345
site_specific,site::FUSPCEU,FUSPCEU,,chest,sleep,LIGHT,FUSPCEU,1,48,26,22,14,8,5,0,7,22,0,14,112,58630,FALSE,TRUE,0.03208333333333333
site_specific,site::FUSPCEU,FUSPCEU,,chest,sleep,MEDI,FUSPCEU,1,48,26,22,14,8,5,0,7,22,0,14,112,58630,FALSE,FALSE,0
site_specific,site::FUSPCEU,FUSPCEU,,chest,wake,LIGHT,FUSPCEU,1,48,42,6,0,6,5,3,21,22,3,67.5,114,85194,FALSE,TRUE,3228.8920833333345
site_specific,site::FUSPCEU,FUSPCEU,,chest,wake,MEDI,FUSPCEU,1,48,42,6,0,6,5,3,21,22,3,67.5,114,85192,FALSE,TRUE,2293.214583333333
site_specific,site::FUSPCEU,FUSPCEU,,glasses,full_day,LIGHT,FUSPCEU,1,48,48,0,0,0,5,23,23,23,119,127,129,181390,TRUE,TRUE,3595.9358333333325
site_specific,site::FUSPCEU,FUSPCEU,,glasses,full_day,MEDI,FUSPCEU,1,48,48,0,0,0,5,23,23,23,119,127,129,181390,TRUE,TRUE,2589.1108333333345
site_specific,site::FUSPCEU,FUSPCEU,,glasses,pre-sleep,LIGHT,FUSPCEU,1,48,13,35,23,12,5,0,1,23,0,1,101,20306,FALSE,TRUE,134.07375000000002
site_specific,site::FUSPCEU,FUSPCEU,,glasses,pre-sleep,MEDI,FUSPCEU,1,48,13,35,23,12,5,0,1,23,0,1,101,20306,FALSE,TRUE,63.258333333333326
site_specific,site::FUSPCEU,FUSPCEU,,glasses,sleep,LIGHT,FUSPCEU,1,48,28,20,14,6,5,0,7.5,23,0,15,116,60831,FALSE,TRUE,10.796666666666667
site_specific,site::FUSPCEU,FUSPCEU,,glasses,sleep,MEDI,FUSPCEU,1,48,28,20,14,6,5,0,7.5,23,0,15,116,60831,FALSE,TRUE,6.24
site_specific,site::FUSPCEU,FUSPCEU,,glasses,wake,LIGHT,FUSPCEU,1,48,42,6,0,6,5,3,21,23,3,69,117,87030,FALSE,TRUE,4236.299166666668
site_specific,site::FUSPCEU,FUSPCEU,,glasses,wake,MEDI,FUSPCEU,1,48,42,6,0,6,5,3,21,23,3,69,117,87030,FALSE,TRUE,3045.998333333333
site_specific,site::IZTECH,IZTECH,,chest,full_day,LIGHT,IZTECH,1,48,48,0,0,0,5,17,17,17,95,101,102,142289,TRUE,TRUE,2397.5616666666674
site_specific,site::IZTECH,IZTECH,,chest,full_day,MEDI,IZTECH,1,48,48,0,0,0,5,17,17,17,95,101,102,142284,TRUE,TRUE,1736.8075
site_specific,site::IZTECH,IZTECH,,chest,pre-sleep,LIGHT,IZTECH,1,48,14,34,14,20,5,0,1,17,0,1.5,75,16916,FALSE,TRUE,128.16125
site_specific,site::IZTECH,IZTECH,,chest,pre-sleep,MEDI,IZTECH,1,48,14,34,14,20,5,0,1,17,0,1.5,75,16916,FALSE,TRUE,88.15916666666666
site_specific,site::IZTECH,IZTECH,,chest,sleep,LIGHT,IZTECH,1,48,28,20,10,10,5,0,7.5,17,0,16,99,51036,FALSE,TRUE,257.57208333333335
site_specific,site::IZTECH,IZTECH,,chest,sleep,MEDI,IZTECH,1,48,28,20,10,10,5,0,7.5,17,0,16,99,51036,FALSE,TRUE,198.47583333333336
site_specific,site::IZTECH,IZTECH,,chest,wake,LIGHT,IZTECH,1,48,33,15,0,15,5,1,16,17,1,63,99,72306,FALSE,TRUE,2622.579583333333
site_specific,site::IZTECH,IZTECH,,chest,wake,MEDI,IZTECH,1,48,33,15,0,15,5,1,16,17,1,63,99,72301,FALSE,TRUE,1858.6754166666667
site_specific,site::IZTECH,IZTECH,,glasses,full_day,LIGHT,IZTECH,1,48,48,0,0,0,5,17,17,17,94,100,101,140886,TRUE,TRUE,2729.9775
site_specific,site::IZTECH,IZTECH,,glasses,full_day,MEDI,IZTECH,1,48,48,0,0,0,5,17,17,17,94,100,101,140885,TRUE,TRUE,2058.7041666666664
site_specific,site::IZTECH,IZTECH,,glasses,pre-sleep,LIGHT,IZTECH,1,48,14,34,14,20,5,0,1,17,0,1.5,74,16736,FALSE,TRUE,170.84291666666664
site_specific,site::IZTECH,IZTECH,,glasses,pre-sleep,MEDI,IZTECH,1,48,14,34,14,20,5,0,1,17,0,1.5,74,16736,FALSE,TRUE,106.87583333333332
site_specific,site::IZTECH,IZTECH,,glasses,sleep,LIGHT,IZTECH,1,48,28,20,10,10,5,0,7.5,17,0,16,98,50556,FALSE,TRUE,315.9625
site_specific,site::IZTECH,IZTECH,,glasses,sleep,MEDI,IZTECH,1,48,28,20,10,10,5,0,7.5,17,0,16,98,50556,FALSE,TRUE,242.02041666666668
site_specific,site::IZTECH,IZTECH,,glasses,wake,LIGHT,IZTECH,1,48,33,15,0,15,5,1,16,17,1,62,98,71563,FALSE,TRUE,2978.7700000000004
site_specific,site::IZTECH,IZTECH,,glasses,wake,MEDI,IZTECH,1,48,33,15,0,15,5,1,16,17,1,62,98,71562,FALSE,TRUE,2172.8920833333327
site_specific,site::KNUST,KNUST,,chest,full_day,LIGHT,KNUST,1,48,48,0,0,0,5,15,15,15,76,82,84,114899,TRUE,TRUE,944.6158333333333
site_specific,site::KNUST,KNUST,,chest,full_day,MEDI,KNUST,1,48,48,0,0,0,5,15,15,15,76,82,84,114899,TRUE,TRUE,779.5033333333333
site_specific,site::KNUST,KNUST,,chest,pre-sleep,LIGHT,KNUST,1,48,13,35,30,5,5,0,0,15,0,0,58,13000,FALSE,TRUE,48.69916666666666
site_specific,site::KNUST,KNUST,,chest,pre-sleep,MEDI,KNUST,1,48,13,35,30,5,5,0,0,15,0,0,58,13000,FALSE,TRUE,35.53208333333333
site_specific,site::KNUST,KNUST,,chest,sleep,LIGHT,KNUST,1,48,22,26,19,7,5,0,3.5,15,0,5.5,84,40459,FALSE,FALSE,0
site_specific,site::KNUST,KNUST,,chest,sleep,MEDI,KNUST,1,48,22,26,19,7,5,0,3.5,15,0,5.5,84,40459,FALSE,FALSE,0
site_specific,site::KNUST,KNUST,,chest,wake,LIGHT,KNUST,1,48,34,14,8,6,5,0,13.5,15,0,53,84,61440,FALSE,TRUE,949.7162499999998
site_specific,site::KNUST,KNUST,,chest,wake,MEDI,KNUST,1,48,34,14,8,6,5,0,13.5,15,0,53,84,61440,FALSE,TRUE,787.0987499999999
site_specific,site::KNUST,KNUST,,glasses,full_day,LIGHT,KNUST,1,48,48,0,0,0,5,14,15,15,73,79,81,110772,TRUE,TRUE,890.5695833333333
site_specific,site::KNUST,KNUST,,glasses,full_day,MEDI,KNUST,1,48,48,0,0,0,5,14,15,15,73,79,81,110760,TRUE,TRUE,716.4120833333335
site_specific,site::KNUST,KNUST,,glasses,pre-sleep,LIGHT,KNUST,1,48,13,35,30,5,5,0,0,14,0,0,56,12439,FALSE,TRUE,48.18999999999998
site_specific,site::KNUST,KNUST,,glasses,pre-sleep,MEDI,KNUST,1,48,13,35,30,5,5,0,0,14,0,0,56,12439,FALSE,TRUE,36.26208333333334
site_specific,site::KNUST,KNUST,,glasses,sleep,LIGHT,KNUST,1,48,22,26,19,7,5,0,3,15,0,5,81,38626,FALSE,FALSE,0
site_specific,site::KNUST,KNUST,,glasses,sleep,MEDI,KNUST,1,48,22,26,19,7,5,0,3,15,0,5,81,38626,FALSE,FALSE,0
site_specific,site::KNUST,KNUST,,glasses,wake,LIGHT,KNUST,1,48,34,14,8,6,5,0,13,15,0,52.5,81,59707,FALSE,TRUE,909.8474999999999
site_specific,site::KNUST,KNUST,,glasses,wake,MEDI,KNUST,1,48,34,14,8,6,5,0,13,15,0,52.5,81,59695,FALSE,TRUE,729.8454166666668
site_specific,site::MPI,MPI,,glasses,full_day,LIGHT,MPI,1,48,48,0,0,0,5,26,26,26,137,147,150,206708,TRUE,TRUE,2511.3379166666673
site_specific,site::MPI,MPI,,glasses,full_day,MEDI,MPI,1,48,48,0,0,0,5,26,26,26,137,147,150,206708,TRUE,TRUE,1799.0045833333331
site_specific,site::MPI,MPI,,glasses,pre-sleep,LIGHT,MPI,1,48,17,31,26,5,5,0,0,25,0,0,112,25283,FALSE,TRUE,230.13833333333332
site_specific,site::MPI,MPI,,glasses,pre-sleep,MEDI,MPI,1,48,17,31,26,5,5,0,0,25,0,0,112,25283,FALSE,TRUE,95.40291666666666
site_specific,site::MPI,MPI,,glasses,sleep,LIGHT,MPI,1,48,25,23,15,8,5,0,7.5,26,0,18,149,70029,FALSE,TRUE,78.17458333333335
site_specific,site::MPI,MPI,,glasses,sleep,MEDI,MPI,1,48,25,23,15,8,5,0,7.5,26,0,18,149,70029,FALSE,TRUE,58.055
site_specific,site::MPI,MPI,,glasses,wake,LIGHT,MPI,1,48,38,10,4,6,5,0,23.5,26,0,99,147,111396,FALSE,TRUE,2770.1054166666668
site_specific,site::MPI,MPI,,glasses,wake,MEDI,MPI,1,48,38,10,4,6,5,0,23.5,26,0,99,147,111396,FALSE,TRUE,1966.3225000000002
site_specific,site::RISE,RISE,,chest,full_day,LIGHT,RISE,1,48,48,0,0,0,5,16,16,16,89,95,96,133990,TRUE,TRUE,3805.131666666667
site_specific,site::RISE,RISE,,chest,full_day,MEDI,RISE,1,48,48,0,0,0,5,16,16,16,89,95,96,133942,TRUE,TRUE,2717.6400000000003
site_specific,site::RISE,RISE,,chest,pre-sleep,LIGHT,RISE,1,48,12,36,27,9,5,0,0,15,0,0,75,15652,FALSE,TRUE,155.5129166666667
site_specific,site::RISE,RISE,,chest,pre-sleep,MEDI,RISE,1,48,12,36,27,9,5,0,0,15,0,0,75,15652,FALSE,TRUE,100.59333333333335
site_specific,site::RISE,RISE,,chest,sleep,LIGHT,RISE,1,48,26,22,17,5,5,0,6,16,0,11,93,44408,FALSE,TRUE,14.573333333333332
site_specific,site::RISE,RISE,,chest,sleep,MEDI,RISE,1,48,26,22,17,5,5,0,6,16,0,11,93,44408,FALSE,TRUE,11.444166666666668
site_specific,site::RISE,RISE,,chest,wake,LIGHT,RISE,1,48,31,17,0,17,5,1,15,16,1,67,91,69573,FALSE,TRUE,3832.6691666666666
site_specific,site::RISE,RISE,,chest,wake,MEDI,RISE,1,48,31,17,0,17,5,1,15,16,1,67,91,69525,FALSE,TRUE,2717.6445833333332
site_specific,site::RISE,RISE,,glasses,full_day,LIGHT,RISE,1,48,48,0,0,0,5,13,13,13,72,77,78,108451,TRUE,TRUE,4868.969166666667
site_specific,site::RISE,RISE,,glasses,full_day,MEDI,RISE,1,48,48,0,0,0,5,13,13,13,72,77,78,108430,TRUE,TRUE,3917.605
site_specific,site::RISE,RISE,,glasses,pre-sleep,LIGHT,RISE,1,48,11,37,27,10,5,0,0,12,0,0,58,12759,FALSE,TRUE,258.05583333333334
site_specific,site::RISE,RISE,,glasses,pre-sleep,MEDI,RISE,1,48,11,37,27,10,5,0,0,12,0,0,58,12759,FALSE,TRUE,199.06
site_specific,site::RISE,RISE,,glasses,sleep,LIGHT,RISE,1,48,23,25,17,8,5,0,4,13,0,7.5,76,35489,FALSE,TRUE,39.39375
site_specific,site::RISE,RISE,,glasses,sleep,MEDI,RISE,1,48,23,25,17,8,5,0,4,13,0,7.5,76,35489,FALSE,TRUE,33.51166666666667
site_specific,site::RISE,RISE,,glasses,wake,LIGHT,RISE,1,48,31,17,0,17,5,1,13,13,1,57,75,57973,FALSE,TRUE,4799.161250000001
site_specific,site::RISE,RISE,,glasses,wake,MEDI,RISE,1,48,31,17,0,17,5,1,13,13,1,57,75,57952,FALSE,TRUE,3841.038333333334
site_specific,site::THUAS,THUAS,,chest,full_day,LIGHT,THUAS,1,48,48,0,0,0,5,15,15,15,83,92,93,129109,TRUE,TRUE,4074.6458333333326
site_specific,site::THUAS,THUAS,,chest,full_day,MEDI,THUAS,1,48,48,0,0,0,5,15,15,15,83,92,93,129108,TRUE,TRUE,3048.888333333333
site_specific,site::THUAS,THUAS,,chest,pre-sleep,LIGHT,THUAS,1,48,14,34,29,5,5,0,0,15,0,0,58,13029,FALSE,TRUE,188.25875
site_specific,site::THUAS,THUAS,,chest,pre-sleep,MEDI,THUAS,1,48,14,34,29,5,5,0,0,15,0,0,58,13029,FALSE,TRUE,120.66291666666667
site_specific,site::THUAS,THUAS,,chest,sleep,LIGHT,THUAS,1,48,25,23,18,5,5,0,5.5,15,0,7.5,84,41437,FALSE,TRUE,23.26625
