site,participant,participant_order,local_date,weekday,protocol_day,clock_bin,aligned_minute,melEDI_lx,sample_available,photoperiod_state,daytime,aggregation_method,dataset,analysis_unit
BAUA,BAUA_S003,2,2025-06-15,Sat,4,420,4740,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,450,4770,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,480,4800,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,510,4830,0.4435555555555557,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,540,4860,7.537277777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,570,4890,7.057722222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,600,4920,9.214833333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,630,4950,15.632055555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,660,4980,39.27927777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,690,5010,41.26477777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,720,5040,48.10333333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,750,5070,38.83694444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,780,5100,40.50988888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,810,5130,19.63877777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,840,5160,17.399333333333335,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,870,5190,19.22461111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,900,5220,30.35172222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,930,5250,21.427833333333332,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,960,5280,21.39827777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,990,5310,20.647333333333332,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1020,5340,49.11994444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1050,5370,16.641555555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1080,5400,13.53111111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1110,5430,11.760555555555557,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1140,5460,27.051000000000002,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1170,5490,38.266333333333336,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1200,5520,33.09261111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1230,5550,14.03411111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1260,5580,11.3965,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1290,5610,1.0149444444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1320,5640,2.425611111111112,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1350,5670,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1380,5700,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-15,Sat,4,1410,5730,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,0,5760,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,30,5790,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,60,5820,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,90,5850,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,120,5880,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,150,5910,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,180,5940,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,210,5970,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,240,6000,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,270,6030,0.047444444444444456,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,300,6060,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,330,6090,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,360,6120,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,390,6150,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,420,6180,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,450,6210,13.868777777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,480,6240,18.002133333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,510,6270,19.541166666666665,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,540,6300,20.09461111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,570,6330,21.104222222222223,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,600,6360,23.838444444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,630,6390,25.26688888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,660,6420,27.4615,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,690,6450,26.789055555555557,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,720,6480,28.075833333333332,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,750,6510,24.2165,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,780,6540,25.406166666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,810,6570,19.5445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,840,6600,30.98761111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,870,6630,28.880944444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,900,6660,17.80666666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,930,6690,42.467666666666666,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,960,6720,31.642722222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,990,6750,31.494888888888887,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1020,6780,37.04038888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1050,6810,19.44077777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1080,6840,19.209500000000002,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1110,6870,27.28027777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1140,6900,146.53877777777777,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1170,6930,291.1693333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1200,6960,8.4425,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1230,6990,8.989888888888888,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1260,7020,3.099833333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1290,7050,0.3147777777777777,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1320,7080,0.17561111111111113,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1350,7110,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1380,7140,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
BAUA,BAUA_S003,2,2025-06-16,Sun,5,1410,7170,0.10399999999999997,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,0,0,8.813722222222223,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,30,30,11.519666666666666,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,60,60,10.557944444444445,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,90,90,67.12461111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,120,120,1.320333333333333,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,150,150,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,180,180,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,210,210,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,240,240,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,270,270,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,300,300,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,330,330,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,360,360,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,390,390,0.0012777777777777779,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,420,420,4.357888888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,450,450,19.264944444444446,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,480,480,34.582499999999996,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,510,510,50.46061111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,540,540,62.513111111111115,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,570,570,68.16644444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,600,600,80.11744444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,630,630,94.97638888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,660,660,168.32422222222223,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,690,690,90.74755555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,720,720,267.5685,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,750,750,251.21466666666666,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,780,780,346.9627777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,810,810,194.2095,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,840,840,170.34198717948718,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,870,870,142.23155555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,900,900,246.46711111111117,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,930,930,63.12883333333334,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,960,960,2.9945555555555554,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,990,990,3.3702222222222225,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1020,1020,6.8404444444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1050,1050,2.3900555555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1080,1080,3.179444444444444,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1110,1110,8.949277777777779,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1140,1140,9.413444444444444,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1170,1170,15.175555555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1200,1200,24.259333333333334,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1230,1230,65.01511111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1260,1260,47.659666666666666,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1290,1290,76.61516666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1320,1320,19.5885,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1350,1350,69.71894444444445,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1380,1380,116.79094444444443,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-01,Wed,1,1410,1410,35.11416666666666,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,0,1440,8.118055555555555,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,30,1470,4.616222222222223,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,60,1500,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,90,1530,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,120,1560,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,150,1590,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,180,1620,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,210,1650,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,240,1680,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,270,1710,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S227,3,2023-11-02,Thu,2,300,1740,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
