site,Id,local_date,placement,placement_label,source_real_minutes,valid_minutes_raw,screened_day,weekend,city,country,location,timezone,latitude_deg,longitude_deg,photoperiod_hours,civil_dawn_wall_minute,civil_dusk_wall_minute,solar_context_origin,solar_context_algorithm,solar_depression_deg,coordinate_source,coordinate_source_version,paired_available
TUM,TUM_S002,2024-05-28,near_eye,Near-eye (primary),1440,1297,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.01090464512507,281.11458935340244,1301.7688680609067,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S002,2024-05-29,near_eye,Near-eye (primary),1440,1256,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.046058657566707,280.18182669480643,1302.9453461488088,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S002,2024-05-30,near_eye,Near-eye (primary),1440,1340,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.079968775775697,279.2931513706843,1304.091277917226,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S002,2024-05-31,near_eye,Near-eye (primary),1440,1400,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.11260074065791,278.44934270779294,1305.2053871472676,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S002,2024-06-01,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.143920845124455,277.65115317106245,1306.2864038785299,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S002,2024-06-02,near_eye,Near-eye (primary),1440,1399,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.17389604330063,276.89930544694266,1307.3330680449803,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S002,2024-06-03,near_eye,Near-eye (primary),1440,686,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.202494061986606,276.1944895386696,1308.344133257866,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-03,near_eye,Near-eye (primary),1440,394,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.202494061986606,276.1944895386696,1308.344133257866,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-04,near_eye,Near-eye (primary),1440,1371,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.229683514038722,275.53735975027087,1309.3183705925942,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-05,near_eye,Near-eye (primary),1440,1293,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.255434011883207,274.92853175004325,1310.2545724630356,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-06,near_eye,Near-eye (primary),1440,1361,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.279716282222005,274.36857956647873,1311.1515564997992,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-07,near_eye,Near-eye (primary),1440,1309,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.30250227868557,273.8580326795578,1312.008169400692,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-08,near_eye,Near-eye (primary),1440,1393,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.323765294618077,273.3973731239637,1312.8232908010482,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-09,near_eye,Near-eye (primary),1440,1424,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.343480072021485,272.9870327035586,1313.5958370248477,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S003,2024-06-10,near_eye,Near-eye (primary),1440,562,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.36162290804916,272.6273903012276,1314.3247647841772,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-10,near_eye,Near-eye (primary),1440,700,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.36162290804916,272.6273903012276,1314.3247647841772,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-11,near_eye,Near-eye (primary),1440,1429,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.378171757062276,272.3187693317731,1315.0090747555098,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-12,near_eye,Near-eye (primary),1440,1416,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.393106327851612,272.06143532594047,1315.6478149970374,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-13,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.4064081744353,271.85559374491373,1316.2400842110317,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-14,near_eye,Near-eye (primary),1440,1422,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.4180607806974,271.70138795375823,1316.785034795602,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-15,near_eye,Near-eye (primary),1440,1418,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.428049636880555,271.59889747301736,1317.2818756858508,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-16,near_eye,Near-eye (primary),1440,1423,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.436362307866414,271.54813644488655,1317.7298749168715,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S004,2024-06-17,near_eye,Near-eye (primary),1440,819,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.4429884923829,271.5490524053574,1318.1283619483313,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-17,near_eye,Near-eye (primary),1440,398,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.4429884923829,271.5490524053574,1318.1283619483313,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-18,near_eye,Near-eye (primary),1440,1435,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.447920072807207,271.60152532656986,1318.4767296950022,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-19,near_eye,Near-eye (primary),1440,1377,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.451151154239973,271.70536697705586,1318.7744362314543,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-20,near_eye,Near-eye (primary),1440,1352,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.452678093645307,271.8603205959002,1319.0210062146186,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-21,near_eye,Near-eye (primary),1440,1322,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.452499517268606,272.06606089671453,1319.216031932831,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-22,near_eye,Near-eye (primary),1440,1354,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.450616327722866,272.3221944173177,1319.3591740806899,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-23,near_eye,Near-eye (primary),1440,1358,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.447031699485247,272.6282601634661,1319.450162132581,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S005,2024-06-24,near_eye,Near-eye (primary),1440,582,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.441751063399845,272.9837306459745,1319.488794449965,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-24,near_eye,Near-eye (primary),1440,486,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.441751063399845,272.9837306459745,1319.488794449965,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-25,near_eye,Near-eye (primary),1440,1417,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.434782080054283,273.3880131959915,1319.4749379992486,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-26,near_eye,Near-eye (primary),1440,1427,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.42613460249371,273.8404516259829,1319.4085277756055,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-27,near_eye,Near-eye (primary),1440,1329,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.415820629066893,274.3403281927109,1319.2895659367243,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-28,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.403854245874616,274.8868658343951,1319.118120586872,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-29,near_eye,Near-eye (primary),1440,1402,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.390251560144954,275.4792307257652,1318.8943243344625,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-06-30,near_eye,Near-eye (primary),1440,1422,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.375030625594988,276.1165350238482,1318.6183725595474,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S006,2024-07-01,near_eye,Near-eye (primary),1440,470,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.358211359116765,276.79783991575243,1318.2905214627583,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-01,near_eye,Near-eye (primary),1440,550,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.358211359116765,276.79783991575243,1318.2905214627583,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-02,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.339815451171663,277.522158797582,1317.9110858678819,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-03,near_eye,Near-eye (primary),1440,1391,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.319866269760663,278.28846069574354,1317.4804368813832,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-04,near_eye,Near-eye (primary),1440,1363,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.298388759096465,279.09567378759385,1316.9989993333816,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-05,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.275409334103266,279.942689092954,1316.46724913915,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-06,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.250955771075354,280.8283642133077,1315.885710477829,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-07,near_eye,Near-eye (primary),1440,1386,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.225057096150188,281.7515271782875,1315.2549529472988,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S007,2024-07-08,near_eye,Near-eye (primary),1440,599,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.197743472125794,282.7109802921613,1314.575588619709,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-08,near_eye,Near-eye (primary),1440,479,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.197743472125794,282.7109802921613,1314.575588619709,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-09,near_eye,Near-eye (primary),1440,1260,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.169046083688738,283.7055040319761,1313.8482690533003,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-10,near_eye,Near-eye (primary),1440,1387,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.138997023701666,284.73386089404426,1313.0736823161444,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-11,near_eye,Near-eye (primary),1440,1265,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.10762917962339,285.7947992245356,1312.2525500019392,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-12,near_eye,Near-eye (primary),1440,1370,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.074976120856075,286.88705699046454,1311.385624241829,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-13,near_eye,Near-eye (primary),1440,1299,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.041071989602514,288.009365439415,1310.4736848155658,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-14,near_eye,Near-eye (primary),1440,1195,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,17.005951392915513,289.1604526996613,1309.517536274592,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S008,2024-07-15,near_eye,Near-eye (primary),1440,722,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.969649298654662,290.33904722929003,1308.5180051485697,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-15,near_eye,Near-eye (primary),1440,464,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.969649298654662,290.33904722929003,1308.5180051485697,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-16,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.932200935615434,291.5438811381658,1307.4759372750918,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-17,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.89364169617494,292.77369338274,1306.3921951532363,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-18,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.85400704509682,294.02723277807235,1305.2676554838815,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-19,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.813332432177333,295.3032608429591,1304.103206773599,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-20,near_eye,Near-eye (primary),1440,1383,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.77165320912997,296.6005545139313,1302.8997470617294,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-21,near_eye,Near-eye (primary),1440,1427,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.729004553026623,297.9179086089134,1301.6581817905108,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S009,2024-07-22,near_eye,Near-eye (primary),1440,686,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.685421393182544,299.254138191541,1300.3794217824936,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-22,near_eye,Near-eye (primary),1440,298,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.685421393182544,299.254138191541,1300.3794217824936,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-23,near_eye,Near-eye (primary),1440,1195,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.640938344730273,300.60808068116506,1299.0643813649813,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-24,near_eye,Near-eye (primary),1440,1362,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.595589646233453,301.9785978158315,1297.7139765898387,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-25,near_eye,Near-eye (primary),1440,1269,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.54940910299619,303.3645774324735,1296.329123612245,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-26,near_eye,Near-eye (primary),1440,1331,TRUE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.502430035074553,304.7649350643158,1294.910737168789,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-27,near_eye,Near-eye (primary),1440,1372,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.454685231116084,306.1786153356234,1293.4597292025885,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-28,near_eye,Near-eye (primary),1440,1435,TRUE,TRUE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.40620690557692,307.60459324518837,1291.9770075798035,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
TUM,TUM_S010,2024-07-29,near_eye,Near-eye (primary),1440,592,FALSE,FALSE,Munich,Germany,"Munich, Germany",Europe/Berlin,48.1333,11.5667,16.357026662230492,309.0418752034505,1290.4634749372801,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-07,near_eye,Near-eye (primary),1440,432,FALSE,FALSE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.391420149008432,470.4416417280833,1213.9268506685892,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-08,near_eye,Near-eye (primary),1440,1221,TRUE,FALSE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.348446626994345,471.45060987472533,1212.357407494386,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-09,near_eye,Near-eye (primary),1440,1395,TRUE,FALSE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.305623547832171,472.4623970826467,1210.7998099525769,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-10,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.26295735961861,473.47714398304623,1209.254585560163,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-11,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.220454689529207,474.4949832042058,1207.7222645759582,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-12,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.178122354679637,475.51603863636655,1206.2033799171447,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
FUSPCEU,FUSPCEU_S003,2024-10-13,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Madrid,Spain,"Madrid, Spain",Europe/Madrid,40.4165,-3.70256,12.13596737186114,476.54042476415634,1204.6984670758247,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
