site,local_date,participant_days,participants,photoperiod_hours
THUAS,2025-07-13,3,3,17.856285890539485
THUAS,2025-07-14,3,3,17.812627689904637
THUAS,2025-09-08,1,1,14.274020333886147
THUAS,2025-09-09,1,1,14.2053072239293
THUAS,2025-09-10,1,1,14.136658898790678
THUAS,2025-09-11,1,1,14.068081025481224
THUAS,2025-09-12,1,1,13.99957904915015
THUAS,2025-09-13,1,1,13.931158213880327
THUAS,2025-09-14,1,1,13.862823584808243
THUAS,2025-09-15,1,1,13.794580068124665
THUAS,2025-09-22,1,1,13.319814820422067
THUAS,2025-09-23,1,1,13.252464475962851
THUAS,2025-09-24,1,1,13.185245578487715
THUAS,2025-09-25,1,1,13.118162540859647
THUAS,2025-09-26,1,1,13.05121983177132
THUAS,2025-09-27,1,1,12.984421993957625
THUAS,2025-09-28,1,1,12.917773662938012
THUAS,2025-09-29,2,2,12.85127958536148
THUAS,2025-09-30,1,1,12.784944637285339
THUAS,2025-10-01,1,1,12.718773842520184
THUAS,2025-10-02,1,1,12.652772391173574
THUAS,2025-10-03,1,1,12.586945657730103
THUAS,2025-10-04,1,1,12.521299219065241
THUAS,2025-10-05,1,1,12.455838873253928
THUAS,2025-10-06,2,2,12.390570657451947
THUAS,2025-10-07,1,1,12.325500866307152
THUAS,2025-10-08,1,1,12.260636069840855
THUAS,2025-10-09,1,1,12.195983132190175
THUAS,2025-10-10,1,1,12.131549229489432
THUAS,2025-10-11,1,1,12.067341867884
THUAS,2025-10-12,1,1,12.003368901809056
THUAS,2025-10-13,1,1,11.939638552069663
THUAS,2025-10-14,1,1,11.876159423457251
TUM,2024-05-13,1,1,16.35818069497744
TUM,2024-05-14,1,1,16.407798154950143
TUM,2024-05-15,1,1,16.456689239475462
TUM,2024-05-16,1,1,16.50482180317243
TUM,2024-05-17,1,1,16.552163121700286
TUM,2024-05-18,1,1,16.598679932951928
TUM,2024-05-19,1,1,16.64433848268456
TUM,2024-05-20,1,1,16.689104575382338
TUM,2024-05-27,1,1,16.97454144285785
TUM,2024-05-28,1,1,17.01090464512507
TUM,2024-05-29,1,1,17.046058657566707
TUM,2024-05-30,1,1,17.079968775775697
TUM,2024-05-31,1,1,17.11260074065791
TUM,2024-06-01,1,1,17.143920845124455
TUM,2024-06-02,1,1,17.17389604330063
TUM,2024-06-03,2,2,17.202494061986606
TUM,2024-06-04,1,1,17.229683514038722
TUM,2024-06-05,1,1,17.255434011883207
TUM,2024-06-06,1,1,17.279716282222005
TUM,2024-06-07,1,1,17.30250227868557
TUM,2024-06-08,1,1,17.323765294618077
TUM,2024-06-09,1,1,17.343480072021485
TUM,2024-06-10,2,2,17.36162290804916
TUM,2024-06-11,1,1,17.378171757062276
TUM,2024-06-12,1,1,17.393106327851612
TUM,2024-06-13,1,1,17.4064081744353
TUM,2024-06-14,1,1,17.4180607806974
TUM,2024-06-15,1,1,17.428049636880555
TUM,2024-06-16,1,1,17.436362307866414
TUM,2024-06-17,2,2,17.4429884923829
TUM,2024-06-18,1,1,17.447920072807207
TUM,2024-06-19,1,1,17.451151154239973
TUM,2024-06-20,1,1,17.452678093645307
TUM,2024-06-21,1,1,17.452499517268606
TUM,2024-06-22,1,1,17.450616327722866
TUM,2024-06-23,1,1,17.447031699485247
TUM,2024-06-24,2,2,17.441751063399845
TUM,2024-06-25,1,1,17.434782080054283
TUM,2024-06-26,1,1,17.42613460249371
TUM,2024-06-27,1,1,17.415820629066893
TUM,2024-06-28,1,1,17.403854245874616
TUM,2024-06-29,1,1,17.390251560144954
TUM,2024-06-30,1,1,17.375030625594988
TUM,2024-07-01,2,2,17.358211359116765
TUM,2024-07-02,1,1,17.339815451171663
TUM,2024-07-03,1,1,17.319866269760663
TUM,2024-07-04,1,1,17.298388759096465
TUM,2024-07-05,1,1,17.275409334103266
TUM,2024-07-06,1,1,17.250955771075354
TUM,2024-07-07,1,1,17.225057096150188
TUM,2024-07-08,2,2,17.197743472125794
TUM,2024-07-09,1,1,17.169046083688738
TUM,2024-07-10,1,1,17.138997023701666
TUM,2024-07-11,1,1,17.10762917962339
TUM,2024-07-12,1,1,17.074976120856075
TUM,2024-07-13,1,1,17.041071989602514
TUM,2024-07-14,1,1,17.005951392915513
TUM,2024-07-15,2,2,16.969649298654662
TUM,2024-07-16,1,1,16.932200935615434
TUM,2024-07-17,1,1,16.89364169617494
TUM,2024-07-18,1,1,16.85400704509682
TUM,2024-07-19,1,1,16.813332432177333
TUM,2024-07-20,1,1,16.77165320912997
TUM,2024-07-21,1,1,16.729004553026623
TUM,2024-07-22,2,2,16.685421393182544
TUM,2024-07-23,1,1,16.640938344730273
TUM,2024-07-24,1,1,16.595589646233453
TUM,2024-07-25,1,1,16.54940910299619
TUM,2024-07-26,1,1,16.502430035074553
TUM,2024-07-27,1,1,16.454685231116084
TUM,2024-07-28,1,1,16.40620690557692
TUM,2024-07-29,1,1,16.357026662230492
UCR,2025-06-16,3,3,13.47255588153998
UCR,2025-06-17,3,3,13.473499963151085
UCR,2025-06-18,3,3,13.474199655519591
UCR,2025-06-19,3,3,13.474654420481787
UCR,2025-06-20,3,3,13.474863940808508
UCR,2025-06-21,3,3,13.47482812086741
UCR,2025-06-22,3,3,13.474547087020344
UCR,2025-06-23,6,6,13.474021187027295
UCR,2025-06-24,3,3,13.473250989052984
UCR,2025-06-25,3,3,13.472237280209859
UCR,2025-06-26,3,3,13.470981064306365
UCR,2025-06-27,3,3,13.469483559065395
UCR,2025-06-28,3,3,13.467746192746691
UCR,2025-06-29,3,3,13.465770600769256
UCR,2025-06-30,6,6,13.463558620744282
UCR,2025-07-01,3,3,13.461112287971709
UCR,2025-07-02,3,3,13.458433830208248
UCR,2025-07-03,3,3,13.455525661706924
UCR,2025-07-04,3,3,13.45239037712415
UCR,2025-07-05,3,3,13.449030745095676
UCR,2025-07-06,3,3,13.445449701017804
UCR,2025-07-07,7,7,13.441650340424644
UCR,2025-07-08,4,4,13.4376359107097
UCR,2025-07-09,4,4,13.433409804105759
UCR,2025-07-10,4,4,13.428975549274021
UCR,2025-07-11,4,4,13.424336803423033
UCR,2025-07-12,4,4,13.419497343699136
UCR,2025-07-13,4,4,13.414461059305403
UCR,2025-07-14,8,8,13.40923194275962
UCR,2025-07-15,4,4,13.40381408115228
UCR,2025-07-16,4,4,13.398211648133065
UCR,2025-07-17,4,4,13.392428895102606
UCR,2025-07-18,4,4,13.386470142934057
UCR,2025-07-19,4,4,13.38033977356222
UCR,2025-07-20,4,4,13.37404222170512
UCR,2025-07-21,8,8,13.367581967049174
UCR,2025-07-22,4,4,13.36096352590455
UCR,2025-07-23,4,4,13.35419144378768
UCR,2025-07-24,4,4,13.347270287738906
UCR,2025-07-25,4,4,13.340204638971223
UCR,2025-07-26,4,4,13.332999085916413
UCR,2025-07-27,4,4,13.325658217271169
UCR,2025-07-28,6,6,13.318186615506807
UCR,2025-07-29,2,2,13.310588850577671
UCR,2025-07-30,2,2,13.302869473960664
UCR,2025-07-31,2,2,13.295033012893464
UCR,2025-08-01,2,2,13.287083964943886
UCR,2025-08-02,2,2,13.279026792976591
UCR,2025-08-03,2,2,13.270865920583407
UCR,2025-08-04,5,5,13.262605727182494
UCR,2025-08-05,3,3,13.254250544110933
UCR,2025-08-06,3,3,13.245804650915993
UCR,2025-08-07,3,3,13.237272271315257
UCR,2025-08-08,3,3,13.228657570613755
UCR,2025-08-09,3,3,13.21996465212769
UCR,2025-08-10,3,3,13.211197554866473
UCR,2025-08-11,6,6,13.202360251280997
UCR,2025-08-12,3,3,13.193456644680765
UCR,2025-08-13,3,3,13.184490568041802
UCR,2025-08-14,3,3,13.175465781887372
UCR,2025-08-15,3,3,13.166385973360804
UCR,2025-08-16,3,3,13.157254754834705
UCR,2025-08-17,3,3,13.148075663381153
UCR,2025-08-18,6,6,13.13885215997696
UCR,2025-08-19,3,3,13.129587629304991
UCR,2025-08-20,3,3,13.120285379158126
UCR,2025-08-21,3,3,13.11094864083661
UCR,2025-08-22,3,3,13.101580569346746
UCR,2025-08-23,3,3,13.092184243268436
UCR,2025-08-24,3,3,13.082762665947278
UCR,2025-08-25,4,4,13.073318765627013
UCR,2025-08-26,6,6,13.06385539650917
UCR,2025-08-27,6,6,13.054375339680249
UCR,2025-08-28,6,6,13.044881304038896
UCR,2025-08-29,6,6,13.035375927819146
UCR,2025-08-30,6,6,13.025861779318916
UCR,2025-08-31,7,7,13.016341358820597
UCR,2025-09-01,7,7,13.006817099849384
UCR,2025-09-02,6,6,12.997291370630265
UCR,2025-09-03,1,1,12.987766475809945
UCR,2025-09-04,1,1,12.978244658046298
UCR,2025-09-05,1,1,12.968728100061417
UCR,2025-09-06,1,1,12.959218925899929
UCR,2025-09-07,1,1,12.949719203246964
