placement,placement_label,base_colour,fill_colour,xmin,xmax,alpha,aggregation_minutes,site,clock_minute,n_participants,participant_days,context,fraction,context_label,band_index,ymin,ymax
near_eye,Near-eye (primary),#D73027,#DF5952,397.5,412.5,1,15,MPI,405,26,150,sleep,0.8026666666666663,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E26B65,412.5,427.5,1,15,MPI,420,26,150,sleep,0.7146666666666668,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E4746E,427.5,442.5,1,15,MPI,435,26,150,sleep,0.6724444444444453,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E88883,442.5,457.5,1,15,MPI,450,26,150,sleep,0.5751111111111098,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EA908C,457.5,472.5,1,15,MPI,465,26,150,sleep,0.5342222222222229,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EC9D99,472.5,487.5,1,15,MPI,480,26,150,sleep,0.4728888888888889,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EEA6A3,487.5,502.5,1,15,MPI,495,26,150,sleep,0.4280000000000012,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EFAEAA,502.5,517.5,1,15,MPI,510,26,150,sleep,0.3915555555555555,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F2BCB9,517.5,532.5,1,15,MPI,525,26,150,sleep,0.3257777777777775,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F4C8C5,532.5,547.5,1,15,MPI,540,26,150,sleep,0.2666666666666674,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F5CBC9,547.5,562.5,1,15,MPI,555,26,150,sleep,0.251555555555556,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F6D1CF,562.5,577.5,1,15,MPI,570,26,150,sleep,0.2208888888888894,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F8D9D7,577.5,592.5,1,15,MPI,585,26,150,sleep,0.18400000000000064,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FAE4E3,592.5,607.5,1,15,MPI,600,26,150,sleep,0.13022222222222188,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FBE8E7,607.5,622.5,1,15,MPI,615,26,150,sleep,0.11066666666666646,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FBEBEA,622.5,637.5,1,15,MPI,630,26,150,sleep,0.09822222222222268,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FBEDEC,637.5,652.5,1,15,MPI,645,26,150,sleep,0.08844444444444509,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF4F4,652.5,667.5,1,15,MPI,660,26,150,sleep,0.052000000000000296,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF6F6,667.5,682.5,1,15,MPI,675,26,150,sleep,0.04222222222222248,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF7F6,682.5,697.5,1,15,MPI,690,26,150,sleep,0.04000000000000053,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF7F6,697.5,712.5,1,15,MPI,705,26,150,sleep,0.04000000000000053,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEF9F8,712.5,727.5,1,15,MPI,720,26,150,sleep,0.03022222222222248,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFCFC,727.5,742.5,1,15,MPI,735,26,150,sleep,0.014222222222221931,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFCFC,742.5,757.5,1,15,MPI,750,26,150,sleep,0.013333333333333128,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFDFD,757.5,772.5,1,15,MPI,765,26,150,sleep,0.011555555555555704,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,772.5,787.5,1,15,MPI,780,26,150,sleep,0.006666666666666567,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,787.5,802.5,1,15,MPI,795,26,150,sleep,0.006666666666666567,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,802.5,817.5,1,15,MPI,810,26,150,sleep,0.004444444444444553,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,817.5,832.5,1,15,MPI,825,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,832.5,847.5,1,15,MPI,840,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,847.5,862.5,1,15,MPI,855,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,862.5,877.5,1,15,MPI,870,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,877.5,892.5,1,15,MPI,885,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,892.5,907.5,1,15,MPI,900,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,907.5,922.5,1,15,MPI,915,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,922.5,937.5,1,15,MPI,930,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,937.5,952.5,1,15,MPI,945,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,952.5,967.5,1,15,MPI,960,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,967.5,982.5,1,15,MPI,975,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,982.5,997.5,1,15,MPI,990,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,997.5,1012.5,1,15,MPI,1005,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1012.5,1027.5,1,15,MPI,1020,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1027.5,1042.5,1,15,MPI,1035,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1042.5,1057.5,1,15,MPI,1050,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1057.5,1072.5,1,15,MPI,1065,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1072.5,1087.5,1,15,MPI,1080,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1087.5,1102.5,1,15,MPI,1095,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1102.5,1117.5,1,15,MPI,1110,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1117.5,1132.5,1,15,MPI,1125,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1132.5,1147.5,1,15,MPI,1140,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1147.5,1162.5,1,15,MPI,1155,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1162.5,1177.5,1,15,MPI,1170,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1177.5,1192.5,1,15,MPI,1185,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1192.5,1207.5,1,15,MPI,1200,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1207.5,1222.5,1,15,MPI,1215,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1222.5,1237.5,1,15,MPI,1230,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1237.5,1252.5,1,15,MPI,1245,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1252.5,1267.5,1,15,MPI,1260,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1267.5,1282.5,1,15,MPI,1275,26,150,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,1282.5,1297.5,1,15,MPI,1290,26,150,sleep,0.006666666666666854,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFDFD,1297.5,1312.5,1,15,MPI,1305,26,150,sleep,0.008888888888889135,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFAFA,1312.5,1327.5,1,15,MPI,1320,26,150,sleep,0.022222222222222133,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF6F6,1327.5,1342.5,1,15,MPI,1335,26,150,sleep,0.04311111111111108,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FCEEED,1342.5,1357.5,1,15,MPI,1350,26,150,sleep,0.08311111111111151,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FAE6E5,1357.5,1372.5,1,15,MPI,1365,26,150,sleep,0.12044444444444419,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F8D9D8,1372.5,1387.5,1,15,MPI,1380,26,150,sleep,0.18266666666666642,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F5CCCA,1387.5,1402.5,1,15,MPI,1395,26,150,sleep,0.24577777777777815,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F2BDBA,1402.5,1417.5,1,15,MPI,1410,26,150,sleep,0.3173333333333334,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EFACA8,1417.5,1432.5,1,15,MPI,1425,26,150,sleep,0.4017777777777773,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#E69F00,#F3D287,-7.5,7.5,1,15,MPI,0,26,150,pre_sleep,0.47155555555555656,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F5D794,7.5,22.5,1,15,MPI,15,26,150,pre_sleep,0.4195555555555553,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F6DEA7,22.5,37.5,1,15,MPI,30,26,150,pre_sleep,0.34488888888888897,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F8E3B5,37.5,52.5,1,15,MPI,45,26,150,pre_sleep,0.2897777777777774,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F9E8C2,52.5,67.5,1,15,MPI,60,26,150,pre_sleep,0.2400000000000003,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FAEBCB,67.5,82.5,1,15,MPI,75,26,150,pre_sleep,0.20488888888888937,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FBEED2,82.5,97.5,1,15,MPI,90,26,150,pre_sleep,0.17644444444444474,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FBF1D9,97.5,112.5,1,15,MPI,105,26,150,pre_sleep,0.14977777777777732,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FCF2DD,112.5,127.5,1,15,MPI,120,26,150,pre_sleep,0.13157894736842182,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FCF4E3,127.5,142.5,1,15,MPI,135,26,150,pre_sleep,0.11052631578947382,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FDF7EA,142.5,157.5,1,15,MPI,150,26,150,pre_sleep,0.0811403508771934,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FDF7EB,157.5,172.5,1,15,MPI,165,26,150,pre_sleep,0.0789473684210528,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEF9F0,172.5,187.5,1,15,MPI,180,26,150,pre_sleep,0.05777777777777808,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFAF1,187.5,202.5,1,15,MPI,195,26,150,pre_sleep,0.05333333333333271,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFAF1,202.5,217.5,1,15,MPI,210,26,150,pre_sleep,0.05333333333333271,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFAF1,217.5,232.5,1,15,MPI,225,26,150,pre_sleep,0.05333333333333271,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFCF6,232.5,247.5,1,15,MPI,240,26,150,pre_sleep,0.033333333333333576,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFCF8,247.5,262.5,1,15,MPI,255,26,150,pre_sleep,0.026666666666666464,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFDFA,262.5,277.5,1,15,MPI,270,26,150,pre_sleep,0.01911111111111049,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFC,277.5,292.5,1,15,MPI,285,26,150,pre_sleep,0.013333333333333211,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFD,292.5,307.5,1,15,MPI,300,26,150,pre_sleep,0.0066666666666669195,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,307.5,322.5,1,15,MPI,315,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,322.5,337.5,1,15,MPI,330,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,337.5,352.5,1,15,MPI,345,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,352.5,367.5,1,15,MPI,360,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,367.5,382.5,1,15,MPI,375,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,382.5,397.5,1,15,MPI,390,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,397.5,412.5,1,15,MPI,405,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,412.5,427.5,1,15,MPI,420,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,427.5,442.5,1,15,MPI,435,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,442.5,457.5,1,15,MPI,450,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,457.5,472.5,1,15,MPI,465,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,472.5,487.5,1,15,MPI,480,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,487.5,502.5,1,15,MPI,495,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,502.5,517.5,1,15,MPI,510,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,517.5,532.5,1,15,MPI,525,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,532.5,547.5,1,15,MPI,540,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,547.5,562.5,1,15,MPI,555,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,562.5,577.5,1,15,MPI,570,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,577.5,592.5,1,15,MPI,585,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,592.5,607.5,1,15,MPI,600,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,607.5,622.5,1,15,MPI,615,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,622.5,637.5,1,15,MPI,630,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,637.5,652.5,1,15,MPI,645,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,652.5,667.5,1,15,MPI,660,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,667.5,682.5,1,15,MPI,675,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,682.5,697.5,1,15,MPI,690,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,697.5,712.5,1,15,MPI,705,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,712.5,727.5,1,15,MPI,720,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,727.5,742.5,1,15,MPI,735,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,742.5,757.5,1,15,MPI,750,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,757.5,772.5,1,15,MPI,765,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,772.5,787.5,1,15,MPI,780,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,787.5,802.5,1,15,MPI,795,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,802.5,817.5,1,15,MPI,810,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,817.5,832.5,1,15,MPI,825,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,832.5,847.5,1,15,MPI,840,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,847.5,862.5,1,15,MPI,855,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,862.5,877.5,1,15,MPI,870,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,877.5,892.5,1,15,MPI,885,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,892.5,907.5,1,15,MPI,900,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,907.5,922.5,1,15,MPI,915,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,922.5,937.5,1,15,MPI,930,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,937.5,952.5,1,15,MPI,945,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,952.5,967.5,1,15,MPI,960,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,967.5,982.5,1,15,MPI,975,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,982.5,997.5,1,15,MPI,990,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,997.5,1012.5,1,15,MPI,1005,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,1012.5,1027.5,1,15,MPI,1020,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,1027.5,1042.5,1,15,MPI,1035,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,1042.5,1057.5,1,15,MPI,1050,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,1057.5,1072.5,1,15,MPI,1065,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,1072.5,1087.5,1,15,MPI,1080,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,1087.5,1102.5,1,15,MPI,1095,26,150,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFD,1102.5,1117.5,1,15,MPI,1110,26,150,pre_sleep,0.006666666666666854,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFD,1117.5,1132.5,1,15,MPI,1125,26,150,pre_sleep,0.008888888888889135,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFDF9,1132.5,1147.5,1,15,MPI,1140,26,150,pre_sleep,0.022222222222222133,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFBF4,1147.5,1162.5,1,15,MPI,1155,26,150,pre_sleep,0.04311111111111108,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FDF7EA,1162.5,1177.5,1,15,MPI,1170,26,150,pre_sleep,0.08311111111111151,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FCF3E0,1177.5,1192.5,1,15,MPI,1185,26,150,pre_sleep,0.12044444444444419,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FAEDD0,1192.5,1207.5,1,15,MPI,1200,26,150,pre_sleep,0.18266666666666642,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F9E7C0,1207.5,1222.5,1,15,MPI,1215,26,150,pre_sleep,0.24577777777777815,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F7E1AE,1222.5,1237.5,1,15,MPI,1230,26,150,pre_sleep,0.3173333333333334,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F5D899,1237.5,1252.5,1,15,MPI,1245,26,150,pre_sleep,0.4017777777777773,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F3D185,1252.5,1267.5,1,15,MPI,1260,26,150,pre_sleep,0.4786666666666656,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F1CB74,1267.5,1282.5,1,15,MPI,1275,26,150,pre_sleep,0.5440000000000005,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F0C566,1282.5,1297.5,1,15,MPI,1290,26,150,pre_sleep,0.5995555555555566,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EFC059,1297.5,1312.5,1,15,MPI,1305,26,150,pre_sleep,0.6515555555555551,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EEBC4D,1312.5,1327.5,1,15,MPI,1320,26,150,pre_sleep,0.6977777777777777,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EDBA49,1327.5,1342.5,1,15,MPI,1335,26,150,pre_sleep,0.7142222222222231,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EDBC4C,1342.5,1357.5,1,15,MPI,1350,26,150,pre_sleep,0.7013333333333337,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EDBC4C,1357.5,1372.5,1,15,MPI,1365,26,150,pre_sleep,0.7031111111111109,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EEBF54,1372.5,1387.5,1,15,MPI,1380,26,150,pre_sleep,0.6706666666666664,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#EFC35F,1387.5,1402.5,1,15,MPI,1395,26,150,pre_sleep,0.6275555555555562,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F0C668,1402.5,1417.5,1,15,MPI,1410,26,150,pre_sleep,0.5937777777777775,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F2CE7D,1417.5,1432.5,1,15,MPI,1425,26,150,pre_sleep,0.5115555555555548,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#0072B2,#EFF6FA,-7.5,7.5,1,15,MPI,0,26,150,wake,0.06444444444444378,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#F0F7FA,7.5,22.5,1,15,MPI,15,26,150,wake,0.05866666666666622,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#F1F7FB,22.5,37.5,1,15,MPI,30,26,150,wake,0.05333333333333271,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#F1F7FB,37.5,52.5,1,15,MPI,45,26,150,wake,0.05333333333333271,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#F6FAFC,52.5,67.5,1,15,MPI,60,26,150,wake,0.033333333333333576,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#F8FBFD,67.5,82.5,1,15,MPI,75,26,150,wake,0.026666666666666464,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#FAFCFE,82.5,97.5,1,15,MPI,90,26,150,wake,0.01911111111111049,Daytime (wake),3,2.58,3.42
near_eye,Near-eye (primary),#0072B2,#FCFDFE,97.5,112.5,1,15,MPI,105,26,150,wake,0.013333333333333211,Daytime (wake),3,2.58,3.42
