"path","sha256","role"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/verification/retained_site_reference_values.csv","0dd42387acbfa14e603116a444f63a0b44cde8cc0a6a06a499c5da0a38bdd047","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/verification/run_mechanical.R","baa0afc574126f426c8ab094510b2c822609982ca5aa22c92e96cce5e706c12a","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/verification/sessionInfo.txt","dce261759a7783ba14e7ca6d756b11e1b0ad72d84cfd97d9d009c387af50bc93","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/verification/source_authority_bridges.csv","29c19e2980dc98dc2f33ee721c2f8bc4d581049066d57e7984a378f88856262f","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/verification/verify_candidate.R","fc8086d2d5d57e52745a8846393a33b48dbc63a043639aecdf0f92cafabf9ccf","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/verification/word_count_summary.csv","1d04fb882c531e148af87ea22a4df694da80b10c64bc7727949692c6b6cb4d62","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/builder_executed.R","e7d1859001d596863acee2329c52418a7c8c8901a099ed7e3b0467e61b977620","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/diagnosis.md","694a5415c924be43cbddccb2331eb630320a05ecc616089eda541dac3fb6a577","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/execution.txt","372bacf471344dabc3e58743d1f07e1ae3b479221c4b45a97dbf9d11b1a535d7","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/page_manifest.csv","16329931a9eb5414a8a3c41d47f1195f09ac4f58c4564659d5ab472357c43f63","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/sessionInfo.txt","b7b2621e444b6494ed3f208f0944ffe1b6b1d04d62336ab0c277fc03765dc7f8","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_2_a.html","e04fdeb24f55085e5ca7e7eb6f7993576a143cfaf69d9dec472b85fac737b6f0","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_2_b.html","357686a8e053e06a91bcdd4bd286ffd3d99e1bd62dfbeab483cafb26be6ba53b","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_s2_part_01.html","b5994b10c7ec06ea5ffd9b89aa620fce5406cd2d13796595ccf9849c31262fd3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_s2_part_02.html","2ad84f117faeddcce9b6c66fb888f68cef57aaec71b1ed8e8afe520366d98411","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_s2_part_03.html","8261c21a738d629b99f236a86a2bf0a40f36c638013718ad80991c779c80d0c7","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_s7_part_03.html","82831378c1cdf60e314cedc847bfd7b1c4166d14da996ac2e0402b942d43ccf3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/table_s7_part_04.html","52bec37ae8699fe129afae44a8787d0fb7c264ba3843d471dd6edb468be932e0","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/verification/checks.csv","fab3304010fc25ed5c5e11a9bc6205f7f3afe8427c664352e34b1cac0777491c","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_01/verification/verifier_executed.R","9eb4b78636bfb415ec6ce92c5546a81f58ce644ddac1fb0fc514c76f798d4b59","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/builder_executed.R","e7d1859001d596863acee2329c52418a7c8c8901a099ed7e3b0467e61b977620","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/execution.txt","372bacf471344dabc3e58743d1f07e1ae3b479221c4b45a97dbf9d11b1a535d7","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/page_manifest.csv","16329931a9eb5414a8a3c41d47f1195f09ac4f58c4564659d5ab472357c43f63","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/sessionInfo.txt","b7b2621e444b6494ed3f208f0944ffe1b6b1d04d62336ab0c277fc03765dc7f8","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_2_a.html","e04fdeb24f55085e5ca7e7eb6f7993576a143cfaf69d9dec472b85fac737b6f0","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_2_b.html","357686a8e053e06a91bcdd4bd286ffd3d99e1bd62dfbeab483cafb26be6ba53b","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s2_part_01.html","b5994b10c7ec06ea5ffd9b89aa620fce5406cd2d13796595ccf9849c31262fd3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s2_part_02.html","2ad84f117faeddcce9b6c66fb888f68cef57aaec71b1ed8e8afe520366d98411","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s2_part_03.html","8261c21a738d629b99f236a86a2bf0a40f36c638013718ad80991c779c80d0c7","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s7_part_03.html","82831378c1cdf60e314cedc847bfd7b1c4166d14da996ac2e0402b942d43ccf3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s7_part_04.html","52bec37ae8699fe129afae44a8787d0fb7c264ba3843d471dd6edb468be932e0","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/checks.csv","29b7757e7ed1e2e30c404f663b1771eace9da82cfe5886d8ec8f67c3aa7c0f9f","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/embedded_image_payloads.csv","532329c9eb15055e9b19b4a0774fa4790646bfb19df202587a43e6561dc9e080","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/exact_source_rows.csv","493f2f31cbd978d0864b8ee9d911b1f11c0a4d6022c46a67249d4d53e6875ef2","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/input_pins.csv","f923ee508e5e75abc23ca225dfbb0fd0416b5dc786070fa323b7fc9f80c9172a","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/page_structural_summary.csv","fd830a2666aaa84c315c7079db8869d360238aba28f5ced5fdd3a6393a77fc43","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/result.json","de2f1e8aaaf135cb3bb07b359792534c1d05739decb0e0f580e0bfed55e7799c","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/sessionInfo.txt","dce261759a7783ba14e7ca6d756b11e1b0ad72d84cfd97d9d009c387af50bc93","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/verification/verifier_executed.R","4c639c2695c825fc374ce87cec8d3b4779a9dc67eeb0977988cdd39208177f75","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_comparison.csv","5e5018d436dbc28922dc304391dc5db2148ca3c4613cf25cb215706f15a9da82","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/authority_and_execution.md","1040b881f43538b8bc046517b8e57bcd4a057606a87fc1eaa6e2d47c6c64014e","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/build_static_pages.R","e7d1859001d596863acee2329c52418a7c8c8901a099ed7e3b0467e61b977620","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/completion_record.md","d38d7dda580cef76b7b6eb2a0748a22aa9160903d6ee207db705cd2b7725c15d","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/delivery_verification/checks.csv","78bf1cee82544dfa4be4b0e30622d8a107f973865dfb8398c9876cfac72532a9","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/delivery_verification/result.json","04756e3e98c5f34d280038cfd891b81f9b684aadbfaeb8c11cfc205e1d660db3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/delivery_verification/sessionInfo.txt","dce261759a7783ba14e7ca6d756b11e1b0ad72d84cfd97d9d009c387af50bc93","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/index.html","6c42af24b774b5e7f23dcaffc4bd6968ba3616d4032147eb2aec213d9d64205f","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspect_sources.R","4068ab41b43637f5514127536f00f7ef19ba2755ea5ff7ba18b7f22ac788bd74","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspection/sessionInfo.txt","b7b2621e444b6494ed3f208f0944ffe1b6b1d04d62336ab0c277fc03765dc7f8","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspection/source_structure.txt","64cc8e22548a3bcca07a66e24f3431d8c4c7501c8bb0e7e1cb2b69f744884ba5","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspection/table_s6_geographic_associations.html.css","fff35fe5c4bc710bf08e69e760e454168b17d1f9b5422967e368897e5290db9b","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspection/tbl-main-adherence-levels.html.css","e9095ee59e9d9cdb19ea6f4119335e6c9f3aa4b111e441bcadca5c2809e48da9","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspection/tbl-main-primary-results.html.css","8cd9c78f3f19b115d0f3acca7a2d4d47dbe17d111bf7205ad4fb8e5c5c35e858","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/inspection/tbl-near-eye-metrics.html.css","07ac35ef27449f9d8a84cc764610b6f6111b3a5bf8064601572346d86e3188fa","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/manual_capture_guide.html","05ad724ba91cf5c83d31498b79c46de0af7468c5cb4f5b722d52141b63a57b4d","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/manual_capture_guide.md","cf9d08db2e33e77f33e8d9fd4a1ec8343e0b26d92e9537b05d17b4617a51762a","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/page_manifest.csv","16329931a9eb5414a8a3c41d47f1195f09ac4f58c4564659d5ab472357c43f63","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/prepare_manual_delivery.R","49f2c0d28b87eafbd499097c2b29f5f35454129614098e0fe4c82710ddee3e06","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/README.md","c0c4f765a5c9e8c2ca9b84e7b3b7d1abc3875ab435351854b03611c9931f7806","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/seal_package.R","e96fe4054a43bf1f021399de5f25cb069e48f9e9d25447a5ce5f1cdff9c2fc1d","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_2_a.html","e04fdeb24f55085e5ca7e7eb6f7993576a143cfaf69d9dec472b85fac737b6f0","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_2_b.html","357686a8e053e06a91bcdd4bd286ffd3d99e1bd62dfbeab483cafb26be6ba53b","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_s2_part_01.html","b5994b10c7ec06ea5ffd9b89aa620fce5406cd2d13796595ccf9849c31262fd3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_s2_part_02.html","2ad84f117faeddcce9b6c66fb888f68cef57aaec71b1ed8e8afe520366d98411","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_s2_part_03.html","8261c21a738d629b99f236a86a2bf0a40f36c638013718ad80991c779c80d0c7","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_s7_part_03.html","82831378c1cdf60e314cedc847bfd7b1c4166d14da996ac2e0402b942d43ccf3","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/table_s7_part_04.html","52bec37ae8699fe129afae44a8787d0fb7c264ba3843d471dd6edb468be932e0","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/verify_delivery.R","61d822db3bc3eb39437812545c65c696de12728a89ca48b35a073cc1d1ab741a","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/verify_static_pages.R","4c639c2695c825fc374ce87cec8d3b4779a9dc67eeb0977988cdd39208177f75","protected earlier package member"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html","6832c791ed3ebcf8895106dafe68c7c5118a12a74e37aacdeb8a84b02d9bfe97","unchanged accepted table for new layout"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s6_geographic_associations.html","f18fdc5b9912d1d0ab0ff7be6fdcd230223837f4dfa2f32456583e3055f70a78","unchanged accepted table for new layout"
