placement,data_scenario_id,model_implementation_id,scenario,metric_order,metric_id,analysis_unit,stage,scope,site,model_observations,participants,participant_days,participant_hours,contributing_participant_days,metric_support_missing_observations,metric_support_valid_hours,metric_support_expected_hours,prepared_record_support_missing_observations,prepared_record_valid_melEDI_hours,prepared_record_valid_illuminance_hours,sites,excluded_observations,status
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,BAUA,101,18,101,,101,101,,,101,,,1,5,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,IZTECH,99,17,99,,99,99,,,99,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,THUAS,72,13,72,,72,72,,,72,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,metric_estimable,overall,ALL,790,141,790,,790,790,,,790,,,9,21,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,BAUA,101,18,101,,101,101,,,101,,,1,5,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,IZTECH,99,17,99,,99,99,,,99,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,THUAS,72,13,72,,72,72,,,72,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,site_photoperiod_model,overall,ALL,790,141,790,,790,790,,,790,,,9,21,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,BAUA,101,18,101,,101,101,,,101,,,1,5,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,FUSPCEU,120,23,120,,120,120,,,120,,,1,7,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,IZTECH,99,17,99,,99,99,,,99,,,1,3,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,THUAS,72,13,72,,72,72,,,72,,,1,6,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,9,duration_below_1_sleep_environment,participant_day,latitude_photoperiod_model,overall,ALL,790,141,790,,790,790,,,790,,,9,21,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,metric_estimable,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,site_photoperiod_model,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,10,longest_bout_above_250,participant_day,latitude_photoperiod_model,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,metric_estimable,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,site_photoperiod_model,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,11,m10_midpoint,participant_day,latitude_photoperiod_model,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,prepared_rows,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,metric_estimable,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,site_photoperiod_model,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,MPI,150,26,150,,150,150,,,150,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,RISE,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,THUAS,78,13,78,,78,78,,,78,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,TUM,60,10,60,,60,60,,,60,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,site,UCR,30,6,30,,30,30,,,30,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,12,l10_midpoint,participant_day,latitude_photoperiod_model,overall,ALL,811,141,811,,811,811,,,811,,,9,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,BAUA,106,18,106,,106,106,,,106,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,FUSPCEU,127,23,127,,127,127,,,127,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,IZTECH,102,17,102,,102,102,,,102,,,1,0,AVAILABLE
glasses,alternative_preprocessing,hypothesis_models,all_available,13,mean_timing_above_250,participant_day,prepared_rows,site,KNUST,80,15,80,,80,80,,,80,,,1,0,AVAILABLE
