"path","sha256","bytes","mode","mtime_utc"
"artifacts/11_source_data/H02/paired_placement_site_curves.csv","3bc65cdd98bb8e71c5bc6f586e0aab966a929cc6b47df25b8e6eaf1376f5c5c8",173630,"0644","2026-08-01 12:16:30.843192 UTC"
"artifacts/11_source_data/H02/pilots/dominance_pilot_50rep/main__chest__all_available__dominance_predictions.rds","82c0c1f1c0d4a4c4e04283b8b372569d9ad5fdb7a8459a562c158549d087f4e7",1526792,"0644","2026-07-31 15:51:34.028372 UTC"
"artifacts/11_source_data/H02/pilots/dominance_pilot_50rep/main__glasses__all_available__dominance_predictions.rds","e5c9c14cbd3decb628b17761048355bf8ca512156e97b0f5533f24f6ba9358a7",1375256,"0644","2026-07-31 15:49:47.794128 UTC"
"artifacts/11_source_data/H02/preparation_response_distribution_exact_zero_summary.csv","f2cc126a168bf8d6db3c5b13b3c6fea83030b23e7fdebff882bea1eb390f31db",244,"0644","2026-08-01 12:31:58.530143 UTC"
"artifacts/11_source_data/H02/preparation_response_distribution_positive_observations.csv","22dff3af0f213b3ceaed0d5ca827da4184b662ff7d0366d592b6598b56e96842",1409727,"0644","2026-08-01 12:31:58.527358 UTC"
"artifacts/11_source_data/H02/site_curve_predictions.csv","03a70808d41029acf41287db7393761e792b850bf00815acea0d6bda6aa527a7",1011432,"0644","2026-07-31 15:41:03.282853 UTC"
"artifacts/12_manifests/H02/figure4_replication_inputs.csv","d753c780cd9b6029394ebbab4f76cc384dd38a4311f01ae29798adb56c000f89",2859,"0644","2026-08-01 08:38:34.112096 UTC"
"artifacts/12_manifests/H02/figure4_replication_manifest.csv","bc393421b09347bd594928fb4893b538bcf55a11443cf8bdb02d218056a94d73",4060,"0644","2026-08-01 08:38:34.120242 UTC"
"artifacts/12_manifests/H02/global_time_basis_verified_inputs.csv","0aea54b7786352cc7ec8d61d79ee9b37a56931fd4165f126c5ffccb80ebe4391",1159,"0644","2026-08-01 06:52:14.458077 UTC"
"artifacts/12_manifests/H02/H02_analysis_manifest.csv","cba73edc1d4974dd9a86a03513af7491aa62e8b09dbb3606895aa3af551b3804",12163,"0644","2026-07-31 15:41:04.018549 UTC"
"artifacts/12_manifests/H02/H02_dominance_manifest.csv","fe63aec3b643aa383e4ae68bc7ba71d6a7545f50278907b116c83816e26bf161",4277,"0644","2026-07-31 18:15:17.188131 UTC"
"artifacts/12_manifests/H02/H02_figure_readability_qa.csv","f0898eeab659591109954f453f78ef5f5b783415cce015c79c1ce17c72a43814",5656,"0644","2026-08-01 12:36:44.288639 UTC"
"artifacts/12_manifests/H02/H02_formula_sensitivity_manifest.csv","81ace96913868b28a474b01154f55685c7a750f7dbfa504fb33a41597a721fae",3658,"0644","2026-07-31 15:44:54.862643 UTC"
"artifacts/12_manifests/H02/H02_global_time_basis_diagnostic_manifest.csv","1987dcfae933a15b6da56c54d09e0da79fc0418ec8fa907d7dc729896ceace23",4344,"0644","2026-08-01 06:52:14.466145 UTC"
"artifacts/12_manifests/H02/H02_model_data_manifest.csv","63961c8f7fd1398ec31636a26a4008a0af630729800245404c4c38b9867ca005",3765,"0644","2026-07-31 13:59:05.286804 UTC"
"artifacts/12_manifests/H02/H02_paired_placement_display_manifest.csv","fffcffcecc79196a11515ff74c56b8293fbea9ee2368b4b71b6c39cddeb65753",1572,"0644","2026-08-01 12:16:30.856873 UTC"
"artifacts/12_manifests/H02/H02_preparation_report_manifest.csv","c2e8c5a3b4fcebe53f3f813aa75fac6d3d960384333f59dd1b1501d90b08aaf7",12457,"0644","2026-08-01 12:36:45.302400 UTC"
"artifacts/12_manifests/H02/H02_reader_diagnostics_manifest.csv","493762b324d6f7e468ed78f91a30430cee58b9b3762cf7c870ccf7c8faccca0a",2116,"0644","2026-07-31 21:55:01.079686 UTC"
"artifacts/12_manifests/H02/H02_temporal_diagnostics_manifest.csv","cce47e9738c69b452bd9148487a954108849c29ed106aa30f8a90a660e87dc8b",1368,"0644","2026-07-31 17:00:07.441168 UTC"
"artifacts/12_manifests/H02/H02_worker_output_hashes.csv","0f3a96ab08f7fed2b59eb4a45f203297483919b3067bee560c9e239693242331",40049,"0644","2026-08-01 12:36:48.342167 UTC"
"artifacts/12_manifests/H02/pilots/dominance_pilot_50rep/H02_dominance_pilot_manifest.csv","7e9a4bc40620e7bc56e91aeb883f05b60685c6a3bf35997e205fa57827bde98b",4669,"0644","2026-07-31 15:51:34.264348 UTC"
"audit/handoffs/H02_shared_change_request.md","9d6188c652dd515f02a71f33feacad23f02b00ce38e4e6a848652dcd179522bd",10564,"0644","2026-08-01 12:40:02.695402 UTC"
"audit/handoffs/H02_worker_handoff.md","fbb74b2ed98756e1e8eb7f4b0be14cc8ec4a1873d766c1828390ebd9f5793441",45489,"0644","2026-08-14 19:35:30.011780 UTC"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1",55146,"0644","2026-08-14 19:34:40.509818 UTC"
"audit/ledgers/change_log.csv","e1bd0c27e18bae2099445f4109f421f9d6ccab7d8fe620334c03c90972d3bb4f",199072,"0644","2026-08-20 10:16:54.786729 UTC"
"audit/ledgers/claim_provenance.csv","910ddeb476e08bf95ce53e238594f530ab2c30df0e21800bc6b664d77b83f095",15353,"0644","2026-08-01 16:15:10.144255 UTC"
"audit/ledgers/decision_register.csv","bdb5e062080e6bd6184a6d6560647c7cc62b513f9d6a2e8f17621d066d42b664",134577,"0644","2026-08-20 10:16:54.611357 UTC"
"audit/ledgers/deviation_hypothesis_crosswalk.csv","ff1b99af72c778b668601d845f6b968cb8a4c845dc8b4687237df11de9ddd3f9",11230,"0644","2026-08-12 11:22:19.582061 UTC"
"audit/ledgers/deviation_reader_dispositions.csv","0ae6f9d0ea161759d1a514c3c8ca7ac6869f5cf7634e7af8198224fa8b5cac6d",52495,"0644","2026-08-12 14:56:07.300032 UTC"
"audit/ledgers/deviation_register.csv","87dfe055c5961f30d5dc68903c2af8389e14eab75398d0ee5d362473ce1ca131",63585,"0644","2026-08-11 15:14:32.382839 UTC"
"audit/ledgers/external_evidence_ledger.csv","c8d2f22123d016912daa7f0558ca2eada7933a2764f589cd50b91f5737772383",5735,"0644","2026-07-30 03:21:01.680427 UTC"
"audit/ledgers/finding_register.csv","0b55b1044d8acbc2b291da0816a32bde68b24e6e6811d49451ff3bb40c78e45d",60649,"0644","2026-08-11 23:35:03.057877 UTC"
"audit/ledgers/hypothesis_comparison_status.csv","0d15bf069cac3e65b0120aade0ced08938a14378b76f233db33d67ec27cf0edd",7886,"0644","2026-08-13 13:14:52.096449 UTC"
"audit/ledgers/hypothesis_contracts.csv","878d887ef9a1c48b1b364a7cab8a052c2220e3510eed18401c5819f09fdbf640",11710,"0644","2026-08-01 12:47:36.941502 UTC"
"audit/ledgers/hypothesis_data_sensitivity_comparisons.csv","604e79fdb020c611338f08a4fd6429a095cdc2c74ae34d1bad26f6e78f3eedc5",3575,"0644","2026-08-01 16:15:09.478182 UTC"
"audit/ledgers/hypothesis_implementation_audit.csv","a9287d8bfa569a2824194b0e093197c7f7ce972ac7d97ebea0498393b2adf481",3832,"0644","2026-08-01 16:15:09.038721 UTC"
"audit/ledgers/hypothesis_result_comparisons.csv","c489f1232293ab959b687cf1b4aeaefbf07e92cdca00568dc1f26207a10f911a",5248,"0644","2026-08-01 16:15:09.261178 UTC"
"audit/ledgers/hypothesis_stage_gates.csv","1a5f9d70db3d315367368197d91c2406621b773d3c1c4bf0e78a808965875820",4579,"0644","2026-08-14 15:48:44.583482 UTC"
"audit/ledgers/metric_validity.csv","b3016e2f56109444c3cd7ad8f73a1e6928592ac05c5e05fd3407cf870faa0b71",29732,"0644","2026-08-11 23:35:03.554083 UTC"
"audit/ledgers/result_differences.csv","b1a43d15d27130f541e71f3cc185628a65aa3af4488d46d1a3058c4fb331015c",34472,"0644","2026-08-11 15:13:05.135566 UTC"
"audit/ledgers/reviewer_feedback_disposition.csv","5ebb863dd2671ef468d9e3b5a0d5bed0720337480be4188a2da98099a89e7fac",8094,"0644","2026-07-29 22:00:56.833827 UTC"
"audit/ledgers/sample_flow.csv","57d969a093dbbc66bc0f9f98a24d2d74242248a48caf42e1d76ac23577fadd30",34820,"0644","2026-08-11 15:13:18.213902 UTC"
"audit/ledgers/software_versions.csv","9171aced04d33a348f3a4ba29f67953b30e0cefa71d9c424f916e233a5376f92",6140,"0644","2026-07-30 05:44:34.604493 UTC"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,"0644","2026-07-31 16:30:32.129117 UTC"
"manuscript/R0_NatMed/.DS_Store","05585bdf3816a5d6b0f613dd5a3ca9c0461d268381d7f874202e7bca414dc971",6148,"0644","2026-06-16 15:01:04.798566 UTC"
"manuscript/R0_NatMed/Cover Letter.doc","52d8a48a9a09afac59547b77ccfb3b4b39e85daf4699d2407ebdeae4d130240d",32256,"0644","2026-06-16 16:32:55.755484 UTC"
"manuscript/R0_NatMed/Cover Letter.pdf","7b305c4ccf66d0e835dede828bf97c99d2da813e025221354b926d5dd513f7fe",25151,"0644","2026-06-16 16:33:27.154369 UTC"
"manuscript/R0_NatMed/Figures/.DS_Store","d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3",6148,"0644","2026-06-16 15:01:21.119125 UTC"
"manuscript/R0_NatMed/Figures/Fig1.png","3933c77a9d9c64f3155f5c460619e586ba7f9a5c3ad20b97d99e7e58409344a1",2570847,"0644","2026-05-19 17:53:07.455502 UTC"
"manuscript/R0_NatMed/Figures/Fig2.png","61afec22f1d2650220b59baf8b5fa72f3f140f380891ac7f26de80a45c26e882",2890478,"0644","2026-05-19 18:03:18.234114 UTC"
"manuscript/R0_NatMed/Figures/Fig3.png","ece9688ead3999bd50d9b84d1a87dbe2dcf29638d75cd59d6a150ca7ce6aac83",901965,"0644","2026-05-19 18:48:29.917061 UTC"
"manuscript/R0_NatMed/Supplements/.DS_Store","d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3",6148,"0644","2026-06-16 15:08:42.331524 UTC"
"manuscript/R0_NatMed/Supplements/FigureS1.png","9c5f6f076ab08b4f13b8ece4de4bba2e10f881a65120c4de1750800a64d7c91e",619110,"0644","2026-04-30 13:17:27.174576 UTC"
"manuscript/R0_NatMed/Supplements/FigureS10.png","056e217c682ac8ad43b9974f1601eb4c05e6c4373f74fb5e9fd33002149832f0",396472,"0644","2026-05-19 17:53:30.688162 UTC"
"manuscript/R0_NatMed/Supplements/FigureS2.png","37c14afe7ca8226e4ca29b3645b63d56826a7eb8fc708e873f5485e5de08aae4",634105,"0644","2026-05-19 18:46:44.748738 UTC"
"manuscript/R0_NatMed/Supplements/FigureS3.png","6f8305009d10b1390e9cdb4bc9ba174c72d556ae72258e8d6ee5e74522880bab",883578,"0644","2026-05-19 18:44:18.913343 UTC"
"manuscript/R0_NatMed/Supplements/FigureS4.png","b335b82cda024b636ea067c45643b24d2acdcc381f1b2c1c80db9e4b69ed82d9",292223,"0644","2026-05-19 20:37:29.954257 UTC"
"manuscript/R0_NatMed/Supplements/FigureS5.png","5aa5dc777c4317f65be6c5f84abf4a7e49ef550980fb778499506ff0e5a1a041",348066,"0644","2026-05-19 22:33:32.815471 UTC"
"manuscript/R0_NatMed/Supplements/FigureS6.png","c2b0ec63cf0466a074c40b3597b7ac7e85ddfeaa5890484420eba2f39ac5ca16",2506924,"0644","2026-05-19 22:25:57.567049 UTC"
"manuscript/R0_NatMed/Supplements/FigureS7.png","e34a1046e61b7fbc4c620896f84976b11e324f190a85177cb6c0ed89e44891c2",996165,"0644","2026-05-20 13:21:10.836064 UTC"
"manuscript/R0_NatMed/Supplements/FigureS8.png","7d8d012ec723855366cf5e784705464d4a7152be265465d1d39a9915bb222b8b",470493,"0644","2026-05-20 13:21:25.267262 UTC"
"manuscript/R0_NatMed/Supplements/FigureS9.png","6d86775b3d461d857a602181ccb76d33d5fd1eec712765fc1aeacd455922a3f1",325560,"0644","2026-05-20 14:34:21.713545 UTC"
"manuscript/R0_NatMed/Supplements/Supplements.pdf","d8e19a5db61810cad84a9803a2812909c8123756da76d4112ea80a3d20177b6f",6373055,"0644","2026-06-16 16:08:05.844849 UTC"
"manuscript/R0_NatMed/Supplements/Supplements.zip","337744f5b9feb181a9a222bbd2ba77113f25965951d009ca476b4405538eaf86",11424526,"0644","2026-06-16 15:07:27.615608 UTC"
"manuscript/R0_NatMed/Supplements/TableS1.png","7a605a2bc1e812bfaa206c807414036bc47b53df9556b9ba2ca14e4bd6e1c8cd",2654809,"0644","2026-05-12 13:46:11.939263 UTC"
"manuscript/R0_NatMed/Supplements/TableS2.png","3eebff001c7031deb6c92dd259373e956524122a3c27d4e2f9222e1ff3cc5321",749431,"0644","2026-05-27 09:43:25.831131 UTC"
"manuscript/R0_NatMed/Supplements/TableS3.png","650f2bb26b2bedcd52acada6236fe799ee4e5fc74c2f38d8e68281785427a03f",297328,"0644","2026-05-19 12:39:53.301949 UTC"
"manuscript/R0_NatMed/Supplements/TableS4.png","fa71fcce113ea57ce2a5cf0e56bf5528b72b706b779b4299fb964e56d1c05d57",288619,"0644","2026-05-19 18:54:32.916706 UTC"
"manuscript/R0_NatMed/Supplements/TableS5.png","e99caa851086db427558b4ce46a00c4a6520a0b679c834e23300f520178437ba",294422,"0644","2026-05-19 20:41:20.154240 UTC"
"manuscript/R0_NatMed/Supplements/TableS6.png","3cd4eb4c87a5b045a340e3ead026d62583d15faf39cd9ce805c43c4703133b3e",128081,"0644","2026-05-19 22:30:38.130553 UTC"
"manuscript/R0_NatMed/Supplements/TableS7.png","887a0e01825c2ea53691c09526179ac038ac191f29f6f5e5029fa493a812cfc5",100462,"0644","2026-05-20 14:08:06.500560 UTC"
"manuscript/R0_NatMed/Supplements/TableS8.png","c0e1c0972b614624b636f9be5b93eb21e805550ffcd2552fe490fbfb543b06ee",49043,"0644","2026-05-20 14:45:07.775121 UTC"
"manuscript/R0_NatMed/Tables/.DS_Store","d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3",6148,"0644","2026-06-16 15:01:26.151260 UTC"
"manuscript/R0_NatMed/Tables/Table1.png","ae8748a6f6e74ff14d363ff671b6ea2787329cb2c5dbec226a6ac958b07ba055",845865,"0644","2026-05-12 13:46:04.086803 UTC"
"manuscript/R0_NatMed/Tables/Table2.png","63c82a90addcad43329442dc76d60cb7797a7a57d3939a318baa2bc46e69a4d9",218098,"0644","2026-05-12 13:47:05.876453 UTC"
"manuscript/R0_NatMed/Tables/Table3.png","a596ddbbaf4601049ed41a1524508a0b649b8508796c42968564ffcb1905c2dd",284774,"0644","2026-05-19 18:54:55.101510 UTC"
"manuscript/R0_NatMed/ZaunerEtAl2026_NatMed.docx","9cd2e1ffb1395337528db4e3151a8fbbb3ab4be8352852424bda06aca9527e35",10063517,"0644","2026-06-16 16:07:50.155476 UTC"
"notebooks/hypotheses/H02.qmd","4f431eaba1fd449837186497dc988f95c30a9ece7ae83d57b2f0c377690f0f6d",57148,"0644","2026-08-14 19:21:33.567214 UTC"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"0644","2026-07-31 21:37:26.338044 UTC"
"scripts/hypotheses/H02/audit_submitted_h02.R","038011498621dbc3965ed27dff3c31117ebd21c03d7c213037f8819ba856c12c",6230,"0644","2026-07-31 15:42:51.422456 UTC"
"scripts/hypotheses/H02/build_h02_figure_readability_qa.R","2dc304fe6ad6453e01d26b96082b27a0b379025102a118ab26f541691fa41a9e",5165,"0644","2026-08-01 12:30:48.591289 UTC"
"scripts/hypotheses/H02/build_h02_figure4_replication.R","aed917fa24180d7e2bb0a30917046f43cf55fcdc50b11e667b175282148d9d00",34139,"0644","2026-08-01 07:33:05.020529 UTC"
"scripts/hypotheses/H02/build_h02_model_data.R","ce7f7fa5c80fae0fd90f05118a0f88aa75d378adda6ed78d73ce8628a67dfff7",6078,"0644","2026-07-30 21:21:14.366192 UTC"
"scripts/hypotheses/H02/build_h02_paired_placement_display.R","a8286c19766f4fa88622d5e7b8daa09dbba1838bc6a804ef7671f2fcdd9d0205",6827,"0644","2026-08-01 12:10:18.334002 UTC"
"scripts/hypotheses/H02/build_h02_preparation_report_manifest.R","8fb4744bce578df85ec9683ab87271bfcc0ba79fcc7d53a7d21b8b3d406c9d16",6122,"0644","2026-08-01 12:16:43.527390 UTC"
"scripts/hypotheses/H02/build_h02_reader_diagnostics.R","946e569154fcaa0edeb5cc9b172d84775c5385784edeba40df31376b4cae4569",6656,"0644","2026-07-31 21:54:28.154133 UTC"
"scripts/hypotheses/H02/build_h02_worker_manifest.R","49e848952070c819c008066463d186e6d82f420e3157bda419b77ac0c2c84f01",3899,"0644","2026-08-01 07:41:29.220440 UTC"
"scripts/hypotheses/H02/h02_contract.R","76a72eb8a164f93756796ac593c76c09d5aff983167861ae39efac45974ee025",11946,"0644","2026-07-31 13:58:41.595182 UTC"
"scripts/hypotheses/H02/h02_data.R","ed8e46992b6ee48597452ad8ab08b3141347115a9918ffbf94185c6aa164e6a6",10417,"0644","2026-07-31 15:42:51.420648 UTC"
"scripts/hypotheses/H02/h02_dominance.R","df9f05faeacc42f37e41018f50e2a04db3d00b53c441f1cd755fa61c13d8be3d",19211,"0644","2026-07-31 08:10:52.020596 UTC"
"scripts/hypotheses/H02/h02_figure4_pointwise.R","ba6ae587bb8cde296f4273f5c40dd97a073bf1df422c694481404ae8ad3475ae",21258,"0644","2026-08-01 08:37:49.288764 UTC"
"scripts/hypotheses/H02/h02_modeling.R","62b7646f2806b8b4320aab94787fb71b31bfa53b3552e9938bb499f3933c382f",33108,"0644","2026-07-31 14:46:45.329649 UTC"
"scripts/hypotheses/H02/run_h02_analysis.R","b2426677f4212d78307d30c62a8c91bd2ab6e0b95866ccdb22aae4e38a985319",25903,"0644","2026-07-31 14:48:08.986137 UTC"
"scripts/hypotheses/H02/run_h02_dominance_analysis.R","55f29dec94612b15af1fa2fb8af98664e0a8943e87e5ea9f135c270bda43f106",20260,"0644","2026-07-31 15:52:40.955928 UTC"
"scripts/hypotheses/H02/run_h02_formula_sensitivity.R","d6b5371f56ecede21a6b39705cfeb31c2b1574143ce1fcf028b5e36247ce9562",10672,"0644","2026-07-31 14:48:21.081168 UTC"
"scripts/hypotheses/H02/run_h02_global_time_diagnostic_sensitivity.R","dc8900f483d9e5a5900b439405ad64ab1d55807ea7700f8984083c6e57c91497",16743,"0644","2026-08-01 06:41:00.896543 UTC"
"scripts/hypotheses/H02/run_h02_temporal_diagnostics.R","ecd22f18b9e514f6298e23b71015cc75c7138e3224d5470b2f2a72f2efd8d3cc",16053,"0644","2026-07-31 15:44:38.747763 UTC"
"supplementary_information.qmd","8d013e4d37ca5ff438988e82907a26d65b98a9a47cc2d62ec3ddcd0e2b3862fa",993,"0644","2026-07-29 22:42:15.511812 UTC"
"tests/hypotheses/H02/test_h02_contract.R","0211746b1f1b45968d847f440081885110ae1740ca66641062d250dd211243d5",4418,"0644","2026-07-31 14:46:45.320369 UTC"
"tests/hypotheses/H02/test_h02_dominance_fit.R","28bcd4aa4e73673b26d0d59853d0de04b00d1b5e6a151f9f3f1943a53e068f27",3391,"0644","2026-07-31 14:46:45.321492 UTC"
"tests/hypotheses/H02/test_h02_dominance_pilot.R","a14dca727f9f20be6a6c0c3bab5bfe4df744c9181fd6de477d93a93971dc0788",2368,"0644","2026-07-31 15:49:14.869176 UTC"
"tests/hypotheses/H02/test_h02_dominance.R","d8be1db32b8ef11f5bdb21df3f30f92f4b522feede28698f9f1206810069e461",5541,"0644","2026-07-31 08:10:52.021862 UTC"
"tests/hypotheses/H02/test_h02_figure_readability.R","0e0371700e9578ea769a1622188f0e6f990dfc3d502bb4b6ebecc59d36179a6f",2278,"0644","2026-08-01 12:30:48.832965 UTC"
"tests/hypotheses/H02/test_h02_figure4_replication.R","a0fd56d1cd9d57d8ae0c1c5890ba2ab5f8c763b720c8fe34e54fe111b4fe0346",7410,"0644","2026-07-31 21:05:27.443857 UTC"
"tests/hypotheses/H02/test_h02_outputs.R","685b25109677ccfd851dad629562af0daa3f3c14760192e7ea98ab3e4b615b8a",14008,"0644","2026-07-31 15:44:54.846522 UTC"
"tests/hypotheses/H02/test_h02_paired_placement_display.R","873c43f0d863c78c22e3e0635d054f09bc521a24d618afcda134a831ac7e7d8a",3790,"0644","2026-08-14 19:49:48.439311 UTC"
"tests/hypotheses/H02/test_h02_preparation_report.R","ead7a55246a2625b1382acc302b6004892dbf7f7830285f2bae830cb0859d3f8",14895,"0644","2026-08-20 06:43:46.418334 UTC"
"tests/hypotheses/H02/test_h02_reader_report.R","479a702e7c5c52cf85e8591300a30c759da945f4c65ecb28cad67bb2e6752d3f",16545,"0644","2026-08-20 09:19:03.900173 UTC"
