route,table,attribute,target,valid
index.html,5,headers,tbl-near-eye-metrics--gt-0004,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0005,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0006,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0007,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0008,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0009,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0010,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0011,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0012,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0013,True
index.html,5,headers,tbl-near-eye-metrics--gt-0032,True
index.html,5,headers,tbl-near-eye-metrics--gt-0037,True
index.html,5,headers,tbl-near-eye-metrics--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0012,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0013,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0014,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0015,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0016,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0017,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0018,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0019,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0020,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0021,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0004,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0005,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0006,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0007,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0008,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0009,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0010,True
index.html,6,headers,tbl-recommendation-context--gt-0022,True
index.html,6,headers,tbl-recommendation-context--gt-0011,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0001,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0002,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0003,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0005,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0001,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0002,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0003,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0006,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0005,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0001,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0002,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0003,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0005,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0001,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0002,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0003,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0007,True
index.html,7,headers,tbl-plan-brown-cross-window-associations--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0006,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0007,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0008,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0009,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0005,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0010,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0012,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0002,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0003,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0011,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0013,True
index.html,8,headers,tbl-plan-h02-glasses-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0006,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0007,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0008,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0009,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0005,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0010,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0012,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0002,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0003,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0011,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0013,True
index.html,9,headers,tbl-plan-h02-chest-variation-shapley-gt-candidate--gt-0004,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0002,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0007,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0008,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0009,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0010,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0005,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0012,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0006,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0002,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0007,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0008,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0009,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0010,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0005,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0011,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0013,True
index.html,10,headers,tbl-h01-primary-publication-summary--gt-0006,True
