ordinal,present,current_sha256,current_bytes,status,path,sha256,bytes,role,producer,r_version
73,TRUE,69b204acffb1416e310206fa23753112cec108c0b4e8cda6597d5829c802a6b4,818,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_l10_noon_sample_source.csv,69b204acffb1416e310206fa23753112cec108c0b4e8cda6597d5829c802a6b4,818,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
74,TRUE,8be416c280470966e0cf8a9b6aa32cd03253851b47ceaad6a97db2992e6e379e,115390,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_latitude_leave_one_site_out_source.csv,8be416c280470966e0cf8a9b6aa32cd03253851b47ceaad6a97db2992e6e379e,115390,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
75,TRUE,2054c097bb6b901ebc12491c78082fe5a56ebca2ccc5e2c61afe7e21244c3772,96014,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_model_support_figure_source.csv,2054c097bb6b901ebc12491c78082fe5a56ebca2ccc5e2c61afe7e21244c3772,96014,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
76,TRUE,517fdbae057b1f60d57c45223dad102014e8dafaac3bd73b877b86f632e58086,21978,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_paired_placement_figure_source.csv,517fdbae057b1f60d57c45223dad102014e8dafaac3bd73b877b86f632e58086,21978,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
77,TRUE,e40d3b0d609087b8d1b899eb4a179f90e2d65de4808b29806384bd7662bc3f04,33780,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_participant_influence_source.csv,e40d3b0d609087b8d1b899eb4a179f90e2d65de4808b29806384bd7662bc3f04,33780,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
78,TRUE,bec885c76b37d24b6c4e9fedfc9822405b6ec6fc85fe99f4e608081e0cd224c5,2989,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_photoperiod_latitude_bounds.csv,bec885c76b37d24b6c4e9fedfc9822405b6ec6fc85fe99f4e608081e0cd224c5,2989,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
79,TRUE,74af9280fab19c1e60616ea8a154fdcb6f4b0e46111e82be6644c5d5e4a3894f,191261,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_photoperiod_latitude_source.csv,74af9280fab19c1e60616ea8a154fdcb6f4b0e46111e82be6644c5d5e4a3894f,191261,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
80,TRUE,0eda6d080edbf626e8c91977d40b2998664490e5b4f4ffd71642871cbfc970e5,76575,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_r2_figure_source.csv,0eda6d080edbf626e8c91977d40b2998664490e5b4f4ffd71642871cbfc970e5,76575,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
81,TRUE,c8972862c2058d0cb92ff780c094e165cb914b3754157db757bbf5743782c826,163604,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_site_contrast_figure_source.csv,c8972862c2058d0cb92ff780c094e165cb914b3754157db757bbf5743782c826,163604,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
82,TRUE,cb0db01ffad971eb23b9f8fbfa4c84546cc94e98df0ad727400286d92387b5c8,78282,PASS,artifacts/11_source_data/descriptives/latitude_photoperiod.csv,cb0db01ffad971eb23b9f8fbfa4c84546cc94e98df0ad727400286d92387b5c8,78282,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
83,TRUE,c5edcecf7e6288eae47eb19b71d8e6fd7a0a072a3fd2eb34c264577f943f0eb2,38409,PASS,audit/hypotheses/H01/02_implementation_and_v0_comparison.qmd,c5edcecf7e6288eae47eb19b71d8e6fd7a0a072a3fd2eb34c264577f943f0eb2,38409,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
84,TRUE,d171bacc6a9924c0c1bf65c577ff842de89ca1ada7ef4da5d9d9510680e2be22,1596,PASS,audit/hypotheses/H01/02_implementation_and_v0_comparison_archive_manifest.csv,d171bacc6a9924c0c1bf65c577ff842de89ca1ada7ef4da5d9d9510680e2be22,1596,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
85,TRUE,962b28663d115c2da216e313f6eff22afb8ed2198d4441d7b0864d207ec231a8,54405,PASS,audit/hypotheses/H01/H01_analysis_preparation.qmd,962b28663d115c2da216e313f6eff22afb8ed2198d4441d7b0864d207ec231a8,54405,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
86,TRUE,b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda,393,PASS,audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_integration_summary.csv,b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda,393,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
87,TRUE,f3755db338695515564bc3b60e4321bf4139eb0dffacab4ece7a86718cffb77d,18569,PASS,audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv,f3755db338695515564bc3b60e4321bf4139eb0dffacab4ece7a86718cffb77d,18569,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
88,TRUE,4765d51d6ca975fb42b1b6b914a91290fd57a83cc29927d3b84d3122329e4812,3493,PASS,audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_reporting_non_l10_baseline.csv,4765d51d6ca975fb42b1b6b914a91290fd57a83cc29927d3b84d3122329e4812,3493,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
89,TRUE,424b879f593d502d8634c65f98f22ef649b2632001ac116d28447ea022f1200e,1474,PASS,audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_figure_readability_qa.md,424b879f593d502d8634c65f98f22ef649b2632001ac116d28447ea022f1200e,1474,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
90,TRUE,b4dec88642955666000352c55ecfb6c31ccd160ceffa9b3f47d0e36ce4f0b09a,1561,PASS,audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_reporting_integration_incident.md,b4dec88642955666000352c55ecfb6c31ccd160ceffa9b3f47d0e36ce4f0b09a,1561,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
91,TRUE,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,PASS,config/site_display_registry.csv,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
92,TRUE,31c477fae21e0506521d27147cd3f1ea33941dac4c0a6e3a6d485f5acbc129a6,90640,PASS,notebooks/hypotheses/H01.qmd,31c477fae21e0506521d27147cd3f1ea33941dac4c0a6e3a6d485f5acbc129a6,90640,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
93,TRUE,35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7,68214,PASS,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7,68214,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
94,TRUE,3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b,61648,PASS,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b,61648,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
95,TRUE,37dacbeabab2190fecf161b9dd360e37d71a5a1856793ed409fe87147d5e334e,9880,PASS,tests/hypotheses/H01/test_h01_l10_METRIC011_reporting.R,37dacbeabab2190fecf161b9dd360e37d71a5a1856793ed409fe87147d5e334e,9880,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
96,TRUE,f87486c0975dc560887c92e98f9423baaa56a926a3d6533e6197b625e23c4353,18143,PASS,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,f87486c0975dc560887c92e98f9423baaa56a926a3d6533e6197b625e23c4353,18143,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
97,TRUE,121135a4ea1c86cc6e11fc476615ee207fb34fe01270912d3f74ef2c8b5ad9cb,6747,PASS,tests/hypotheses/H01/test_h01_stage3_model_support_display_refresh.R,121135a4ea1c86cc6e11fc476615ee207fb34fe01270912d3f74ef2c8b5ad9cb,6747,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
98,TRUE,601c65eebff8260b9c19d6f5e3a6054799e1fb7fa7f39442745073cb36098e7a,238260,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_stage3_model_support_pre_refresh.png,601c65eebff8260b9c19d6f5e3a6054799e1fb7fa7f39442745073cb36098e7a,238260,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
99,TRUE,c054674bacdd41ca2d02fff0a784955dfd77caf7604dacc166ccd0c8e1cfc098,54756,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_stage3_model_support_pre_refresh.svg,c054674bacdd41ca2d02fff0a784955dfd77caf7604dacc166ccd0c8e1cfc098,54756,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
100,TRUE,b6d4caa0be10581d6b9580e3eaf893c90e15147366ecf94ab737cef547a23592,357,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_sealed_source_comparison.csv,b6d4caa0be10581d6b9580e3eaf893c90e15147366ecf94ab737cef547a23592,357,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
101,TRUE,4dca3adc9515cfc0f7bfc922d9c1b93ef7bd271820459ca6667b39003febdad7,14337,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_plot_keys.csv,4dca3adc9515cfc0f7bfc922d9c1b93ef7bd271820459ca6667b39003febdad7,14337,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
102,TRUE,24febd8dbbc7f2c7c14fddbd60b4c6967e8cdd3aa9ddd4b9b5107c412c1ef3ee,435,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_png_difference.csv,24febd8dbbc7f2c7c14fddbd60b4c6967e8cdd3aa9ddd4b9b5107c412c1ef3ee,435,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
103,TRUE,db7a62cf6bbc888b7a8bfe949c807770ac4267ec8054fb2ee35f78204129b373,602,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_svg_difference.csv,db7a62cf6bbc888b7a8bfe949c807770ac4267ec8054fb2ee35f78204129b373,602,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
104,TRUE,7d3c59d072c07294a372fc28d5e7c3e4f63d5330ab21e97c6ca223abd616cb11,101,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_package_versions.csv,7d3c59d072c07294a372fc28d5e7c3e4f63d5330ab21e97c6ca223abd616cb11,101,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
105,TRUE,ea136c145a3e078f5724089923e347fe0b1f356ab49667b4fd8c2a773d3c52a0,871,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_audit.csv,ea136c145a3e078f5724089923e347fe0b1f356ab49667b4fd8c2a773d3c52a0,871,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
106,TRUE,443002a8a92f3a3c28ceef359184cfddb3c4863e68cb3f5681f4724b16af2628,284,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_execution.csv,443002a8a92f3a3c28ceef359184cfddb3c4863e68cb3f5681f4724b16af2628,284,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
107,TRUE,9e12f0303ff5ab0dbd29b326fc46ebe0d1845a53517e87b33e233c24274499ad,379900,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/H01_model_support_fdr_refresh_protected_inventory_pre.csv,9e12f0303ff5ab0dbd29b326fc46ebe0d1845a53517e87b33e233c24274499ad,379900,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
108,TRUE,069bbbc4fb1a85b3c42e05020e5474fa916fc8f53f0650737fda30edff3579ec,4235,PASS,audit/hypotheses/H01/report017_model_support_fdr_refresh/collect_h01_report017_31f_inventory.R,069bbbc4fb1a85b3c42e05020e5474fa916fc8f53f0650737fda30edff3579ec,4235,H01 model-support FDR display refresh evidence,scripts/hypotheses/H01/refresh_h01_stage3_model_support_fdr_label.R,4.6.1
