placement,site,participant,participant_day,unique_participant_hours,long_rows,effective_weighted_hours,categories,multiselect_hours,maximum_k,exact_zero_unique_hours,other_only_hours
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-29,24,25,24,5,1,2,9,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-30,21,21,21,3,0,1,8,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-01-31,23,23,23,4,0,1,8,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-02-01,22,22,22,3,0,1,10,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S022,FUSPCEU.FUSPCEU_S022.2025-02-02,23,23,23,4,0,1,11,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-28,24,24,24,3,0,1,10,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-29,24,24,24,6,0,1,6,2
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-30,24,24,24,5,0,1,12,2
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-01-31,24,24,24,4,0,1,8,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-02-01,24,24,24,3,0,1,10,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S023,FUSPCEU.FUSPCEU_S023.2025-02-02,24,24,24,3,0,1,8,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-04,24,25,24,6,1,2,12,6
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-05,22,22,22,5,0,1,6,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-06,23,23,23,5,0,1,11,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-08,24,24,24,3,0,1,10,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S024,FUSPCEU.FUSPCEU_S024.2025-02-09,24,24,24,3,0,1,12,2
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-04,21,25,21,5,4,2,9,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-05,21,25,21,5,4,2,10,0
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-06,24,28,24,6,4,2,8,1
Near-eye,FUSPCEU,FUSPCEU.FUSPCEU_S025,FUSPCEU.FUSPCEU_S025.2025-02-09,20,22,20,5,2,2,6,2
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-24,24,24,24,4,0,1,17,0
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-25,24,24,24,6,0,1,8,3
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-26,24,24,24,5,0,1,8,2
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-27,24,24,24,4,0,1,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-28,24,24,24,4,0,1,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-29,24,24,24,5,0,1,9,1
Near-eye,IZTECH,IZTECH.IZTECH_S001,IZTECH.IZTECH_S001.2024-12-30,23,23,23,5,0,1,8,6
Near-eye,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-07,21,25,21,5,3,3,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-08,24,30,23.999999999999996,5,4,3,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-09,24,29,24,5,5,2,3,0
Near-eye,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-10,20,28,19.999999999999996,5,6,3,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-11,24,26,24,2,2,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S002,IZTECH.IZTECH_S002.2025-01-12,24,27,24,2,3,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-07,24,27,24,5,3,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-08,24,29,24,6,5,2,8,2
Near-eye,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-09,24,28,24,6,4,2,6,1
Near-eye,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-10,24,28,24,5,4,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-11,23,23,23,2,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S003,IZTECH.IZTECH_S003.2025-01-12,24,26,24,5,2,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-22,24,27,24,4,2,3,9,0
Near-eye,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-23,24,27,24,4,3,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-24,24,28,24,4,3,3,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-25,24,24,24,2,0,1,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S004,IZTECH.IZTECH_S004.2025-01-26,23,25,23,4,2,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-21,24,27,24,4,3,2,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-22,22,23,22,3,1,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-23,24,25,24,4,1,2,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-24,23,26,23,4,3,2,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-25,24,26,24,3,2,2,9,0
Near-eye,IZTECH,IZTECH.IZTECH_S005,IZTECH.IZTECH_S005.2025-01-26,23,26,23,3,3,2,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-18,23,26,23,4,3,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-19,24,26,24,5,2,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-20,24,26,24,5,2,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-21,21,22,21,2,1,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-22,24,24,24,5,0,1,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S006,IZTECH.IZTECH_S006.2025-02-23,23,24,23,2,1,2,0,0
Near-eye,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-25,23,23,23,5,0,1,7,1
Near-eye,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-26,23,23,23,6,0,1,7,1
Near-eye,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-27,24,24,24,4,0,1,8,0
Near-eye,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-02-28,24,24,24,6,0,1,10,2
Near-eye,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-03-01,21,21,21,5,0,1,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S007,IZTECH.IZTECH_S007.2025-03-02,24,24,24,3,0,1,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-04,24,30,24,5,6,2,9,0
Near-eye,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-05,24,27,24,4,3,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-06,24,27,24,6,3,2,6,2
Near-eye,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-07,24,28,24,5,4,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S008,IZTECH.IZTECH_S008.2025-03-09,24,29,24,5,5,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-20,23,24,23,5,1,2,11,0
Near-eye,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-21,22,23,22,2,1,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-22,22,24,22,3,2,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-24,22,24,22,4,2,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-25,23,30,23,3,7,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S009,IZTECH.IZTECH_S009.2025-03-26,21,25,21,4,4,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-15,23,23,23,6,0,1,5,1
Near-eye,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-16,23,23,23,5,0,1,4,1
Near-eye,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-17,19,19,19,3,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-18,22,22,22,4,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-19,22,22,22,4,0,1,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S010,IZTECH.IZTECH_S010.2025-04-20,22,22,22,4,0,1,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-15,24,24,24,3,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-16,23,23,23,3,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-17,24,24,24,3,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-18,23,23,23,3,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-19,24,24,24,2,0,1,2,0
Near-eye,IZTECH,IZTECH.IZTECH_S011,IZTECH.IZTECH_S011.2025-04-20,24,24,24,2,0,1,2,0
Near-eye,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-22,24,26,24,4,2,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-23,24,26,24,6,2,2,6,6
Near-eye,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-24,24,26,24,5,1,3,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-25,24,28,24,5,4,2,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-26,24,24,24,4,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S012,IZTECH.IZTECH_S012.2025-04-27,24,25,24,2,1,2,3,0
Near-eye,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-22,24,26,24,4,2,2,2,0
Near-eye,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-23,24,24,24,4,0,1,2,0
Near-eye,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-24,24,25,24,4,1,2,3,0
Near-eye,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-25,24,24,24,5,0,1,1,2
Near-eye,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-26,23,23,23,2,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S013,IZTECH.IZTECH_S013.2025-04-27,23,26,23,4,3,2,2,0
Near-eye,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-04-29,24,24,24,5,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-04-30,23,24,23,4,1,2,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-01,21,22,21,5,1,2,7,0
Near-eye,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-02,22,23,22,3,1,2,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-03,22,22,22,3,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S014,IZTECH.IZTECH_S014.2025-05-04,24,25,24,4,1,2,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-06,24,24,24,4,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-07,22,24,22,5,2,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-08,21,24,21,5,3,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-09,24,27,24,6,3,2,5,1
Near-eye,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-10,24,26,24,4,2,2,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S016,IZTECH.IZTECH_S016.2025-05-11,24,25,24,2,1,2,5,0
Near-eye,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-27,24,24,24,3,0,1,2,0
Near-eye,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-28,24,24,24,5,0,1,4,5
Near-eye,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-29,24,24,24,5,0,1,4,0
Near-eye,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-30,24,24,24,6,0,1,3,4
Near-eye,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-05-31,24,24,24,2,0,1,6,0
Near-eye,IZTECH,IZTECH.IZTECH_S017,IZTECH.IZTECH_S017.2025-06-01,24,24,24,3,0,1,5,0
Near-eye,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-08,24,24,24,4,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-09,24,24,24,4,0,1,14,0
Near-eye,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-10,19,19,19,4,0,1,12,0
Near-eye,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-11,21,21,21,4,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-12,22,22,22,4,0,1,14,0
Near-eye,KNUST,KNUST.KNUST_S001,KNUST.KNUST_S001.2024-10-13,24,24,24,3,0,1,12,0
Near-eye,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-15,23,23,23,3,0,1,12,0
Near-eye,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-16,22,22,22,4,0,1,12,0
Near-eye,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-17,23,23,23,3,0,1,11,0
Near-eye,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-18,22,22,22,3,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-19,23,23,23,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S002,KNUST.KNUST_S002.2024-10-20,24,24,24,4,0,1,16,0
Near-eye,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-22,22,22,22,5,0,1,11,0
Near-eye,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-23,22,22,22,5,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-24,22,22,22,3,0,1,11,0
Near-eye,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-25,22,22,22,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-26,22,22,22,2,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S003,KNUST.KNUST_S003.2024-10-27,23,23,23,3,0,1,11,0
Near-eye,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-10-30,22,22,22,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-11-01,23,23,23,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S004,KNUST.KNUST_S004.2024-11-02,20,20,20,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-07,22,22,22,4,0,1,14,0
Near-eye,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-08,23,23,23,4,0,1,14,0
Near-eye,KNUST,KNUST.KNUST_S005,KNUST.KNUST_S005.2024-11-09,23,23,23,4,0,1,15,0
Near-eye,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-12,23,23,23,5,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-13,24,24,24,4,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-14,22,22,22,5,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-15,23,23,23,5,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-16,23,23,23,5,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S006,KNUST.KNUST_S006.2024-11-17,24,24,24,5,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-19,22,22,22,4,0,1,10,10
Near-eye,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-20,24,24,24,4,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-21,23,23,23,4,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S007,KNUST.KNUST_S007.2024-11-22,23,23,23,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-27,20,20,20,5,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-28,21,21,21,5,0,1,4,0
Near-eye,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-29,21,21,21,4,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-11-30,23,23,23,4,0,1,3,0
Near-eye,KNUST,KNUST.KNUST_S008,KNUST.KNUST_S008.2024-12-01,23,23,23,4,0,1,5,4
Near-eye,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-03,23,23,23,5,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-04,24,24,24,4,0,1,5,0
Near-eye,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-05,23,23,23,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-06,24,24,24,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-07,23,23,23,3,0,1,11,0
Near-eye,KNUST,KNUST.KNUST_S009,KNUST.KNUST_S009.2024-12-08,24,24,24,3,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-10,22,22,22,3,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-11,22,22,22,4,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-12,23,23,23,5,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-13,24,24,24,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-14,24,24,24,5,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S010,KNUST.KNUST_S010.2024-12-15,23,23,23,4,0,1,12,0
Near-eye,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-17,23,23,23,5,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-18,23,23,23,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-19,23,23,23,4,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-20,24,24,24,5,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-21,24,24,24,3,0,1,7,5
Near-eye,KNUST,KNUST.KNUST_S011,KNUST.KNUST_S011.2024-12-22,24,24,24,3,0,1,7,6
Near-eye,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-07,23,23,23,5,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-08,24,24,24,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-09,24,24,24,4,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-10,24,24,24,4,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-11,24,24,24,5,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S012,KNUST.KNUST_S012.2025-01-12,24,24,24,5,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-14,24,24,24,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-15,24,24,24,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-16,24,24,24,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-17,24,24,24,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-18,24,24,24,3,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S013,KNUST.KNUST_S013.2025-01-19,24,24,24,4,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-21,24,24,24,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-22,24,24,24,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-23,24,24,24,5,0,1,6,0
Near-eye,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-24,24,24,24,3,0,1,7,0
Near-eye,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-25,24,24,24,4,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S014,KNUST.KNUST_S014.2025-01-26,24,24,24,4,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-28,22,22,22,5,0,1,4,0
Near-eye,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-29,23,23,23,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-30,24,24,24,5,0,1,9,0
Near-eye,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-01-31,22,22,22,5,0,1,8,0
Near-eye,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-02-01,22,22,22,4,0,1,10,0
Near-eye,KNUST,KNUST.KNUST_S015,KNUST.KNUST_S015.2025-02-02,23,23,23,3,0,1,8,0
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-17,23,23,23,4,0,1,6,1
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-18,23,23,23,4,0,1,6,1
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-19,23,23,23,5,0,1,5,2
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-20,23,23,23,5,0,1,5,0
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-21,20,20,20,4,0,1,6,1
Near-eye,MPI,MPI.MPI_S218,MPI.MPI_S218.2023-10-22,23,23,23,4,0,1,0,3
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-17,23,23,23,5,0,1,6,0
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-18,24,24,24,3,0,1,6,0
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-19,22,22,22,4,0,1,8,0
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-20,23,23,23,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-21,24,24,24,3,0,1,6,0
Near-eye,MPI,MPI.MPI_S219,MPI.MPI_S219.2023-10-22,21,22,21,4,1,2,7,0
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-24,24,24,24,5,0,1,8,0
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-25,21,21,21,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-26,24,24,24,5,0,1,6,0
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-27,24,25,24,6,1,2,11,2
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-28,22,22,22,5,0,1,9,4
Near-eye,MPI,MPI.MPI_S221,MPI.MPI_S221.2023-10-29,21,21,21,3,0,1,10,0
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-24,22,22,22,4,0,1,7,0
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-25,23,23,23,4,0,1,5,0
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-26,22,22,22,3,0,1,7,0
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-27,21,21,21,3,0,1,7,0
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-28,24,24,24,2,0,1,6,0
Near-eye,MPI,MPI.MPI_S222,MPI.MPI_S222.2023-10-29,21,21,21,4,0,1,4,0
Near-eye,MPI,MPI.MPI_S223,MPI.MPI_S223.2023-10-31,23,23,23,5,0,1,7,1
