run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,converged,positive_definite_hessian,singular,max_gradient,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,fit_error,fit_warnings,diagnostic_status
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.1391421139705926e-6,8.883333333333333,23.983333333333334,15.1,0,0.09923664122137404,,,,PASS,1.326080908124165e-8,2.7209303482345812,0.00763358778625954,0.00190839694656488,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,4.226876626489684e-6,,,,,,,,,NOT_APPLICABLE,3.7310715170759657e-19,3.141744411223906,0.01672240802675585,0.00334448160535117,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.12462194468595504,1.112581103592581,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.03756168044226962,1.733707055940121,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.8178525351686403e-6,,,,,,,,,NOT_APPLICABLE,1.961752698864089e-17,2.597727979158623,0.01560758082497213,0.00668896321070234,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.6741523722885177e-5,,,,,,,,,NOT_APPLICABLE,1.1797143003266387e-21,3.033185249385254,0.01672240802675585,0.01003344481605351,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,6.80842049405328e-6,,,,,,,,,NOT_APPLICABLE,1.6207813225615976e-20,15.78303460062236,0.00891861761426978,0.00445930880713489,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.24094128968714815,0.392,0.832,0.8506431298968291,0.09810479375696766,0.0956298773690078,1.0258801585451154,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.00989469946466396,0.408,0.96,0.8446033948832192,0.02502979737783075,0.02420023837902264,1.0342789598108748,WARN_TWEEDIE_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,5.3296389523893595e-6,,,,,,,,,NOT_APPLICABLE,3.2021723074312677e-6,1.3557965145328392,0.00807381776239907,0.00230680507497116,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,6,0,0,PASS,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,6.16911894701784e-14,0.152,0,4.0139125060737885e-5,0.00569476082004555,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,2.9416469260468148e-6,,,,,,,,,NOT_APPLICABLE,7.443130516558488e-5,1.0806260948850368,0.00445930880713489,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.206196197425015e-5,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,1.990965136364486e-18,1.1243550459392202,0.01114827201783723,0.00445930880713489,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,1.8621904018800704e-6,-6.933333333333337,14.466666666666669,21.40000000000001,0.5629877369007804,0.02452619843924191,16,0,0,PASS,1.713478268248566e-23,1.5604879896878336,0.0144927536231884,0.01114827201783723,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,6.269146979320794e-5,2.645,20.672222222222217,18.027222222222218,0.00115340253748558,0,,,,PASS,1.1968632606430173e-8,1.6962979623540573,0.00576701268742791,0.00230680507497116,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.6439116734545678e-5,0,20.65,20.65,0.00807381776239907,0,,,,PASS,7.512354509851618e-20,2.2193532142912873,0.01614763552479815,0.00576701268742791,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.3665157894138249e-6,7.75,23.91666666666667,16.16666666666667,0,0.08996539792387544,,,,PASS,2.7364323451831412e-14,1.9136744886414752,0.01153402537485582,0.00461361014994233,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,6.202753866091371e-6,,,,,,,,,NOT_APPLICABLE,9.036390734977144e-26,3.629510332635462,0.01003344481605351,0.00780379041248606,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared scenario is unavailable for this metric,,NON_ESTIMABLE
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared scenario is unavailable for this metric,,NON_ESTIMABLE
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.030969087878475e-5,,,,,,,,,NOT_APPLICABLE,6.317110517037123e-14,2.291114307586578,0.015625,0.0078125,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.0516032489249485e-6,,,,,,,,,NOT_APPLICABLE,2.5746307114561026e-18,2.9418556400939333,0.01875,0.009375,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.695532768688281e-7,,,,,,,,,NOT_APPLICABLE,2.951442607759418e-20,17.41158662722739,0.0109375,0.00625,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.3310675869534584,0.688,0.768,0.5021724659145841,0.11875,0.1134875,1.0463707456768363,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.05536786077827411,0.368,0.504,0.10096020184814128,0.03547297297297297,0.0301081081081081,1.1781867145421905,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.6984813555609437e-6,,,,,,,,,NOT_APPLICABLE,0.0019182232605832101,1.4286446562585715,0.008130081300813,0,,,,,,,,PASS,0,0,0,0,PASS,6,0,0,PASS,,,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,1.7344818429473083e-10,0.12,0,4.130592918799553e-6,0.00644122383252818,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,6.7336713982513174e-6,,,,,,,,,NOT_APPLICABLE,5.476947993969154e-4,1.2421643754149545,0.003125,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.3796611609868705e-6,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,3.1289870560676697e-15,2.229966026863485,0.0109375,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,0.01474844339099945,-6.933333333333337,14.466666666666669,21.40000000000001,0.5375,0.0234375,16,0,0,PASS,8.412329464559966e-21,1.6055851826578758,0.01875,0.0140625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.1604940886609256e-7,2.645,20.672222222222217,18.027222222222218,0.00165837479270315,0,,,,PASS,5.800505057089753e-8,1.3822940309077336,0.00497512437810945,0.0033167495854063,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.0390976967755703e-6,0,20.65,20.65,0.00497512437810945,0,,,,PASS,3.5327742291334087e-17,2.752532289315307,0.0132669983416252,0.0066334991708126,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.999502951046452e-6,10.166666666666664,23.91666666666667,13.750000000000009,0,0.0978441127694859,,,,PASS,7.789936168023389e-11,3.419598235686508,0.00829187396351575,0.0033167495854063,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.917648427886888e-6,,,,,,,,,NOT_APPLICABLE,2.671070697794537e-23,3.2886410999445097,0.0125,0.0109375,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,1,interdaily_stability,participant,gaussian,logit,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.1624173926062207,1.2999644756521762,0,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,2,intradaily_variability,participant,gaussian,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,0.03698084007381142,1.285097580830047,0,0,,,,,,,,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,2.34479102800833e-6,,,,,,,,,NOT_APPLICABLE,4.3094260128735325e-17,2.425776625349881,0.01479654747225647,0.00863131935881627,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.6495960153406486e-6,,,,,,,,,NOT_APPLICABLE,3.062622442276308e-21,3.289722974811122,0.01479654747225647,0.00986436498150431,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.32597998826168e-6,,,,,,,,,NOT_APPLICABLE,7.029629326748242e-13,8.513468562595245,0.01109741060419235,0.00369913686806411,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.2335009771416839,0.112,0.752,0.8415077245683569,0.13563501849568435,0.1317336621454994,1.0296154854169006,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.06190938206479152,0.16,0.584,0.5395274501815703,0.03311258278145695,0.02881059602649006,1.1493196027951451,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.5256773622240871e-6,,,,,,,,,NOT_APPLICABLE,4.629400930106379e-6,1.613680137898918,0.00641025641025641,0.00128205128205128,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,6,0,0,PASS,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,4.43731107548198e-13,0.12,0,2.645069052837965e-6,0.0050632911392405,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,6.4073901739902794e-6,,,,,,,,,NOT_APPLICABLE,0.00715647179714486,1.438087448316295,0.00246609124537607,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.8053469830192623e-6,4.983333333333334,18.983333333333334,14,0,0,,,,PASS,4.719253975717407e-16,2.10583146447194,0.00863131935881627,0.00493218249075215,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,1.7280399333685637e-6,-5.533333333333335,13.35,18.883333333333336,0.5265104808877928,0.02219482120838471,16,0,0,PASS,1.2304486657105259e-26,2.1352440542689406,0.01726263871763255,0.01479654747225647,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,2.0463630789890885e-8,8.146666666666668,19.83888888888889,11.69222222222222,0,0,,,,PASS,0.00262328003509032,1.5909904860320994,0.00514138817480719,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.434230843093246e-7,0,18.533333333333335,18.533333333333335,0.01670951156812339,0,,,,PASS,9.420433256564963e-21,1.283058792127862,0.02313624678663239,0.00899742930591259,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,9.986251825466752e-6,8.733333333333333,23.983333333333334,15.250000000000002,0,0.08483290488431877,,,,PASS,1.989436514274504e-11,2.4933550464788308,0.01413881748071979,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.2620262168638874e-4,,,,,,,,,NOT_APPLICABLE,2.5385590629307403e-24,3.552702886872818,0.00986436498150431,0.00493218249075215,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared scenario is unavailable for this metric,,NON_ESTIMABLE
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared scenario is unavailable for this metric,,NON_ESTIMABLE
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,8.24002199806273e-6,,,,,,,,,NOT_APPLICABLE,1.6834350055477847e-14,2.442493438065046,0.0140625,0.00625,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3358203432289883e-6,,,,,,,,,NOT_APPLICABLE,2.6935865027419905e-19,3.3965121946984125,0.0140625,0.0109375,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,7.396074863663671e-6,,,,,,,,,NOT_APPLICABLE,4.734242542904798e-10,12.551314303503728,0.0125,0.003125,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.15624805551572787,0.184,1,0.07167095659327341,0.1234375,0.1222875,1.0094040682817134,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.06806843702514528,0.208,0.592,0.4838514209606107,0.03209459459459459,0.02789189189189189,1.1506782945736431,PASS,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,1.1812062439275903e-6,,,,,,,,,NOT_APPLICABLE,0.00312806187892976,1.4115986072449895,0.0048780487804878,0,,,,,,,,PASS,0,0,0,0,PASS,6,0,0,PASS,,,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,3.555087850447184e-12,0.192,0,1.8783530969275177e-4,0.00483091787439613,6.44122383252818e-6,750,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
