run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,approximation,marginal_r2,conditional_r2,participant_associated_share,site_part_r2,photoperiod_part_r2,latitude_model_marginal_r2,latitude_part_r2,unrepresented_share,status
main__chest__all_available,main,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.07110155597543016,0.2683479905652126,0.19724643458978242,0.023522444666712515,0.02890349948055169,0.05279536127411571,0.004609385444886577,0.7316520094347874,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.12662468955040052,0.2504110682091253,0.12378637865872477,0.12286827554905866,0.0014246219745636746,0.07783828188996159,0.07404980026985346,0.7495889317908747,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.12681017563880112,0.32402619172322306,0.19721601608442194,0.11154378148135735,0.014127935614697544,0.0714992289562755,0.05606807245139046,0.675973808276777,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.23832617425469574,0.33269259043741456,0.09436641618271882,0.21689735324622042,0.007657206082759407,0.17350905679015294,0.15192878330348858,0.6673074095625855,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.16128194149165076,0.37810517728697984,0.21682323579532908,0.15754337082046488,0.003765658182917171,0.06198760016527538,0.0582005549312526,0.6218948227130201,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.17787060699888582,0.3535842013999721,0.17571359440108628,0.09032136279646732,0.04119979740661246,0.1595745794779923,0.0711544911358957,0.6464157986000278,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.0942048795121624,0.26702280419891916,0.17281792468675677,0.035415737984149674,0.051196542402558845,0.06297901020044223,0.0034262386783862307,0.7329771958010809,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.08428344958398735,0.8857452443231839,0.8014617947391965,0.07684677048662496,0.02173593511610319,0.0591584719079355,0.05158071203125391,0.11425475567681609,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.1674773588015273,0.4870264690530852,0.3195491102515579,0.0419625808773568,0.057330243622456256,0.13466285600526084,0.0065400920540980845,0.5129735309469148,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.13790540837267337,0.3931617955826427,0.25525638720996935,0.045696796203909415,0.03927846363969119,0.116948914781711,0.022923558291930848,0.6068382044173573,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.15192819982113803,0.5282536331214204,0.37632543330028234,0.11156991471705949,0.032907455932117045,0.05985295244088683,0.018565276734048803,0.4717463668785796,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.2543390560661668,0.5161342697457556,0.2617952136795888,0.06171131244709694,0.06386243777270337,0.193864767332997,4.525078692380045e-4,0.4838657302542444,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.21985529568532258,0.4461558293224161,0.22630053363709351,0.05334437838621292,0.05520385015524533,0.16738552326541248,3.9070155715307343e-4,0.5538441706775838,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.21738874474668135,0.4384272466665937,0.22103850191991237,0.09498880283232607,0.05329885906611331,0.16284309947960363,0.04023808087919045,0.5615727533334063,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.19410899035921417,0.39147689221717097,0.1973679018579568,0.0848166294657937,0.047591183861321974,0.14537304561823608,0.03592127873968335,0.608523107782829,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.049315045087315906,0.3397597085196977,0.29044466343238184,0.04122196964464766,0.03124771530032575,0.00830316548682575,2.5716397740544745e-6,0.6602402914803023,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.07282167479898544,0.3133096963543893,0.24048802155540389,0.053888371210235715,0.0055481221292373395,0.03162933014370588,0.012696778094542055,0.6866903036456107,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.0712582545172167,0.3065831999491998,0.23532494543198312,0.05273143307699274,0.0054290086003804,0.030950233644969297,0.012424172335581503,0.6934168000508002,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.10076831198778931,0.27325637660389396,0.17248806461610466,0.01995703756805904,0.03161317691186931,0.08380446986834557,0.0015916062936668738,0.726743623396106,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.08030508907086105,0.22845384137972422,0.14814875230886315,0.08005355779564001,0.0015121423160515807,0.03200361286001139,0.03174863715698022,0.7715461586202758,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.1261340697502214,0.29313831782023503,0.16700424807001363,0.0932878742081048,0.015963200223310738,0.06717953248597738,0.03387591624319844,0.706861682179765,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.18801523645295878,0.28894584451445876,0.10093060806149998,0.16842385411067884,0.014410393240776012,0.10716064680168277,0.08736034601259442,0.7110541554855412,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.10745087308266055,0.36565483471203825,0.2582039616293777,0.08486749015116589,0.0031215493171617755,0.02526398289434031,0.0021359901652047123,0.6343451652879617,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.25171405474165254,0.3602627099065141,0.10854865516486156,0.11070330167088095,0.06338114540171606,0.21960022082609368,0.0770196835347199,0.6397372900934859,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.12654901456790404,0.28175443421785584,0.1552054196499518,0.044269063112322433,0.05909888152283232,0.08412978434331692,4.3050953188814646e-4,0.7182455657821442,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.29592367022621047,0.6407137227209366,0.34479005249472616,0.11027606143952605,0.192053139833387,0.21852974409492687,0.02694631476968321,0.35928627727906337,PASS
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,lognormal,0.15353533006706746,0.15353533006706746,,0.06871618603864532,0.004241588962927231,0.0857022791285342,8.831351001120451e-4,0.8464646699329326,PASS
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,lognormal,0.05906081252863027,0.05906081252863027,,0.05144140905746262,0.00696251770153775,0.028678208571781872,0.021058805100614218,0.9409391874713697,PASS
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.2535266323140986,0.5769647216445326,0.323438089330434,0.08358915945067223,0.07715579195196502,0.2093077508383606,0.03645273942702101,0.4230352783554674,PASS
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.1756305708938182,0.459904527491857,0.2842739565980388,0.0566929594287533,0.057568555839165834,0.1571207584700532,0.035869992763686395,0.540095472508143,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.21983507863013232,0.6106980375650409,0.39086295893490863,0.13736790889475642,0.034325030190310885,0.08854526781479587,0.00467562314423409,0.38930196243495907,PASS
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.2145409454513219,0.5009143390362623,0.28637339358494035,0.04695413364082544,0.08989415456870736,0.16815748498663724,3.794805813444834e-4,0.49908566096373774,PASS
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.18306726075997862,0.4274289727299173,0.2443617119699387,0.04006584667976214,0.07670646086045751,0.14343470868273844,3.236887530770788e-4,0.5725710272700827,PASS
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.17997357837530695,0.5012235304781836,0.32124995210287666,0.08641399591660973,0.06393149683471656,0.12460606340146836,0.031082973538607242,0.4987764695218164,PASS
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.16228511424619543,0.45196144145619616,0.2896763272100007,0.07792091109369961,0.05764807457523868,0.1123784116863589,0.028032786699179538,0.5480385585438039,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.07622978072744387,0.38280403424087805,0.3065742535134342,0.05391525777414351,0.04851339623007701,0.02284517907236689,7.777138862189105e-6,0.617195965759122,PASS
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.08016788288110414,0.40949017613455546,0.3293222932534513,0.05415234823559648,0.0057317287367258775,0.026073252352192485,1.1567889391484885e-4,0.5905098238654445,PASS
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.07892555223281504,0.40314446538727605,0.324218913154461,0.05331317025718235,0.005642906355225863,0.025670533858828812,1.138921574831184e-4,0.596855534612724,PASS
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.09967403890183789,0.3628070271538936,0.2631329882520557,0.021901974761836675,0.04866451510503863,0.08682731410544023,0.0075470383679905545,0.6371929728461063,PASS
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.06654746559068343,0.22886664474563145,0.16231917915494803,0.06450823655811982,0.0023852686771252867,0.021398243174127526,0.01933117514837602,0.7711333552543685,PASS
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.0862101194546423,0.2821785552987418,0.1959684358440995,0.04552434660476246,0.02065174033742227,0.05042847025498793,0.009105289661270331,0.7178214447012582,PASS
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.14733690892354367,0.25719022490527366,0.10985331598172998,0.12707137858862824,0.011741335707384039,0.08019599334261138,0.05969820606730574,0.7428097750947263,PASS
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.06772370740816995,0.3098035327196259,0.24207982531145594,0.03841419660449166,0.004781479292161649,0.03003622509033471,1.334323380824841e-4,0.6901964672803741,PASS
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.22165612771497178,0.3793590779571795,0.1577029502422077,0.11602470654965999,0.04516071640430762,0.164303321502989,0.05729007456797589,0.6206409220428205,PASS
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.11828558174567716,0.33830013862587083,0.22001455688019367,0.027650852525665546,0.07493801547592639,0.09238173263267599,1.3915607431916216e-4,0.6616998613741292,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.2779912438854622,0.6048423325610649,0.3268510886756027,0.09574484857693881,0.13020112811701484,0.2141058303350113,0.027410241491479123,0.3951576674389351,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.24400964040207201,0.5454312710070632,0.3014216306049912,0.06820834809778334,0.05698175196366479,0.20808472400299163,0.029292201777626013,0.45456872899293677,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.1684318171814009,0.4203698819163536,0.2519380647349527,0.0610233615455531,0.037245038094214325,0.1520894538402307,0.04269250668210974,0.5796301180836464,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.24242143907889568,0.6268567913276547,0.384435352248759,0.1188782870492511,0.04109985329461393,0.1256931823814236,1.1208539536685031e-4,0.3731432086723453,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,0.23090053084338835,0.46347578473046125,0.2325752538870729,0.057195132626079226,0.05857002943136273,0.17641025171940483,0.0017106993587409857,0.5365242152695388,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,delta,0.19411212853064794,0.3896321535850567,0.19552002505440877,0.04808247471362992,0.04923831504196848,0.148080218828728,0.0014359751370654895,0.6103678464149433,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,0.20512616198680897,0.4445087147846443,0.23938255279783535,0.1174451341744151,0.03902468540395457,0.15158076586988542,0.06383971811377562,0.5554912852153557,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,delta,0.18303083189890995,0.3966280998256121,0.21359726792670214,0.10479443676133639,0.03482110992033468,0.1352489186625927,0.056961401356319795,0.6033719001743879,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,0.07326214405374454,0.39837249680160247,0.32511035274785793,0.0570516393031932,0.036915440852773214,0.016829635621923546,1.9220706179662542e-4,0.6016275031983975,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,0.08746173246949818,0.4215380407555729,0.3340763082860747,0.04805409998654187,0.009355835461386052,0.040831772178824007,0.0014571254787583928,0.5784619592444271,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,delta,0.0860611959813017,0.41478789539975197,0.3287266994184503,0.04728460321877472,0.009206019209509229,0.04017991642916301,0.0014338633088690634,0.5852121046002481,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,0.10229264995518739,0.3162157168741124,0.213923066918925,0.030341153941140574,0.030371271694710423,0.09077818367334124,0.017489024639371405,0.6837842831258876,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,0.0765255751961081,0.2017953614156551,0.12526978621954699,0.07531843837249448,8.883839175320476e-4,0.02794830031471433,0.02672601332422884,0.7982046385843449,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,0.09389217696354898,0.25777682299162313,0.16388464602807415,0.058005647362656294,0.019171360989161966,0.04796363787830379,0.01152913529731182,0.7422231770083769,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.17141490255207167,0.26296245991321976,0.09154755736114809,0.15302168233968863,0.008168110966207709,0.10047053624560474,0.08187711816808452,0.7370375400867802,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.08621519278091763,0.2870656529874317,0.20085046020651406,0.05415983108742184,0.002101167846952436,0.03272954411917986,1.1059721768504917e-5,0.7129343470125683,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,lognormal,0.26474893163242097,0.435331270859556,0.170582339227135,0.15437815436074329,0.041759268647569785,0.22109268935432694,0.10954603626172499,0.564668729140444,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,lognormal,0.10616978958718215,0.2798481593390739,0.17367836975189177,0.02693133061703033,0.05833247780166442,0.08258061928733923,0.0019400696384068385,0.7201518406609261,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,lognormal,0.22632207663050613,0.5157975270533834,0.2894754504228773,0.07364087049750256,0.10980308364184418,0.16548215051891454,0.009260301755028243,0.48420247294661656,PASS
