contrast_id,contrast_label,clock_hour,numerator,denominator,numerator_expected_melEDI_lx,denominator_expected_melEDI_lx,expected_melEDI_ratio,pointwise_low_ratio,pointwise_high_ratio,log_ratio,standard_error_log_ratio,occurrence_standard_error_contribution,positive_magnitude_standard_error_contribution,numerator_observations,numerator_positive_observations,numerator_zero_observations,numerator_participants,numerator_participant_days,numerator_sites_with_support,denominator_observations,denominator_positive_observations,denominator_zero_observations,denominator_participants,denominator_participant_days,denominator_sites_with_support,null_reference_ratio,basis_k,sites_standardized,other_factor_levels_standardized,standardization,model_components,occurrence_working_rho,positive_magnitude_working_rho,random_effects,interval_scope,inferential_role,pointwise_highlighting,display_scale,integer_hour,pointwise_ci_excludes_one
free_vs_work,Free day / Work day,0,Free day,Work day,4.21727613229964,3.1724510091943245,1.3293431860971934,0.8378967640065166,2.109034647625508,0.2846849752123348,0.2354866509035702,0.06646628478673483,0.2259119203150392,281,134,147,125,281,9,426,154,272,134,426,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,8.5,Free day,Work day,64.11862339333233,135.526197024882,0.4731087037110652,0.34032449142474386,0.6577012562043613,-0.7484300993232544,0.16807738980973835,0.02077954777954355,0.16678794728436586,282,231,51,125,282,9,424,398,26,133,424,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,8.75,Free day,Work day,82.20533891529158,157.29296111698062,0.5226256682532313,0.37863213426932774,0.7213798417934835,-0.6488898106585692,0.16444197909891103,0.01829800149482327,0.16342076866562016,282,231,51,125,282,9,424,398,26,133,424,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,9,Free day,Work day,103.05969064681412,175.16654109503273,0.5883526043418381,0.4254922485900145,0.8135489851646319,-0.5304288435640423,0.1653498264798,0.01637400504672141,0.16453709938986377,281,251,30,125,281,9,423,412,11,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,TRUE
free_vs_work,Free day / Work day,9.25,Free day,Work day,126.64107072925746,189.19658488926797,0.669362350294945,0.4809180943349255,0.9316471167756484,-0.40142973574401886,0.16869114549446773,0.01462972517549836,0.16805556732677757,281,251,30,125,281,9,423,412,11,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,TRUE
free_vs_work,Free day / Work day,9.5,Free day,Work day,152.84270933918384,200.27473204058043,0.7631652170090745,0.5464255411065826,1.0658746794174907,-0.27028073508439476,0.1704503220621651,0.01286189429647868,0.16996436087074848,281,251,30,125,281,9,423,412,11,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,9.75,Free day,Work day,181.44400922600727,209.65847929364733,0.8654265252581412,0.6228948043731174,1.2023909420373768,-0.14453280079657738,0.16778105596990642,0.01110635857557608,0.16741305666395198,281,251,30,125,281,9,423,412,11,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,10,Free day,Work day,211.86079201799305,217.9999993407966,0.9718384984340924,0.7063363707894963,1.3371392244504767,-0.02856564220117263,0.16280812779803738,0.00958766122380489,0.16252557715436552,272,256,16,124,272,9,421,415,6,134,421,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,10.25,Free day,Work day,243.24710947189993,225.8177871083102,1.077183124441964,0.7882931302181576,1.4719441780006837,0.07434941569999243,0.15930633613505038,0.00838813070005265,0.15908534815039532,272,256,16,124,272,9,421,415,6,134,421,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,10.5,Free day,Work day,274.56769147594366,233.69083395865124,1.174918531569471,0.8591134477144324,1.6068117191016378,0.16119881035785877,0.15972390769894498,0.00743384423063752,0.1595508215289903,272,256,16,124,272,9,421,415,6,134,421,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,10.75,Free day,Work day,304.6325993680057,242.2578479123867,1.257472573099786,0.9124960274458502,1.7328703079663883,0.2291038120976676,0.16361288352545286,0.00660513692384754,0.1634795027571672,272,256,16,124,272,9,421,415,6,134,421,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,11,Free day,Work day,332.1470092230212,252.23210957537125,1.3168307943908706,0.9476004188080682,1.829930956802704,0.27522793644401045,0.16788589166432394,0.00582039113714962,0.1677849685369214,269,265,4,123,269,9,423,420,3,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,11.25,Free day,Work day,355.7837928127697,264.42600353166017,1.3454947246524156,0.9667382201423536,1.8726435102575152,0.29676177044314667,0.16867111162703186,0.00505938820697493,0.1685952149038334,269,265,4,123,269,9,423,420,3,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,11.5,Free day,Work day,374.6442128753128,279.1993929822452,1.3418518173466705,0.9710547925337608,1.854237591494057,0.29405061318805803,0.16501476509162274,0.00437038294189727,0.16495688058151625,269,265,4,123,269,9,423,420,3,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,11.75,Free day,Work day,388.6402249675718,295.99259309300953,1.31300658880153,0.959064330414153,1.7975710779398513,0.2723196134356618,0.16026658731387652,0.00381385058739556,0.160221201945727,269,265,4,123,269,9,423,420,3,134,423,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,12,Free day,Work day,398.0404094458193,314.0095009261062,1.2676062611859864,0.9300059427117596,1.727758457878935,0.2371302882244386,0.15801034789918422,0.0033966983336465,0.15797383480706997,273,272,1,125,273,9,419,419,0,134,419,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,12.25,Free day,Work day,403.3994227355498,332.237102432772,1.2141913705052774,0.8877000885964749,1.6607643765592142,0.1940783165445472,0.159798674934015,0.00309461368205141,0.15976870743930385,273,272,1,125,273,9,419,419,0,134,419,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,12.5,Free day,Work day,405.5500321259775,349.4214568003846,1.160632881104544,0.8412699298684899,1.601232418840422,0.1489654434988008,0.16419084919989557,0.00287590259610896,0.16416566067616134,273,272,1,125,273,9,419,419,0,134,419,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,12.75,Free day,Work day,405.6147307617532,364.08986202425893,1.1140511534889357,0.8019837704438019,1.547549985834778,0.10800305920214726,0.16769183998756926,0.0027148810660603,0.16766986198841366,273,272,1,125,273,9,419,419,0,134,419,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,13,Free day,Work day,404.9642462157934,374.72764513618944,1.0806895393816356,0.778999736269524,1.4992172989963846,0.07759929979613123,0.16701524825948713,0.00259844218968914,0.16699503360688597,274,271,3,124,274,9,416,416,0,133,416,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,13.25,Free day,Work day,404.37454617191423,380.93845850603685,1.0615219785310968,0.7710761234732832,1.461371810903463,0.05970370711036388,0.16310089700430408,0.0025304738740904,0.16308126595529343,274,271,3,124,274,9,416,416,0,133,416,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,13.5,Free day,Work day,403.9011747263948,383.1948601692383,1.0540359924139155,0.7706304393899002,1.441666220949627,0.05262659793642665,0.1597850506854402,0.0025219890314318,0.15976514636764186,274,271,3,124,274,9,416,416,0,133,416,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,13.75,Free day,Work day,403.1604467039772,382.10736121669976,1.0550973041195564,0.7707816588372688,1.444287507878267,0.05363299406792077,0.16019841907270874,0.00258045088190862,0.16017763497642631,274,271,3,124,274,9,416,416,0,133,416,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,14,Free day,Work day,401.29998513533207,378.34372037983246,1.060675685940956,0.7678297793605713,1.4652113541144705,0.05890614461261023,0.16484657831433727,0.00270282504849114,0.164824419060715,271,268,3,125,271,9,417,415,2,134,417,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,14.25,Free day,Work day,397.0880624846606,372.57855729070144,1.0657834561714608,0.7620724096950107,1.490533394199878,0.06371016830882326,0.17113777238678562,0.00286949932080894,0.17111371397745745,271,268,3,125,271,9,417,415,2,134,417,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,14.5,Free day,Work day,389.11488891249473,365.4640962329596,1.0647144081274105,0.7558162302925105,1.499857671004733,0.0627066018169824,0.17483158797572984,0.00304248431298888,0.17480511274937177,271,268,3,125,271,9,417,415,2,134,417,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,14.75,Free day,Work day,376.3749002913932,357.4686830795874,1.0528891567477432,0.749870319322459,1.478356387539943,0.0515379633640114,0.17316285452853872,0.00318267798684341,0.17313360375531933,271,268,3,125,271,9,417,415,2,134,417,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,15,Free day,Work day,359.39670666244075,348.45547367286565,1.0313992283554907,0.7410369394398905,1.4355348723322194,0.03091635448192153,0.16868736426909145,0.00329770088780396,0.16865512750256875,270,263,7,125,270,9,413,413,0,134,413,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,15.25,Free day,Work day,339.2921396068579,338.1954410780434,1.003242795128517,0.725228786794193,1.3878325354767052,0.00323754860759617,0.1655671517863765,0.00341751142950179,0.1655318771907159,270,263,7,125,270,9,413,413,0,134,413,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,15.5,Free day,Work day,317.25286481231666,326.5269938503013,0.9715976650854282,0.7012465061790818,1.3461771495206285,-0.0288134850214492,0.1663715874292122,0.0035709789927428,0.16633325949054625,270,263,7,125,270,9,413,413,0,134,413,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,15.75,Free day,Work day,294.3914066262842,313.35627585870066,0.9394782530509516,0.6726110355702228,1.3122285262646711,-0.06243060776112852,0.1704916352316335,0.00377115022445091,0.1704499225870783,270,263,7,125,270,9,413,413,0,134,413,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,16,Free day,Work day,271.6451122773538,298.65746761911623,0.9095540601843858,0.6459654018428491,1.2807010809522654,-0.09480084333534489,0.17459937708884038,0.00400685941623408,0.17455339457435257,266,262,4,121,266,9,404,402,2,133,404,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
free_vs_work,Free day / Work day,16.25,Free day,Work day,249.729162370314,282.47338014415266,0.8840803414568535,0.6277223546654264,1.2451333688236348,-0.12320733647322868,0.1747225902653843,0.00424629483441298,0.17467098364990277,266,262,4,121,266,9,404,402,2,133,404,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,16.5,Free day,Work day,228.80666266658952,264.962069109053,0.8635449724406303,0.6187122556749807,1.2052612706272658,-0.14670930117588643,0.17010805777206553,0.00446652169122771,0.17004940900504822,266,262,4,121,266,9,404,402,2,133,404,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,16.75,Free day,Work day,208.51140923573195,246.382198681689,0.8462925095701258,0.613038594846452,1.168296772463227,-0.1668902231426861,0.16451177870140332,0.004682770345341,0.1644451184845336,266,262,4,121,266,9,404,402,2,133,404,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),FALSE,FALSE
free_vs_work,Free day / Work day,17,Free day,Work day,188.59260908531132,226.99081718351928,0.8308380551484444,0.6050397080654142,1.1409034228348836,-0.185320382602586,0.16180950764303023,0.00492641674003526,0.1617344959548932,271,264,7,120,271,9,397,392,5,133,397,9,1,16,9,2,Response-scale expected melEDI gives equal weight to sedentary and active status and to each of the nine submitted sites,Binomial-logit positive occurrence multiplied by Gamma-log positive magnitude,0.41775339670858846,0.4401468127195764,Participant and participant-day random-effect smooths excluded,Approximate pointwise 95% interval for the response-scale ratio; smoothing parameters fixed and occurrence-magnitude cross-component covariance set to zero; not simultaneous or multiplicity controlled,exploratory_time_of_day_contrast_not_primary_inference; no confirmatory whole-curve test,none,ggplot2::scale_y_log10(),TRUE,FALSE
