"endpoint","table_id","row","column","expected","actual","exact_value"
"tbl-stage4-main-transitions","routes",24,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",24,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",24,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",24,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",25,"Model / sensitivity","Exclude zero periods, endpoint route","Exclude zero periods, endpoint route",TRUE
"tbl-stage4-main-transitions","routes",25,"Stored disposition","structural failure","structural failure",TRUE
"tbl-stage4-main-transitions","routes",25,"Structural failure","TRUE","TRUE",TRUE
"tbl-stage4-main-transitions","routes",25,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",25,"Recorded reason","endpoint_separation","endpoint_separation",TRUE
"tbl-stage4-main-transitions","routes",26,"Model / sensitivity","Exclude zero periods, conditional route","Exclude zero periods, conditional route",TRUE
"tbl-stage4-main-transitions","routes",26,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",26,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",26,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",26,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",27,"Model / sensitivity","Strict rather than inclusive thresholds","Strict rather than inclusive thresholds",TRUE
"tbl-stage4-main-transitions","routes",27,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",27,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",27,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",27,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",28,"Model / sensitivity","At least 70% coverage","At least 70% coverage",TRUE
"tbl-stage4-main-transitions","routes",28,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",28,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",28,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",28,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",29,"Model / sensitivity","At least 90% coverage","At least 90% coverage",TRUE
"tbl-stage4-main-transitions","routes",29,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",29,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",29,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",29,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",30,"Model / sensitivity","More than 30 valid minutes","More than 30 valid minutes",TRUE
"tbl-stage4-main-transitions","routes",30,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",30,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",30,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",30,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",31,"Model / sensitivity","More than 5 valid minutes","More than 5 valid minutes",TRUE
"tbl-stage4-main-transitions","routes",31,"Stored disposition","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-transitions","routes",31,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",31,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",31,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",32,"Model / sensitivity","Any-valid temporal endpoint model","Any-valid temporal endpoint model",TRUE
"tbl-stage4-main-transitions","routes",32,"Stored disposition","structural failure","structural failure",TRUE
"tbl-stage4-main-transitions","routes",32,"Structural failure","TRUE","TRUE",TRUE
"tbl-stage4-main-transitions","routes",32,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",32,"Recorded reason","convergence;gradient;hessian;covariance;endpoint_uncertainty","convergence;gradient;hessian;covariance;endpoint_uncertainty",TRUE
"tbl-stage4-main-transitions","routes",33,"Model / sensitivity","Any-valid temporal beta-binomial fallback","Any-valid temporal beta-binomial fallback",TRUE
"tbl-stage4-main-transitions","routes",33,"Stored disposition","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-transitions","routes",33,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",33,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",33,"Recorded reason","","",TRUE
"tbl-stage4-main-transitions","routes",34,"Model / sensitivity","80% temporal endpoint model","80% temporal endpoint model",TRUE
"tbl-stage4-main-transitions","routes",34,"Stored disposition","structural failure","structural failure",TRUE
"tbl-stage4-main-transitions","routes",34,"Structural failure","TRUE","TRUE",TRUE
"tbl-stage4-main-transitions","routes",34,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",34,"Recorded reason","convergence;gradient;hessian;covariance;endpoint_uncertainty","convergence;gradient;hessian;covariance;endpoint_uncertainty",TRUE
"tbl-stage4-main-transitions","routes",35,"Model / sensitivity","80% temporal beta-binomial fallback","80% temporal beta-binomial fallback",TRUE
"tbl-stage4-main-transitions","routes",35,"Stored disposition","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-transitions","routes",35,"Structural failure","FALSE","FALSE",TRUE
"tbl-stage4-main-transitions","routes",35,"Hard failure","Not available","Not available",TRUE
"tbl-stage4-main-transitions","routes",35,"Recorded reason","","",TRUE
"tbl-stage4-cross-transitions","cross_transitions",1,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",1,"Step","1","1",TRUE
"tbl-stage4-cross-transitions","cross_transitions",1,"Model","CS-ANY-F3-R0-Q2-Q1-D0","CS-ANY-F3-R0-Q2-Q1-D0",TRUE
"tbl-stage4-cross-transitions","cross_transitions",1,"Rung","F3/R0","F3/R0",TRUE
"tbl-stage4-cross-transitions","cross_transitions",1,"Outcome","structural_failure","structural_failure",TRUE
"tbl-stage4-cross-transitions","cross_transitions",1,"Reason","initial_prespecified_candidate","initial_prespecified_candidate",TRUE
"tbl-stage4-cross-transitions","cross_transitions",2,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",2,"Step","2","2",TRUE
"tbl-stage4-cross-transitions","cross_transitions",2,"Model","CS-ANY-F3-R3-Q2-Q1-D0","CS-ANY-F3-R3-Q2-Q1-D0",TRUE
"tbl-stage4-cross-transitions","cross_transitions",2,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",2,"Outcome","acceptable_with_cautions","acceptable_with_cautions",TRUE
"tbl-stage4-cross-transitions","cross_transitions",2,"Reason","association_cycle_random_nonidentifiable","association_cycle_random_nonidentifiable",TRUE
"tbl-stage4-cross-transitions","cross_transitions",3,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",3,"Step","3","3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",3,"Model","CS-80-F3-R3-Q2-Q1-D0","CS-80-F3-R3-Q2-Q1-D0",TRUE
"tbl-stage4-cross-transitions","cross_transitions",3,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",3,"Outcome","acceptable_with_cautions","acceptable_with_cautions",TRUE
"tbl-stage4-cross-transitions","cross_transitions",3,"Reason","mandatory_identical_80_percent_claim_gate","mandatory_identical_80_percent_claim_gate",TRUE
"tbl-stage4-cross-transitions","cross_transitions",4,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",4,"Step","4","4",TRUE
"tbl-stage4-cross-transitions","cross_transitions",4,"Model","CS-ANY-F3-R3-COMPLETE","CS-ANY-F3-R3-COMPLETE",TRUE
"tbl-stage4-cross-transitions","cross_transitions",4,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",4,"Outcome","structural_failure","structural_failure",TRUE
"tbl-stage4-cross-transitions","cross_transitions",4,"Reason","prespecified_complete_target_pair_sensitivity","prespecified_complete_target_pair_sensitivity",TRUE
"tbl-stage4-cross-transitions","cross_transitions",5,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",5,"Step","5","5",TRUE
"tbl-stage4-cross-transitions","cross_transitions",5,"Model","CS-80-F3-R3-COMPLETE","CS-80-F3-R3-COMPLETE",TRUE
"tbl-stage4-cross-transitions","cross_transitions",5,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",5,"Outcome","acceptable_with_cautions","acceptable_with_cautions",TRUE
"tbl-stage4-cross-transitions","cross_transitions",5,"Reason","prespecified_complete_target_pair_sensitivity","prespecified_complete_target_pair_sensitivity",TRUE
"tbl-stage4-cross-transitions","cross_transitions",6,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",6,"Step","6","6",TRUE
"tbl-stage4-cross-transitions","cross_transitions",6,"Model","CS-ANY-F3-R3-EQUALDAY","CS-ANY-F3-R3-EQUALDAY",TRUE
"tbl-stage4-cross-transitions","cross_transitions",6,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",6,"Outcome","acceptable_with_cautions","acceptable_with_cautions",TRUE
"tbl-stage4-cross-transitions","cross_transitions",6,"Reason","prespecified_equal_daytype_between_construction","prespecified_equal_daytype_between_construction",TRUE
"tbl-stage4-cross-transitions","cross_transitions",7,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",7,"Step","7","7",TRUE
"tbl-stage4-cross-transitions","cross_transitions",7,"Model","CS-80-F3-R3-EQUALDAY","CS-80-F3-R3-EQUALDAY",TRUE
"tbl-stage4-cross-transitions","cross_transitions",7,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",7,"Outcome","acceptable_with_cautions","acceptable_with_cautions",TRUE
"tbl-stage4-cross-transitions","cross_transitions",7,"Reason","prespecified_equal_daytype_between_construction","prespecified_equal_daytype_between_construction",TRUE
"tbl-stage4-cross-transitions","cross_transitions",8,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",8,"Step","8","8",TRUE
"tbl-stage4-cross-transitions","cross_transitions",8,"Model","CS-ANY-F3-R3-THIN2","CS-ANY-F3-R3-THIN2",TRUE
"tbl-stage4-cross-transitions","cross_transitions",8,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",8,"Outcome","acceptable_with_cautions","acceptable_with_cautions",TRUE
"tbl-stage4-cross-transitions","cross_transitions",8,"Reason","registered_temporal_trigger_two_day_thinning_cold_start","registered_temporal_trigger_two_day_thinning_cold_start",TRUE
"tbl-stage4-cross-transitions","cross_transitions",9,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",9,"Step","9","9",TRUE
"tbl-stage4-cross-transitions","cross_transitions",9,"Model","CS-ANY-F3DATE-R3","CS-ANY-F3DATE-R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",9,"Rung","F3_DATE/R3","F3_DATE/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",9,"Outcome","structural_failure","structural_failure",TRUE
"tbl-stage4-cross-transitions","cross_transitions",9,"Reason","registered_temporal_trigger_target_specific_date_trend_cold_start","registered_temporal_trigger_target_specific_date_trend_cold_start",TRUE
"tbl-stage4-cross-transitions","cross_transitions",10,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",10,"Step","10","10",TRUE
"tbl-stage4-cross-transitions","cross_transitions",10,"Model","CS-80-F3-R3-THIN2","CS-80-F3-R3-THIN2",TRUE
"tbl-stage4-cross-transitions","cross_transitions",10,"Rung","F3/R3","F3/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",10,"Outcome","structural_failure","structural_failure",TRUE
"tbl-stage4-cross-transitions","cross_transitions",10,"Reason","registered_temporal_trigger_two_day_thinning_warm_start","registered_temporal_trigger_two_day_thinning_warm_start",TRUE
"tbl-stage4-cross-transitions","cross_transitions",11,"Analysis","Exploratory cross-state extension","Exploratory cross-state extension",TRUE
"tbl-stage4-cross-transitions","cross_transitions",11,"Step","11","11",TRUE
"tbl-stage4-cross-transitions","cross_transitions",11,"Model","CS-80-F3DATE-R3","CS-80-F3DATE-R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",11,"Rung","F3_DATE/R3","F3_DATE/R3",TRUE
"tbl-stage4-cross-transitions","cross_transitions",11,"Outcome","structural_failure","structural_failure",TRUE
"tbl-stage4-cross-transitions","cross_transitions",11,"Reason","registered_temporal_trigger_target_specific_date_trend_cold_start","registered_temporal_trigger_target_specific_date_trend_cold_start",TRUE
"tbl-stage4-main-diagnostics","diagnostics",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-main-diagnostics","diagnostics",1,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",1,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-diagnostics","diagnostics",1,"Detail","maximum absolute state-site-day-type adherence calibration difference 0.055","maximum absolute state-site-day-type adherence calibration difference 0.055",TRUE
"tbl-stage4-main-diagnostics","diagnostics",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-main-diagnostics","diagnostics",2,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-main-diagnostics","diagnostics",2,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",2,"Detail","5 of 5 applicable state endpoint envelopes passed","5 of 5 applicable state endpoint envelopes passed",TRUE
"tbl-stage4-main-diagnostics","diagnostics",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-main-diagnostics","diagnostics",3,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",3,"Assessment","triggered","triggered",TRUE
"tbl-stage4-main-diagnostics","diagnostics",3,"Detail","3 state residual series reached the temporal trigger","3 state residual series reached the temporal trigger",TRUE
"tbl-stage4-main-diagnostics","diagnostics",4,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-main-diagnostics","diagnostics",4,"Check","frozen primary numerical fit","frozen primary numerical fit",TRUE
"tbl-stage4-main-diagnostics","diagnostics",4,"Assessment","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-diagnostics","diagnostics",4,"Detail","Stored numerical status; primary model was not refitted","Stored numerical status; primary model was not refitted",TRUE
"tbl-stage4-main-diagnostics","diagnostics",5,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-main-diagnostics","diagnostics",5,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",5,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-diagnostics","diagnostics",5,"Detail","maximum absolute state-site-day-type adherence calibration difference 0.088","maximum absolute state-site-day-type adherence calibration difference 0.088",TRUE
"tbl-stage4-main-diagnostics","diagnostics",6,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-main-diagnostics","diagnostics",6,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-main-diagnostics","diagnostics",6,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",6,"Detail","5 of 5 applicable state endpoint envelopes passed","5 of 5 applicable state endpoint envelopes passed",TRUE
"tbl-stage4-main-diagnostics","diagnostics",7,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-main-diagnostics","diagnostics",7,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",7,"Assessment","triggered","triggered",TRUE
"tbl-stage4-main-diagnostics","diagnostics",7,"Detail","3 state residual series reached the temporal trigger","3 state residual series reached the temporal trigger",TRUE
"tbl-stage4-main-diagnostics","diagnostics",8,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-main-diagnostics","diagnostics",8,"Check","frozen primary numerical fit","frozen primary numerical fit",TRUE
"tbl-stage4-main-diagnostics","diagnostics",8,"Assessment","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-diagnostics","diagnostics",8,"Detail","Stored numerical status; primary model was not refitted","Stored numerical status; primary model was not refitted",TRUE
"tbl-stage4-main-diagnostics","diagnostics",9,"Sample","Complementary chest","Complementary chest",TRUE
"tbl-stage4-main-diagnostics","diagnostics",9,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",9,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-diagnostics","diagnostics",9,"Detail","maximum absolute state-site-day-type adherence calibration difference 0.074","maximum absolute state-site-day-type adherence calibration difference 0.074",TRUE
"tbl-stage4-main-diagnostics","diagnostics",10,"Sample","Complementary chest","Complementary chest",TRUE
"tbl-stage4-main-diagnostics","diagnostics",10,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-main-diagnostics","diagnostics",10,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",10,"Detail","3 of 3 applicable state endpoint envelopes passed","3 of 3 applicable state endpoint envelopes passed",TRUE
"tbl-stage4-main-diagnostics","diagnostics",11,"Sample","Complementary chest","Complementary chest",TRUE
"tbl-stage4-main-diagnostics","diagnostics",11,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",11,"Assessment","triggered","triggered",TRUE
"tbl-stage4-main-diagnostics","diagnostics",11,"Detail","1 state residual series reached the temporal trigger","1 state residual series reached the temporal trigger",TRUE
"tbl-stage4-main-diagnostics","diagnostics",12,"Sample","Complementary chest","Complementary chest",TRUE
"tbl-stage4-main-diagnostics","diagnostics",12,"Check","frozen numerical fit","frozen numerical fit",TRUE
"tbl-stage4-main-diagnostics","diagnostics",12,"Assessment","acceptable with cautions","acceptable with cautions",TRUE
"tbl-stage4-main-diagnostics","diagnostics",12,"Detail","Separate two-window eight-site chest sensitivity; not a placement comparison test","Separate two-window eight-site chest sensitivity; not a placement comparison test",TRUE
"tbl-stage4-main-diagnostics","diagnostics",13,"Sample","Any-valid temporal fallback","Any-valid temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",13,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",13,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-diagnostics","diagnostics",13,"Detail","maximum absolute state-site-day-type adherence calibration difference 0.057","maximum absolute state-site-day-type adherence calibration difference 0.057",TRUE
"tbl-stage4-main-diagnostics","diagnostics",14,"Sample","Any-valid temporal fallback","Any-valid temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",14,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-main-diagnostics","diagnostics",14,"Assessment","not acceptable","not acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",14,"Detail","0 of 5 applicable state endpoint envelopes passed","0 of 5 applicable state endpoint envelopes passed",TRUE
"tbl-stage4-main-diagnostics","diagnostics",15,"Sample","Any-valid temporal fallback","Any-valid temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",15,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",15,"Assessment","triggered","triggered",TRUE
"tbl-stage4-main-diagnostics","diagnostics",15,"Detail","1 state residual series reached the temporal trigger","1 state residual series reached the temporal trigger",TRUE
"tbl-stage4-main-diagnostics","diagnostics",16,"Sample","Any-valid temporal fallback","Any-valid temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",16,"Check","temporal numerical fit","temporal numerical fit",TRUE
"tbl-stage4-main-diagnostics","diagnostics",16,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-diagnostics","diagnostics",16,"Detail","Selected sensitivity route BB-R0 ; not a primary replacement","Selected sensitivity route BB-R0 ; not a primary replacement",TRUE
"tbl-stage4-main-diagnostics","diagnostics",17,"Sample","80% temporal fallback","80% temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",17,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",17,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",17,"Detail","maximum absolute state-site-day-type adherence calibration difference 0.050","maximum absolute state-site-day-type adherence calibration difference 0.050",TRUE
"tbl-stage4-main-diagnostics","diagnostics",18,"Sample","80% temporal fallback","80% temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",18,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-main-diagnostics","diagnostics",18,"Assessment","not acceptable","not acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",18,"Detail","0 of 5 applicable state endpoint envelopes passed","0 of 5 applicable state endpoint envelopes passed",TRUE
"tbl-stage4-main-diagnostics","diagnostics",19,"Sample","80% temporal fallback","80% temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",19,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-main-diagnostics","diagnostics",19,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-main-diagnostics","diagnostics",19,"Detail","0 state residual series reached the temporal trigger","0 state residual series reached the temporal trigger",TRUE
"tbl-stage4-main-diagnostics","diagnostics",20,"Sample","80% temporal fallback","80% temporal fallback",TRUE
"tbl-stage4-main-diagnostics","diagnostics",20,"Check","temporal numerical fit","temporal numerical fit",TRUE
"tbl-stage4-main-diagnostics","diagnostics",20,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-main-diagnostics","diagnostics",20,"Detail","Selected sensitivity route BB-R0 ; not a primary replacement","Selected sensitivity route BB-R0 ; not a primary replacement",TRUE
"tbl-stage4-temporal-routes","temporal_routes",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-temporal-routes","temporal_routes",1,"Route","ENDPOINT-R3","ENDPOINT-R3",TRUE
"tbl-stage4-temporal-routes","temporal_routes",1,"Disposition","structural failure","structural failure",TRUE
"tbl-stage4-temporal-routes","temporal_routes",1,"Structural failure","Yes","Yes",TRUE
"tbl-stage4-temporal-routes","temporal_routes",1,"Recorded reason","convergence;gradient;hessian;covariance;endpoint_uncertainty","convergence;gradient;hessian;covariance;endpoint_uncertainty",TRUE
"tbl-stage4-temporal-routes","temporal_routes",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-temporal-routes","temporal_routes",2,"Route","BB-R0","BB-R0",TRUE
"tbl-stage4-temporal-routes","temporal_routes",2,"Disposition","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-temporal-routes","temporal_routes",2,"Structural failure","No","No",TRUE
"tbl-stage4-temporal-routes","temporal_routes",2,"Recorded reason","","",TRUE
"tbl-stage4-temporal-routes","temporal_routes",3,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-temporal-routes","temporal_routes",3,"Route","ENDPOINT-R3","ENDPOINT-R3",TRUE
"tbl-stage4-temporal-routes","temporal_routes",3,"Disposition","structural failure","structural failure",TRUE
"tbl-stage4-temporal-routes","temporal_routes",3,"Structural failure","Yes","Yes",TRUE
"tbl-stage4-temporal-routes","temporal_routes",3,"Recorded reason","convergence;gradient;hessian;covariance;endpoint_uncertainty","convergence;gradient;hessian;covariance;endpoint_uncertainty",TRUE
"tbl-stage4-temporal-routes","temporal_routes",4,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-temporal-routes","temporal_routes",4,"Route","BB-R0","BB-R0",TRUE
"tbl-stage4-temporal-routes","temporal_routes",4,"Disposition","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-temporal-routes","temporal_routes",4,"Structural failure","No","No",TRUE
"tbl-stage4-temporal-routes","temporal_routes",4,"Recorded reason","","",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",1,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",1,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",1,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",1,"Detail","maximum absolute target-site-day-type calibration difference among cells with at least 10 rows: 0.063","maximum absolute target-site-day-type calibration difference among cells with at least 10 rows: 0.063",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",2,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",2,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",2,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",2,"Detail","6 of 6 target-level endpoint envelopes passed","6 of 6 target-level endpoint envelopes passed",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",3,"Sample","Any valid period","Any valid period",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",3,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",3,"Assessment","triggered","triggered",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",3,"Detail","2 target Pearson series reached the registered trigger","2 target Pearson series reached the registered trigger",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",4,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",4,"Check","overall adherence","overall adherence",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",4,"Assessment","acceptable with limitations","acceptable with limitations",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",4,"Detail","maximum absolute target-site-day-type calibration difference among cells with at least 10 rows: 0.064","maximum absolute target-site-day-type calibration difference among cells with at least 10 rows: 0.064",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",5,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",5,"Check","endpoint probabilities","endpoint probabilities",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",5,"Assessment","acceptable","acceptable",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",5,"Detail","6 of 6 target-level endpoint envelopes passed","6 of 6 target-level endpoint envelopes passed",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",6,"Sample","At least 80% coverage","At least 80% coverage",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",6,"Check","actual date temporal dependence","actual date temporal dependence",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",6,"Assessment","triggered","triggered",TRUE
"tbl-stage4-cross-diagnostics","cross_diagnostics",6,"Detail","2 target Pearson series reached the registered trigger","2 target Pearson series reached the registered trigger",TRUE
"tbl-stage4-multiplicity","multiplicity",1,"Question","Equal-site Free-minus-Work differences","Equal-site Free-minus-Work differences",TRUE
"tbl-stage4-multiplicity","multiplicity",1,"Primary tests","3","3",TRUE
"tbl-stage4-multiplicity","multiplicity",1,"Primary adjustment","Benjamini-Hochberg within this family","Benjamini-Hochberg within this family",TRUE
