table_endpoint,headers_value,token,resolves_once
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0031,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0011,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0031,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0012,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0031,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0013,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0031,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0031 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0014,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0005,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0006,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0007,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0008,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0009,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0010,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0011,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0012,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0013,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0032,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0032 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0014,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0005,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0006,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0007,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0008,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0009,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0010,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0011,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0012,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0013,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0028,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0033,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0028 tbl-h01-primary-effects--gt-0033 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0014,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0005,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0006,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0007,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0008,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0009,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0010,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0011,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0012,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0013,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0034,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0035,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0034 tbl-h01-primary-effects--gt-0035 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0014,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0005,tbl-h01-primary-effects--gt-0005,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0006,tbl-h01-primary-effects--gt-0006,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0007,tbl-h01-primary-effects--gt-0007,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0008,tbl-h01-primary-effects--gt-0008,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0009,tbl-h01-primary-effects--gt-0009,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0010,tbl-h01-primary-effects--gt-0010,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0011,tbl-h01-primary-effects--gt-0011,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0012,tbl-h01-primary-effects--gt-0012,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0013,tbl-h01-primary-effects--gt-0013,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0036,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0037,TRUE
tbl-h01-primary-effects,tbl-h01-primary-effects--gt-0036 tbl-h01-primary-effects--gt-0037 tbl-h01-primary-effects--gt-0014,tbl-h01-primary-effects--gt-0014,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0003,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0003,tbl-h01-primary-site-deviation-matrix--gt-0003,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0004,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0004,tbl-h01-primary-site-deviation-matrix--gt-0004,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0005,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0005,tbl-h01-primary-site-deviation-matrix--gt-0005,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0006,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0006,tbl-h01-primary-site-deviation-matrix--gt-0006,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0007,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0007,tbl-h01-primary-site-deviation-matrix--gt-0007,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0008,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0008,tbl-h01-primary-site-deviation-matrix--gt-0008,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0009,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0009,tbl-h01-primary-site-deviation-matrix--gt-0009,TRUE
tbl-h01-primary-site-deviation-matrix,tbl-h01-primary-site-deviation-matrix--gt-0012 tbl-h01-primary-site-deviation-matrix--gt-0010,tbl-h01-primary-site-deviation-matrix--gt-0012,TRUE
