run_id,placement,participant,long_rows,effective_weighted_hours,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__chest,Chest,FUSPCEU.FUSPCEU_S023,144,144,18.31522512713827,0.0017460577791335147,0.08400828239955409,0.006462175569196188,76,74
main__chest,Chest,UCR.UCR_S005,155,114.99999999999999,16.793545266335723,0.0016009904409019899,0.041812592658104886,0.003216353281392544,77,149
main__chest,Chest,THUAS.THUAS_S016,99,94,16.711166913662165,0.0015931370095344038,0.08522066115782186,0.006555435473678321,78,69
main__chest,Chest,UCR.UCR_S037,136,136,16.647838331212657,0.0015870996628318717,0.05757582964128508,0.004428909972406353,79,131
main__chest,Chest,UCR.UCR_S040,140,137,16.192125383506838,0.0015436548713062357,0.061850094304377774,0.004757699561875007,80,124
main__chest,Chest,UCR.UCR_S026,146,143,16.078768448274932,0.001532848137716752,0.13256954778670538,0.010197657522053817,81,12
main__chest,Chest,TUM.TUM_S004,144,144,14.19323955919872,0.0013530937332964495,0.13646164127505586,0.010497049328849995,82,10
main__chest,Chest,THUAS.THUAS_S018,168,154,14.01655608839842,0.0013362498481411392,0.11588838724241432,0.008914491326339176,83,22
main__chest,Chest,KNUST.KNUST_S002,137,137,13.713480451607248,0.001307356532901407,0.08246163739555329,0.006343202876580747,84,78
main__chest,Chest,UCR.UCR_S028,160,143,13.681855520339822,0.0013043416118796484,0.05826718362209487,0.0044820910478532575,85,129
main__chest,Chest,UCR.UCR_S021,144,144,13.66907877868762,0.0013031235581020429,0.06806114026004449,0.005235472327695503,86,112
main__chest,Chest,UCR.UCR_S008,143,133,13.356481369454265,0.0012733224972720488,0.07001652275443747,0.005385886365725726,87,105
main__chest,Chest,UCR.UCR_S002,144,144,12.390081572990608,0.001181192050026377,0.04690561070986503,0.003608123900758692,88,143
main__chest,Chest,THUAS.THUAS_S002,120,120,12.29057281950799,0.001171705514539966,0.09750448264983033,0.007500344819217393,89,45
main__chest,Chest,UCR.UCR_S015,140,139,11.877937126834755,0.0011323674361849979,0.0660999326819183,0.005084610206301188,90,116
main__chest,Chest,IZTECH.IZTECH_S009,150,133,11.81446166496352,0.001126316086926935,0.07600424499584542,0.005846480384295548,91,94
main__chest,Chest,BAUA.BAUA_S013,143,142,11.723163401498866,0.0011176122876540757,0.07525722139581695,0.005789017030447207,92,95
main__chest,Chest,IZTECH.IZTECH_S014,140,136,11.717612932255445,0.0011170831410051516,0.0866778147091061,0.006667524208392488,93,66
main__chest,Chest,FUSPCEU.FUSPCEU_S010,83,81,11.271926964701564,0.0010745942583790227,0.04687704861730107,0.0036059268167153106,94,144
main__chest,Chest,UCR.UCR_S004,139,136,11.1941777968851,0.0010671821442311087,0.052505317681627965,0.004038870590894284,95,139
main__chest,Chest,KNUST.KNUST_S013,94,94,10.563426511882541,0.0010070503041782499,0.07054503639355465,0.005426541261042431,96,102
main__chest,Chest,FUSPCEU.FUSPCEU_S015,154,142,10.555286633718993,0.0010062742996525067,0.09114576507533084,0.0070112126981020685,97,58
main__chest,Chest,UCR.UCR_S012,135,135,10.41772990388466,9.93160510630961e-4,0.05335251582154079,0.004104039678579883,98,137
main__chest,Chest,THUAS.THUAS_S015,152,139,10.36196352936355,9.878440970258464e-4,0.11625028405995329,0.008942329543072943,99,18
main__chest,Chest,UCR.UCR_S022,127,127,10.338404631871942,9.855981406727311e-4,0.05578715471933423,0.004291319593794755,100,135
main__chest,Chest,BAUA.BAUA_S015,134,134,10.08617207665814,9.615518834127422e-4,0.10808518105787265,0.008314244696759074,101,30
main__chest,Chest,FUSPCEU.FUSPCEU_S024,118,117,8.782721028734704,8.372891006105712e-4,0.06686395061525441,0.005143380816557809,102,115
main__chest,Chest,FUSPCEU.FUSPCEU_S016,115,114,8.474250879905515,8.078815066959537e-4,0.053122882354940275,0.004086375565764459,103,138
main__chest,Chest,UCR.UCR_S031,162,143,7.909536077304507,7.540451674083568e-4,0.11192449099877541,0.008609576230674659,104,26
main__chest,Chest,FUSPCEU.FUSPCEU_S003,139,139,7.678065766568391,7.319782512829094e-4,0.0858861889323524,0.006606629917872976,105,68
main__chest,Chest,RISE.RISE_S005,177,143,7.41998126824221,7.073741067611756e-4,0.09891993408219137,0.007609225698629775,106,43
main__chest,Chest,IZTECH.IZTECH_S005,153,140,7.28334736824809,6.943482945026855e-4,0.0780750541281855,0.0060057733944755476,107,86
main__chest,Chest,THUAS.THUAS_S017,146,136,7.257909934237377,6.91923250353499e-4,0.10223849705058233,0.007864499773121376,108,40
main__chest,Chest,TUM.TUM_S001,140,140,7.255852234351844,6.917270822547005e-4,0.14211180723060857,0.010931677479277108,109,8
main__chest,Chest,KNUST.KNUST_S004,138,138,7.22885090801726,6.891529464979106e-4,0.09781615129513027,0.007524319330394311,110,44
main__chest,Chest,UCR.UCR_S001,114,94,6.79802007969648,6.480802589356162e-4,0.03169007091290232,0.002437697762530842,111,150
main__chest,Chest,KNUST.KNUST_S001,134,134,6.1571807607270586,5.869866894985031e-4,0.07616012595213432,0.005858471227087002,112,93
main__chest,Chest,FUSPCEU.FUSPCEU_S005,135,135,5.826911018830789,5.555008601927017e-4,0.08030980081402521,0.0061776769856939796,113,81
main__chest,Chest,KNUST.KNUST_S012,143,143,5.600036498861509,5.338720777054705e-4,0.11671087726962491,0.008977759789970757,114,17
main__chest,Chest,UCR.UCR_S023,166,144,5.543006431871296,5.284351916491142e-4,0.06938968436299364,0.0053376680279223565,115,108
main__chest,Chest,UCR.UCR_S039,136,136,5.434862841512065,5.181254654022675e-4,0.05863402360729783,0.004510309508253484,116,127
main__chest,Chest,THUAS.THUAS_S007,125,112,5.3438401578514,5.094479381657707e-4,0.082417777995914,0.006339829076608495,117,79
main__chest,Chest,THUAS.THUAS_S003,153,136,5.143543254430249,4.903528976228811e-4,0.1108417901663083,0.008526291551254115,118,27
main__chest,Chest,IZTECH.IZTECH_S008,141,120,4.724844723720297,4.504368266173093e-4,0.07775842921495851,0.005981417631919626,119,89
main__chest,Chest,UCR.UCR_S033,157,144,4.711375790129217,4.491527836361235e-4,0.0913359176829608,0.007025839821765911,120,57
main__chest,Chest,THUAS.THUAS_S014,77,76,4.602284537044934,4.3875271321596826e-4,0.10974725865480407,0.008442096819599948,121,28
main__chest,Chest,IZTECH.IZTECH_S004,158,142,4.573534667042199,4.3601188235973317e-4,0.0731674290561897,0.00562826377355281,122,97
main__chest,Chest,FUSPCEU.FUSPCEU_S009,153,153,4.54190436903187,4.3299644970663337e-4,0.08014670855934945,0.006165131427641998,123,82
main__chest,Chest,UCR.UCR_S014,142,142,4.448087206276452,4.2405251449927365e-4,0.06305817326244002,0.004850628712495177,124,121
main__chest,Chest,FUSPCEU.FUSPCEU_S008,109,105,4.2637458318349495,4.0647857322225254e-4,0.059634286785071114,0.004587252829620656,125,125
main__chest,Chest,FUSPCEU.FUSPCEU_S022,140,137,4.112143153491757,3.9202573226501073e-4,0.06528582644649286,0.005021986649730002,126,117
main__chest,Chest,UCR.UCR_S035,155,144,4.0062776769195745,3.819331869849289e-4,0.06871765667749914,0.005285973590576628,127,109
main__chest,Chest,UCR.UCR_S020,142,142,3.8060277864553442,3.6284262836014744e-4,0.06511248205655389,0.005008652465888544,128,118
main__chest,Chest,UCR.UCR_S011,127,127,3.5626190507782205,3.396375782727013e-4,0.04354390955984494,0.003349531504603312,129,147
main__chest,Chest,RISE.RISE_S013,136,136,3.3034849027021447,3.1493336677944816e-4,0.10669959327444103,0.008207661021110493,130,32
main__chest,Chest,IZTECH.IZTECH_S016,150,139,3.276467100353712,3.1235766030365537e-4,0.07397043522126093,0.0056900334785582865,131,96
main__chest,Chest,FUSPCEU.FUSPCEU_S013,152,144,3.0953970437581195,2.9509558578957163e-4,0.08497987876059306,0.006536913750814567,132,71
main__chest,Chest,UCR.UCR_S016,139,139,2.8842604035365857,2.74967153266366e-4,0.043507876460111124,0.003346759727700711,133,148
main__chest,Chest,IZTECH.IZTECH_S013,148,142,2.799425586480703,2.668795381137513e-4,0.08277853359901893,0.006367579507616565,134,77
main__chest,Chest,FUSPCEU.FUSPCEU_S020,140,135,2.484233726815163,2.3683113878105e-4,0.062123497698464133,0.004778730592189342,135,123
main__chest,Chest,UCR.UCR_S019,141,141,2.347603951270153,2.2380571972146427e-4,0.06847495038414209,0.005267303875703009,136,110
main__chest,Chest,FUSPCEU.FUSPCEU_S004,118,118,2.3427793428491923,2.2334577205463437e-4,0.09450459090239337,0.007269583915568405,137,52
main__chest,Chest,UCR.UCR_S036,118,116,2.339405635498742,2.2302414412361617e-4,0.05101952903443382,0.003924579156494739,138,141
main__chest,Chest,UCR.UCR_S032,151,139,2.2836825479127,2.1771185722124114e-4,0.05418497030002784,0.0041680746384635,139,136
main__chest,Chest,BAUA.BAUA_S004,150,135,2.272134682722675,2.166109567568755e-4,0.09081200370058486,0.006985538746198532,140,61
main__chest,Chest,FUSPCEU.FUSPCEU_S007,133,124,2.1292458469472826,2.02988838463212e-4,0.06315846373870548,0.004858343364515596,141,120
main__chest,Chest,KNUST.KNUST_S015,113,113,1.8678652422656783,1.78070463998751e-4,0.08781821358487611,0.006755247198836332,142,65
main__chest,Chest,FUSPCEU.FUSPCEU_S014,113,113,1.8162566888223302,1.7315043077043623e-4,0.0681812487737636,0.005244711444135434,143,111
main__chest,Chest,FUSPCEU.FUSPCEU_S012,145,144,1.7868644192605534,1.70348357601339e-4,0.06961895180253509,0.00535530398481016,144,107
main__chest,Chest,UCR.UCR_S006,139,137,1.5968948147307576,1.5223785644802914e-4,0.0589707585509612,0.004536212196227588,145,126
main__chest,Chest,KNUST.KNUST_S011,141,141,1.5115490064569808,1.441015266230651e-4,0.10782781735622513,0.008294447488940034,146,31
main__chest,Chest,IZTECH.IZTECH_S002,165,137,1.2837273500415098,1.2238245013462503e-4,0.07126478577524287,0.0054819065980953674,147,101
main__chest,Chest,BAUA.BAUA_S012,130,130,1.1376225008089436,1.0845373744882515e-4,0.08906526853837413,0.006851174502951559,148,63
main__chest,Chest,IZTECH.IZTECH_S006,148,139,0.8448142398940037,8.053924891722988e-5,0.08288081149226054,0.006375447037865919,149,76
main__chest,Chest,IZTECH.IZTECH_S010,131,131,0.6558561472117315,6.252517890892611e-5,0.07655798898992561,0.005889076076147868,150,92
