"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes","preview_endpoint","source_html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",33,567669,567698,"Dynamics stub_1_6 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0018 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Dynamics|stub_1_6|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0018|tbl-plan-h01-metric-synthesis-candidate--gt-0007",572036,572181,30,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",34,684752,684781,"Dynamics stub_1_6 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0018 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Dynamics|stub_1_6|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0018|tbl-plan-h01-metric-synthesis-candidate--gt-0008",689235,689380,30,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",35,685559,685587,"Dynamics stub_1_6 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0018 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Dynamics|stub_1_6|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0018|tbl-plan-h01-metric-synthesis-candidate--gt-0009",690158,690303,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",36,686479,686514,"Dynamics stub_1_6 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0018 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Dynamics|stub_1_6|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0018|tbl-plan-h01-metric-synthesis-candidate--gt-0010",691195,691340,36,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",19,687423,687430,"stub_1_7","tbl-plan-h01-metric-synthesis-candidate--gt-0019","","",692249,692296,8,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",37,688083,688110,"Dynamics stub_1_7 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0019 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Dynamics|stub_1_7|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0019|tbl-plan-h01-metric-synthesis-candidate--gt-0002",692949,693094,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",38,688702,688730,"Dynamics stub_1_7 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0019 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Dynamics|stub_1_7|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0019|tbl-plan-h01-metric-synthesis-candidate--gt-0006",693686,693831,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",39,689610,689639,"Dynamics stub_1_7 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0019 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Dynamics|stub_1_7|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0019|tbl-plan-h01-metric-synthesis-candidate--gt-0007",694711,694856,30,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",40,799659,799688,"Dynamics stub_1_7 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0019 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Dynamics|stub_1_7|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0019|tbl-plan-h01-metric-synthesis-candidate--gt-0008",804876,805021,30,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",41,800374,800402,"Dynamics stub_1_7 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0019 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Dynamics|stub_1_7|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0019|tbl-plan-h01-metric-synthesis-candidate--gt-0009",805707,805852,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",42,801204,801239,"Dynamics stub_1_7 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0017 tbl-plan-h01-metric-synthesis-candidate--gt-0019 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Dynamics|stub_1_7|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0017|tbl-plan-h01-metric-synthesis-candidate--gt-0019|tbl-plan-h01-metric-synthesis-candidate--gt-0010",806654,806799,36,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",20,802710,802725,"Exposure history","tbl-plan-h01-metric-synthesis-candidate--gt-0020","","",808270,808317,16,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",21,802878,802885,"stub_1_8","tbl-plan-h01-metric-synthesis-candidate--gt-0021","","",808470,808517,8,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",43,803527,803562,"Exposure history stub_1_8 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0020 tbl-plan-h01-metric-synthesis-candidate--gt-0021 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Exposure history|stub_1_8|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0020|tbl-plan-h01-metric-synthesis-candidate--gt-0021|tbl-plan-h01-metric-synthesis-candidate--gt-0002",809159,809304,36,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",44,804245,804281,"Exposure history stub_1_8 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0020 tbl-plan-h01-metric-synthesis-candidate--gt-0021 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Exposure history|stub_1_8|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0020|tbl-plan-h01-metric-synthesis-candidate--gt-0021|tbl-plan-h01-metric-synthesis-candidate--gt-0006",809987,810132,37,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",45,805247,805284,"Exposure history stub_1_8 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0020 tbl-plan-h01-metric-synthesis-candidate--gt-0021 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Exposure history|stub_1_8|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0020|tbl-plan-h01-metric-synthesis-candidate--gt-0021|tbl-plan-h01-metric-synthesis-candidate--gt-0007",811098,811243,38,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",46,920301,920338,"Exposure history stub_1_8 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0020 tbl-plan-h01-metric-synthesis-candidate--gt-0021 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Exposure history|stub_1_8|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0020|tbl-plan-h01-metric-synthesis-candidate--gt-0021|tbl-plan-h01-metric-synthesis-candidate--gt-0008",926260,926405,38,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",47,921115,921151,"Exposure history stub_1_8 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0020 tbl-plan-h01-metric-synthesis-candidate--gt-0021 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Exposure history|stub_1_8|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0020|tbl-plan-h01-metric-synthesis-candidate--gt-0021|tbl-plan-h01-metric-synthesis-candidate--gt-0009",927182,927327,37,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",48,922056,922099,"Exposure history stub_1_8 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0020 tbl-plan-h01-metric-synthesis-candidate--gt-0021 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Exposure history|stub_1_8|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0020|tbl-plan-h01-metric-synthesis-candidate--gt-0021|tbl-plan-h01-metric-synthesis-candidate--gt-0010",928232,928377,44,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",22,923674,923678,"Level","tbl-plan-h01-metric-synthesis-candidate--gt-0022","","",929952,929999,5,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",23,923820,923827,"stub_1_9","tbl-plan-h01-metric-synthesis-candidate--gt-0023","","",930141,930188,8,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",49,924469,924493,"Level stub_1_9 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0023 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Level|stub_1_9|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0023|tbl-plan-h01-metric-synthesis-candidate--gt-0002",930830,930975,25,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",50,925098,925123,"Level stub_1_9 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0023 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Level|stub_1_9|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0023|tbl-plan-h01-metric-synthesis-candidate--gt-0006",931580,931725,26,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",51,925992,926018,"Level stub_1_9 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0023 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Level|stub_1_9|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0023|tbl-plan-h01-metric-synthesis-candidate--gt-0007",932594,932739,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",52,1027019,1027045,"Level stub_1_9 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0023 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Level|stub_1_9|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0023|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1033740,1033885,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",53,1027748,1027773,"Level stub_1_9 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0023 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Level|stub_1_9|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0023|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1034588,1034733,26,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",54,1028586,1028618,"Level stub_1_9 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0023 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Level|stub_1_9|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0023|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1035546,1035691,33,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",24,1029444,1029452,"stub_1_10","tbl-plan-h01-metric-synthesis-candidate--gt-0024","","",1036517,1036564,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",55,1030112,1030137,"Level stub_1_10 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0024 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Level|stub_1_10|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0024|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1037224,1037369,26,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",56,1030849,1030875,"Level stub_1_10 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0024 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Level|stub_1_10|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0024|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1038081,1038226,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",57,1031841,1031868,"Level stub_1_10 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0024 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Level|stub_1_10|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0024|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1039192,1039337,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",58,1140053,1140080,"Level stub_1_10 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0024 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Level|stub_1_10|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0024|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1147522,1147667,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",59,1140871,1140897,"Level stub_1_10 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0024 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Level|stub_1_10|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0024|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1148458,1148603,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",60,1141802,1141835,"Level stub_1_10 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0024 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Level|stub_1_10|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0024|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1149508,1149653,34,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",25,1142753,1142761,"stub_1_11","tbl-plan-h01-metric-synthesis-candidate--gt-0025","","",1150571,1150618,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",61,1143419,1143444,"Level stub_1_11 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0025 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Level|stub_1_11|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0025|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1151276,1151421,26,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",62,1144043,1144069,"Level stub_1_11 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0025 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Level|stub_1_11|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0025|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1152020,1152165,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",63,1144938,1144965,"Level stub_1_11 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0025 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Level|stub_1_11|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0025|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1153034,1153179,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",64,1228124,1228151,"Level stub_1_11 overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0025 tbl-plan-h01-metric-synthesis-candidate--gt-0008","Level|stub_1_11|overall_site","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0025|tbl-plan-h01-metric-synthesis-candidate--gt-0008",1236338,1236483,28,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",65,1228855,1228881,"Level stub_1_11 photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0025 tbl-plan-h01-metric-synthesis-candidate--gt-0009","Level|stub_1_11|photoperiod","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0025|tbl-plan-h01-metric-synthesis-candidate--gt-0009",1237187,1237332,27,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",66,1229689,1229722,"Level stub_1_11 modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0022 tbl-plan-h01-metric-synthesis-candidate--gt-0025 tbl-plan-h01-metric-synthesis-candidate--gt-0010","Level|stub_1_11|modelled_variation","tbl-plan-h01-metric-synthesis-candidate--gt-0022|tbl-plan-h01-metric-synthesis-candidate--gt-0025|tbl-plan-h01-metric-synthesis-candidate--gt-0010",1238140,1238285,34,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",26,1231206,1231213,"Spectrum","tbl-plan-h01-metric-synthesis-candidate--gt-0026","","",1239769,1239816,8,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","id",27,1231358,1231366,"stub_1_12","tbl-plan-h01-metric-synthesis-candidate--gt-0027","","",1239961,1240008,9,48,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",67,1232030,1232058,"Spectrum stub_1_12 definition","tbl-plan-h01-metric-synthesis-candidate--gt-0026 tbl-plan-h01-metric-synthesis-candidate--gt-0027 tbl-plan-h01-metric-synthesis-candidate--gt-0002","Spectrum|stub_1_12|definition","tbl-plan-h01-metric-synthesis-candidate--gt-0026|tbl-plan-h01-metric-synthesis-candidate--gt-0027|tbl-plan-h01-metric-synthesis-candidate--gt-0002",1240672,1240817,29,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",68,1232745,1232774,"Spectrum stub_1_12 descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0026 tbl-plan-h01-metric-synthesis-candidate--gt-0027 tbl-plan-h01-metric-synthesis-candidate--gt-0006","Spectrum|stub_1_12|descriptive","tbl-plan-h01-metric-synthesis-candidate--gt-0026|tbl-plan-h01-metric-synthesis-candidate--gt-0027|tbl-plan-h01-metric-synthesis-candidate--gt-0006",1241504,1241649,30,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
1,"tbl-plan-h01-metric-synthesis-candidate","headers",69,1233746,1233776,"Spectrum stub_1_12 distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0026 tbl-plan-h01-metric-synthesis-candidate--gt-0027 tbl-plan-h01-metric-synthesis-candidate--gt-0007","Spectrum|stub_1_12|distribution","tbl-plan-h01-metric-synthesis-candidate--gt-0026|tbl-plan-h01-metric-synthesis-candidate--gt-0027|tbl-plan-h01-metric-synthesis-candidate--gt-0007",1242621,1242766,31,146,"tbl-plan-h01-metric-synthesis-candidate","audit/manuscript_nature_health/figure_table_selection_assets/table3_gt_candidate_revision/tbl-plan-h01-metric-synthesis-candidate.html"
