href,valid_unique
notebooks/hypotheses/H03.html#omnibus-tests,True
notebooks/hypotheses/H03.html#site-specific-context,True
notebooks/hypotheses/H03.html#descriptive-fixed-effect-r%C2%B2,True
notebooks/hypotheses/H03.html#exploratory-participant-random-intercept-assessment,True
notebooks/hypotheses/H03.html#model-checks,True
notebooks/hypotheses/H03.html#sensitivity-analyses,True
notebooks/hypotheses/H03.html#same-participant-same-hour-placement-comparison,True
notebooks/hypotheses/H03.html#exploratory-nonlinear-time-of-day-context,True
notebooks/hypotheses/H03.html#r%C2%B2-and-variance-allocation,True
notebooks/hypotheses/H03.html#temporal-model-checks,True
notebooks/hypotheses/H03.html#exploratory-linear-latitude-context,True
notebooks/hypotheses/H03.html#interpretation,True
notebooks/hypotheses/H03.html#detailed-analysis-record,True
notebooks/hypotheses/H03.html#exact-sample-and-category-support,True
notebooks/hypotheses/H03.html#complete-category-and-supported-site-summaries,True
notebooks/hypotheses/H03.html#h03-preregistration-deviations,True
notebooks/hypotheses/H03.html#sources-technical-formulas-and-provenance,True
audit/hypotheses/H03/H03_analysis_preparation.html,True
audit/hypotheses/H03/H03_analysis_preparation.html#about-this-analysis-record,True
audit/hypotheses/H03/H03_analysis_preparation.html#analysis-map,True
audit/hypotheses/H03/H03_analysis_preparation.html#verified-inputs,True
audit/hypotheses/H03/H03_analysis_preparation.html#file-identity,True
audit/hypotheses/H03/H03_analysis_preparation.html#schema-keys-missingness-and-category-overlap,True
audit/hypotheses/H03/H03_analysis_preparation.html#outcome-definition-and-exact-zeros,True
audit/hypotheses/H03/H03_analysis_preparation.html#model-frames-and-support,True
audit/hypotheses/H03/H03_analysis_preparation.html#primary-samples-and-repeated-observations,True
audit/hypotheses/H03/H03_analysis_preparation.html#category-coding-and-pooled-estimability,True
audit/hypotheses/H03/H03_analysis_preparation.html#site-specific-support,True
audit/hypotheses/H03/H03_analysis_preparation.html#local-time-availability-and-sequence-boundaries,True
audit/hypotheses/H03/H03_analysis_preparation.html#population-mean-and-category-by-site-interaction-models,True
audit/hypotheses/H03/H03_analysis_preparation.html#additive-population-mean-model,True
audit/hypotheses/H03/H03_analysis_preparation.html#omnibus-test-category-contrasts-and-site-average-estimates,True
audit/hypotheses/H03/H03_analysis_preparation.html#category-by-site-interaction,True
audit/hypotheses/H03/H03_analysis_preparation.html#multiplicity-families,True
audit/hypotheses/H03/H03_analysis_preparation.html#descriptive-model-performance,True
audit/hypotheses/H03/H03_analysis_preparation.html#sec-h03-prep-participant-random-intercept,True
audit/hypotheses/H03/H03_analysis_preparation.html#model-checks-and-influence,True
audit/hypotheses/H03/H03_analysis_preparation.html#convergence-rank-and-robust-covariance,True
audit/hypotheses/H03/H03_analysis_preparation.html#zero-mass-and-residual-shape,True
audit/hypotheses/H03/H03_analysis_preparation.html#influence-checks,True
audit/hypotheses/H03/H03_analysis_preparation.html#predefined-sensitivities,True
audit/hypotheses/H03/H03_analysis_preparation.html#exploratory-nonlinear-time-of-day-and-linear-latitude-context,True
audit/hypotheses/H03/H03_analysis_preparation.html#nonlinear-time-of-day-gam-analysis,True
audit/hypotheses/H03/H03_analysis_preparation.html#linear-absolute-latitude-context,True
audit/hypotheses/H03/H03_analysis_preparation.html#technical-provenance-and-reproduction,True
audit/hypotheses/H03/H03_analysis_preparation.html#code-and-output-map,True
audit/hypotheses/H03/H03_analysis_preparation.html#commands-identities-and-environment,True
audit/hypotheses/H03/H03_analysis_preparation.html#reproduction-guidance,True
notebooks/hypotheses/H04.html,True
notebooks/hypotheses/H04.html#question,True
notebooks/hypotheses/H04.html#what-was-analysed,True
notebooks/hypotheses/H04.html#terms-used-below,True
notebooks/hypotheses/H04.html#principal-activity-category-estimates,True
notebooks/hypotheses/H04.html#supporting-contrasts-and-omnibus-tests,True
notebooks/hypotheses/H04.html#omnibus-tests,True
notebooks/hypotheses/H04.html#sample-and-activity-support,True
notebooks/hypotheses/H04.html#model-and-estimand,True
notebooks/hypotheses/H04.html#site-specific-context,True
notebooks/hypotheses/H04.html#descriptive-fixed-effect-r%C2%B2,True
notebooks/hypotheses/H04.html#exploratory-participant-random-intercept-decomposition,True
notebooks/hypotheses/H04.html#model-checks,True
notebooks/hypotheses/H04.html#sensitivity-analyses,True
notebooks/hypotheses/H04.html#within--and-between-participant-activity-patterns,True
notebooks/hypotheses/H04.html#same-participant-same-hour-sensor-position-comparison,True
notebooks/hypotheses/H04.html#exploratory-time-of-day-context,True
notebooks/hypotheses/H04.html#temporal-linear-predictor-variance-allocation,True
notebooks/hypotheses/H04.html#temporal-model-checks,True
notebooks/hypotheses/H04.html#interpretation,True
notebooks/hypotheses/H04.html#detailed-analysis-record,True
notebooks/hypotheses/H04.html#h04-preregistration-deviations,True
notebooks/hypotheses/H04.html#exact-category-estimates,True
notebooks/hypotheses/H04.html#exact-model-formulas,True
audit/hypotheses/H04/H04_analysis_preparation.html,True
audit/hypotheses/H04/H04_analysis_preparation.html#about-this-analysis-record,True
audit/hypotheses/H04/H04_analysis_preparation.html#analysis-map,True
audit/hypotheses/H04/H04_analysis_preparation.html#verified-inputs-and-activity-representation,True
audit/hypotheses/H04/H04_analysis_preparation.html#file-identity,True
audit/hypotheses/H04/H04_analysis_preparation.html#activity-transformation,True
audit/hypotheses/H04/H04_analysis_preparation.html#model-frames-outcome-and-support,True
audit/hypotheses/H04/H04_analysis_preparation.html#sample-flow,True
audit/hypotheses/H04/H04_analysis_preparation.html#outcome-definition-and-exact-zeros,True
audit/hypotheses/H04/H04_analysis_preparation.html#recorded-frame-integrity,True
audit/hypotheses/H04/H04_analysis_preparation.html#number-of-retained-labels-per-hour,True
audit/hypotheses/H04/H04_analysis_preparation.html#participant-day-support,True
audit/hypotheses/H04/H04_analysis_preparation.html#category-support,True
audit/hypotheses/H04/H04_analysis_preparation.html#site-specific-support,True
audit/hypotheses/H04/H04_analysis_preparation.html#local-time-availability,True
audit/hypotheses/H04/H04_analysis_preparation.html#population-mean-and-activity-by-site-models,True
audit/hypotheses/H04/H04_analysis_preparation.html#additive-population-mean-model,True
audit/hypotheses/H04/H04_analysis_preparation.html#exact-formulas-and-robust-restrictions,True
audit/hypotheses/H04/H04_analysis_preparation.html#estimands-references-and-standardization,True
audit/hypotheses/H04/H04_analysis_preparation.html#activity-by-site-interaction,True
audit/hypotheses/H04/H04_analysis_preparation.html#sec-h04-prep-participant-random-intercept,True
audit/hypotheses/H04/H04_analysis_preparation.html#multiplicity-families,True
audit/hypotheses/H04/H04_analysis_preparation.html#model-checks-influence-and-sensitivities,True
audit/hypotheses/H04/H04_analysis_preparation.html#convergence-rank-covariance-and-residual-structure,True
audit/hypotheses/H04/H04_analysis_preparation.html#exact-zero-calibration,True
audit/hypotheses/H04/H04_analysis_preparation.html#model-check-interpretation,True
audit/hypotheses/H04/H04_analysis_preparation.html#deterministic-influence-checks,True
audit/hypotheses/H04/H04_analysis_preparation.html#sensitivity-analyses,True
audit/hypotheses/H04/H04_analysis_preparation.html#exploratory-nonlinear-time-of-day-context,True
audit/hypotheses/H04/H04_analysis_preparation.html#weighted-activity-gams,True
audit/hypotheses/H04/H04_analysis_preparation.html#population-curves-and-uncertainty,True
audit/hypotheses/H04/H04_analysis_preparation.html#technical-provenance-and-reproduction,True
audit/hypotheses/H04/H04_analysis_preparation.html#render-time-computation-boundary,True
audit/hypotheses/H04/H04_analysis_preparation.html#code-and-output-maps,True
audit/hypotheses/H04/H04_analysis_preparation.html#executable-code-in-analytical-order,True
audit/hypotheses/H04/H04_analysis_preparation.html#stored-output-chain,True
audit/hypotheses/H04/H04_analysis_preparation.html#environment-identity,True
audit/hypotheses/H04/H04_analysis_preparation.html#examination-order,True
notebooks/hypotheses/H05.html,True
notebooks/hypotheses/H05.html#question,True
notebooks/hypotheses/H05.html#orientation,True
notebooks/hypotheses/H05.html#primary-near-eye-result,True
notebooks/hypotheses/H05.html#complete-association-pattern,True
notebooks/hypotheses/H05.html#complementary-chest-evidence,True
notebooks/hypotheses/H05.html#chest-model-checks,True
notebooks/hypotheses/H05.html#model-checks-and-the-unfit-sleep-environment-boundary,True
notebooks/hypotheses/H05.html#h05-sleep-environment-models-are-unfit-for-inference,True
notebooks/hypotheses/H05.html#mder-results-and-upper-tail-checks,True
notebooks/hypotheses/H05.html#sensitivity-analyses,True
notebooks/hypotheses/H05.html#common-near-eye-and-chest-sample,True
notebooks/hypotheses/H05.html#stability-of-the-two-leading-f2-estimates,True
notebooks/hypotheses/H05.html#site-adjustment-and-site-influence,True
notebooks/hypotheses/H05.html#gap-timing-unaware-dataset,True
notebooks/hypotheses/H05.html#exactly-identified-longest-period,True
notebooks/hypotheses/H05.html#interpretation-and-limitations,True
notebooks/hypotheses/H05.html#detailed-analysis-record,True
notebooks/hypotheses/H05.html#questionnaire-factors-and-score-scale,True
notebooks/hypotheses/H05.html#exact-analytical-samples,True
notebooks/hypotheses/H05.html#models-response-specifications-and-inference,True
notebooks/hypotheses/H05.html#metric-construction-and-model-ready-preparation,True
notebooks/hypotheses/H05.html#preregistration-and-operational-context,True
notebooks/hypotheses/H05.html#h05-preregistration-deviations,True
notebooks/hypotheses/H05.html#source-data-and-technical-provenance,True
audit/hypotheses/H05/H05_analysis_preparation.html,True
audit/hypotheses/H05/H05_analysis_preparation.html#about-this-analysis-record,True
audit/hypotheses/H05/H05_analysis_preparation.html#analysis-map,True
audit/hypotheses/H05/H05_analysis_preparation.html#verified-inputs-and-questionnaire-factors,True
audit/hypotheses/H05/H05_analysis_preparation.html#file-identity,True
audit/hypotheses/H05/H05_analysis_preparation.html#schema-key-content-and-value-checks,True
audit/hypotheses/H05/H05_analysis_preparation.html#factor-construction,True
audit/hypotheses/H05/H05_analysis_preparation.html#metric-construction-and-analytical-samples,True
audit/hypotheses/H05/H05_analysis_preparation.html#coverage-gaps-and-metric-support,True
audit/hypotheses/H05/H05_analysis_preparation.html#model-frame-construction,True
audit/hypotheses/H05/H05_analysis_preparation.html#site-contributions,True
audit/hypotheses/H05/H05_analysis_preparation.html#models-estimands-and-inference,True
audit/hypotheses/H05/H05_analysis_preparation.html#estimand-practical-effects-uncertainty-and-multiplicity,True
audit/hypotheses/H05/H05_analysis_preparation.html#site-specification,True
audit/hypotheses/H05/H05_analysis_preparation.html#methods-details,True
audit/hypotheses/H05/H05_analysis_preparation.html#exact-formulas-supplied-to-the-models,True
audit/hypotheses/H05/H05_analysis_preparation.html#engines-and-estimation-settings,True
audit/hypotheses/H05/H05_analysis_preparation.html#model-checks-and-influence,True
audit/hypotheses/H05/H05_analysis_preparation.html#model-check-sequence,True
audit/hypotheses/H05/H05_analysis_preparation.html#sensitivity-analyses,True
audit/hypotheses/H05/H05_analysis_preparation.html#current-numerical-zero-and-mder-qualifications,True
audit/hypotheses/H05/H05_analysis_preparation.html#numerical-zero-normalization-for-darkest-10-hour-mean-meledi,True
audit/hypotheses/H05/H05_analysis_preparation.html#mder-samples-and-upper-tail-influence,True
audit/hypotheses/H05/H05_analysis_preparation.html#technical-provenance,True
audit/hypotheses/H05/H05_analysis_preparation.html#what-is-calculated-when-this-page-opens,True
audit/hypotheses/H05/H05_analysis_preparation.html#bounded-implementation-history,True
audit/hypotheses/H05/H05_analysis_preparation.html#code-map-and-execution-order,True
audit/hypotheses/H05/H05_analysis_preparation.html#function-modules,True
audit/hypotheses/H05/H05_analysis_preparation.html#executable-entry-points,True
audit/hypotheses/H05/H05_analysis_preparation.html#output-and-claim-provenance,True
audit/hypotheses/H05/H05_analysis_preparation.html#how-to-examine-or-reproduce-h05,True
audit/hypotheses/H05/H05_analysis_preparation.html#environment,True
notebooks/hypotheses/H06.html,True
notebooks/hypotheses/H06.html#scientific-question,True
notebooks/hypotheses/H06.html#reader-orientation,True
notebooks/hypotheses/H06.html#principal-hourly-result,True
notebooks/hypotheses/H06.html#site-dependence,True
notebooks/hypotheses/H06.html#site-specific-estimates-and-interaction-details,True
notebooks/hypotheses/H06.html#sensitivity-and-complementary-sensor-evidence,True
notebooks/hypotheses/H06.html#required-dataset-sensitivity,True
notebooks/hypotheses/H06.html#employment-eligibility-sensitivity-near-eye-only,True
notebooks/hypotheses/H06.html#complementary-chest-and-paired-day-results,True
notebooks/hypotheses/H06.html#working-variance-and-influence-sensitivity-analyses,True
notebooks/hypotheses/H06.html#model-check-qualification,True
notebooks/hypotheses/H06.html#detailed-model-checks-and-influence-analyses,True
notebooks/hypotheses/H06.html#exploratory-diary-and-clock-time-analyses,True
notebooks/hypotheses/H06.html#detailed-exploratory-analyses,True
notebooks/hypotheses/H06.html#additional-diary-measures,True
notebooks/hypotheses/H06.html#nonlinear-time-of-day-gam-analysis,True
notebooks/hypotheses/H06.html#reader-displays-and-temporal-contrasts,True
notebooks/hypotheses/H06.html#interpretation-and-limitations,True
notebooks/hypotheses/H06.html#h06-preregistration-deviations,True
notebooks/hypotheses/H06.html#detailed-analysis-record,True
notebooks/hypotheses/H06.html#outcome-predictors-sensor-positions-and-fitted-samples,True
notebooks/hypotheses/H06.html#models-and-inference,True
notebooks/hypotheses/H06.html#technical-source-and-figure-checks,True
notebooks/hypotheses/H06.html#figure-reproducibility,True
audit/hypotheses/H06/H06_analysis_preparation.html,True
audit/hypotheses/H06/H06_analysis_preparation.html#analysis-path,True
audit/hypotheses/H06/H06_analysis_preparation.html#inputs-outcome-predictors-and-exact-samples,True
audit/hypotheses/H06/H06_analysis_preparation.html#verified-inputs-and-provenance,True
audit/hypotheses/H06/H06_analysis_preparation.html#exercise-diary-identity,True
audit/hypotheses/H06/H06_analysis_preparation.html#constructing-the-fitted-samples,True
audit/hypotheses/H06/H06_analysis_preparation.html#outcome-and-analytical-unit,True
audit/hypotheses/H06/H06_analysis_preparation.html#day-type-activity-and-previous-sleep,True
audit/hypotheses/H06/H06_analysis_preparation.html#exact-samples,True
audit/hypotheses/H06/H06_analysis_preparation.html#observed-response-and-predictor-support,True
audit/hypotheses/H06/H06_analysis_preparation.html#original-unit-meledi,True
audit/hypotheses/H06/H06_analysis_preparation.html#site-day-type-and-activity-support,True
audit/hypotheses/H06/H06_analysis_preparation.html#local-clock-support,True
audit/hypotheses/H06/H06_analysis_preparation.html#true-time-sequences-and-repeated-hours,True
audit/hypotheses/H06/H06_analysis_preparation.html#primary-model-and-estimands,True
audit/hypotheses/H06/H06_analysis_preparation.html#exact-formulas,True
audit/hypotheses/H06/H06_analysis_preparation.html#false-discovery-rate-adjustment,True
audit/hypotheses/H06/H06_analysis_preparation.html#preregistration-decisions,True
audit/hypotheses/H06/H06_analysis_preparation.html#model-checks-influence-and-sensitivity-analyses,True
audit/hypotheses/H06/H06_analysis_preparation.html#numerical-and-distributional-model-checks,True
audit/hypotheses/H06/H06_analysis_preparation.html#influence,True
audit/hypotheses/H06/H06_analysis_preparation.html#sensitivity-analyses,True
audit/hypotheses/H06/H06_analysis_preparation.html#exploratory-analyses,True
audit/hypotheses/H06/H06_analysis_preparation.html#nonlinear-local-clock-gam-analysis,True
audit/hypotheses/H06/H06_analysis_preparation.html#additional-diary-measures,True
audit/hypotheses/H06/H06_analysis_preparation.html#technical-provenance-and-reproduction,True
audit/hypotheses/H06/H06_analysis_preparation.html#code-and-stored-outputs,True
audit/hypotheses/H06/H06_analysis_preparation.html#reproduction-guidance,True
notebooks/hypotheses/H06_daily.html,True
notebooks/hypotheses/H06_daily.html#scientific-question,True
notebooks/hypotheses/H06_daily.html#data-and-analysis,True
notebooks/hypotheses/H06_daily.html#outcomes-contexts-and-sample-roles,True
notebooks/hypotheses/H06_daily.html#models-contrasts-and-multiplicity,True
notebooks/hypotheses/H06_daily.html#primary-near-eye-results,True
notebooks/hypotheses/H06_daily.html#supported-predictor-by-site-interactions,True
notebooks/hypotheses/H06_daily.html#complementary-placement-evidence,True
notebooks/hypotheses/H06_daily.html#gap-timing-unaware-sensitivity,True
notebooks/hypotheses/H06_daily.html#exploratory-mutually-adjusted-daily-analysis,True
notebooks/hypotheses/H06_daily.html#exploratory-30-minute-time-of-day-gamm,True
notebooks/hypotheses/H06_daily.html#comparison-with-the-selected-main-h06-analysis,True
notebooks/hypotheses/H06_daily.html#model-checks-and-limitations,True
notebooks/hypotheses/H06_daily.html#primary-and-gap-sensitivity-daily-grid,True
notebooks/hypotheses/H06_daily.html#exploratory-mutually-adjusted-daily-models,True
notebooks/hypotheses/H06_daily.html#exploratory-temporal-gamm,True
notebooks/hypotheses/H06_daily.html#preregistration-context-and-source-data,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#analysis-path,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exact-inputs-and-analytical-unit,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#verified-provenance,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#outcomes-and-participant-day-rows,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#recorded-contexts,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#fitted-samples-and-support,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#primary-near-eye-samples,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#placement-and-dataset-roles,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#predictor-category-and-site-support,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#model-construction-and-estimands,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#predictor-specific-model-hierarchy,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#multiplicity,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#model-checks-influence-and-sensitivities,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#three-class-model-check-architecture,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#prespecified-and-complementary-branches,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exploratory-jointly-adjusted-daily-models,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#exploratory-30-minute-clock-time-gamm,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#code-stored-outputs-and-reproducibility,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#execution-order,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html#stored-output-trace,True
notebooks/hypotheses/H07.html,True
notebooks/hypotheses/H07.html#scientific-question,True
notebooks/hypotheses/H07.html#data-sensor-positions-metrics-and-support,True
notebooks/hypotheses/H07.html#reading-guide,True
notebooks/hypotheses/H07.html#nonlinear-photoperiod-model-and-qualifying-transition-rule,True
notebooks/hypotheses/H07.html#primary-near-eye-result,True
notebooks/hypotheses/H07.html#complementary-chest-evidence,True
notebooks/hypotheses/H07.html#model-checks,True
notebooks/hypotheses/H07.html#sensitivity-analyses,True
notebooks/hypotheses/H07.html#site-influence-and-support,True
notebooks/hypotheses/H07.html#interpretation-and-limitations,True
notebooks/hypotheses/H07.html#h07-preregistration-deviations,True
notebooks/hypotheses/H07.html#source-data-and-technical-provenance,True
notebooks/hypotheses/H07.html#footnotes,True
audit/hypotheses/H07/H07_analysis_preparation.html,True
audit/hypotheses/H07/H07_analysis_preparation.html#scientific-target,True
audit/hypotheses/H07/H07_analysis_preparation.html#h07-preparation-preregistration-deviations,True
audit/hypotheses/H07/H07_analysis_preparation.html#verified-inputs-and-exact-frames,True
audit/hypotheses/H07/H07_analysis_preparation.html#consequential-inputs,True
audit/hypotheses/H07/H07_analysis_preparation.html#identity-schema-keys-and-values,True
audit/hypotheses/H07/H07_analysis_preparation.html#candidate-samples-exclusions-and-support,True
audit/hypotheses/H07/H07_analysis_preparation.html#exact-fitted-samples,True
audit/hypotheses/H07/H07_analysis_preparation.html#site-photoperiod-latitude-and-collection-period,True
audit/hypotheses/H07/H07_analysis_preparation.html#metrics-units-and-response-construction,True
audit/hypotheses/H07/H07_analysis_preparation.html#temporal-order-and-repeated-participant-days,True
audit/hypotheses/H07/H07_analysis_preparation.html#nonlinear-model-curves-and-derivative-estimand,True
audit/hypotheses/H07/H07_analysis_preparation.html#exact-evaluated-formulas,True
audit/hypotheses/H07/H07_analysis_preparation.html#association-and-derivative-estimands,True
audit/hypotheses/H07/H07_analysis_preparation.html#model-checks-and-support-limits,True
audit/hypotheses/H07/H07_analysis_preparation.html#sensitivity-analyses-and-site-influence,True
audit/hypotheses/H07/H07_analysis_preparation.html#candidate-samples,True
audit/hypotheses/H07/H07_analysis_preparation.html#classification-stability,True
audit/hypotheses/H07/H07_analysis_preparation.html#leave-one-site-out-influence,True
audit/hypotheses/H07/H07_analysis_preparation.html#technical-provenance-and-bounded-reproduction,True
audit/hypotheses/H07/H07_analysis_preparation.html#numerical-zero-provenance,True
audit/hypotheses/H07/H07_analysis_preparation.html#code-and-output-map,True
audit/hypotheses/H07/H07_analysis_preparation.html#durable-outputs,True
audit/hypotheses/H07/H07_analysis_preparation.html#computational-environment-and-bounded-reproduction,True
audit/hypotheses/H07/H07_analysis_preparation.html#footnotes,True
notebooks/hypotheses/H08.html,True
notebooks/hypotheses/H08.html#scientific-question,True
notebooks/hypotheses/H08.html#score-sensor-positions-and-light-exposure-metrics,True
notebooks/hypotheses/H08.html#statistical-models,True
notebooks/hypotheses/H08.html#exact-fitted-samples,True
notebooks/hypotheses/H08.html#primary-near-eye-results,True
notebooks/hypotheses/H08.html#centred-prediction-contrast,True
notebooks/hypotheses/H08.html#complementary-chest-results,True
notebooks/hypotheses/H08.html#vlsq-8-by-site-interactions,True
notebooks/hypotheses/H08.html#same-participant-same-day-sensor-comparison,True
notebooks/hypotheses/H08.html#model-checks-and-influence,True
notebooks/hypotheses/H08.html#dataset-sensitivity,True
notebooks/hypotheses/H08.html#other-structured-sensitivities,True
notebooks/hypotheses/H08.html#metric-definition-sensitivities,True
notebooks/hypotheses/H08.html#interpretation,True
notebooks/hypotheses/H08.html#h08-preregistration-deviations,True
notebooks/hypotheses/H08.html#source-data-and-technical-provenance,True
notebooks/hypotheses/H08.html#current-numerical-zero-rule,True
audit/hypotheses/H08/H08_analysis_preparation.html,True
audit/hypotheses/H08/H08_analysis_preparation.html#purpose,True
audit/hypotheses/H08/H08_analysis_preparation.html#analysis-map,True
audit/hypotheses/H08/H08_analysis_preparation.html#verified-inputs,True
audit/hypotheses/H08/H08_analysis_preparation.html#file-identity,True
audit/hypotheses/H08/H08_analysis_preparation.html#schema-key-content-and-value-checks,True
audit/hypotheses/H08/H08_analysis_preparation.html#vlsq-8-predictor,True
audit/hypotheses/H08/H08_analysis_preparation.html#scale-and-score-reconstruction,True
audit/hypotheses/H08/H08_analysis_preparation.html#metrics-and-analytical-samples,True
audit/hypotheses/H08/H08_analysis_preparation.html#metric-definitions-and-missing-values,True
audit/hypotheses/H08/H08_analysis_preparation.html#exact-primary-and-complementary-samples,True
audit/hypotheses/H08/H08_analysis_preparation.html#site-contributions,True
audit/hypotheses/H08/H08_analysis_preparation.html#model-construction-and-inference,True
audit/hypotheses/H08/H08_analysis_preparation.html#exact-formulae-supplied-to-the-models,True
audit/hypotheses/H08/H08_analysis_preparation.html#engines-and-estimation-settings,True
audit/hypotheses/H08/H08_analysis_preparation.html#multiplicity-families,True
audit/hypotheses/H08/H08_analysis_preparation.html#model-checks-and-influence,True
audit/hypotheses/H08/H08_analysis_preparation.html#sensitivity-analyses,True
audit/hypotheses/H08/H08_analysis_preparation.html#technical-provenance,True
audit/hypotheses/H08/H08_analysis_preparation.html#render-boundary,True
audit/hypotheses/H08/H08_analysis_preparation.html#current-numerical-zero-evidence,True
audit/hypotheses/H08/H08_analysis_preparation.html#function-modules,True
audit/hypotheses/H08/H08_analysis_preparation.html#executable-entry-points,True
audit/hypotheses/H08/H08_analysis_preparation.html#stored-output-and-claim-identities,True
audit/hypotheses/H08/H08_analysis_preparation.html#reproduction-guidance,True
audit/hypotheses/H08/H08_analysis_preparation.html#environment,True
notebooks/hypotheses/H09.html,True
notebooks/hypotheses/H09.html#hypothesis-and-analytical-question,True
notebooks/hypotheses/H09.html#chronotype-constructs-and-timing-outcomes,True
notebooks/hypotheses/H09.html#statistical-approach,True
notebooks/hypotheses/H09.html#exact-fitted-samples,True
notebooks/hypotheses/H09.html#primary-near-eye-results,True
notebooks/hypotheses/H09.html#complementary-chest-results,True
notebooks/hypotheses/H09.html#same-participant-and-same-day-placement-evidence,True
notebooks/hypotheses/H09.html#chronotype-by-site-interactions,True
notebooks/hypotheses/H09.html#model-checks-dependence-influence-and-limitations,True
notebooks/hypotheses/H09.html#dataset-sensitivity,True
notebooks/hypotheses/H09.html#other-named-sensitivity-analyses,True
notebooks/hypotheses/H09.html#interpretation,True
notebooks/hypotheses/H09.html#h09-preregistration-deviations,True
notebooks/hypotheses/H09.html#source-data-and-technical-provenance,True
audit/hypotheses/H09/H09_analysis_preparation.html,True
audit/hypotheses/H09/H09_analysis_preparation.html#purpose,True
audit/hypotheses/H09/H09_analysis_preparation.html#analysis-map,True
audit/hypotheses/H09/H09_analysis_preparation.html#verified-inputs-and-chronotype-predictors,True
audit/hypotheses/H09/H09_analysis_preparation.html#file-identity,True
audit/hypotheses/H09/H09_analysis_preparation.html#bounded-integrity-checks,True
audit/hypotheses/H09/H09_analysis_preparation.html#aggregate-field-provenance-and-missingness,True
audit/hypotheses/H09/H09_analysis_preparation.html#centering-and-scaling,True
audit/hypotheses/H09/H09_analysis_preparation.html#timing-metrics-and-analytical-samples,True
audit/hypotheses/H09/H09_analysis_preparation.html#metric-definitions,True
audit/hypotheses/H09/H09_analysis_preparation.html#exact-primary-and-complementary-samples,True
audit/hypotheses/H09/H09_analysis_preparation.html#placement-and-dataset-common-samples,True
audit/hypotheses/H09/H09_analysis_preparation.html#models-estimands-uncertainty-and-multiplicity,True
audit/hypotheses/H09/H09_analysis_preparation.html#exact-formulae-supplied-to-the-models,True
audit/hypotheses/H09/H09_analysis_preparation.html#multiplicity-families,True
audit/hypotheses/H09/H09_analysis_preparation.html#model-checks-influence-and-limitations,True
audit/hypotheses/H09/H09_analysis_preparation.html#named-sensitivity-analyses,True
audit/hypotheses/H09/H09_analysis_preparation.html#technical-provenance,True
audit/hypotheses/H09/H09_analysis_preparation.html#bounded-calculations-defined-for-this-page,True
audit/hypotheses/H09/H09_analysis_preparation.html#stored-intermediate-quantities,True
audit/hypotheses/H09/H09_analysis_preparation.html#code-map-and-execution-order,True
audit/hypotheses/H09/H09_analysis_preparation.html#function-modules,True
audit/hypotheses/H09/H09_analysis_preparation.html#executable-and-reporting-entry-points,True
audit/hypotheses/H09/H09_analysis_preparation.html#output-and-checksum-provenance,True
audit/hypotheses/H09/H09_analysis_preparation.html#how-to-examine-or-reproduce-h09,True
audit/hypotheses/H09/H09_analysis_preparation.html#environment,True
notebooks/hypotheses/H10.html,True
notebooks/hypotheses/H10.html#hypothesis-and-question,True
notebooks/hypotheses/H10.html#methods-and-rationale,True
notebooks/hypotheses/H10.html#data-outcomes-and-estimands,True
notebooks/hypotheses/H10.html#models-and-multiplicity,True
notebooks/hypotheses/H10.html#main-results,True
notebooks/hypotheses/H10.html#detailed-results,True
notebooks/hypotheses/H10.html#primary-near-eye-evidence,True
notebooks/hypotheses/H10.html#age,True
notebooks/hypotheses/H10.html#measured-biological-sex,True
notebooks/hypotheses/H10.html#complementary-chest-evidence,True
notebooks/hypotheses/H10.html#age-1,True
notebooks/hypotheses/H10.html#measured-biological-sex-1,True
notebooks/hypotheses/H10.html#predictor-by-site-interactions,True
notebooks/hypotheses/H10.html#model-checks,True
notebooks/hypotheses/H10.html#core-residual-checks,True
notebooks/hypotheses/H10.html#sensitivity-analyses,True
notebooks/hypotheses/H10.html#sensor-position-matched-analysis,True
notebooks/hypotheses/H10.html#remaining-gap-timing-and-exact-common-samples,True
