"row","site","raw_state","direct_projected","direct_valid","direct_yes","expected_minutes","assigned_window_exact","integer_utc_ticks"
463,"RISE","wake",796,767,222,796,TRUE,TRUE
464,"RISE","wake",735,735,110,735,TRUE,TRUE
465,"RISE","wake",810,810,277,810,TRUE,TRUE
466,"RISE","wake",660,660,301,660,TRUE,TRUE
467,"RISE","wake",833,671,21,833,TRUE,TRUE
468,"RISE","wake",800,800,102,800,TRUE,TRUE
469,"RISE","wake",870,870,635,870,TRUE,TRUE
470,"RISE","wake",845,807,478,845,TRUE,TRUE
471,"RISE","wake",818,809,400,818,TRUE,TRUE
472,"RISE","wake",663,663,374,663,TRUE,TRUE
473,"RISE","wake",775,734,226,775,TRUE,TRUE
474,"RISE","wake",780,770,236,780,TRUE,TRUE
475,"RISE","wake",810,810,373,810,TRUE,TRUE
476,"RISE","wake",760,760,340,760,TRUE,TRUE
477,"RISE","wake",788,788,411,788,TRUE,TRUE
478,"RISE","wake",880,880,156,880,TRUE,TRUE
479,"RISE","wake",885,712,146,885,TRUE,TRUE
480,"RISE","wake",750,674,404,750,TRUE,TRUE
481,"RISE","wake",895,766,226,895,TRUE,TRUE
482,"RISE","wake",825,744,285,825,TRUE,TRUE
483,"RISE","wake",825,709,134,825,TRUE,TRUE
484,"RISE","wake",855,786,259,855,TRUE,TRUE
485,"RISE","wake",868,784,396,868,TRUE,TRUE
486,"RISE","wake",835,755,517,835,TRUE,TRUE
487,"RISE","wake",680,569,41,680,TRUE,TRUE
488,"RISE","wake",927,924,274,927,TRUE,TRUE
489,"RISE","wake",815,0,0,815,TRUE,TRUE
490,"RISE","wake",741,0,0,741,TRUE,TRUE
491,"RISE","wake",800,0,0,800,TRUE,TRUE
492,"RISE","wake",755,0,0,755,TRUE,TRUE
493,"RISE","wake",835,0,0,835,TRUE,TRUE
494,"RISE","wake",769,0,0,769,TRUE,TRUE
495,"RISE","wake",553,0,0,553,TRUE,TRUE
496,"RISE","wake",660,660,208,660,TRUE,TRUE
497,"RISE","wake",686,682,379,686,TRUE,TRUE
498,"RISE","wake",726,719,430,726,TRUE,TRUE
499,"RISE","wake",735,720,480,735,TRUE,TRUE
500,"RISE","wake",762,749,484,762,TRUE,TRUE
501,"RISE","wake",680,680,264,680,TRUE,TRUE
502,"RISE","wake",671,671,337,671,TRUE,TRUE
503,"RISE","wake",664,662,337,664,TRUE,TRUE
504,"RISE","wake",636,568,381,636,TRUE,TRUE
505,"RISE","wake",660,660,502,660,TRUE,TRUE
506,"RISE","wake",682,606,131,682,TRUE,TRUE
507,"RISE","wake",858,858,235,858,TRUE,TRUE
508,"RISE","wake",540,535,375,540,TRUE,TRUE
509,"RISE","wake",730,715,38,730,TRUE,TRUE
510,"RISE","wake",815,800,256,815,TRUE,TRUE
511,"RISE","wake",690,675,58,690,TRUE,TRUE
512,"RISE","wake",870,855,191,870,TRUE,TRUE
513,"RISE","wake",650,650,17,650,TRUE,TRUE
514,"RISE","wake",480,442,14,480,TRUE,TRUE
515,"RISE","wake",875,875,56,875,TRUE,TRUE
516,"RISE","wake",795,778,114,795,TRUE,TRUE
517,"RISE","wake",860,758,18,860,TRUE,TRUE
518,"RISE","wake",745,745,72,745,TRUE,TRUE
519,"RISE","wake",710,710,135,710,TRUE,TRUE
520,"RISE","wake",640,640,62,640,TRUE,TRUE
521,"RISE","wake",832,832,32,832,TRUE,TRUE
522,"RISE","wake",800,620,49,800,TRUE,TRUE
523,"RISE","wake",844,666,31,844,TRUE,TRUE
524,"RISE","wake",760,760,13,760,TRUE,TRUE
525,"RISE","wake",675,543,53,675,TRUE,TRUE
526,"RISE","wake",630,630,65,630,TRUE,TRUE
527,"RISE","wake",745,745,60,745,TRUE,TRUE
528,"RISE","wake",730,730,12,730,TRUE,TRUE
529,"RISE","wake",739,739,46,739,TRUE,TRUE
530,"RISE","wake",740,740,18,740,TRUE,TRUE
531,"THUAS","wake",770,562,116,770,TRUE,TRUE
532,"THUAS","wake",746,746,12,746,TRUE,TRUE
533,"THUAS","wake",700,685,0,700,TRUE,TRUE
534,"THUAS","wake",657,657,355,657,TRUE,TRUE
535,"THUAS","wake",810,727,3,810,TRUE,TRUE
536,"THUAS","wake",625,526,50,625,TRUE,TRUE
537,"THUAS","wake",664,0,0,664,TRUE,TRUE
538,"THUAS","wake",560,560,0,560,TRUE,TRUE
539,"THUAS","wake",823,805,249,823,TRUE,TRUE
540,"THUAS","wake",701,0,0,701,TRUE,TRUE
541,"THUAS","wake",908,749,353,908,TRUE,TRUE
542,"THUAS","wake",907,907,331,907,TRUE,TRUE
543,"THUAS","wake",748,702,214,748,TRUE,TRUE
544,"THUAS","wake",656,656,46,656,TRUE,TRUE
545,"THUAS","wake",856,856,475,856,TRUE,TRUE
546,"THUAS","wake",751,641,268,751,TRUE,TRUE
547,"THUAS","wake",830,830,317,830,TRUE,TRUE
548,"THUAS","wake",738,656,216,738,TRUE,TRUE
549,"THUAS","wake",734,734,236,734,TRUE,TRUE
550,"THUAS","wake",734,703,145,734,TRUE,TRUE
551,"THUAS","wake",794,763,152,794,TRUE,TRUE
552,"THUAS","wake",723,723,169,723,TRUE,TRUE
553,"THUAS","wake",1060,948,134,1060,TRUE,TRUE
554,"THUAS","wake",710,0,0,710,TRUE,TRUE
555,"THUAS","wake",895,895,286,895,TRUE,TRUE
556,"THUAS","wake",675,675,120,675,TRUE,TRUE
557,"THUAS","wake",750,750,118,750,TRUE,TRUE
558,"THUAS","wake",720,624,406,720,TRUE,TRUE
559,"THUAS","wake",765,674,235,765,TRUE,TRUE
560,"THUAS","wake",810,810,0,810,TRUE,TRUE
561,"THUAS","wake",720,512,136,720,TRUE,TRUE
562,"THUAS","wake",781,694,142,781,TRUE,TRUE
563,"THUAS","wake",869,869,266,869,TRUE,TRUE
564,"THUAS","wake",656,0,0,656,TRUE,TRUE
565,"THUAS","wake",676,485,294,676,TRUE,TRUE
566,"THUAS","wake",950,853,660,950,TRUE,TRUE
567,"THUAS","wake",744,688,483,744,TRUE,TRUE
568,"THUAS","wake",593,593,215,593,TRUE,TRUE
569,"THUAS","wake",725,689,378,725,TRUE,TRUE
570,"THUAS","wake",730,730,170,730,TRUE,TRUE
571,"THUAS","wake",729,729,180,729,TRUE,TRUE
572,"THUAS","wake",870,850,162,870,TRUE,TRUE
573,"THUAS","wake",720,645,138,720,TRUE,TRUE
574,"THUAS","wake",915,915,336,915,TRUE,TRUE
575,"THUAS","wake",675,657,115,675,TRUE,TRUE
576,"THUAS","wake",676,633,222,676,TRUE,TRUE
577,"THUAS","wake",784,763,220,784,TRUE,TRUE
578,"THUAS","wake",781,645,33,781,TRUE,TRUE
579,"THUAS","wake",657,511,178,657,TRUE,TRUE
580,"THUAS","wake",720,720,243,720,TRUE,TRUE
581,"THUAS","wake",776,776,358,776,TRUE,TRUE
582,"THUAS","wake",635,595,140,635,TRUE,TRUE
583,"THUAS","wake",774,774,455,774,TRUE,TRUE
584,"THUAS","wake",790,790,129,790,TRUE,TRUE
585,"THUAS","wake",823,823,384,823,TRUE,TRUE
586,"THUAS","wake",694,694,2,694,TRUE,TRUE
587,"THUAS","wake",615,615,166,615,TRUE,TRUE
588,"THUAS","wake",690,690,221,690,TRUE,TRUE
589,"THUAS","wake",743,743,333,743,TRUE,TRUE
590,"THUAS","wake",910,910,269,910,TRUE,TRUE
591,"THUAS","wake",750,750,272,750,TRUE,TRUE
592,"THUAS","wake",540,540,79,540,TRUE,TRUE
593,"THUAS","wake",810,0,0,810,TRUE,TRUE
594,"THUAS","wake",785,698,336,785,TRUE,TRUE
595,"THUAS","wake",785,688,340,785,TRUE,TRUE
596,"THUAS","wake",790,640,297,790,TRUE,TRUE
597,"THUAS","wake",820,677,272,820,TRUE,TRUE
598,"THUAS","wake",790,640,176,790,TRUE,TRUE
599,"THUAS","wake",765,660,272,765,TRUE,TRUE
600,"THUAS","wake",745,0,0,745,TRUE,TRUE
601,"THUAS","wake",800,800,277,800,TRUE,TRUE
602,"THUAS","wake",740,740,370,740,TRUE,TRUE
603,"THUAS","wake",957,957,170,957,TRUE,TRUE
604,"THUAS","wake",645,645,63,645,TRUE,TRUE
605,"THUAS","wake",712,712,107,712,TRUE,TRUE
606,"THUAS","wake",625,625,100,625,TRUE,TRUE
607,"THUAS","wake",840,840,374,840,TRUE,TRUE
608,"THUAS","wake",867,867,257,867,TRUE,TRUE
609,"THUAS","wake",870,870,226,870,TRUE,TRUE
610,"THUAS","wake",860,860,337,860,TRUE,TRUE
611,"THUAS","wake",860,860,128,860,TRUE,TRUE
612,"THUAS","wake",855,855,116,855,TRUE,TRUE
613,"THUAS","wake",830,830,110,830,TRUE,TRUE
614,"TUM","wake",697,697,172,697,TRUE,TRUE
615,"TUM","wake",810,713,307,810,TRUE,TRUE
616,"TUM","wake",735,683,348,735,TRUE,TRUE
617,"TUM","wake",720,557,167,720,TRUE,TRUE
618,"TUM","wake",1020,969,274,1020,TRUE,TRUE
619,"TUM","wake",640,621,265,640,TRUE,TRUE
620,"TUM","wake",805,662,120,805,TRUE,TRUE
621,"TUM","wake",815,641,82,815,TRUE,TRUE
622,"TUM","wake",840,750,289,840,TRUE,TRUE
623,"TUM","wake",825,785,46,825,TRUE,TRUE
624,"TUM","wake",705,705,59,705,TRUE,TRUE
625,"TUM","wake",635,594,176,635,TRUE,TRUE
626,"TUM","wake",646,621,191,646,TRUE,TRUE
627,"TUM","wake",508,375,44,508,TRUE,TRUE
628,"TUM","wake",672,621,170,672,TRUE,TRUE
629,"TUM","wake",674,553,13,674,TRUE,TRUE
630,"TUM","wake",594,594,92,594,TRUE,TRUE
631,"TUM","wake",615,615,99,615,TRUE,TRUE
632,"TUM","wake",915,904,424,915,TRUE,TRUE
633,"TUM","wake",930,930,235,930,TRUE,TRUE
634,"TUM","wake",820,820,319,820,TRUE,TRUE
635,"TUM","wake",840,822,19,840,TRUE,TRUE
636,"TUM","wake",870,848,0,870,TRUE,TRUE
637,"TUM","wake",840,823,169,840,TRUE,TRUE
638,"TUM","wake",813,808,111,813,TRUE,TRUE
639,"TUM","wake",660,597,42,660,TRUE,TRUE
640,"TUM","wake",609,551,0,609,TRUE,TRUE
641,"TUM","wake",735,671,9,735,TRUE,TRUE
642,"TUM","wake",787,701,54,787,TRUE,TRUE
643,"TUM","wake",565,510,1,565,TRUE,TRUE
644,"TUM","wake",810,787,225,810,TRUE,TRUE
645,"TUM","wake",825,812,147,825,TRUE,TRUE
646,"TUM","wake",915,804,528,915,TRUE,TRUE
647,"TUM","wake",895,895,306,895,TRUE,TRUE
648,"TUM","wake",820,796,197,820,TRUE,TRUE
649,"TUM","wake",700,682,66,700,TRUE,TRUE
650,"TUM","wake",915,915,8,915,TRUE,TRUE
651,"TUM","wake",720,671,71,720,TRUE,TRUE
652,"TUM","wake",795,718,80,795,TRUE,TRUE
653,"TUM","wake",960,960,70,960,TRUE,TRUE
654,"TUM","wake",900,900,55,900,TRUE,TRUE
655,"TUM","wake",840,786,3,840,TRUE,TRUE
656,"TUM","wake",794,597,283,794,TRUE,TRUE
657,"TUM","wake",710,657,257,710,TRUE,TRUE
658,"TUM","wake",805,630,201,805,TRUE,TRUE
659,"TUM","wake",785,715,240,785,TRUE,TRUE
660,"TUM","wake",789,725,423,789,TRUE,TRUE
661,"TUM","wake",728,616,272,728,TRUE,TRUE
662,"TUM","wake",790,790,467,790,TRUE,TRUE
663,"TUM","wake",740,740,408,740,TRUE,TRUE
664,"TUM","wake",720,720,631,720,TRUE,TRUE
665,"TUM","wake",812,812,310,812,TRUE,TRUE
666,"TUM","wake",760,703,262,760,TRUE,TRUE
667,"TUM","wake",714,701,45,714,TRUE,TRUE
668,"TUM","wake",791,636,76,791,TRUE,TRUE
669,"TUM","wake",720,701,194,720,TRUE,TRUE
670,"TUM","wake",751,580,95,751,TRUE,TRUE
671,"TUM","wake",790,681,25,790,TRUE,TRUE
672,"TUM","wake",657,657,82,657,TRUE,TRUE
673,"TUM","wake",540,540,0,540,TRUE,TRUE
674,"UCR","wake",714,631,111,714,TRUE,TRUE
675,"UCR","wake",770,749,226,770,TRUE,TRUE
676,"UCR","wake",780,751,235,780,TRUE,TRUE
677,"UCR","wake",916,0,0,916,TRUE,TRUE
678,"UCR","wake",880,0,0,880,TRUE,TRUE
679,"UCR","wake",748,692,204,748,TRUE,TRUE
680,"UCR","wake",693,672,296,693,TRUE,TRUE
681,"UCR","wake",839,828,70,839,TRUE,TRUE
682,"UCR","wake",810,810,90,810,TRUE,TRUE
683,"UCR","wake",760,760,40,760,TRUE,TRUE
684,"UCR","wake",856,856,101,856,TRUE,TRUE
685,"UCR","wake",880,831,119,880,TRUE,TRUE
686,"UCR","wake",1050,1050,13,1050,TRUE,TRUE
687,"UCR","wake",750,750,114,750,TRUE,TRUE
688,"UCR","wake",750,523,28,750,TRUE,TRUE
689,"UCR","wake",600,0,0,600,TRUE,TRUE
690,"UCR","wake",865,818,109,865,TRUE,TRUE
691,"UCR","wake",805,677,93,805,TRUE,TRUE
692,"UCR","wake",890,855,186,890,TRUE,TRUE
693,"UCR","wake",830,698,37,830,TRUE,TRUE
694,"UCR","wake",740,675,24,740,TRUE,TRUE
695,"UCR","wake",730,730,49,730,TRUE,TRUE
696,"UCR","wake",885,854,0,885,TRUE,TRUE
697,"UCR","wake",970,970,12,970,TRUE,TRUE
698,"UCR","wake",775,775,104,775,TRUE,TRUE
699,"UCR","wake",730,635,95,730,TRUE,TRUE
700,"UCR","wake",735,683,177,735,TRUE,TRUE
701,"UCR","wake",815,690,175,815,TRUE,TRUE
702,"UCR","wake",885,791,96,885,TRUE,TRUE
703,"UCR","wake",829,740,33,829,TRUE,TRUE
704,"UCR","wake",865,787,92,865,TRUE,TRUE
705,"UCR","wake",691,605,115,691,TRUE,TRUE
706,"UCR","wake",795,763,330,795,TRUE,TRUE
707,"UCR","wake",735,735,14,735,TRUE,TRUE
708,"UCR","wake",735,668,31,735,TRUE,TRUE
709,"UCR","wake",885,860,135,885,TRUE,TRUE
710,"UCR","wake",660,660,1,660,TRUE,TRUE
711,"UCR","wake",810,596,226,810,TRUE,TRUE
712,"UCR","wake",845,679,99,845,TRUE,TRUE
713,"UCR","wake",825,634,156,825,TRUE,TRUE
714,"UCR","wake",790,710,101,790,TRUE,TRUE
715,"UCR","wake",855,816,136,855,TRUE,TRUE
716,"UCR","wake",747,747,478,747,TRUE,TRUE
717,"UCR","wake",721,721,154,721,TRUE,TRUE
718,"UCR","wake",986,986,295,986,TRUE,TRUE
719,"UCR","wake",912,912,147,912,TRUE,TRUE
720,"UCR","wake",885,885,175,885,TRUE,TRUE
721,"UCR","wake",760,760,6,760,TRUE,TRUE
722,"UCR","wake",740,710,130,740,TRUE,TRUE
723,"UCR","wake",735,712,134,735,TRUE,TRUE
724,"UCR","wake",725,620,146,725,TRUE,TRUE
725,"UCR","wake",730,712,211,730,TRUE,TRUE
726,"UCR","wake",700,700,483,700,TRUE,TRUE
727,"UCR","wake",790,782,163,790,TRUE,TRUE
728,"UCR","wake",740,616,284,740,TRUE,TRUE
729,"UCR","wake",725,627,289,725,TRUE,TRUE
730,"UCR","wake",765,682,98,765,TRUE,TRUE
731,"UCR","wake",785,580,230,785,TRUE,TRUE
732,"UCR","wake",720,683,189,720,TRUE,TRUE
733,"UCR","wake",645,552,41,645,TRUE,TRUE
734,"UCR","wake",825,714,254,825,TRUE,TRUE
735,"UCR","wake",829,772,291,829,TRUE,TRUE
736,"UCR","wake",883,703,99,883,TRUE,TRUE
737,"UCR","wake",855,855,19,855,TRUE,TRUE
738,"UCR","wake",816,816,11,816,TRUE,TRUE
739,"UCR","wake",766,766,41,766,TRUE,TRUE
740,"UCR","wake",875,848,477,875,TRUE,TRUE
741,"UCR","wake",885,840,553,885,TRUE,TRUE
742,"UCR","wake",645,645,294,645,TRUE,TRUE
743,"UCR","wake",840,840,6,840,TRUE,TRUE
744,"UCR","wake",815,791,201,815,TRUE,TRUE
745,"UCR","wake",870,865,242,870,TRUE,TRUE
746,"UCR","wake",785,769,193,785,TRUE,TRUE
747,"UCR","wake",932,842,142,932,TRUE,TRUE
748,"UCR","wake",810,755,171,810,TRUE,TRUE
749,"UCR","wake",700,685,318,700,TRUE,TRUE
750,"UCR","wake",773,703,337,773,TRUE,TRUE
751,"UCR","wake",828,738,100,828,TRUE,TRUE
752,"UCR","wake",935,935,321,935,TRUE,TRUE
753,"UCR","wake",858,844,33,858,TRUE,TRUE
754,"UCR","wake",842,842,408,842,TRUE,TRUE
755,"UCR","wake",720,720,476,720,TRUE,TRUE
756,"UCR","wake",780,722,439,780,TRUE,TRUE
757,"UCR","wake",805,743,306,805,TRUE,TRUE
758,"UCR","wake",720,720,172,720,TRUE,TRUE
759,"UCR","wake",660,601,165,660,TRUE,TRUE
760,"UCR","wake",730,685,13,730,TRUE,TRUE
761,"UCR","wake",887,834,295,887,TRUE,TRUE
762,"UCR","wake",770,693,35,770,TRUE,TRUE
763,"UCR","wake",830,813,37,830,TRUE,TRUE
764,"UCR","wake",830,797,15,830,TRUE,TRUE
765,"UCR","wake",860,664,18,860,TRUE,TRUE
766,"UCR","wake",724,699,11,724,TRUE,TRUE
767,"UCR","wake",850,790,45,850,TRUE,TRUE
768,"UCR","wake",852,829,216,852,TRUE,TRUE
769,"UCR","wake",760,745,4,760,TRUE,TRUE
770,"UCR","wake",865,834,220,865,TRUE,TRUE
771,"UCR","wake",1140,1068,52,1140,TRUE,TRUE
772,"UCR","wake",1100,1077,9,1100,TRUE,TRUE
773,"UCR","wake",725,620,49,725,TRUE,TRUE
774,"UCR","wake",665,665,8,665,TRUE,TRUE
775,"UCR","wake",880,869,58,880,TRUE,TRUE
776,"UCR","wake",870,853,171,870,TRUE,TRUE
777,"UCR","wake",931,779,109,931,TRUE,TRUE
778,"UCR","wake",842,810,227,842,TRUE,TRUE
779,"UCR","wake",712,712,83,712,TRUE,TRUE
780,"UCR","wake",772,772,109,772,TRUE,TRUE
781,"UCR","wake",765,742,3,765,TRUE,TRUE
782,"UCR","wake",848,815,169,848,TRUE,TRUE
783,"UCR","wake",950,928,265,950,TRUE,TRUE
784,"UCR","wake",870,858,136,870,TRUE,TRUE
785,"UCR","wake",864,841,273,864,TRUE,TRUE
786,"UCR","wake",820,785,147,820,TRUE,TRUE
787,"UCR","wake",834,811,142,834,TRUE,TRUE
788,"UCR","wake",906,906,348,906,TRUE,TRUE
789,"UCR","wake",723,723,438,723,TRUE,TRUE
790,"UCR","wake",866,836,316,866,TRUE,TRUE
791,"UCR","wake",738,708,189,738,TRUE,TRUE
792,"UCR","wake",750,737,202,750,TRUE,TRUE
793,"UCR","wake",810,736,64,810,TRUE,TRUE
794,"UCR","wake",900,753,150,900,TRUE,TRUE
795,"UCR","wake",885,677,38,885,TRUE,TRUE
796,"UCR","wake",840,618,133,840,TRUE,TRUE
797,"UCR","wake",780,502,29,780,TRUE,TRUE
798,"UCR","wake",870,870,16,870,TRUE,TRUE
799,"UCR","wake",885,862,221,885,TRUE,TRUE
800,"UCR","wake",955,931,340,955,TRUE,TRUE
801,"UCR","wake",809,795,215,809,TRUE,TRUE
802,"UCR","wake",858,832,215,858,TRUE,TRUE
803,"UCR","wake",810,775,45,810,TRUE,TRUE
804,"UCR","wake",634,611,2,634,TRUE,TRUE
805,"UCR","wake",800,695,25,800,TRUE,TRUE
806,"UCR","wake",800,690,34,800,TRUE,TRUE
807,"UCR","wake",867,739,87,867,TRUE,TRUE
808,"UCR","wake",910,886,81,910,TRUE,TRUE
809,"UCR","wake",779,745,452,779,TRUE,TRUE
810,"UCR","wake",730,698,71,730,TRUE,TRUE
811,"UCR","wake",830,830,280,830,TRUE,TRUE
812,"UCR","wake",1020,967,365,1020,TRUE,TRUE
813,"UCR","wake",814,786,361,814,TRUE,TRUE
814,"UCR","wake",900,900,301,900,TRUE,TRUE
815,"UCR","wake",930,874,375,930,TRUE,TRUE
816,"UCR","wake",760,760,141,760,TRUE,TRUE
817,"UCR","wake",885,872,78,885,TRUE,TRUE
818,"UCR","wake",880,880,353,880,TRUE,TRUE
819,"UCR","wake",727,716,334,727,TRUE,TRUE
820,"UCR","wake",883,729,287,883,TRUE,TRUE
821,"UCR","wake",940,927,233,940,TRUE,TRUE
822,"UCR","wake",845,833,227,845,TRUE,TRUE
823,"UCR","wake",805,740,264,805,TRUE,TRUE
824,"UCR","wake",841,825,233,841,TRUE,TRUE
825,"UCR","wake",795,795,66,795,TRUE,TRUE
826,"UCR","wake",775,775,146,775,TRUE,TRUE
827,"UCR","wake",810,810,463,810,TRUE,TRUE
828,"UCR","wake",782,782,333,782,TRUE,TRUE
829,"UCR","wake",680,680,31,680,TRUE,TRUE
830,"UCR","wake",940,754,260,940,TRUE,TRUE
831,"UCR","wake",1088,932,182,1088,TRUE,TRUE
832,"UCR","wake",790,764,385,790,TRUE,TRUE
833,"UCR","wake",813,652,282,813,TRUE,TRUE
834,"UCR","wake",785,785,394,785,TRUE,TRUE
835,"UCR","wake",840,811,523,840,TRUE,TRUE
836,"UCR","wake",810,777,548,810,TRUE,TRUE
837,"UCR","wake",660,622,405,660,TRUE,TRUE
838,"UCR","wake",840,776,311,840,TRUE,TRUE
839,"UCR","wake",870,870,314,870,TRUE,TRUE
840,"UCR","wake",935,778,201,935,TRUE,TRUE
841,"UCR","wake",896,859,47,896,TRUE,TRUE
842,"UCR","wake",860,841,450,860,TRUE,TRUE
843,"UCR","wake",903,885,134,903,TRUE,TRUE
844,"UCR","wake",786,750,374,786,TRUE,TRUE
845,"UCR","wake",768,730,279,768,TRUE,TRUE
846,"UCR","wake",800,777,171,800,TRUE,TRUE
847,"UCR","wake",840,814,236,840,TRUE,TRUE
848,"UCR","wake",935,794,258,935,TRUE,TRUE
849,"UCR","wake",895,863,292,895,TRUE,TRUE
850,"UCR","wake",905,824,203,905,TRUE,TRUE
851,"UCR","wake",684,684,53,684,TRUE,TRUE
852,"UCR","wake",800,698,57,800,TRUE,TRUE
853,"UCR","wake",1035,1003,334,1035,TRUE,TRUE
854,"UCR","wake",669,652,260,669,TRUE,TRUE
855,"UCR","wake",1035,1011,181,1035,TRUE,TRUE
856,"UCR","wake",738,738,183,738,TRUE,TRUE
857,"UCR","wake",827,804,115,827,TRUE,TRUE
858,"UCR","wake",780,780,178,780,TRUE,TRUE
859,"UCR","wake",827,804,335,827,TRUE,TRUE
860,"UCR","wake",746,723,306,746,TRUE,TRUE
861,"UCR","wake",835,789,143,835,TRUE,TRUE
862,"UCR","wake",761,735,338,761,TRUE,TRUE
863,"UCR","wake",733,479,332,733,TRUE,TRUE
864,"UCR","wake",646,646,388,646,TRUE,TRUE
865,"UCR","wake",915,903,299,915,TRUE,TRUE
866,"UCR","wake",920,903,156,920,TRUE,TRUE
867,"UCR","wake",810,783,255,810,TRUE,TRUE
868,"UCR","wake",780,753,182,780,TRUE,TRUE
869,"UCR","wake",840,823,128,840,TRUE,TRUE
870,"UCR","wake",915,896,154,915,TRUE,TRUE
871,"UCR","wake",930,905,90,930,TRUE,TRUE
872,"UCR","wake",915,915,255,915,TRUE,TRUE
873,"UCR","wake",810,810,194,810,TRUE,TRUE
874,"UCR","wake",840,0,0,840,TRUE,TRUE
875,"UCR","wake",720,446,68,720,TRUE,TRUE
876,"UCR","wake",800,800,212,800,TRUE,TRUE
877,"UCR","wake",866,835,27,866,TRUE,TRUE
878,"UCR","wake",975,944,95,975,TRUE,TRUE
879,"UCR","wake",813,792,364,813,TRUE,TRUE
880,"UCR","wake",631,524,216,631,TRUE,TRUE
881,"UCR","wake",771,614,74,771,TRUE,TRUE
882,"UCR","wake",784,770,415,784,TRUE,TRUE
883,"UCR","wake",900,876,213,900,TRUE,TRUE
884,"UCR","wake",773,730,107,773,TRUE,TRUE
885,"UCR","wake",1018,1002,338,1018,TRUE,TRUE
886,"UCR","wake",864,864,364,864,TRUE,TRUE
887,"UCR","wake",765,752,211,765,TRUE,TRUE
888,"UCR","wake",855,827,166,855,TRUE,TRUE
889,"UCR","wake",850,819,249,850,TRUE,TRUE
890,"UCR","wake",885,820,214,885,TRUE,TRUE
891,"UCR","wake",820,559,23,820,TRUE,TRUE
892,"UCR","wake",780,713,132,780,TRUE,TRUE
893,"UCR","wake",905,883,49,905,TRUE,TRUE
894,"UCR","wake",910,888,6,910,TRUE,TRUE
895,"UCR","wake",955,936,200,955,TRUE,TRUE
896,"UCR","wake",905,868,93,905,TRUE,TRUE
897,"UCR","wake",955,861,63,955,TRUE,TRUE
898,"UCR","wake",693,433,141,693,TRUE,TRUE
899,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
900,"BAUA","pre-sleep",180,155,20,180,TRUE,TRUE
901,"BAUA","pre-sleep",180,180,21,180,TRUE,TRUE
902,"BAUA","pre-sleep",180,180,43,180,TRUE,TRUE
903,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
904,"BAUA","pre-sleep",180,180,76,180,TRUE,TRUE
905,"BAUA","pre-sleep",180,180,62,180,TRUE,TRUE
906,"BAUA","pre-sleep",180,180,28,180,TRUE,TRUE
907,"BAUA","pre-sleep",180,180,55,180,TRUE,TRUE
908,"BAUA","pre-sleep",180,180,63,180,TRUE,TRUE
909,"BAUA","pre-sleep",180,141,58,180,TRUE,TRUE
910,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
911,"BAUA","pre-sleep",180,180,61,180,TRUE,TRUE
912,"BAUA","pre-sleep",180,180,52,180,TRUE,TRUE
913,"BAUA","pre-sleep",180,180,89,180,TRUE,TRUE
914,"BAUA","pre-sleep",180,179,15,180,TRUE,TRUE
915,"BAUA","pre-sleep",180,165,71,180,TRUE,TRUE
916,"BAUA","pre-sleep",180,176,115,180,TRUE,TRUE
917,"BAUA","pre-sleep",180,146,59,180,TRUE,TRUE
918,"BAUA","pre-sleep",180,146,98,180,TRUE,TRUE
919,"BAUA","pre-sleep",180,180,156,180,TRUE,TRUE
920,"BAUA","pre-sleep",180,127,122,180,TRUE,TRUE
921,"BAUA","pre-sleep",180,180,105,180,TRUE,TRUE
922,"BAUA","pre-sleep",180,180,116,180,TRUE,TRUE
923,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
924,"BAUA","pre-sleep",180,180,174,180,TRUE,TRUE
925,"BAUA","pre-sleep",180,180,119,180,TRUE,TRUE
926,"BAUA","pre-sleep",180,180,148,180,TRUE,TRUE
927,"BAUA","pre-sleep",180,89,89,180,TRUE,TRUE
928,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
929,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
930,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
931,"BAUA","pre-sleep",180,67,67,180,TRUE,TRUE
932,"BAUA","pre-sleep",180,105,105,180,TRUE,TRUE
933,"BAUA","pre-sleep",180,180,14,180,TRUE,TRUE
934,"BAUA","pre-sleep",180,180,34,180,TRUE,TRUE
935,"BAUA","pre-sleep",180,180,2,180,TRUE,TRUE
936,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
937,"BAUA","pre-sleep",180,180,119,180,TRUE,TRUE
938,"BAUA","pre-sleep",180,180,53,180,TRUE,TRUE
939,"BAUA","pre-sleep",180,180,172,180,TRUE,TRUE
940,"BAUA","pre-sleep",180,85,1,180,TRUE,TRUE
941,"BAUA","pre-sleep",180,180,71,180,TRUE,TRUE
942,"BAUA","pre-sleep",180,180,92,180,TRUE,TRUE
943,"BAUA","pre-sleep",180,180,0,180,TRUE,TRUE
944,"BAUA","pre-sleep",180,180,41,180,TRUE,TRUE
945,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
946,"BAUA","pre-sleep",180,180,180,180,TRUE,TRUE
947,"BAUA","pre-sleep",180,0,0,180,TRUE,TRUE
