"path","artifact_class","artifact_type","sha256","bytes","producer","r_version","written_utc","current_sha256","current_bytes","path_exists","status"
"artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","frozen_table_source","csv","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,TRUE,"PASS"
"artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","frozen_table_source","csv","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,TRUE,"PASS"
"artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","frozen_table_source","csv","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,TRUE,"PASS"
"artifacts/09_tables/H09/H09_model_effects.csv","frozen_table_source","csv","1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,TRUE,"PASS"
"artifacts/09_tables/H09/H09_model_results_master.csv","frozen_table_source","csv","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,TRUE,"PASS"
"artifacts/09_tables/H09/H09_model_tests.csv","frozen_table_source","csv","f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,TRUE,"PASS"
"artifacts/09_tables/H09/H09_paired_placement_effects.csv","frozen_table_source","csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,TRUE,"PASS"
"artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","frozen_table_source","csv","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,TRUE,"PASS"
"artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","frozen_table_source","csv","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,TRUE,"PASS"
"artifacts/09_tables/H09/H09_site_specific_slopes.csv","frozen_table_source","csv","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,TRUE,"PASS"
"artifacts/09_tables/H09/H09_v0_reproduction.csv","frozen_table_source","csv","ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,TRUE,"PASS"
"artifacts/09_tables/H09/H09_v0_to_stage2_comparison.csv","frozen_table_source","csv","c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,TRUE,"PASS"
"audit/hypotheses/H03-H11_gated_workflow.qmd","gated_workflow","qmd","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e",20592,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e",20592,TRUE,"PASS"
"audit/hypotheses/H09-H11_migration_map.md","migration_map","md","35c39fd35a5f7a66e8fd08911f23baffc3042840653367d2e406dbd893bdb5b7",66619,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","35c39fd35a5f7a66e8fd08911f23baffc3042840653367d2e406dbd893bdb5b7",66619,TRUE,"PASS"
"audit/evidence/preregistration_contract.md","preregistration_contract","md","117b3d075df5ee8c822fba70b3cc0b7b5240581ab500c14e2880514474ac4225",8946,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","117b3d075df5ee8c822fba70b3cc0b7b5240581ab500c14e2880514474ac4225",8946,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_execution_record.csv","prior_H09_manifest","csv","2eb09e7d6b425807ce85564c53a27f69f576ac21b3753b889a38b76a9387bc24",721,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","2eb09e7d6b425807ce85564c53a27f69f576ac21b3753b889a38b76a9387bc24",721,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_figure_manifest.csv","prior_H09_manifest","csv","0ad64452efd82932b5db6782090f9b3660b31d63d115cd7d806c10597fbdf76b",4284,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","74c0f444f5670ec86b319f09836e2fb670ebba768f81b0bbdeeaf989159f15ce",4360,TRUE,"FAIL"
"artifacts/12_manifests/H09/H09_package_versions.csv","prior_H09_manifest","csv","135b4ecd2d2cf0a15611aecda8ac274d57f9db8dc81ec5b4a307cee8d3492013",218,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","135b4ecd2d2cf0a15611aecda8ac274d57f9db8dc81ec5b4a307cee8d3492013",218,TRUE,"PASS"
"artifacts/12_manifests/H09/H09_stage2_artifacts.csv","prior_H09_manifest","csv","f46c93d36165c456f65e85ba55c7ea39c877f0c5a002e8ce9883748765633f9e",16202,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","f46c93d36165c456f65e85ba55c7ea39c877f0c5a002e8ce9883748765633f9e",16202,TRUE,"PASS"
"_build/nathealth/notebooks/hypotheses/H09.html","reader_report_render","html","ce6c4c644af675e5feb25dcbc834b55c3ddfc87ec3dc581c95366edc0de067b1",229798,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","901fd63b45182be70ef77166c418633220a7226d86f52e14d1c79afbfc7cdd16",244127,TRUE,"FAIL"
"notebooks/hypotheses/H09.qmd","reader_report_source","qmd","bd365fb4f9e0e23fd1555e0a8db62f7d3a0ff9ad076eaaaf738ec22e698d50ff",33345,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6",36970,TRUE,"FAIL"
"config/metric_display_registry.csv","shared_display_registry","csv","6c0adc3ca061ac49591d71243dd7ff0693311eb1f499836cf52c2742328b8154",3182,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0",3203,TRUE,"FAIL"
"config/site_display_registry.csv","shared_display_registry","csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,TRUE,"PASS"
"scripts/pipeline/paths_io.R","shared_io_helper","r","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c",4596,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c",4596,TRUE,"PASS"
"_quarto-nathealth.yml","shared_quarto_configuration","yml","d12881b61d830170c0ac380487dae9ea2461df6e3b574195c472f7dbaaae88fc",6168,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,TRUE,"FAIL"
"_quarto.yml","shared_quarto_configuration","yml","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",2517,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",2517,TRUE,"PASS"
"audit/decisions/bootstrap_execution_policy.md","shared_reporting_decision","md","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a",2780,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a",2780,TRUE,"PASS"
"audit/decisions/figure_readability_and_layout.md","shared_reporting_decision","md","62cedcc013c404a445455cae9beff5ffd21c6a2d82689103a98406e34cceb0b3",10941,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",10910,TRUE,"FAIL"
"audit/decisions/gap_timing_unaware_dataset_terminology.md","shared_reporting_decision","md","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,TRUE,"PASS"
"audit/decisions/model_reporting.md","shared_reporting_decision","md","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,TRUE,"PASS"
"audit/decisions/p_value_display_conventions.md","shared_reporting_decision","md","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,TRUE,"PASS"
"audit/decisions/paired_placement_comparison_display.md","shared_reporting_decision","md","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,TRUE,"PASS"
"audit/decisions/placement_decision.md","shared_reporting_decision","md","86ea999e67b094361a955feaf101efc7c8331bb060f9dd61e24246bd5fd709eb",4188,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","86ea999e67b094361a955feaf101efc7c8331bb060f9dd61e24246bd5fd709eb",4188,TRUE,"PASS"
"audit/decisions/reader_facing_symlog_scale.md","shared_reporting_decision","md","8ddfd61216c57ed9f5a0ec59420df3da71edd95c5c77eb1ebe62f3d986a06d58",4507,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","8ddfd61216c57ed9f5a0ec59420df3da71edd95c5c77eb1ebe62f3d986a06d58",4507,TRUE,"PASS"
"audit/decisions/site_display_conventions.md","shared_reporting_decision","md","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,TRUE,"PASS"
"scripts/pipeline/p_value_display.R","shared_reporting_helper","r","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2",1750,"scripts/hypotheses/H09/build_h09_stage3_manifest.R","4.6.1","2026-08-10 14:26:13 UTC","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2",1750,TRUE,"PASS"
