frame_id,run_id,metric_id,instrument_id,site,participants,participant_days,observations,derivation_hours
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,mean_timing_above_250,MEQ,KNUST,15,75,75,1718.65
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,RISE,13,78,78,1807.1666666666667
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,THUAS,13,77,77,1772.4166666666667
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,BAUA,16,94,94,2174.3333333333335
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,TUM,10,60,60,1374.4833333333333
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,FUSPCEU,21,117,117,2750.9666666666667
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,IZTECH,17,101,101,2348.0833333333335
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,UCR,6,32,32,732.2166666666667
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,KNUST,15,78,78,1775.1333333333334
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,RISE,13,78,78,1807.1666666666667
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,THUAS,13,77,77,1772.4166666666667
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,BAUA,16,94,94,2174.3333333333335
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,TUM,10,60,60,1374.4833333333333
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,FUSPCEU,22,123,123,2890.2833333333333
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,IZTECH,17,101,101,2348.0833333333335
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,UCR,6,32,32,732.2166666666667
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,KNUST,15,78,78,1775.1333333333334
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,RISE,13,78,78,1807.1666666666667
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,THUAS,13,77,77,1772.4166666666667
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,BAUA,16,94,94,2174.3333333333335
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,TUM,10,60,60,1374.4833333333333
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,FUSPCEU,21,117,117,2750.9666666666667
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,IZTECH,17,101,101,2348.0833333333335
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,UCR,6,32,32,732.2166666666667
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,KNUST,15,78,78,1775.1333333333334
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,RISE,13,78,78,1807.1666666666667
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,THUAS,13,77,77,1772.4166666666667
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,BAUA,16,94,94,2174.3333333333335
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,TUM,10,60,60,1374.4833333333333
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,FUSPCEU,22,123,123,2890.2833333333333
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,IZTECH,17,101,101,2348.0833333333335
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,UCR,6,32,32,732.2166666666667
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,KNUST,15,78,78,1775.1333333333334
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,RISE,13,74,74,1717.2666666666667
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,THUAS,13,65,65,1499.25
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,BAUA,16,80,80,1854.3
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,TUM,10,54,54,1238.45
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,FUSPCEU,21,106,106,2498.6666666666665
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,IZTECH,17,94,94,2185.6666666666665
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,UCR,6,28,28,643.8666666666667
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,KNUST,15,57,57,1306.0166666666667
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,RISE,13,74,74,1717.2666666666667
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,THUAS,13,65,65,1499.25
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,BAUA,16,80,80,1854.3
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,TUM,10,54,54,1238.45
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,FUSPCEU,22,111,111,2614.9
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,IZTECH,17,94,94,2185.6666666666665
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,UCR,6,28,28,643.8666666666667
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,KNUST,15,57,57,1306.0166666666667
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,RISE,13,71,71,1653.6
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,THUAS,13,56,56,1315.4333333333334
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,BAUA,16,75,75,1747.65
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,TUM,10,50,50,1150.65
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,FUSPCEU,21,97,97,2300.9333333333334
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,IZTECH,17,85,85,1984.6333333333334
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,UCR,6,24,24,557.7333333333333
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,KNUST,15,62,62,1421.1833333333334
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,RISE,13,71,71,1653.6
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,THUAS,13,56,56,1315.4333333333334
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,BAUA,16,75,75,1747.65
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,TUM,10,50,50,1150.65
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,FUSPCEU,22,101,101,2395.2
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,IZTECH,17,85,85,1984.6333333333334
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,UCR,6,24,24,557.7333333333333
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,KNUST,15,62,62,1421.1833333333334
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,RISE,13,49,49,1160.6666666666667
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,THUAS,13,43,43,1019.6666666666666
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,BAUA,16,52,52,1230.9833333333333
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,TUM,9,28,28,656.6833333333333
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,FUSPCEU,21,86,86,2056.616666666667
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,IZTECH,16,60,60,1427.9166666666667
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,UCR,5,13,13,308.98333333333335
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,KNUST,11,24,24,567.4166666666666
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,RISE,13,49,49,1160.6666666666667
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,THUAS,13,43,43,1019.6666666666666
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,BAUA,16,52,52,1230.9833333333333
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,TUM,9,28,28,656.6833333333333
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,FUSPCEU,22,88,88,2104.366666666667
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,IZTECH,16,60,60,1427.9166666666667
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,UCR,5,13,13,308.98333333333335
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,KNUST,11,24,24,567.4166666666666
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,RISE,13,72,72,1680.3833333333334
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,THUAS,13,68,68,1569.2666666666667
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,BAUA,16,79,79,1838.1666666666667
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,TUM,10,52,52,1198.5666666666666
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,FUSPCEU,21,106,106,2501.6666666666665
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,IZTECH,17,93,93,2164.85
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,UCR,6,30,30,686.9333333333333
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,KNUST,15,67,67,1531.25
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,RISE,13,72,72,1680.3833333333334
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,THUAS,13,68,68,1569.2666666666667
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,BAUA,16,79,79,1838.1666666666667
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,TUM,10,52,52,1198.5666666666666
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,FUSPCEU,22,112,112,2640.983333333333
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,IZTECH,17,93,93,2164.85
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,UCR,6,30,30,686.9333333333333
primary__glasses__paired_common__mean_timing_above_250__MEQ,primary__glasses__paired_common,mean_timing_above_250,MEQ,KNUST,15,67,67,1531.25
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,RISE,13,78,78,1806.7666666666667
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,THUAS,13,77,77,1772.5666666666666
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,BAUA,16,94,94,2174.25
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,TUM,10,60,60,1374.2
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,FUSPCEU,21,117,117,2750.9333333333334
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,IZTECH,17,101,101,2348.016666666667
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,UCR,6,32,32,732.2166666666667
primary__chest__paired_common__m10_midpoint__MCTQ,primary__chest__paired_common,m10_midpoint,MCTQ,KNUST,15,78,78,1775.45
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,RISE,13,78,78,1806.7666666666667
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,THUAS,13,77,77,1772.5666666666666
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,BAUA,16,94,94,2174.25
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,TUM,10,60,60,1374.2
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,FUSPCEU,22,123,123,2890.25
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,IZTECH,17,101,101,2348.016666666667
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,UCR,6,32,32,732.2166666666667
primary__chest__paired_common__m10_midpoint__MEQ,primary__chest__paired_common,m10_midpoint,MEQ,KNUST,15,78,78,1775.45
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,RISE,13,78,78,1806.7666666666667
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,THUAS,13,77,77,1772.5666666666666
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,BAUA,16,94,94,2174.25
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,TUM,10,60,60,1374.2
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,FUSPCEU,21,117,117,2750.9333333333334
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,IZTECH,17,101,101,2348.016666666667
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,UCR,6,32,32,732.2166666666667
primary__chest__paired_common__l10_midpoint__MCTQ,primary__chest__paired_common,l10_midpoint,MCTQ,KNUST,15,78,78,1775.45
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,RISE,13,78,78,1806.7666666666667
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,THUAS,13,77,77,1772.5666666666666
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,BAUA,16,94,94,2174.25
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,TUM,10,60,60,1374.2
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,FUSPCEU,22,123,123,2890.25
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,IZTECH,17,101,101,2348.016666666667
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,UCR,6,32,32,732.2166666666667
primary__chest__paired_common__l10_midpoint__MEQ,primary__chest__paired_common,l10_midpoint,MEQ,KNUST,15,78,78,1775.45
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,RISE,13,74,74,1716.8666666666666
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,THUAS,13,65,65,1499.4
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,BAUA,16,80,80,1854.2166666666667
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,TUM,10,54,54,1238.1666666666667
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,FUSPCEU,21,106,106,2498.633333333333
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,IZTECH,17,94,94,2185.6
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,UCR,6,28,28,643.8666666666667
primary__chest__paired_common__first_timing_above_250__MCTQ,primary__chest__paired_common,first_timing_above_250,MCTQ,KNUST,15,57,57,1302.3
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,RISE,13,74,74,1716.8666666666666
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,THUAS,13,65,65,1499.4
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,BAUA,16,80,80,1854.2166666666667
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,TUM,10,54,54,1238.1666666666667
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,FUSPCEU,22,111,111,2614.866666666667
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,IZTECH,17,94,94,2185.6
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,UCR,6,28,28,643.8666666666667
primary__chest__paired_common__first_timing_above_250__MEQ,primary__chest__paired_common,first_timing_above_250,MEQ,KNUST,15,57,57,1302.3
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,RISE,13,71,71,1653.2
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,THUAS,13,56,56,1315.5833333333333
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,BAUA,16,75,75,1747.5666666666666
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,TUM,10,50,50,1150.3666666666666
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,FUSPCEU,21,97,97,2300.9
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,IZTECH,17,85,85,1984.5666666666666
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,UCR,6,24,24,557.7333333333333
primary__chest__paired_common__last_timing_above_250__MCTQ,primary__chest__paired_common,last_timing_above_250,MCTQ,KNUST,15,62,62,1422.4
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,RISE,13,71,71,1653.2
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,THUAS,13,56,56,1315.5833333333333
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,BAUA,16,75,75,1747.5666666666666
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,TUM,10,50,50,1150.3666666666666
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,FUSPCEU,22,101,101,2395.1666666666665
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,IZTECH,17,85,85,1984.5666666666666
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,UCR,6,24,24,557.7333333333333
primary__chest__paired_common__last_timing_above_250__MEQ,primary__chest__paired_common,last_timing_above_250,MEQ,KNUST,15,62,62,1422.4
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,RISE,13,49,49,1160.4333333333334
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,THUAS,13,43,43,1019.7666666666667
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,BAUA,16,52,52,1230.9166666666667
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,TUM,9,28,28,656.6833333333333
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,FUSPCEU,21,86,86,2056.6
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,IZTECH,16,60,60,1427.85
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,UCR,5,13,13,308.98333333333335
primary__chest__paired_common__longest_period_midpoint__MCTQ,primary__chest__paired_common,longest_period_midpoint,MCTQ,KNUST,11,24,24,567.2333333333333
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,RISE,13,49,49,1160.4333333333334
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,THUAS,13,43,43,1019.7666666666667
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,BAUA,16,52,52,1230.9166666666667
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,TUM,9,28,28,656.6833333333333
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,FUSPCEU,22,88,88,2104.35
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,IZTECH,16,60,60,1427.85
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,UCR,5,13,13,308.98333333333335
primary__chest__paired_common__longest_period_midpoint__MEQ,primary__chest__paired_common,longest_period_midpoint,MEQ,KNUST,11,24,24,567.2333333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,RISE,13,72,72,1679.9833333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,THUAS,13,68,68,1569.4166666666667
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,BAUA,16,79,79,1838.0833333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,TUM,10,52,52,1198.2833333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,FUSPCEU,21,106,106,2501.633333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,IZTECH,17,93,93,2164.7833333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,UCR,6,30,30,686.9333333333333
primary__chest__paired_common__mean_timing_above_250__MCTQ,primary__chest__paired_common,mean_timing_above_250,MCTQ,KNUST,15,67,67,1534.25
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,RISE,13,72,72,1679.9833333333333
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,THUAS,13,68,68,1569.4166666666667
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,BAUA,16,79,79,1838.0833333333333
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,TUM,10,52,52,1198.2833333333333
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,FUSPCEU,22,112,112,2640.95
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,IZTECH,17,93,93,2164.7833333333333
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,UCR,6,30,30,686.9333333333333
primary__chest__paired_common__mean_timing_above_250__MEQ,primary__chest__paired_common,mean_timing_above_250,MEQ,KNUST,15,67,67,1534.25
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,RISE,13,78,78,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,THUAS,13,78,78,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,BAUA,18,106,106,
gap__glasses__all_available__m10_midpoint__MCTQ,gap__glasses__all_available,m10_midpoint,MCTQ,MPI,26,150,150,
