site,modality,source_column,rows,missing_rows,nonmissing_rows,missing_fraction
MPI,lightexposurediary,act_free_outdoor,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,act_other,4161,2032,2129,0.4883441480413362
MPI,lightexposurediary,activity_desc,4161,4107,54,0.9870223503965393
MPI,lightexposurediary,mhlea_confidence,4161,3894,267,0.935832732516222
MPI,lightexposurediary,startdate,4161,3894,267,0.935832732516222
MPI,lightexposurediary,activity_desc_english,4161,4107,54,0.9870223503965393
MPI,sleepdiaries,Id,182,0,182,0
MPI,sleepdiaries,bedtime,182,0,182,0
MPI,sleepdiaries,sleepprep,182,0,182,0
MPI,sleepdiaries,wake,182,1,181,0.005494505494505495
MPI,sleepdiaries,out_ofbed,182,1,181,0.005494505494505495
MPI,sleepdiaries,sleepdelay,182,1,181,0.005494505494505495
MPI,sleepdiaries,awakenings,182,1,181,0.005494505494505495
MPI,sleepdiaries,awake_duration,182,1,181,0.005494505494505495
MPI,sleepdiaries,sleepquality,182,6,176,0.03296703296703297
MPI,sleepdiaries,daytype2,182,1,181,0.005494505494505495
MPI,sleepdiaries,comments,182,7,175,0.038461538461538464
MPI,sleepdiaries,sleep,182,1,181,0.005494505494505495
MPI,sleepdiaries,sleep_duration,182,1,181,0.005494505494505495
MPI,sleepdiaries,comments_english,182,7,175,0.038461538461538464
RISE,demographics,Id,17,0,17,0
RISE,demographics,age,17,0,17,0
RISE,demographics,sex,17,0,17,0
RISE,demographics,gender,17,0,17,0
RISE,demographics,native_language,17,0,17,0
RISE,demographics,language_specification,17,12,5,0.7058823529411765
RISE,demographics,employment_status,17,0,17,0
RISE,demographics,comments,17,16,1,0.9411764705882353
RISE,chronotype,Id,17,0,17,0
RISE,chronotype,meq_type,17,0,17,0
RISE,chronotype,meq,17,0,17,0
RISE,chronotype,msf_sc,17,0,17,0
RISE,chronotype,sjl,17,0,17,0
RISE,chronotype,so_w,17,0,17,0
RISE,chronotype,so_f,17,0,17,0
RISE,chronotype,sd_w,17,0,17,0
RISE,chronotype,sd_f,17,0,17,0
RISE,chronotype,msw,17,0,17,0
RISE,chronotype,msf,17,0,17,0
RISE,chronotype,sd_week,17,0,17,0
RISE,chronotype,outdoor,17,0,17,0
RISE,leba,Id,17,0,17,0
RISE,leba,leba_f2,17,0,17,0
RISE,leba,leba_f3,17,0,17,0
RISE,leba,leba_f4,17,0,17,0
RISE,leba,leba_f5,17,0,17,0
RISE,leba,leba_f2_04,17,0,17,0
RISE,leba,leba_f2_05,17,0,17,0
RISE,leba,leba_f2_06,17,0,17,0
RISE,leba,leba_f2_07,17,0,17,0
RISE,leba,leba_f2_08,17,0,17,0
RISE,leba,leba_f2_09,17,0,17,0
RISE,leba,leba_f3_10,17,0,17,0
RISE,leba,leba_f3_11,17,0,17,0
RISE,leba,leba_f3_12,17,0,17,0
RISE,leba,leba_f3_13,17,0,17,0
RISE,leba,leba_f3_14,17,0,17,0
RISE,leba,leba_f4_15,17,0,17,0
RISE,leba,leba_f4_16,17,0,17,0
RISE,leba,leba_f4_17,17,0,17,0
RISE,leba,leba_f4_18,17,0,17,0
RISE,leba,leba_f5_19,17,0,17,0
RISE,leba,leba_f5_20,17,0,17,0
RISE,leba,leba_f5_21,17,0,17,0
RISE,leba,leba_f5_22,17,0,17,0
RISE,leba,leba_f5_23,17,0,17,0
RISE,vlsq8,Id,17,0,17,0
RISE,vlsq8,VLSQ8,17,0,17,0
RISE,vlsq8,sensitivity,17,0,17,0
RISE,vlsq8,glare,17,0,17,0
RISE,vlsq8,flicker,17,0,17,0
RISE,vlsq8,sensitivity_severity,17,0,17,0
RISE,vlsq8,headache,17,0,17,0
RISE,vlsq8,blurry_vision,17,0,17,0
RISE,vlsq8,ability,17,0,17,0
RISE,vlsq8,glasses,17,0,17,0
RISE,exercisediary,Id,103,0,103,0
RISE,exercisediary,Date,103,0,103,0
RISE,exercisediary,instructions,103,0,103,0
RISE,exercisediary,intensity,103,0,103,0
RISE,exercisediary,location,103,35,68,0.33980582524271846
RISE,exercisediary,type,103,35,68,0.33980582524271846
RISE,exercisediary,commute,103,0,103,0
RISE,exercisediary,sedentary,103,0,103,0
RISE,exercisediary,light_glasses,103,35,68,0.33980582524271846
RISE,exercisediary,startdate_3,103,0,103,0
RISE,exercisediary,enddate_3,103,0,103,0
RISE,exercisediary,type_english,103,36,67,0.34951456310679613
RISE,lightexposurediary,Id,2883,0,2883,0
RISE,lightexposurediary,Date,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,start,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,end,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,lightsource_primary,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,lightsource_secondary,2883,1599,1284,0.554630593132154
RISE,lightexposurediary,light_electric_indoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,light_electric_outdoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,light_daylight_indoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,light_daylight_outdoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,light_display,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,light_sleep_darkness,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,light_sleep_imission,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_sleep,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_home,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_road_vehicle,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_road_open,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_working_indoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_working_outdoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_free_outdoor,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,act_other,2883,1,2882,3.46860908775581e-4
RISE,lightexposurediary,activity_desc,2883,2819,64,0.9778009018383628
RISE,lightexposurediary,mhlea_confidence,2883,488,2395,0.16926812348248352
RISE,lightexposurediary,startdate,2883,488,2395,0.16926812348248352
RISE,lightexposurediary,activity_desc_english,2883,2819,64,0.9778009018383628
RISE,sleepdiaries,Id,117,0,117,0
RISE,sleepdiaries,bedtime,117,3,114,0.02564102564102564
RISE,sleepdiaries,sleepprep,117,0,117,0
RISE,sleepdiaries,wake,117,0,117,0
RISE,sleepdiaries,out_ofbed,117,0,117,0
RISE,sleepdiaries,sleepdelay,117,0,117,0
RISE,sleepdiaries,awakenings,117,0,117,0
RISE,sleepdiaries,awake_duration,117,1,116,0.008547008547008548
RISE,sleepdiaries,sleepquality,117,0,117,0
RISE,sleepdiaries,daytype2,117,0,117,0
RISE,sleepdiaries,comments,117,96,21,0.8205128205128205
RISE,sleepdiaries,sleep,117,0,117,0
RISE,sleepdiaries,sleep_duration,117,0,117,0
RISE,sleepdiaries,comments_english,117,96,21,0.8205128205128205
THUAS,demographics,Id,20,0,20,0
THUAS,demographics,age,20,0,20,0
THUAS,demographics,sex,20,0,20,0
THUAS,demographics,gender,20,0,20,0
THUAS,demographics,native_language,20,0,20,0
THUAS,demographics,language_specification,20,4,16,0.2
THUAS,demographics,employment_status,20,0,20,0
THUAS,demographics,comments,20,20,0,1
THUAS,chronotype,Id,15,0,15,0
THUAS,chronotype,meq_type,15,0,15,0
THUAS,chronotype,meq,15,0,15,0
THUAS,chronotype,msf_sc,15,0,15,0
THUAS,chronotype,sjl,15,0,15,0
THUAS,chronotype,so_w,15,0,15,0
THUAS,chronotype,so_f,15,0,15,0
THUAS,chronotype,sd_w,15,0,15,0
THUAS,chronotype,sd_f,15,0,15,0
THUAS,chronotype,msw,15,0,15,0
THUAS,chronotype,msf,15,0,15,0
THUAS,chronotype,sd_week,15,0,15,0
THUAS,chronotype,outdoor,15,0,15,0
THUAS,leba,Id,15,0,15,0
THUAS,leba,leba_f2,15,0,15,0
THUAS,leba,leba_f3,15,0,15,0
THUAS,leba,leba_f4,15,0,15,0
THUAS,leba,leba_f5,15,0,15,0
THUAS,leba,leba_f2_04,15,0,15,0
THUAS,leba,leba_f2_05,15,0,15,0
THUAS,leba,leba_f2_06,15,0,15,0
THUAS,leba,leba_f2_07,15,0,15,0
THUAS,leba,leba_f2_08,15,0,15,0
THUAS,leba,leba_f2_09,15,0,15,0
THUAS,leba,leba_f3_10,15,0,15,0
THUAS,leba,leba_f3_11,15,0,15,0
THUAS,leba,leba_f3_12,15,0,15,0
THUAS,leba,leba_f3_13,15,0,15,0
THUAS,leba,leba_f3_14,15,0,15,0
THUAS,leba,leba_f4_15,15,0,15,0
THUAS,leba,leba_f4_16,15,0,15,0
THUAS,leba,leba_f4_17,15,0,15,0
THUAS,leba,leba_f4_18,15,0,15,0
THUAS,leba,leba_f5_19,15,0,15,0
THUAS,leba,leba_f5_20,15,0,15,0
THUAS,leba,leba_f5_21,15,0,15,0
THUAS,leba,leba_f5_22,15,0,15,0
THUAS,leba,leba_f5_23,15,0,15,0
THUAS,vlsq8,Id,15,0,15,0
THUAS,vlsq8,VLSQ8,15,0,15,0
THUAS,vlsq8,sensitivity,15,0,15,0
THUAS,vlsq8,glare,15,0,15,0
THUAS,vlsq8,flicker,15,0,15,0
THUAS,vlsq8,sensitivity_severity,15,0,15,0
THUAS,vlsq8,headache,15,0,15,0
THUAS,vlsq8,blurry_vision,15,0,15,0
THUAS,vlsq8,ability,15,0,15,0
THUAS,vlsq8,glasses,15,0,15,0
THUAS,exercisediary,Id,95,0,95,0
THUAS,exercisediary,Date,95,0,95,0
THUAS,exercisediary,instructions,95,0,95,0
THUAS,exercisediary,intensity,95,0,95,0
THUAS,exercisediary,location,95,13,82,0.1368421052631579
THUAS,exercisediary,type,95,13,82,0.1368421052631579
THUAS,exercisediary,commute,95,0,95,0
THUAS,exercisediary,sedentary,95,0,95,0
THUAS,exercisediary,light_glasses,95,13,82,0.1368421052631579
THUAS,exercisediary,startdate_3,95,0,95,0
THUAS,exercisediary,enddate_3,95,0,95,0
THUAS,exercisediary,type_english,95,15,80,0.15789473684210525
THUAS,lightexposurediary,Id,2916,0,2916,0
THUAS,lightexposurediary,Date,2916,26,2890,0.008916323731138546
THUAS,lightexposurediary,start,2916,26,2890,0.008916323731138546
THUAS,lightexposurediary,end,2916,26,2890,0.008916323731138546
THUAS,lightexposurediary,lightsource_primary,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,lightsource_secondary,2916,1876,1040,0.6433470507544582
THUAS,lightexposurediary,light_electric_indoor,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,light_electric_outdoor,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,light_daylight_indoor,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,light_daylight_outdoor,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,light_display,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,light_sleep_darkness,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,light_sleep_imission,2916,438,2478,0.15020576131687244
THUAS,lightexposurediary,act_sleep,2916,0,2916,0
THUAS,lightexposurediary,act_home,2916,0,2916,0
THUAS,lightexposurediary,act_road_vehicle,2916,0,2916,0
THUAS,lightexposurediary,act_road_open,2916,0,2916,0
THUAS,lightexposurediary,act_working_indoor,2916,0,2916,0
THUAS,lightexposurediary,act_working_outdoor,2916,0,2916,0
THUAS,lightexposurediary,act_free_outdoor,2916,0,2916,0
THUAS,lightexposurediary,act_other,2916,0,2916,0
THUAS,lightexposurediary,activity_desc,2916,2528,388,0.8669410150891632
THUAS,lightexposurediary,mhlea_confidence,2916,1539,1377,0.5277777777777778
THUAS,lightexposurediary,startdate,2916,1539,1377,0.5277777777777778
THUAS,lightexposurediary,activity_desc_english,2916,2768,148,0.9492455418381345
THUAS,sleepdiaries,Id,101,0,101,0
THUAS,sleepdiaries,bedtime,101,0,101,0
THUAS,sleepdiaries,sleepprep,101,0,101,0
THUAS,sleepdiaries,wake,101,0,101,0
THUAS,sleepdiaries,out_ofbed,101,0,101,0
THUAS,sleepdiaries,sleepdelay,101,0,101,0
THUAS,sleepdiaries,awakenings,101,0,101,0
THUAS,sleepdiaries,awake_duration,101,0,101,0
THUAS,sleepdiaries,sleepquality,101,0,101,0
THUAS,sleepdiaries,daytype2,101,0,101,0
THUAS,sleepdiaries,comments,101,0,101,0
THUAS,sleepdiaries,sleep,101,0,101,0
THUAS,sleepdiaries,sleep_duration,101,0,101,0
THUAS,sleepdiaries,comments_english,101,0,101,0
TUM,demographics,Id,10,0,10,0
TUM,demographics,age,10,0,10,0
TUM,demographics,sex,10,0,10,0
TUM,demographics,gender,10,0,10,0
TUM,demographics,native_language,10,0,10,0
TUM,demographics,language_specification,10,2,8,0.2
TUM,demographics,employment_status,10,0,10,0
TUM,demographics,comments,10,10,0,1
TUM,chronotype,Id,10,0,10,0
TUM,chronotype,meq_type,10,0,10,0
TUM,chronotype,meq,10,0,10,0
TUM,chronotype,msf_sc,10,0,10,0
TUM,chronotype,sjl,10,0,10,0
TUM,chronotype,so_w,10,0,10,0
TUM,chronotype,so_f,10,0,10,0
TUM,chronotype,sd_w,10,0,10,0
TUM,chronotype,sd_f,10,0,10,0
TUM,chronotype,msw,10,0,10,0
TUM,chronotype,msf,10,0,10,0
TUM,chronotype,sd_week,10,0,10,0
TUM,chronotype,outdoor,10,0,10,0
TUM,leba,Id,10,0,10,0
TUM,leba,leba_f2,10,0,10,0
TUM,leba,leba_f3,10,0,10,0
TUM,leba,leba_f4,10,0,10,0
TUM,leba,leba_f5,10,0,10,0
TUM,leba,leba_f2_04,10,0,10,0
TUM,leba,leba_f2_05,10,0,10,0
TUM,leba,leba_f2_06,10,0,10,0
TUM,leba,leba_f2_07,10,0,10,0
TUM,leba,leba_f2_08,10,0,10,0
TUM,leba,leba_f2_09,10,0,10,0
TUM,leba,leba_f3_10,10,0,10,0
TUM,leba,leba_f3_11,10,0,10,0
TUM,leba,leba_f3_12,10,0,10,0
TUM,leba,leba_f3_13,10,0,10,0
TUM,leba,leba_f3_14,10,0,10,0
TUM,leba,leba_f4_15,10,0,10,0
TUM,leba,leba_f4_16,10,0,10,0
TUM,leba,leba_f4_17,10,0,10,0
TUM,leba,leba_f4_18,10,0,10,0
TUM,leba,leba_f5_19,10,0,10,0
TUM,leba,leba_f5_20,10,0,10,0
TUM,leba,leba_f5_21,10,0,10,0
TUM,leba,leba_f5_22,10,0,10,0
TUM,leba,leba_f5_23,10,0,10,0
TUM,vlsq8,Id,10,0,10,0
TUM,vlsq8,VLSQ8,10,0,10,0
TUM,vlsq8,sensitivity,10,0,10,0
TUM,vlsq8,glare,10,0,10,0
TUM,vlsq8,flicker,10,0,10,0
TUM,vlsq8,sensitivity_severity,10,0,10,0
TUM,vlsq8,headache,10,0,10,0
TUM,vlsq8,blurry_vision,10,0,10,0
TUM,vlsq8,ability,10,0,10,0
TUM,vlsq8,glasses,10,0,10,0
TUM,exercisediary,Id,70,0,70,0
TUM,exercisediary,Date,70,0,70,0
TUM,exercisediary,instructions,70,0,70,0
TUM,exercisediary,intensity,70,0,70,0
TUM,exercisediary,location,70,24,46,0.34285714285714286
TUM,exercisediary,type,70,26,44,0.37142857142857144
TUM,exercisediary,commute,70,0,70,0
TUM,exercisediary,sedentary,70,0,70,0
TUM,exercisediary,light_glasses,70,26,44,0.37142857142857144
TUM,exercisediary,startdate_3,70,0,70,0
TUM,exercisediary,enddate_3,70,0,70,0
TUM,exercisediary,type_english,70,29,41,0.4142857142857143
TUM,lightexposurediary,Id,1680,0,1680,0
TUM,lightexposurediary,Date,1680,0,1680,0
TUM,lightexposurediary,start,1680,0,1680,0
TUM,lightexposurediary,end,1680,0,1680,0
TUM,lightexposurediary,lightsource_primary,1680,0,1680,0
TUM,lightexposurediary,lightsource_secondary,1680,891,789,0.5303571428571429
TUM,lightexposurediary,light_electric_indoor,1680,0,1680,0
TUM,lightexposurediary,light_electric_outdoor,1680,0,1680,0
TUM,lightexposurediary,light_daylight_indoor,1680,0,1680,0
TUM,lightexposurediary,light_daylight_outdoor,1680,0,1680,0
TUM,lightexposurediary,light_display,1680,0,1680,0
TUM,lightexposurediary,light_sleep_darkness,1680,0,1680,0
TUM,lightexposurediary,light_sleep_imission,1680,0,1680,0
TUM,lightexposurediary,act_sleep,1680,0,1680,0
TUM,lightexposurediary,act_home,1680,0,1680,0
TUM,lightexposurediary,act_road_vehicle,1680,0,1680,0
TUM,lightexposurediary,act_road_open,1680,0,1680,0
TUM,lightexposurediary,act_working_indoor,1680,0,1680,0
TUM,lightexposurediary,act_working_outdoor,1680,0,1680,0
TUM,lightexposurediary,act_free_outdoor,1680,0,1680,0
TUM,lightexposurediary,act_other,1680,0,1680,0
TUM,lightexposurediary,activity_desc,1680,1656,24,0.9857142857142858
TUM,lightexposurediary,mhlea_confidence,1680,192,1488,0.11428571428571428
TUM,lightexposurediary,startdate,1680,192,1488,0.11428571428571428
TUM,lightexposurediary,activity_desc_english,1680,1656,24,0.9857142857142858
TUM,sleepdiaries,Id,70,0,70,0
TUM,sleepdiaries,bedtime,70,0,70,0
TUM,sleepdiaries,sleepprep,70,0,70,0
TUM,sleepdiaries,wake,70,0,70,0
TUM,sleepdiaries,out_ofbed,70,0,70,0
TUM,sleepdiaries,sleepdelay,70,0,70,0
TUM,sleepdiaries,awakenings,70,0,70,0
TUM,sleepdiaries,awake_duration,70,0,70,0
TUM,sleepdiaries,sleepquality,70,0,70,0
TUM,sleepdiaries,daytype2,70,0,70,0
TUM,sleepdiaries,comments,70,0,70,0
TUM,sleepdiaries,sleep,70,0,70,0
TUM,sleepdiaries,sleep_duration,70,0,70,0
TUM,sleepdiaries,comments_english,70,4,66,0.05714285714285714
UCR,demographics,Id,39,0,39,0
UCR,demographics,age,39,0,39,0
UCR,demographics,sex,39,0,39,0
UCR,demographics,gender,39,0,39,0
UCR,demographics,native_language,39,0,39,0
UCR,demographics,language_specification,39,38,1,0.9743589743589743
UCR,demographics,employment_status,39,0,39,0
UCR,demographics,comments,39,39,0,1
UCR,chronotype,Id,39,0,39,0
UCR,chronotype,meq_type,39,0,39,0
UCR,chronotype,meq,39,0,39,0
UCR,chronotype,msf_sc,39,0,39,0
UCR,chronotype,sjl,39,0,39,0
UCR,chronotype,so_w,39,0,39,0
UCR,chronotype,so_f,39,0,39,0
UCR,chronotype,sd_w,39,0,39,0
UCR,chronotype,sd_f,39,0,39,0
UCR,chronotype,msw,39,0,39,0
UCR,chronotype,msf,39,0,39,0
UCR,chronotype,sd_week,39,0,39,0
UCR,chronotype,outdoor,39,0,39,0
UCR,leba,Id,39,0,39,0
UCR,leba,leba_f2,39,0,39,0
UCR,leba,leba_f3,39,0,39,0
UCR,leba,leba_f4,39,0,39,0
UCR,leba,leba_f5,39,0,39,0
UCR,leba,leba_f2_04,39,0,39,0
UCR,leba,leba_f2_05,39,0,39,0
UCR,leba,leba_f2_06,39,0,39,0
UCR,leba,leba_f2_07,39,0,39,0
UCR,leba,leba_f2_08,39,0,39,0
UCR,leba,leba_f2_09,39,0,39,0
UCR,leba,leba_f3_10,39,0,39,0
UCR,leba,leba_f3_11,39,0,39,0
UCR,leba,leba_f3_12,39,0,39,0
UCR,leba,leba_f3_13,39,0,39,0
UCR,leba,leba_f3_14,39,0,39,0
UCR,leba,leba_f4_15,39,0,39,0
UCR,leba,leba_f4_16,39,0,39,0
UCR,leba,leba_f4_17,39,0,39,0
UCR,leba,leba_f4_18,39,0,39,0
UCR,leba,leba_f5_19,39,0,39,0
UCR,leba,leba_f5_20,39,0,39,0
UCR,leba,leba_f5_21,39,0,39,0
UCR,leba,leba_f5_22,39,0,39,0
UCR,leba,leba_f5_23,39,0,39,0
UCR,vlsq8,Id,39,0,39,0
UCR,vlsq8,VLSQ8,39,0,39,0
UCR,vlsq8,sensitivity,39,0,39,0
UCR,vlsq8,glare,39,0,39,0
UCR,vlsq8,flicker,39,0,39,0
UCR,vlsq8,sensitivity_severity,39,0,39,0
UCR,vlsq8,headache,39,0,39,0
UCR,vlsq8,blurry_vision,39,0,39,0
UCR,vlsq8,ability,39,0,39,0
UCR,vlsq8,glasses,39,0,39,0
UCR,exercisediary,Id,255,0,255,0
UCR,exercisediary,Date,255,0,255,0
UCR,exercisediary,instructions,255,0,255,0
UCR,exercisediary,intensity,255,0,255,0
UCR,exercisediary,location,255,117,138,0.4588235294117647
UCR,exercisediary,type,255,119,136,0.4666666666666667
UCR,exercisediary,commute,255,0,255,0
UCR,exercisediary,sedentary,255,0,255,0
UCR,exercisediary,light_glasses,255,119,136,0.4666666666666667
UCR,exercisediary,startdate_3,255,0,255,0
UCR,exercisediary,enddate_3,255,0,255,0
UCR,exercisediary,type_english,255,255,0,1
UCR,lightexposurediary,Id,6171,0,6171,0
UCR,lightexposurediary,Date,6171,0,6171,0
UCR,lightexposurediary,start,6171,0,6171,0
UCR,lightexposurediary,end,6171,0,6171,0
UCR,lightexposurediary,lightsource_primary,6171,514,5657,0.0832928212607357
UCR,lightexposurediary,lightsource_secondary,6171,3648,2523,0.5911521633446767
UCR,lightexposurediary,light_electric_indoor,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,light_electric_outdoor,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,light_daylight_indoor,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,light_daylight_outdoor,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,light_display,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,light_sleep_darkness,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,light_sleep_imission,6171,513,5658,0.08313077297034516
UCR,lightexposurediary,act_sleep,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_home,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_road_vehicle,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_road_open,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_working_indoor,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_working_outdoor,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_free_outdoor,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,act_other,6171,5,6166,8.102414519526819e-4
UCR,lightexposurediary,activity_desc,6171,5830,341,0.9447415329768271
UCR,lightexposurediary,mhlea_confidence,6171,1188,4983,0.1925133689839572
UCR,lightexposurediary,startdate,6171,1164,5007,0.18862421001458435
UCR,lightexposurediary,activity_desc_english,6171,5830,341,0.9447415329768271
UCR,sleepdiaries,Id,267,0,267,0
UCR,sleepdiaries,bedtime,267,0,267,0
UCR,sleepdiaries,sleepprep,267,0,267,0
UCR,sleepdiaries,wake,267,0,267,0
UCR,sleepdiaries,out_ofbed,267,0,267,0
UCR,sleepdiaries,sleepdelay,267,0,267,0
UCR,sleepdiaries,awakenings,267,0,267,0
UCR,sleepdiaries,awake_duration,267,0,267,0
UCR,sleepdiaries,sleepquality,267,0,267,0
UCR,sleepdiaries,daytype2,267,0,267,0
UCR,sleepdiaries,comments,267,0,267,0
UCR,sleepdiaries,sleep,267,0,267,0
UCR,sleepdiaries,sleep_duration,267,0,267,0
UCR,sleepdiaries,comments_english,267,0,267,0
