frame_id,run_id,metric_id,instrument_id,observations,row_key_hash,fit_id,estimation,fit_status,converged,optimizer_code,positive_definite_hessian,minimum_hessian_eigenvalue,max_gradient,singular,fixed_rank,fixed_columns,fixed_full_rank,warning_message,error_message
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,last_timing_above_250,MEQ,787,af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52,ML_M1_main,ML,FITTED,TRUE,0,TRUE,564.40509033203125,5.638867150992155e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,last_timing_above_250,MEQ,787,af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,570.9937744140625,1.2801137927453965e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,last_timing_above_250,MEQ,787,af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52,REML_M1_main,REML,FITTED,TRUE,0,TRUE,523.61456298828125,8.640199666842818e-7,FALSE,9,9,TRUE,,
primary__chest__all_available__last_timing_above_250__MEQ,primary__chest__all_available,last_timing_above_250,MEQ,787,af544e57c0ec2cbfc3370f8bc8a2758575541a6768d247f0b79fe458e2d60b52,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,498.0599365234375,1.5702426026109606e-5,FALSE,16,16,TRUE,,
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,longest_period_midpoint,MCTQ,547,a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,71.44140625,2.353317540837452e-6,FALSE,8,8,TRUE,,
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,longest_period_midpoint,MCTQ,547,a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27,ML_M1_main,ML,FITTED,TRUE,0,TRUE,61.385650634765625,1.7416823538951576e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,longest_period_midpoint,MCTQ,547,a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,20.62518310546875,1.6393641999457031e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,longest_period_midpoint,MCTQ,547,a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27,REML_M1_main,REML,FITTED,TRUE,0,TRUE,143.13421630859375,3.2378011383116245e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__longest_period_midpoint__MCTQ,primary__chest__all_available,longest_period_midpoint,MCTQ,547,a7cc6709b751267c2ee88145f2c47547e5aa1c035f65e819d307a30380048d27,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,158.44900512695312,2.3646862246096134e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,longest_period_midpoint,MEQ,549,1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,70.4190673828125,1.213948053191416e-5,FALSE,8,8,TRUE,,
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,longest_period_midpoint,MEQ,549,1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f,ML_M1_main,ML,FITTED,TRUE,0,TRUE,64.531219482421875,1.0231815394945443e-7,FALSE,9,9,TRUE,,
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,longest_period_midpoint,MEQ,549,1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f,ML_M2_interaction,ML,FITTED,FALSE,0,TRUE,24.76971435546875,0,TRUE,16,16,TRUE,boundary (singular) fit: see help('isSingular'),
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,longest_period_midpoint,MEQ,549,1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f,REML_M1_main,REML,FITTED,TRUE,0,TRUE,145.9940185546875,3.440163709456101e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__longest_period_midpoint__MEQ,primary__chest__all_available,longest_period_midpoint,MEQ,549,1907b1e46384901f463be25c32a2f6c825a358de50139ec89478fffe2933eb1f,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,125.05645751953125,1.8167156667914242e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,m10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,736.02618408203125,9.322320693172514e-7,FALSE,8,8,TRUE,,
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,m10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,ML_M1_main,ML,FITTED,TRUE,0,TRUE,733.97357177734375,7.526068657170981e-7,FALSE,9,9,TRUE,,
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,m10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,721.9332275390625,9.381437848787755e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,m10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,REML_M1_main,REML,FITTED,TRUE,0,TRUE,702.8201904296875,2.5011104298755527e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__m10_midpoint__MCTQ,primary__chest__all_available,m10_midpoint,MCTQ,896,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,673.9326171875,2.710294211283326e-6,FALSE,16,16,TRUE,,
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,m10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,740.91766357421875,8.776623872108757e-7,FALSE,8,8,TRUE,,
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,m10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,ML_M1_main,ML,FITTED,TRUE,0,TRUE,731.5906982421875,5.206857167650014e-7,FALSE,9,9,TRUE,,
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,m10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,711.269287109375,4.433786671143025e-7,FALSE,16,16,TRUE,,
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,m10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,REML_M1_main,REML,FITTED,TRUE,0,TRUE,703.962158203125,1.0049916454590857e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__m10_midpoint__MEQ,primary__chest__all_available,m10_midpoint,MEQ,902,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,671.63067626953125,9.322320693172514e-7,FALSE,16,16,TRUE,,
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,mean_timing_above_250,MCTQ,825,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,639.5076904296875,3.356035449542105e-6,FALSE,8,8,TRUE,,
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,mean_timing_above_250,MCTQ,825,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,ML_M1_main,ML,FITTED,TRUE,0,TRUE,634.017578125,5.964011506875977e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,mean_timing_above_250,MCTQ,825,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,626.97052001953125,2.2494077711598948e-5,FALSE,16,16,TRUE,,
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,mean_timing_above_250,MCTQ,825,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,REML_M1_main,REML,FITTED,TRUE,0,TRUE,616.3853759765625,1.007265382213518e-6,FALSE,9,9,TRUE,,
primary__chest__all_available__mean_timing_above_250__MCTQ,primary__chest__all_available,mean_timing_above_250,MCTQ,825,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,595.7191162109375,4.638422979041934e-7,FALSE,16,16,TRUE,,
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,mean_timing_above_250,MEQ,831,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,650.15960693359375,1.3808403309667483e-5,FALSE,8,8,TRUE,,
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,mean_timing_above_250,MEQ,831,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,ML_M1_main,ML,FITTED,TRUE,0,TRUE,645.107177734375,2.319211489520967e-7,FALSE,9,9,TRUE,,
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,mean_timing_above_250,MEQ,831,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,643.72222900390625,8.86757334228605e-8,FALSE,16,16,TRUE,,
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,mean_timing_above_250,MEQ,831,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,REML_M1_main,REML,FITTED,TRUE,0,TRUE,625.54962158203125,3.4876848076237366e-5,FALSE,9,9,TRUE,,
primary__chest__all_available__mean_timing_above_250__MEQ,primary__chest__all_available,mean_timing_above_250,MEQ,831,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,604.50030517578125,2.714841684792191e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,558,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,437.7035217285156,2.2737367544323206e-8,FALSE,8,8,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,558,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,ML_M1_main,ML,FITTED,TRUE,0,TRUE,439.727294921875,7.753442332614213e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,558,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,442.2030334472656,2.6011548470705748e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,558,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,REML_M1_main,REML,FITTED,TRUE,0,TRUE,402.7605895996094,3.1604940886609256e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MCTQ,primary__glasses__paired_common,first_timing_above_250,MCTQ,558,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,379.62432861328125,9.526957001071423e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,563,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,446.6712341308594,3.5788616514764726e-6,FALSE,8,8,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,563,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,ML_M1_main,ML,FITTED,TRUE,0,TRUE,446.3501892089844,4.69299266114831e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,563,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,451.62091064453125,5.070432962384075e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,563,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,REML_M1_main,REML,FITTED,TRUE,0,TRUE,411.8346862792969,3.376499080331996e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__first_timing_above_250__MEQ,primary__glasses__paired_common,first_timing_above_250,MEQ,563,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,395.7470703125,3.8335201679728925e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,514.30743408203125,4.524736141320318e-6,FALSE,8,8,TRUE,,
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,ML_M1_main,ML,FITTED,TRUE,0,TRUE,519.2718505859375,4.069988790433854e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,520.1584777832031,7.548806024715304e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,REML_M1_main,REML,FITTED,TRUE,0,TRUE,476.4455871582031,5.47743184142746e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__l10_midpoint__MCTQ,primary__glasses__paired_common,l10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,447.0169372558594,2.630713424878195e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,518.69329833984375,4.665707820095122e-6,FALSE,8,8,TRUE,,
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,ML_M1_main,ML,FITTED,TRUE,0,TRUE,521.1352844238281,1.3778844731859863e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,523.2361755371094,1.0390976967755705e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,REML_M1_main,REML,FITTED,TRUE,0,TRUE,479.8139343261719,1.2641976354643703e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__l10_midpoint__MEQ,primary__glasses__paired_common,l10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,447.07318115234375,1.3710632629226893e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,520,26c5d1aab74d2fe26c0a446cbf05b476ada858146b4d4741178794aa2c0a78e7,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,364.9666748046875,2.9331204132176936e-7,FALSE,8,8,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,520,26c5d1aab74d2fe26c0a446cbf05b476ada858146b4d4741178794aa2c0a78e7,ML_M1_main,ML,FITTED,TRUE,0,TRUE,363.2719421386719,4.411049303598702e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,520,26c5d1aab74d2fe26c0a446cbf05b476ada858146b4d4741178794aa2c0a78e7,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,364.1129455566406,4.533831088338047e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,520,26c5d1aab74d2fe26c0a446cbf05b476ada858146b4d4741178794aa2c0a78e7,REML_M1_main,REML,FITTED,TRUE,0,TRUE,330.8081970214844,6.568825483554974e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MCTQ,primary__glasses__paired_common,last_timing_above_250,MCTQ,520,26c5d1aab74d2fe26c0a446cbf05b476ada858146b4d4741178794aa2c0a78e7,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,308.99761962890625,6.136815500212833e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,524,00493dd1095273812da93f4bdb1fc3343ae41e2dbd9310853fedacee804af87e,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,363.75335693359375,5.024958227295429e-7,FALSE,8,8,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,524,00493dd1095273812da93f4bdb1fc3343ae41e2dbd9310853fedacee804af87e,ML_M1_main,ML,FITTED,TRUE,0,TRUE,362.8771057128906,4.2291503632441163e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,524,00493dd1095273812da93f4bdb1fc3343ae41e2dbd9310853fedacee804af87e,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,371.27532958984375,3.9335645851679146e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,524,00493dd1095273812da93f4bdb1fc3343ae41e2dbd9310853fedacee804af87e,REML_M1_main,REML,FITTED,TRUE,0,TRUE,329.5552062988281,4.320099833421409e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__last_timing_above_250__MEQ,primary__glasses__paired_common,last_timing_above_250,MEQ,524,00493dd1095273812da93f4bdb1fc3343ae41e2dbd9310853fedacee804af87e,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,311.3990478515625,3.326476871734485e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,355,f3746d1ac910b04692d48fe478c73006c509f1faebacdcfbb4f5c3060c3b7d8f,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,136.88119506835938,3.888089850079268e-7,FALSE,8,8,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,355,f3746d1ac910b04692d48fe478c73006c509f1faebacdcfbb4f5c3060c3b7d8f,ML_M1_main,ML,FITTED,TRUE,0,TRUE,130.57928466796875,2.8353497327771038e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,355,f3746d1ac910b04692d48fe478c73006c509f1faebacdcfbb4f5c3060c3b7d8f,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,84.949493408203125,2.1259438653942198e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,355,f3746d1ac910b04692d48fe478c73006c509f1faebacdcfbb4f5c3060c3b7d8f,REML_M1_main,REML,FITTED,TRUE,0,TRUE,163.25393676757812,6.798472895752639e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MCTQ,primary__glasses__paired_common,longest_period_midpoint,MCTQ,355,f3746d1ac910b04692d48fe478c73006c509f1faebacdcfbb4f5c3060c3b7d8f,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,152.99215698242188,2.3305801732931286e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,357,45eb634ca54fba7c5d2dba612b55b612958581b678553cadd1650c31d474f12c,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,136.20504760742188,1.7848833522293717e-7,FALSE,8,8,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,357,45eb634ca54fba7c5d2dba612b55b612958581b678553cadd1650c31d474f12c,ML_M1_main,ML,FITTED,TRUE,0,TRUE,133.95712280273438,1.2687451089732349e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,357,45eb634ca54fba7c5d2dba612b55b612958581b678553cadd1650c31d474f12c,ML_M2_interaction,ML,FITTED,FALSE,0,TRUE,5.2523193359375,0,TRUE,16,16,TRUE,boundary (singular) fit: see help('isSingular'),
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,357,45eb634ca54fba7c5d2dba612b55b612958581b678553cadd1650c31d474f12c,REML_M1_main,REML,FITTED,TRUE,0,TRUE,166.0748291015625,7.605649443576112e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__longest_period_midpoint__MEQ,primary__glasses__paired_common,longest_period_midpoint,MEQ,357,45eb634ca54fba7c5d2dba612b55b612958581b678553cadd1650c31d474f12c,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,116.67276000976562,6.571099220309407e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,501.765869140625,2.5011104298755527e-7,FALSE,8,8,TRUE,,
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,ML_M1_main,ML,FITTED,TRUE,0,TRUE,500.82086181640625,9.549694368615746e-8,FALSE,9,9,TRUE,,
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,485.70904541015625,4.206412995699793e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,REML_M1_main,REML,FITTED,TRUE,0,TRUE,477.6387939453125,1.1232259566895664e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__m10_midpoint__MCTQ,primary__glasses__paired_common,m10_midpoint,MCTQ,637,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,451.6994934082031,1.1300471669528633e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,505.9665832519531,2.5163444661302492e-5,FALSE,8,8,TRUE,,
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,ML_M1_main,ML,FITTED,TRUE,0,TRUE,493.1159973144531,1.0913936421275139e-7,FALSE,9,9,TRUE,,
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,ML_M2_interaction,ML,FITTED,TRUE,0,TRUE,470.94317626953125,8.549250196665525e-7,FALSE,16,16,TRUE,,
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,REML_M1_main,REML,FITTED,TRUE,0,TRUE,475.3326110839844,1.057287590811029e-6,FALSE,9,9,TRUE,,
primary__glasses__paired_common__m10_midpoint__MEQ,primary__glasses__paired_common,m10_midpoint,MEQ,643,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,REML_M2_interaction,REML,FITTED,TRUE,0,TRUE,449.12115478515625,1.1027623258996755e-6,FALSE,16,16,TRUE,,
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,567,d48caa80ffef6b0c8cca423378b9c7b7fe1f6598069b6a0c33f75efabe0cfbe7,ML_M0_site_only,ML,FITTED,TRUE,0,TRUE,424.243896484375,6.775735528208315e-7,FALSE,8,8,TRUE,,
primary__glasses__paired_common__mean_timing_above_250__MCTQ,primary__glasses__paired_common,mean_timing_above_250,MCTQ,567,d48caa80ffef6b0c8cca423378b9c7b7fe1f6598069b6a0c33f75efabe0cfbe7,ML_M1_main,ML,FITTED,TRUE,0,TRUE,425.0127258300781,1.8326318240724504e-6,FALSE,9,9,TRUE,,
