run_id,metric_order,metric_id,site,participants,participant_days,metric_support_valid_hours,metric_support_expected_hours,display_order,display_name
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,RISE,13,74,,,1,Borås (SE)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,THUAS,12,66,,,2,Delft (NL)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,BAUA,18,91,,,3,Dortmund (DE)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,MPI,26,146,,,4,Tübingen (DE)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,FUSPCEU,23,113,,,6,Madrid (ES)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,IZTECH,17,98,,,7,Izmir (TR)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,UCR,6,27,,,8,San José (CR)
gap_timing_unaware__glasses__all_available,5,duration_above_250_wake,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,RISE,13,76,,,1,Borås (SE)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,THUAS,13,70,,,2,Delft (NL)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,BAUA,18,101,,,3,Dortmund (DE)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,MPI,26,145,,,4,Tübingen (DE)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,TUM,10,59,,,5,Munich (DE)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,FUSPCEU,23,121,,,6,Madrid (ES)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,UCR,6,28,,,8,San José (CR)
gap_timing_unaware__glasses__all_available,6,duration_below_10_pre_sleep,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,THUAS,13,72,,,2,Delft (NL)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,BAUA,18,101,,,3,Dortmund (DE)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,FUSPCEU,23,120,,,6,Madrid (ES)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,IZTECH,17,99,,,7,Izmir (TR)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__all_available,7,duration_below_1_sleep_environment,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__all_available,8,longest_bout_above_250,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__all_available,9,dose_time_sensitive_corrected_medi,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,1,daily_geometric_mean_medi,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,2,m10_mean_medi,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,3,l10_mean_medi,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,4,duration_above_1000,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,RISE,13,71,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,THUAS,12,62,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,BAUA,18,88,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,MPI,26,137,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,TUM,10,54,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,FUSPCEU,23,110,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,IZTECH,17,93,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,UCR,6,27,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,5,duration_above_250_wake,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,RISE,13,67,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,THUAS,12,50,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,BAUA,18,84,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,MPI,26,132,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,TUM,10,52,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,FUSPCEU,23,103,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,IZTECH,17,82,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,UCR,6,25,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,6,duration_below_10_pre_sleep,KNUST,14,58,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,RISE,13,76,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,THUAS,13,68,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,BAUA,18,94,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,FUSPCEU,23,116,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,IZTECH,17,98,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,UCR,6,29,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,7,duration_below_1_sleep_environment,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,BAUA,18,106,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,MPI,26,150,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,FUSPCEU,23,127,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,8,longest_bout_above_250,KNUST,15,80,,,9,Kumasi (GH)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,RISE,13,71,,,1,Borås (SE)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,THUAS,13,74,,,2,Delft (NL)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,BAUA,18,96,,,3,Dortmund (DE)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,MPI,26,137,,,4,Tübingen (DE)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,TUM,10,55,,,5,Munich (DE)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,FUSPCEU,23,124,,,6,Madrid (ES)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,IZTECH,17,96,,,7,Izmir (TR)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,UCR,6,28,,,8,San José (CR)
gap_timing_unaware__glasses__main_gap_common_sample,9,dose_time_sensitive_corrected_medi,KNUST,15,76,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,BAUA,16,93,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,FUSPCEU,22,122,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,1,daily_geometric_mean_medi,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,BAUA,16,93,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,FUSPCEU,22,122,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,2,m10_mean_medi,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,BAUA,16,93,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,FUSPCEU,22,122,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,3,l10_mean_medi,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,BAUA,16,93,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,FUSPCEU,22,122,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,4,duration_above_1000,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,RISE,13,74,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,THUAS,12,66,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,BAUA,16,79,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,FUSPCEU,22,111,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,IZTECH,17,98,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,UCR,6,27,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,5,duration_above_250_wake,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,RISE,13,76,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,THUAS,13,70,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,BAUA,16,88,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,TUM,10,59,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,FUSPCEU,22,117,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,IZTECH,17,100,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,UCR,6,28,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,6,duration_below_10_pre_sleep,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,THUAS,13,72,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,BAUA,16,88,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,FUSPCEU,22,117,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,IZTECH,17,99,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,7,duration_below_1_sleep_environment,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,BAUA,16,93,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,FUSPCEU,22,122,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,8,longest_bout_above_250,KNUST,15,77,,,9,Kumasi (GH)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,RISE,13,78,,,1,Borås (SE)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,THUAS,13,78,,,2,Delft (NL)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,BAUA,16,93,,,3,Dortmund (DE)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,TUM,10,60,,,5,Munich (DE)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,FUSPCEU,22,122,,,6,Madrid (ES)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,IZTECH,17,102,,,7,Izmir (TR)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,UCR,6,30,,,8,San José (CR)
gap_timing_unaware__glasses__paired_common_sample,9,dose_time_sensitive_corrected_medi,KNUST,15,77,,,9,Kumasi (GH)
main__chest__all_available,1,daily_geometric_mean_medi,RISE,16,96,2232.366666666667,2303,1,Borås (SE)
main__chest__all_available,1,daily_geometric_mean_medi,THUAS,15,93,2151.8,2231,2,Delft (NL)
main__chest__all_available,1,daily_geometric_mean_medi,BAUA,20,114,2651.233333333333,2736,3,Dortmund (DE)
main__chest__all_available,1,daily_geometric_mean_medi,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__all_available,1,daily_geometric_mean_medi,FUSPCEU,22,123,2890.25,2954,6,Madrid (ES)
main__chest__all_available,1,daily_geometric_mean_medi,IZTECH,17,102,2371.4,2448,7,Izmir (TR)
main__chest__all_available,1,daily_geometric_mean_medi,UCR,39,230,5305.516666666666,5520,8,San José (CR)
main__chest__all_available,1,daily_geometric_mean_medi,KNUST,15,84,1914.9833333333333,2016,9,Kumasi (GH)
main__chest__all_available,2,m10_mean_medi,RISE,16,96,,,1,Borås (SE)
main__chest__all_available,2,m10_mean_medi,THUAS,15,93,,,2,Delft (NL)
main__chest__all_available,2,m10_mean_medi,BAUA,20,114,,,3,Dortmund (DE)
main__chest__all_available,2,m10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__chest__all_available,2,m10_mean_medi,FUSPCEU,22,123,,,6,Madrid (ES)
main__chest__all_available,2,m10_mean_medi,IZTECH,17,102,,,7,Izmir (TR)
main__chest__all_available,2,m10_mean_medi,UCR,39,230,,,8,San José (CR)
main__chest__all_available,2,m10_mean_medi,KNUST,15,84,,,9,Kumasi (GH)
main__chest__all_available,3,l10_mean_medi,RISE,16,96,,,1,Borås (SE)
main__chest__all_available,3,l10_mean_medi,THUAS,15,93,,,2,Delft (NL)
main__chest__all_available,3,l10_mean_medi,BAUA,20,114,,,3,Dortmund (DE)
main__chest__all_available,3,l10_mean_medi,TUM,10,60,,,5,Munich (DE)
main__chest__all_available,3,l10_mean_medi,FUSPCEU,22,123,,,6,Madrid (ES)
main__chest__all_available,3,l10_mean_medi,IZTECH,17,102,,,7,Izmir (TR)
main__chest__all_available,3,l10_mean_medi,UCR,39,230,,,8,San José (CR)
main__chest__all_available,3,l10_mean_medi,KNUST,15,84,,,9,Kumasi (GH)
main__chest__all_available,4,duration_above_1000,RISE,16,96,2232.366666666667,2303,1,Borås (SE)
main__chest__all_available,4,duration_above_1000,THUAS,15,93,2151.8,2231,2,Delft (NL)
main__chest__all_available,4,duration_above_1000,BAUA,20,114,2651.233333333333,2736,3,Dortmund (DE)
main__chest__all_available,4,duration_above_1000,TUM,10,60,1374.2,1440,5,Munich (DE)
main__chest__all_available,4,duration_above_1000,FUSPCEU,22,123,2890.25,2954,6,Madrid (ES)
main__chest__all_available,4,duration_above_1000,IZTECH,17,102,2371.4,2448,7,Izmir (TR)
main__chest__all_available,4,duration_above_1000,UCR,39,230,5305.516666666666,5520,8,San José (CR)
main__chest__all_available,4,duration_above_1000,KNUST,15,84,1914.9833333333333,2016,9,Kumasi (GH)
main__chest__all_available,5,duration_above_250_wake,RISE,16,89,1125.9666666666667,1165.8666666666666,1,Borås (SE)
main__chest__all_available,5,duration_above_250_wake,THUAS,15,79,1000.5333333333333,1041.0333333333333,2,Delft (NL)
main__chest__all_available,5,duration_above_250_wake,BAUA,20,98,1198.65,1250.4833333333333,3,Dortmund (DE)
main__chest__all_available,5,duration_above_250_wake,TUM,10,54,654.8,690.6333333333333,5,Munich (DE)
main__chest__all_available,5,duration_above_250_wake,FUSPCEU,22,111,1387.4833333333333,1416.3666666666666,6,Madrid (ES)
main__chest__all_available,5,duration_above_250_wake,IZTECH,17,95,1165.6,1208.1166666666666,7,Izmir (TR)
main__chest__all_available,5,duration_above_250_wake,UCR,39,211,2770.6666666666665,2902.4,8,San José (CR)
main__chest__all_available,5,duration_above_250_wake,KNUST,15,81,994.0166666666667,1052.7,9,Kumasi (GH)
main__chest__all_available,6,duration_below_10_pre_sleep,RISE,16,81,237.56666666666666,241.46666666666667,1,Borås (SE)
main__chest__all_available,6,duration_below_10_pre_sleep,THUAS,14,63,184.28333333333333,185.81666666666666,2,Delft (NL)
main__chest__all_available,6,duration_below_10_pre_sleep,BAUA,20,92,269.03333333333336,271.3,3,Dortmund (DE)
main__chest__all_available,6,duration_below_10_pre_sleep,TUM,10,52,150.76666666666668,154.31666666666666,5,Munich (DE)
main__chest__all_available,6,duration_below_10_pre_sleep,FUSPCEU,22,103,305.53333333333336,308.1333333333333,6,Madrid (ES)
main__chest__all_available,6,duration_below_10_pre_sleep,IZTECH,17,83,245.96666666666667,248.56666666666666,7,Izmir (TR)
main__chest__all_available,6,duration_below_10_pre_sleep,UCR,39,208,611.6666666666666,616.4,8,San José (CR)
main__chest__all_available,6,duration_below_10_pre_sleep,KNUST,15,61,175.28333333333333,179.5,9,Kumasi (GH)
main__chest__all_available,7,duration_below_1_sleep_environment,RISE,16,92,725,726,1,Borås (SE)
main__chest__all_available,7,duration_below_1_sleep_environment,THUAS,15,83,667.8333333333334,668.8333333333334,2,Delft (NL)
