run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,comparison_id,statistic,df,p_raw,log_lik_reduced,log_lik_full,n_obs_reduced,n_obs_full,comparison_status,scope_change,family_id,family_n,family_instance_id,p_adjusted,family_status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,question_order,question_id,question_label,run_order,run_label,data_label,placement_label,sample_label
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,30.56779336200452,7,7.468410702705957e-5,-1474.1755803898627,-1458.8916837088605,742,742,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,4.2320993982000423e-4,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_no_site,21.95318859039753,8,0.00500332733874877,-1643.9842162241723,-1633.0076219289735,727,727,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.00773241497806628,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,0.8378038666860448,1,0.36002562231119933,-1643.9842162241723,-1643.5653142908293,727,727,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.5329586918227561,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,21.11538472371149,7,0.00360307641298156,-1643.5653142908293,-1633.0076219289735,727,727,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.00765653737758583,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_no_site,63.72430667438675,8,8.622011995520058e-11,-1576.1232380057477,-1544.2610846685543,687,687,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,8.65010883336603e-10,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,37.5974232318199,1,8.6959280956088e-10,-1576.1232380057477,-1557.3245263898375,687,687,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,1.4783077762534964e-8,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,26.12688344256685,7,4.7803878125145206e-4,-1557.3245263898375,-1544.2610846685543,687,687,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.00162533185625493,COMPLETE,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,14.620690718388689,8,0.06695430543795682,-703.3803269206728,-696.0699815614785,761,761,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,0.07588154616301772,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,4.64317452390469,1,0.03117727964550534,-703.3803269206728,-701.0587396587205,761,761,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.06625171924669884,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,9.977516194483997,7,0.1898511897293444,-701.0587396587205,-696.0699815614785,761,761,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,0.23053358752848965,COMPLETE,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_full_vs_no_site,34.73494773299876,8,2.9880149970030967e-5,698.918222910488,716.2856967769874,702,702,PASS,photoperiod_omitted_for_non_duration_metric,H01-S1-registered-site,17,main__glasses__all_available::H01-S1-registered-site,8.466042491508774e-5,COMPLETE,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,latitude_full_vs_no_latitude,0.01221049138757734,1,0.912011983688472,698.918222910488,698.9243281561818,702,702,PASS,photoperiod_omitted_for_non_duration_metric,H01-S2-registered-latitude,17,main__glasses__all_available::H01-S2-registered-latitude,0.9615456447433032,COMPLETE,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_full_vs_latitude_full,34.722737241611185,7,1.2609295422328518e-5,698.9243281561818,716.2856967769874,702,702,PASS,photoperiod_omitted_for_non_duration_metric,H01-S3-registered-adequacy,17,main__glasses__all_available::H01-S3-registered-adequacy,1.071790110897924e-4,COMPLETE,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,,,,1,Main near-eye,Main,Near eye,All available
