run_id,run_order,run_label,placement_label,measure,row_type,metric_order,metric_id,manuscript_category,manuscript_name,estimate,conf_low,conf_high,bootstrap_successful_used,supported_n,unsupported_n,term_supported
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,1,interdaily_stability,dynamics-based,Interdaily stability,0.9663390528953052,0.8337423080666522,0.974630556763106,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.1140295175289952,0.07270646316714444,0.25779373222508867,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.00828632948196243,2.87605684231046e-5,0.05900808024243606,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.1140295175289952,0.07270646316714444,0.25779373222508867,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,,,,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.02019802985583433,8.989614607738335e-5,0.08252310376054131,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.06290884622492474,0.03530464874742694,0.1934404249376055,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,2,intradaily_variability,dynamics-based,Intradaily variability,0.8859704824710048,0.7422062677749113,0.9272935368328556,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.4368468336499461,0.37047100501896874,0.5116921777699059,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.00196975901098098,2.8949408448216643e-6,0.01758149421295129,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.14150944824915238,0.09217134751518166,0.22530692578044215,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.2953373854007937,0.2179420998426141,0.3620078862082374,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.04444963233352689,0.01176514491087606,0.09066036265272502,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.0651491283027615,0.03805876108776564,0.13300860480619547,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,3,daily_geometric_mean_medi,level-based,Mean melEDI,0.563153166350054,0.4883078222300941,0.6295289949810313,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.3354504212171582,0.2722339398152287,0.41288486921670353,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.00234971964564849,2.410873754066815e-6,0.0205333152290516,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.1052435448074083,0.06605227093597772,0.1794723057192,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.23020687640974988,0.15633347559262228,0.29512687798100945,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.02888296910541985,0.00540059099104552,0.06500887943680336,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.04955524230025444,0.02758688970675541,0.10980950508500774,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,4,m10_mean_medi,level-based,Brightest 10 h mean,0.6645495787828418,0.5871151307832964,0.7277660601847714,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.517409944030377,0.4565336800189797,0.5890166506381972,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.03938182390340634,0.00748330759158206,0.08140131135431743,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.13843253787305984,0.09452895658127654,0.2311844392639352,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.3789774061573171,0.29176033169173216,0.447082611720986,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.02308870936173799,0.00179210760273101,0.06420639348232533,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.11681332771048895,0.07246111245022735,0.20174625763072632,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,5,l10_mean_medi,level-based,Darkest 10 h mean,0.482590055969623,0.4109833493618027,0.5434663199810202,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.47743748784344486,0.3928104760170834,0.5444749909108896,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.02246748064401297,9.989663576477955e-4,0.0609844975204964,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.19166111112602624,0.140436434993465,0.2937376381864965,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.2857763767174186,0.18446133471206425,0.3347176590131476,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.06208328489948851,0.02342054031205088,0.11897223408764604,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.07169236917864323,0.04358173624766301,0.14978116581278744,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,6,duration_above_1000,duration-based,"Time above 1,000 lx melEDI",0.5225625121565551,0.4555250090891104,0.6071895239829166,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.4230165432102343,0.3348141289767577,0.49664518620397824,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,1.673669747896186e-6,-3.975306889995263e-9,0.0154560396570361,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.14741870118281064,0.09994032335742492,0.2420324602657657,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.27559784202742366,0.17648862258940676,0.3254194988775796,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.04834249689561371,0.01422218597511129,0.10125481124274407,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.0798041107609281,0.0469170803240433,0.1572612077000422,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,7,duration_above_250_wake,duration-based,Time above 250 lx melEDI during wake,0.5769834567897657,0.5033548137960218,0.6651858710232422,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.29285410460473577,0.2305708970713348,0.38541836234424615,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,8.161210672932664e-4,1.798046681882471e-6,0.01946374711324987,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.03103762287650233,0.018029567420313,0.09561376836581426,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.26181648172823346,0.18568508549263735,0.32410520597983056,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.01705855543312269,6.723599613776925e-4,0.05407292886162777,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.02670623780005019,0.01446693325497229,0.08708212023592334,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,8,duration_below_10_pre_sleep,duration-based,Time below 10 lx melEDI before sleep,0.7071458953952643,0.6145816376557539,0.7694291029286652,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.31909445647392165,0.240524258031022,0.3922139559461458,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.02744044346363448,0.00539506440984804,0.0676837884464263,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.07547932112293239,0.04933757094967848,0.1473257369284022,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.24361513535098928,0.15291819801365553,0.29140202019745093,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.00600176628793476,3.901985188825322e-5,0.02803151227114455,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.06392344156749265,0.03921617493854831,0.13264730785453052,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,9,duration_below_1_sleep_environment,duration-based,Time below 1 lx melEDI during sleep,0.6809055435260783,0.6077860440538542,0.759475741968978,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.2683479905652126,0.2064548364179287,0.3474311353070387,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.00460938544488657,1.751014930671536e-5,0.02143801116973925,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.07110155597543016,0.04098925243211072,0.13811652821448514,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.1972464345897824,0.1266840839965725,0.2606996850496083,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.02890349948055169,0.00591308352491804,0.06352271454809649,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.02352244466671251,0.0127547815077821,0.0708756540003497,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,10,longest_bout_above_250,duration-based,Longest continuous period above 250 lx melEDI,0.7316520094347874,0.6525688646929614,0.7935451635820713,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.2504110682091253,0.19252552826009528,0.3285725131285842,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.07404980026985346,0.03990556815622906,0.11826543986725394,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.12662468955040052,0.08906187721412359,0.19109846486652315,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.12378637865872476,0.06723028993437069,0.17712391209772546,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.00142462197456367,2.648584631753772e-7,0.01285097210790603,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.12286827554905866,0.0835585504793326,0.1860559538802564,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,11,m10_midpoint,timing-based,Midpoint of the brightest 10 hours,0.7495889317908747,0.6714274868714158,0.8074744717399048,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.32402619172322306,0.26177321210090404,0.4078934393239404,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.05606807245139046,0.02438425649330793,0.10171326708988296,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.12681017563880112,0.08898609702864697,0.20122399855383744,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.1972160160844219,0.1303986537278505,0.25822971136046174,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.01412793561469754,9.861580296426586e-4,0.04164238613618135,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.11154378148135737,0.07353540042329788,0.18097666997042303,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,12,l10_midpoint,timing-based,Midpoint of the darkest 10 hours,0.675973808276777,0.5921065606760596,0.738226787899096,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.33269259043741456,0.2748432866887633,0.4058097962533609,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.15192878330348858,0.10223095378706414,0.20363168545543744,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.23832617425469577,0.19135267632550956,0.3058166584464412,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.09436641618271882,0.04538993141334706,0.1413343502164968,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.0076572060827594,9.126700347130768e-5,0.02401638710688118,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.2168973532462204,0.16795281359090253,0.28035969757516477,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,13,mean_timing_above_250,timing-based,Mean timing of exposure above 250 lx melEDI,0.6673074095625855,0.5941902037466391,0.7251567133112368,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.37810517728697984,0.31229047657549586,0.46019587312522336,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.0582005549312526,0.02263979824793412,0.109601140555826,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.16128194149165076,0.11440209681931038,0.24374288412643705,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.21682323579532908,0.15080871329865575,0.2777943738873475,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.00376565818291717,1.665238711602326e-5,0.02437148886388169,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.15754337082046488,0.10944445128111836,0.23350796123881223,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,14,first_timing_above_250,timing-based,First light timing above 250 lx melEDI,0.6218948227130201,0.5398041268747766,0.6877095234245042,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.3535842013999721,0.2860694165634118,0.4367690094184572,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.0711544911358957,0.03379485008996751,0.1205652479452574,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.17787060699888582,0.1321171689142243,0.25475582472828356,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.17571359440108628,0.10938114410765344,0.2399040965296493,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.04119979740661246,0.01224144867556404,0.0830693963734737,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.09032136279646732,0.0546782430735817,0.15084504869917237,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,15,last_timing_above_250,timing-based,Last light timing above 250 lx melEDI,0.6464157986000278,0.5632309905815427,0.7139305834365883,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.26702280419891916,0.21017872378404032,0.347273823103769,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.00342623867838623,2.08778807670264e-6,0.02109785173319112,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.0942048795121624,0.05837469240295402,0.15900466167723484,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.17281792468675675,0.11104778124682244,0.23197761472001743,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.05119654240255884,0.01730550694044557,0.09370989044455008,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.03541573798414967,0.01896081460273475,0.08571324357457709,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,16,dose_time_sensitive_corrected_medi,exposure-history-based,melEDI dose,0.7329771958010809,0.652726176896231,0.7898212762159598,1000,,,
main__chest__all_available,2,Main chest,Chest,conditional_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.8857452443231839,0.8622937802023029,0.9106883917400872,1000,,,
main__chest__all_available,2,Main chest,Chest,latitude_part_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.05158071203125391,0.00510395180250862,0.12435086657229552,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,marginal_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.08428344958398735,0.05567231461426255,0.2054336894276353,1000,,,
main__chest__all_available,2,Main chest,Chest,participant_associated_share,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.8014617947391965,0.6862018434075632,0.8364617296853748,1000,,,
main__chest__all_available,2,Main chest,Chest,photoperiod_part_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.02173593511610319,3.144903975982262e-4,0.08167077619684089,1000,0,1,FALSE
main__chest__all_available,2,Main chest,Chest,site_part_r2,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.07684677048662496,0.04618860526299176,0.18753236221471792,1000,1,0,TRUE
main__chest__all_available,2,Main chest,Chest,unrepresented_share,Metric,17,mder_mean_of_viable_ratios,spectrum-based,Melanopic daylight efficacy ratio,0.11425475567681607,0.08931160825991274,0.13770621979769712,1000,,,
