placement,display_order,site,site_display_name,site_color_hex,category_order,category_code,light_source,short_label,architecture,hours,participants,participant_days,shared_participants,site_present,support_rule_pass,reporting_status,model_cell_mean_lx,model_cell_conf_low_lx,model_cell_conf_high_lx,cell_mean_lx,cell_conf_low_lx,cell_conf_high_lx,site_standardized_category_mean_lx,category_mean_conf_low_lx,category_mean_conf_high_lx,category_ratio_to_indoor,category_ratio_conf_low,category_ratio_conf_high,site_deviation_ratio,site_deviation_conf_low,site_deviation_conf_high,site_deviation_statistic,site_deviation_df,site_deviation_p_raw,within_site_ratio_to_indoor,within_site_ratio_conf_low,within_site_ratio_conf_high,family_id,family_n,site_deviation_p_adjusted,fdr_label
Near-eye,7,IZTECH,Izmir (TR),#332288,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,130,8,29,8,TRUE,TRUE,ESTIMABLE,17.791546462116145,10.787030172031042,29.34441829358838,17.791546462116145,10.787030172031042,29.34441829358838,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,1.5916363794452473,0.9187017750795036,2.757485000128954,1.6721093806852243,139,0.09675231143138031,0.30350197991487177,0.16304588797961142,0.5649541546473459,H03-F4-site-context-contrasts,53,0.19031998191034,FALSE
Near-eye,8,UCR,San José (CR),#44AA99,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,208,6,27,6,TRUE,TRUE,ESTIMABLE,45.79404604133425,32.273058485380695,64.97973081125234,45.79404604133425,32.273058485380695,64.97973081125234,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,0.538031911667697,0.3777976310096395,0.7662259215315474,-3.466261796583365,139,7.024663839543993e-4,1,1,1,H03-F4-site-context-contrasts,53,0.00286390141150639,TRUE
Near-eye,8,UCR,San José (CR),#44AA99,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,5,2,5,2,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,5.075379574469184,4.938965066639693,5.215561859089011,NA,NA,NA,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,8,UCR,San José (CR),#44AA99,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,212,6,30,6,TRUE,TRUE,ESTIMABLE,142.78712950642876,96.38262792706568,211.53360093183716,142.78712950642876,96.38262792706568,211.53360093183716,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,0.718393862386326,0.4902632410694675,1.0526788432853695,-1.7115110314219009,139,0.08921722758337192,3.118028255846784,1.812473582809923,5.3639955343164365,H03-F4-site-context-contrasts,53,0.18914052247674848,FALSE
Near-eye,8,UCR,San José (CR),#44AA99,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,23,5,12,5,TRUE,TRUE,ESTIMABLE,443.67702735700954,188.8733831886844,1042.228932849158,443.67702735700954,188.8733831886844,1042.228932849158,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,0.4623709511949391,0.21218923641042553,1.0075294116021838,-1.9581362183597293,139,0.05221658946944928,9.688530839938045,4.012283630971671,23.395063377834603,H03-F4-site-context-contrasts,53,0.11531163507836716,FALSE
Near-eye,8,UCR,San José (CR),#44AA99,5,display,Emissive display light,Emissive display,full_literal,46,5,16,5,TRUE,TRUE,ESTIMABLE,31.386390641682983,15.374668120351528,64.07328664274291,31.386390641682983,15.374668120351528,64.07328664274291,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,1.3174974330893816,0.652662313256449,2.659567514380237,0.77612807067954,139,0.4389919764038898,0.6853814710618332,0.3656672578877371,1.2846317266368408,H03-F4-site-context-contrasts,53,0.595461446257825,FALSE
Near-eye,8,UCR,San José (CR),#44AA99,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,141,5,22,5,TRUE,TRUE,ESTIMABLE,1.342039261748346,0.5565922207101122,3.235886728305695,1.342039261748346,0.5565922207101122,3.235886728305695,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,0.599747434845488,0.2532350675347485,1.4204074858407427,-1.1723923648062082,139,0.2430449625864714,0.0293059770376482,0.0133843346108059,0.06416757463891974,H03-F4-site-context-contrasts,53,0.3903449399116056,FALSE
Near-eye,8,UCR,San José (CR),#44AA99,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,23,4,14,4,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,10.74294431866464,2.252210190483861,51.24337556128994,NA,NA,NA,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,1,electric_indoor,Electric light source indoors,Indoor electric,full_literal,610,15,77,15,TRUE,TRUE,ESTIMABLE,49.49180230735747,32.136954684300456,76.21874940213777,49.49180230735747,32.136954684300456,76.21874940213777,85.11399611853855,71.62570823455935,101.1423483805942,1,1,1,0.5814766614697549,0.3827933835829696,0.8832835736846695,-2.5641184503030137,139,0.01140580195060138,1,1,1,H03-F4-site-context-contrasts,53,0.02878607158961301,TRUE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,2,electric_outdoor,Electric light source outdoors,Outdoor electric,full_literal,59,15,38,15,TRUE,TRUE,ESTIMABLE,58.55727257042971,19.78180251983565,173.33881315665295,58.55727257042971,19.78180251983565,173.33881315665295,9.391203902628924,6.873217614431379,12.831648245150037,0.11033677574660884,0.07799626687160155,0.1560870099359855,6.235331825138788,2.2785142218087104,17.06347171216062,3.594580290749547,139,4.5024206330676386e-4,1.1831711483605551,0.3715748153782376,3.767461917158834,H03-F4-site-context-contrasts,53,0.0019885691129382,TRUE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,3,daylight_indoor,Daylight indoors,Indoor daylight,full_literal,260,15,59,15,TRUE,TRUE,ESTIMABLE,97.28802331235865,48.6124918438363,194.70220762250688,97.28802331235865,48.6124918438363,194.70220762250688,198.75883826752832,169.24600661606874,233.4180674588912,2.3352074550784363,1.8771962689302344,2.9049673433250223,0.48947772164682046,0.2600068625500656,0.9214696782952344,-2.232783764614592,139,0.02716223824728881,1.9657401585049117,1.1827592068055324,3.26705076445391,H03-F4-site-context-contrasts,53,0.06543630123210487,FALSE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,full_literal,239,15,69,15,TRUE,TRUE,ESTIMABLE,478.230239282812,363.8439303389612,628.5776474309525,478.230239282812,363.8439303389612,628.5776474309525,959.5694240963508,786.8213327247419,1170.244681180653,11.273932230369669,8.708508168089546,14.595100042588728,0.4983800309531254,0.36470286702597793,0.6810548468629007,-4.4091576710913225,139,2.0617868055515116e-5,9.66281721390692,5.55712641672612,16.80185576278165,H03-F4-site-context-contrasts,53,1.821245011570502e-4,TRUE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,5,display,Emissive display light,Emissive display,full_literal,57,9,23,9,TRUE,TRUE,ESTIMABLE,30.305790357863795,8.49858944378988,108.06980797100589,30.305790357863795,8.49858944378988,108.06980797100589,23.822733808357768,17.439469870587963,32.5424253326078,0.27989208467171206,0.1970392853073867,0.3975835526385763,1.2721373878270663,0.39725502366463783,4.073789976470297,0.4088957396662067,139,0.6832454848180507,0.612339598579511,0.14586877764869097,2.5705280460467455,H03-F4-site-context-contrasts,53,0.7759703063532839,FALSE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,6,sleep_darkness,Darkness during sleep,Sleep darkness,full_literal,624,15,81,15,TRUE,TRUE,ESTIMABLE,0.3707508038854227,0.11751164356701033,1.169723734680841,0.3707508038854227,0.11751164356701033,1.169723734680841,2.2376740337273704,1.53735156995348,3.2570201761782025,0.02629031811185264,0.01750323672757628,0.03948874354955471,0.16568579618714632,0.05623186922656247,0.48818905428100345,-3.28915977277266,139,0.00127316629478367,0.00749115583997042,0.00222561831613784,0.02521430355412625,H03-F4-site-context-contrasts,53,0.00449852090823566,TRUE
Near-eye,9,KNUST,Kumasi (GH),#AA4499,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,full_literal,12,5,7,5,TRUE,FALSE,SUPPORT_NON_ESTIMABLE,0.6600330774555011,0.5254522759593174,0.8290832170058176,NA,NA,NA,11.17814765475344,8.056146150949541,15.510019635969789,0.13133148676494516,0.0913725773165346,0.18876516261700987,NA,NA,NA,NA,139,NA,NA,NA,NA,H03-F4-site-context-contrasts,NA,NA,FALSE
