frame_id,run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,metric_id,instrument_id,availability,row_key_hash,model_frame_hash,participants,participant_days,observations,sites,derivation_hours,min_days_per_participant,median_days_per_participant,max_days_per_participant,site,estimate,std_error,conf_low,conf_high,slope_status
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,5bf2f9057cb34327bed3dc16a5899984062b1bb5f2903f66f5b486448cf93d0c,153,896,896,8,20752.433333333334,2,6,8,BAUA,0.31194529718265696,0.24358314277797252,-0.16546888990324682,0.7893594842685607,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,5bf2f9057cb34327bed3dc16a5899984062b1bb5f2903f66f5b486448cf93d0c,153,896,896,8,20752.433333333334,2,6,8,TUM,-0.17482860126727295,0.4457115726168599,-1.0484072310890271,0.6987500285544811,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,5bf2f9057cb34327bed3dc16a5899984062b1bb5f2903f66f5b486448cf93d0c,153,896,896,8,20752.433333333334,2,6,8,FUSPCEU,-0.021830090129386276,0.16222427105641982,-0.3397838188182325,0.29612363855946,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,5bf2f9057cb34327bed3dc16a5899984062b1bb5f2903f66f5b486448cf93d0c,153,896,896,8,20752.433333333334,2,6,8,IZTECH,0.32085374647674153,0.2327286056744849,-0.13528593881747275,0.7769934317709558,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,5bf2f9057cb34327bed3dc16a5899984062b1bb5f2903f66f5b486448cf93d0c,153,896,896,8,20752.433333333334,2,6,8,UCR,0.31721784637849615,0.1575593450840037,0.008407204586130979,0.6260284881708613,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MCTQ,ESTIMABLE,7c71e2e3a958ce98e767038ec07d8cd2044de75ee11c46fbf063e8a112b33e2a,5bf2f9057cb34327bed3dc16a5899984062b1bb5f2903f66f5b486448cf93d0c,153,896,896,8,20752.433333333334,2,6,8,KNUST,-0.30949422084433953,0.3452676002629243,-0.986206282388243,0.367217840699564,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,RISE,0.12613955319523873,0.19650380577464868,-0.2590008289481264,0.5112799353386039,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,THUAS,-0.30165991723709634,0.303806591094439,-0.8971098940480837,0.2937900595738911,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,BAUA,-0.38964011318607567,0.23969104123448115,-0.8594259214225636,0.08014569505041225,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,TUM,0.09373517411515958,0.4470783431555079,-0.7825222767374749,0.9699926249677941,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,FUSPCEU,-0.21882997882054117,0.26192901775492067,-0.732201420126138,0.2945414624850556,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,IZTECH,-0.5719175777470631,0.2368803395385467,-1.0361945118882339,-0.10764064360589232,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,UCR,-0.11082105114997254,0.1567642353422388,-0.4180733064847215,0.19643120418477644,DESCRIPTIVE
primary__chest__all_available__m10_midpoint__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,m10_midpoint,MEQ,ESTIMABLE,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,5f2c7bd24d9b1a055922fe7ebe67816eafa759801bdb945144b988bcd19a7943,154,902,902,8,20891.75,2,6,8,KNUST,-0.7134890534467218,0.34937268728378024,-1.3982469377049056,-0.028731169188537797,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,RISE,-0.0650054995817866,0.1920493819337557,-0.44141537142512494,0.31140437226155177,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,THUAS,0.17561907331083532,0.2819179897343952,-0.3769300331625118,0.7281681797841824,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,BAUA,0.017255001460276982,0.2362051459344083,-0.44569857753419073,0.4802085804547447,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,TUM,-0.4014845400635523,0.43439975866001007,-1.2528924219300632,0.4499233418029587,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,FUSPCEU,0.05440499391836963,0.15714810184189798,-0.25359962593058283,0.36240961376732206,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,IZTECH,0.16602060697856535,0.22473186141482984,-0.2744457475731476,0.6064869615302784,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,UCR,0.25914940555025934,0.14799908657615712,-0.03092347388383393,0.5492222849843527,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MCTQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MCTQ,ESTIMABLE,00077b75ea786147cf82f8c5d8d5bb8903460ae2561fbdf56ed89c566abb8a4c,3a8b46bb48a6f39018950db55864ee737817a80320a2fa3e7cb626852e343ac7,153,825,825,8,19196.816666666666,2,6,7,KNUST,0.36232796185369837,0.3312119674371483,-0.2868355655717652,1.011491489279162,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,RISE,-0.057033728292514435,0.19085320119337776,-0.43109912896571156,0.31703167238068275,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,THUAS,-0.18892241053269748,0.29967265765985457,-0.7762700266974134,0.3984252056320184,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,BAUA,-0.11546757984440824,0.24102696244159383,-0.5878717455330202,0.3569365858442038,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,TUM,-0.06702524038293779,0.44585044596722895,-0.9408760569698276,0.806825576203952,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,FUSPCEU,-0.26794302270227494,0.2534033992106102,-0.7646045587150964,0.2287185133105465,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,IZTECH,-0.1865245853056107,0.23003525027955646,-0.6373853910281986,0.26433622041697724,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,UCR,-0.12635823856832268,0.15304984217030893,-0.42633041706166763,0.17361393992502228,DESCRIPTIVE
primary__chest__all_available__mean_timing_above_250__MEQ,2,primary__chest__all_available,primary,Primary dataset,chest,Chest,all_available,complementary_chest,mean_timing_above_250,MEQ,ESTIMABLE,61a7b57f8de7dd440eb961dc8333da2f02c0e811f8cf6532e10f0d1d7175fb90,da4c208a520c3f43f35dd33fc12579d15a450ab28dbee34da18202665c54fe5c,154,831,831,8,19336.133333333335,2,6,7,KNUST,-0.12394930746642163,0.3409734577354676,-0.7922450043120283,0.544346389379185,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,RISE,0.23484815469327175,0.2960544558454273,-0.3454079162263692,0.8151042256129126,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,THUAS,0.3734515413462204,0.41315822799770985,-0.4363237054456789,1.1832267881381195,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,BAUA,0.40252624740508147,0.3677534883899388,-0.31825734502816727,1.1233098398383303,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,TUM,1.2785767643285118,0.6133114370173492,0.07650843646800198,2.4806450921890217,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,FUSPCEU,-0.038007565626720696,0.22719834915435752,-0.4833081473162175,0.4072930160627761,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,IZTECH,0.7188530303385763,0.32762620829727546,0.07671746168449878,1.3609885989926538,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,UCR,0.997920237844537,0.6362364764749187,-0.24908034169696858,2.2449208173860424,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MCTQ,ESTIMABLE,4d7f5884323df82a23446d8a2c2445f2a022e69aa1b5542b16e0baf0d45aa537,091320926bec1d6ec7127dd51eaca482ce4996500261c1482d8d6a27d4e4cf1f,111,558,558,8,12943.483333333334,1,5,7,KNUST,0.22780660038835387,0.506439107583425,-0.7647958108377646,1.2204090116144723,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,RISE,-0.23133108926475743,0.28188791215773334,-0.783821244771105,0.3211590662415902,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,THUAS,-0.622961129244011,0.43892652112798763,-1.4832413025143256,0.23731904402630355,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,BAUA,-0.14518394000753537,0.3578305008401552,-0.846518834224169,0.5561509542090981,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,TUM,-1.7297413994459192,0.6024664775807762,-2.9105539973969483,-0.5489288014948903,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,FUSPCEU,0.16877056569972082,0.35799651299905966,-0.5328897063693612,0.8704308377688028,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,IZTECH,-0.8158187834398625,0.3227218586317805,-1.448342003381979,-0.18329556349774612,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,UCR,-1.3059624327257218,0.922183532280864,-3.113408943132145,0.5014840776807015,DESCRIPTIVE
primary__glasses__paired_common__first_timing_above_250__MEQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,first_timing_above_250,MEQ,ESTIMABLE,345c252f0c9601f8b26fc09d3317cb330481d6203fbabab6ed04551cc66ef3f7,c237b7a6f47f1590d4f5e9504e44991339f674bbf378edb8b9cda51b79ae659e,112,563,563,8,13059.716666666667,1,5,7,KNUST,-0.21432703856497626,0.5110303650038387,-1.2159281489788578,0.7872740718489053,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,RISE,0.15954940994794947,0.21994300277657453,-0.2715309541457296,0.5906297740416285,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,THUAS,0.32680217752232676,0.3018359524204977,-0.26478541846119386,0.9183897735058474,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,BAUA,0.6124859835397116,0.262512620327305,0.09797070221095672,1.1270012648684666,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,TUM,-0.031610361545979015,0.44896206534705163,-0.9115598400509182,0.84833911695896,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,FUSPCEU,0.007970879302837908,0.16309607813866955,-0.31169155986868474,0.32763331847436056,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,IZTECH,0.13241606480132512,0.23574133234116076,-0.3296284562548373,0.5944605858574875,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,UCR,0.8149866214236328,0.4735058254175854,-0.11306774286474486,1.7430409857120104,DESCRIPTIVE
primary__glasses__paired_common__l10_midpoint__MCTQ,3,primary__glasses__paired_common,primary,Primary dataset,glasses,Near eye,paired_common,paired_placement_sensitivity,l10_midpoint,MCTQ,ESTIMABLE,f4eb99bba1f6bbea64cd929474b079b966341939a601088025f4550048eb1e9b,04ecb8ba6ba3c606980a5715eb75a3f17a0a36e698e1c2ee56a94669f9477e40,111,637,637,8,14734.8,3,6,8,KNUST,0.08818278007993341,0.3566060166228803,-0.6107521691712036,0.7871177293310704,DESCRIPTIVE
