site,Id,position,datetime_utc,datetime_wall,local_date,clock_minute,utc_offset_minutes,is_dst,timezone,MEDI,LIGHT,stream_epoch_seconds,expected_subepochs,minimum_finite_subepochs,source_subepochs,observed_subepochs,distinct_subepochs,implicit_subepochs,MEDI_finite_subepochs,LIGHT_finite_subepochs,complete_subepoch_set,source_repository,source_commit,source_doi,source_sha256,Datetime,sleep,State.Brown,sleep_source_row_start,sleep_source_row_end,sleep_state_source,sleep_interval_bounds,wear,wear_source_row,wear_state_source,wear_interval_bounds,MEDI_raw,LIGHT_raw,measurement_context,measurement_context_source,invalid_nonwear,wear_sleep_disagrees_with_diary,wear_off_during_diary_sleep,wear_state_missing,medi_saturated,exclusion_reason,valid_medi,valid_light,valid_medi_light_pair,wall_source_real_minutes,wall_distinct_utc_minutes,wall_dst_fold,hour_valid_minutes,hour_valid_fraction,hour_eligible,day_valid_minutes_raw,day_zero_medi_minutes_raw,day_valid_fraction_raw,day_valid_minutes_after_hour,day_valid_fraction_after_hour,day_all_finite_medi_zero,day_all_zero_medi_excluded,day_eligible_without_all_zero_screen,day_eligible_after_hour_without_all_zero_screen,day_eligible,day_eligible_after_hour,coverage_period_eligible,all_zero_medi_inclusive_sensitivity_period_eligible,hourly_metric_period_eligible,hour_screened_coverage_period_eligible,coverage_signal_observed_real,coverage_value_eligible_real,MEDI_precoverage,LIGHT_precoverage,MEDI_precoverage_observed,LIGHT_precoverage_observed,MEDI_coverage_eligible,LIGHT_coverage_eligible,MEDI_eligible,LIGHT_eligible,MEDI_eligibility_reason,LIGHT_eligibility_reason,location,selection_seed,eligible_days_at_site,photoperiod_hours,civil_dawn_wall_minute,civil_dusk_wall_minute,solar_depression_deg,dawn,dusk,melEDI,brown_period,brown_reference_lx,declared_nonwear,availability,plot_id,site_panel,observed_run
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:32:00Z,2025-02-09T17:32:00Z,2025-02-09,1052,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:32:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:33:00Z,2025-02-09T17:33:00Z,2025-02-09,1053,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:33:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:34:00Z,2025-02-09T17:34:00Z,2025-02-09,1054,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:34:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:35:00Z,2025-02-09T17:35:00Z,2025-02-09,1055,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:35:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:36:00Z,2025-02-09T17:36:00Z,2025-02-09,1056,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:36:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:37:00Z,2025-02-09T17:37:00Z,2025-02-09,1057,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:37:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:38:00Z,2025-02-09T17:38:00Z,2025-02-09,1058,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:38:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:39:00Z,2025-02-09T17:39:00Z,2025-02-09,1059,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:39:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:40:00Z,2025-02-09T17:40:00Z,2025-02-09,1060,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:40:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:41:00Z,2025-02-09T17:41:00Z,2025-02-09,1061,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:41:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:42:00Z,2025-02-09T17:42:00Z,2025-02-09,1062,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:42:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:43:00Z,2025-02-09T17:43:00Z,2025-02-09,1063,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:43:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:44:00Z,2025-02-09T17:44:00Z,2025-02-09,1064,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:44:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:45:00Z,2025-02-09T17:45:00Z,2025-02-09,1065,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:45:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:46:00Z,2025-02-09T17:46:00Z,2025-02-09,1066,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:46:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:47:00Z,2025-02-09T17:47:00Z,2025-02-09,1067,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:47:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:48:00Z,2025-02-09T17:48:00Z,2025-02-09,1068,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:48:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:49:00Z,2025-02-09T17:49:00Z,2025-02-09,1069,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:49:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:50:00Z,2025-02-09T17:50:00Z,2025-02-09,1070,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:50:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:51:00Z,2025-02-09T17:51:00Z,2025-02-09,1071,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:51:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:52:00Z,2025-02-09T17:52:00Z,2025-02-09,1072,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:52:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
FUSPCEU,FUSPCEU_S024,glasses,2025-02-09T16:53:00Z,2025-02-09T17:53:00Z,2025-02-09,1073,60,FALSE,Europe/Madrid,0,0,10,6,6,6,6,6,0,6,6,TRUE,BaezaEtAl_Dataset_2025,2badb6e3302e898a5801cb35a3719bd0ec4b9aad,10.5281/zenodo.16834951,5bf6fb7f4e6be1c2312099f52d110c685209d5471d75430be428b1be08738d3b,2025-02-09T17:53:00Z,wake,wake,141,142,sleep_diary,[),,,,,0,0,worn_near_eye,placement_protocol,FALSE,FALSE,FALSE,TRUE,FALSE,,TRUE,TRUE,TRUE,1,1,FALSE,60,1,TRUE,1440,924,1,1440,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,TRUE,TRUE,TRUE,0,0,,,"Madrid, Spain",20260730,88,11.401232449942166,467.2307233055433,1151.3046703020732,6,2025-02-09T07:47:13Z,2025-02-09T19:11:18Z,0,Waking daytime,250,FALSE,Prepared melEDI available,FUSPCEU__FUSPCEU_S024__2025-02-09,"Madrid, Spain (FUSPCEU)
FUSPCEU_S024
2025-02-09",1
