"route","file","unit","scope","node","symbol"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","read_stored_rds","13/body/4/1","readRDS"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_file_hash","18/body/2/3/1/2","digest"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_file_hash","18/body/2/3/1/3","digest"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/6/3/1","file.exists"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/9/3/2/1","file.info"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/10/3/3/3/1/2","digest"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/10/3/3/3/1/3","digest"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/10/3/3/3/2","file"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/11/6/2/3/3","sha256"
"notebooks/preparation/06_model_ready_datasets.qmd","notebooks/preparation/06_model_ready_datasets.qmd","chunk_1","check_evidence_manifest","19/body/12/3/7/2/3/3","sha256"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","1/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","1/2","digest"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","2/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","3/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","4/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","5/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","6/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","7/1","library"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","8/3/2/1","Sys.getenv"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","8/3/2/3/1","getwd"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","39/3/6/2/2/3","sha256"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","41/3/3/2/1","file.exists"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","41/3/4/2/2/2/1","file.info"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","41/3/5/2/3/3","sha256"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","52/3/1","file.exists"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","55/3/2/1","file.info"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","56/3/3/3/1/2","digest"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","56/3/3/3/1/3","digest"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","TOP_LEVEL","57/3/5/3/3/3","sha256"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","read_stored_csv","11/body/3/2/1","file.exists"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","read_stored_csv","11/body/4/1/3","read_csv"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","file_sha256","13/body/2/1/2","digest"
"notebooks/preparation/07_example_days.qmd","notebooks/preparation/07_example_days.qmd","chunk_1","file_sha256","13/body/2/1/3","digest"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","TOP_LEVEL","3/1","source"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","find_descriptive_root","1/defaults/1/1","getwd"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","find_descriptive_root","1/body/3/2/2/2/2/1","file.exists"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","read_descriptive_csv","5/body/2/1/3","read_csv"
"notebooks/descriptives.qmd","notebooks/descriptives.qmd","chunk_1","include_descriptive_figure","16/body/6/1/3","include_graphics"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","load_descriptive_render_bundle","4/body/12/2/2/2/1","file.exists"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","load_descriptive_render_bundle","4/body/12/3/2/3/2/3/2/1","file.exists"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","1/defaults/1/1","getwd"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","1/body/2/3/1","Sys.getenv"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","descriptive_project_root","1/body/5/2/2/2/2/1","file.exists"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/2/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/3/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/4/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/5/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/7/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/8/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/9/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/10/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/11/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","source_descriptive_modules","2/body/12/1","source"
"notebooks/descriptives.qmd","scripts/descriptives/build_descriptives.R","R_SOURCE","read_plot_source_csv","3/body/2/1/3","read_csv"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","check_descriptive_packages","2/body/3/3/3","requireNamespace"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","configure_descriptive_site_display","24/body/3/2/2/1","file.exists"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","configure_descriptive_site_display","24/body/4/3/1/3","read.csv"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","locate_site_display_registry","23/defaults/1/1","getwd"
"notebooks/descriptives.qmd","scripts/descriptives/descriptive_contract.R","R_SOURCE","locate_site_display_registry","23/body/3/2/3/2/1","file.exists"
"notebooks/descriptives.qmd","scripts/descriptives/build_publication_tables.R","R_SOURCE","metric_thumbnail_html","12/body/2/3/2/1/3","ggplot_image"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","1/1","library"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","2/1","library"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","3/1","library"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","4/1","library"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","5/1","library"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","6/3/2/1","Sys.getenv"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","6/3/2/3/1","Sys.getenv"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","6/3/2/3/3/1","getwd"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","7/2/2/1","file.exists"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","9/1","source"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","TOP_LEVEL","10/1","source"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","read_stage3","13/body/2/1","read_csv"
"notebooks/hypotheses/H01.qmd","notebooks/hypotheses/H01.qmd","chunk_1","read_source","14/body/2/1","read_csv"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/2/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/3/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/4/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/5/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/6/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/7/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/8/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/9/1","library"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","2/3/2/2/2/1","getwd"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","2/3/2/3/2/2/1","getwd"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","3/3/3/3/2/2/1","file.exists"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","3/3/3/3/2/3/1","file.exists"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","7/1","source"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","8/1","source"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","TOP_LEVEL","9/1","source"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","1/3/2/2/1","system2"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","2/2/2/2/3/3/2/1","packageVersion"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","2/2/2/2/3/4/2/1","packageVersion"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","2/2/2/2/3/5/2/1","packageVersion"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","2/2/2/2/3/6/2/1","packageVersion"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","2/2/2/2/3/7/2/1","packageVersion"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_25","TOP_LEVEL","2/2/2/2/3/8/2/1","packageVersion"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","read_h01_csv","11/body/2/1/3","read_csv"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","verify_artifact_manifest","16/body/5/2/2/1","file.exists"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","verify_artifact_manifest","16/body/7/3/3/3/2/3","sha256"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","verify_production_integration_manifest","17/body/5/2/2/1","file.exists"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_1","verify_production_integration_manifest","17/body/9/3/3/2/3","sha256"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","4/body/2/2/2/1","file.exists"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","4/body/3/3/1","file"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","4/body/5/2/2/2/1/3","sha256"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","1/2/2/1","library"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","1/2/3/1","library"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","1/2/4/1","library"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","1/2/5/1","library"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","1/2/6/1","library"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","1/2/7/1","library"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","2/3/2/1","Sys.getenv"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","2/3/2/3/1","getwd"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","TOP_LEVEL","4/1","source"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_2","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_10","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_13","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_15","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","read_h02_csv","5/body/2/1/3","read_csv"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/2/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/3/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/4/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/5/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/6/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/7/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/8/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/9/1","library"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","2/3/2/2/2/1","getwd"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","2/3/2/3/2/2/1","getwd"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","3/3/3/3/2/2/1","file.exists"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","3/3/3/3/2/3/1","file.exists"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","7/1","source"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","8/1","source"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","9/1","source"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","22/3/1","readRDS"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","23/3/1","readRDS"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_3","TOP_LEVEL","3/2/2/2/2/2/5/2/3","sha256"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_4","TOP_LEVEL","1/3/3/5/3","sha256"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_7","TOP_LEVEL","1/3/2/2/6/1","mean"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_7","TOP_LEVEL","1/3/2/2/7/1","median"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_7","TOP_LEVEL","1/3/2/2/8/1","quantile"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/3/2/3/2/1/3","read_csv"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_24","TOP_LEVEL","1/3/3/3/2/1","packageVersion"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_24","TOP_LEVEL","1/3/3/4/2/1","packageVersion"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_24","TOP_LEVEL","1/3/3/5/2/1","packageVersion"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_24","TOP_LEVEL","1/3/3/6/2/1","packageVersion"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_24","TOP_LEVEL","1/3/3/7/2/1","packageVersion"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_24","TOP_LEVEL","1/3/3/8/1","Sys.getenv"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","read_h02_csv","13/body/2/1/3","read_csv"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","4/body/2/2/2/1","file.exists"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","4/body/3/3/1","file"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","4/body/5/2/2/2/1/3","sha256"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","3/body/3/3/3/3","sha256"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","3/body/4/3/3/3/2/4/2/3","sha256"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","3/body/7/3/1/3","read_csv"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","3/body/11/3/1/3","read_csv"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_input_contract","2/body/2/4/2","sha256"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","hash_for","3/body/6/body/2/3","sha256"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","1/1","options"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","2/2/2/1","library"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","2/2/3/1","library"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","2/2/4/1","library"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","2/2/5/1","library"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","2/2/6/1","library"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","4/3/1","Sys.getenv"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","5/2/3/2/1","file.exists"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","10/2/1","dir.exists"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","11/1",".libPaths"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","11/2/3/1",".libPaths"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","12/1","source"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","40/3/2/1/3","read_csv"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_2","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_6","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_10","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_12","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_13","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_14","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_18","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_20","TOP_LEVEL","1/1/3","include_graphics"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","locate_project_root","3/defaults/1/1","getwd"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","locate_project_root","3/body/3/2/2/2/2/1","file.exists"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","locate_project_root","3/body/3/2/2/2/3/1","file.exists"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","read_h03","13/body/2/1/3","read_csv"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/2/1","library"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/3/1","library"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/4/1","library"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/5/1","library"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/6/1","library"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","1/2/7/1","library"
