"route","file","unit","scope","kind","expression","disposition"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","scripts/hypotheses/H01/h01_contract.R","R_SOURCE","h01_validate_registry","if","if (any(finite_audit_threshold & metric_registry$audit_upper_threshold <= metric_registry$lower_bound) || any(finite_audit_threshold & is.finite(metric_registry$upper_bound) & metric_registry$audit_upper_threshold > metric_registry$upper_bound)) {     h01_abort(""H01 audit thresholds must lie inside the response bounds"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H02.qmd","notebooks/hypotheses/H02.qmd","chunk_1","diagnostic_table_data","if","if (isTRUE(as.logical(fit$convergence[[1L]]))) {     ""Converged"" } else {     as.character(fit$convergence[[1L]]) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H02.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H02.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H02.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (!is.logical(significant)) {     stop(""The significance indicator must be logical."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H02.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) == 1L && length(value) != 1L) {     significant <- rep.int(significant, length(value)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H02.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) != length(value)) {     stop(""The significance indicator must have length one or match the p-values."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","audit/hypotheses/H02/H02_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (getRversion() != ""4.6.1"") {     stop(""H02 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","if","if (any(mismatch)) {     rows <- which(mismatch)     h02_abort(""H02 input hash mismatch: %s"", paste(sprintf(""%s expected %s observed %s"", input$input_id[rows], input$sha256[rows], observed[rows]), collapse = ""; "")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","if","if (anyNA(base_observed$observed_sha256) || any(base_observed$status != ""PASS"") || any(base_observed$observed_sha256 != base_observed$expected_sha256)) {     h02_abort(""The approved base-data manifest does not verify both H02 inputs"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H02/H02_analysis_preparation.qmd","scripts/hypotheses/H02/h02_contract.R","R_SOURCE","h02_validate_inputs","if","if (anyNA(temporal_observed$observed_sha256) || any(temporal_observed$status != ""PASS"") || any(temporal_observed$observed_sha256 != temporal_observed$expected_sha256)) {     h02_abort(""The approved temporal manifest does not verify both H02 inputs"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","TOP_LEVEL","if","if (!nzchar(root) || !file.exists(file.path(root, ""renv.lock""))) {     root <- locate_project_root() }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","locate_project_root","repeat","repeat {     if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {         return(candidate)     }     parent <- dirname(candidate)     if (identical(parent, candidate)) {         stop(""Could not locate the project root"", call. = FALSE)     }     candidate <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","locate_project_root","if","if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {     return(candidate) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","locate_project_root","if","if (identical(parent, candidate)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","notebooks/hypotheses/H03.qmd","chunk_1","answer_category_line","if","if (category_order == 1L) {     ""1.000 (reference)"" } else {     format_ratio_ci(row$ratio_to_indoor, row$ratio_conf_low, row$ratio_conf_high) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (!is.logical(significant)) {     stop(""The significance indicator must be logical."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) == 1L && length(value) != 1L) {     significant <- rep.int(significant, length(value)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H03.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) != length(value)) {     stop(""The significance indicator must have length one or match the p-values."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","audit/hypotheses/H03/H03_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H03 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H03/H03_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","notebooks/hypotheses/H04.qmd","chunk_1","TOP_LEVEL","if","if (!nzchar(root) || !file.exists(file.path(root, ""renv.lock""))) {     root <- locate_project_root() }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","notebooks/hypotheses/H04.qmd","chunk_1","locate_project_root","repeat","repeat {     if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {         return(candidate)     }     parent <- dirname(candidate)     if (identical(parent, candidate)) {         stop(""Could not locate the project root"", call. = FALSE)     }     candidate <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","notebooks/hypotheses/H04.qmd","chunk_1","locate_project_root","if","if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {     return(candidate) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","notebooks/hypotheses/H04.qmd","chunk_1","locate_project_root","if","if (identical(parent, candidate)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","notebooks/hypotheses/H04.qmd","chunk_1","answer_category_line","if","if (identical(activity_code, ""home"")) {     ""reference category"" } else {     paste0(""ratio to At home "", format_ratio_ci(row$ratio_to_home, row$ratio_conf_low, row$ratio_conf_high)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (!is.logical(significant)) {     stop(""The significance indicator must be logical."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) == 1L && length(value) != 1L) {     significant <- rep.int(significant, length(value)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H04.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) != length(value)) {     stop(""The significance indicator must have length one or match the p-values."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H04/H04_analysis_preparation.qmd","audit/hypotheses/H04/H04_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H04 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H04/H04_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","notebooks/hypotheses/H05.qmd","chunk_1","format_p_cell","if","if (display$p_bold[[1L]]) {     paste0(""**"", display$p_display[[1L]], ""**"") } else {     display$p_display[[1L]] }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","notebooks/hypotheses/H05.qmd","chunk_1","format_effect","if","if (type == ""odds_ratio"") {     return(paste0(""OR "", format_number(estimate, digits), "" ("", format_number(low, digits), ""–"", format_number(high, digits), "")"")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","notebooks/hypotheses/H05.qmd","chunk_1","format_effect","if","if (type == ""ratio"") {     return(paste0(""×"", format_number(estimate, digits), "" ("", format_number(low, digits), ""–"", format_number(high, digits), "")"")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","notebooks/hypotheses/H05.qmd","chunk_1","format_effect","if","if (unit %in% c(""h"", ""clock time"")) "" h"" else """"","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (!is.logical(significant)) {     stop(""The significance indicator must be logical."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) == 1L && length(value) != 1L) {     significant <- rep.int(significant, length(value)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H05.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) != length(value)) {     stop(""The significance indicator must have length one or match the p-values."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H05/H05_analysis_preparation.qmd","audit/hypotheses/H05/H05_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H05 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H05/H05_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","notebooks/hypotheses/H06.qmd","chunk_1","locate_project_root","repeat","repeat {     if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {         return(candidate)     }     parent <- dirname(candidate)     if (identical(parent, candidate)) {         stop(""Could not locate the project root"", call. = FALSE)     }     candidate <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","notebooks/hypotheses/H06.qmd","chunk_1","locate_project_root","if","if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {     return(candidate) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","notebooks/hypotheses/H06.qmd","chunk_1","locate_project_root","if","if (identical(parent, candidate)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","notebooks/hypotheses/H06.qmd","chunk_1","compact_gt","if","if (inherits(data, ""gt_tbl"")) {     data } else {     gt::gt(data, groupname_col = groupname_col) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","notebooks/hypotheses/H06.qmd","chunk_1","compact_gt","if","if (!is.null(title) || !is.null(subtitle)) {     output <- gt::tab_header(output, title = title, subtitle = subtitle) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","notebooks/hypotheses/H06.qmd","chunk_1","compact_gt","if","if (!is.null(source_note)) {     output <- gt::tab_source_note(output, source_note = source_note) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (!is.logical(significant)) {     stop(""The significance indicator must be logical."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) == 1L && length(value) != 1L) {     significant <- rep.int(significant, length(value)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) != length(value)) {     stop(""The significance indicator must have length one or match the p-values."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","audit/hypotheses/H06/H06_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H06 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","scripts/pipeline/paths_io.R","R_SOURCE","artifact_sha256","if","if (!file.exists(path)) {     stop(""Cannot hash missing artifact: "", path, call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (!is.logical(significant)) {     stop(""The significance indicator must be logical."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) == 1L && length(value) != 1L) {     significant <- rep.int(significant, length(value)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06/H06_analysis_preparation.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_p_value_display","if","if (length(significant) != length(value)) {     stop(""The significance indicator must have length one or match the p-values."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06_daily.qmd","notebooks/hypotheses/H06_daily.qmd","chunk_1","locate_project_root","repeat","repeat {     if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {         return(candidate)     }     parent <- dirname(candidate)     if (identical(parent, candidate)) {         stop(""Could not locate the project root"", call. = FALSE)     }     candidate <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06_daily.qmd","notebooks/hypotheses/H06_daily.qmd","chunk_1","locate_project_root","if","if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {     return(candidate) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06_daily.qmd","notebooks/hypotheses/H06_daily.qmd","chunk_1","locate_project_root","if","if (identical(parent, candidate)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06_daily.qmd","notebooks/hypotheses/H06_daily.qmd","chunk_1","compact_gt","if","if (!is.null(source_note)) {     output <- gt::tab_source_note(output, gt::md(source_note)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06_daily.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H06_daily.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (any(invalid)) {     stop(""Finite p-values must lie between 0 and 1 inclusive."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H06_daily preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","chunk_1","locate_project_root","repeat","repeat {     if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {         return(candidate)     }     parent <- dirname(candidate)     if (identical(parent, candidate)) {         stop(""Could not locate the project root"", call. = FALSE)     }     candidate <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","chunk_1","locate_project_root","if","if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {     return(candidate) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","chunk_1","locate_project_root","if","if (identical(parent, candidate)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","chunk_1","compact_gt","if","if (inherits(data, ""gt_tbl"")) {     data } else {     gt::gt(data, groupname_col = groupname_col) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd","chunk_1","compact_gt","if","if (!is.null(source_note)) {     output <- gt::tab_source_note(output, gt::md(source_note)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H07.qmd","notebooks/hypotheses/H07.qmd","chunk_1","range_text","if","if (min(value) == max(value)) {     return(formatC(min(value), format = ""d"", big.mark = "","")) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H07.qmd","notebooks/hypotheses/H07.qmd","chunk_1","display_omissions","if","if (is.na(one) || one == ""None"") {     return(""None"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H07/H07_analysis_preparation.qmd","audit/hypotheses/H07/H07_analysis_preparation.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""H07 preparation requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"audit/hypotheses/H07/H07_analysis_preparation.qmd","audit/hypotheses/H07/H07_analysis_preparation.qmd","chunk_1","display_omissions","if","if (is.na(one) || one == """") {     return(""None"") }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","TOP_LEVEL","if","if (nzchar(configured_root) && file.exists(file.path(configured_root, ""renv.lock""))) {     root <- normalizePath(configured_root, winslash = ""/"", mustWork = TRUE) } else {     root <- locate_project_root() }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","TOP_LEVEL","if","if (!identical(as.character(getRversion()), ""4.6.1"")) {     stop(""The H08 reader report requires R 4.6.1"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","locate_project_root","repeat","repeat {     if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {         return(candidate)     }     parent <- dirname(candidate)     if (identical(parent, candidate)) {         stop(""Could not locate the project root"", call. = FALSE)     }     candidate <- parent }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","locate_project_root","if","if (file.exists(file.path(candidate, ""renv.lock"")) && file.exists(file.path(candidate, ""_quarto.yml""))) {     return(candidate) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","locate_project_root","if","if (identical(parent, candidate)) {     stop(""Could not locate the project root"", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","h08_gt","if","if (!is.null(title)) output <- tab_header(output, title = md(title))","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","h08_gt","if","if (!is.null(note)) output <- tab_source_note(output, md(note))","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","result_table","if","if (near_eye_association_wording) {     ""Associations compare scores separated by one participant-level SD"" } else {     ""Effects compare scores separated by one participant-level SD"" }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","notebooks/hypotheses/H08.qmd","chunk_1","result_table","if","if (near_eye_association_wording) {     output <- gt::cols_label_with(output, columns = dplyr::starts_with(""Effect per""), fn = function(label) sub(""^Effect"", ""Association"", label)) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
"notebooks/hypotheses/H08.qmd","scripts/pipeline/p_value_display.R","R_SOURCE","nh_validate_p_values","if","if (!is.numeric(value)) {     stop(""P-values must be supplied as a numeric vector."", call. = FALSE) }","All syntactic branches inventoried, not evaluated; dynamic conditions remain explicit"
