"route","manifest","row","path","recorded_sha256","recorded_bytes","basis","actual_sha256","actual_bytes","sha256_exact","bytes_exact","disposition","expected_historical_exception","branch_identity_predicate_satisfied"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",50,"audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_site_deviations.csv","9122c5e32ad4e223e8399120dc2a52910ec903632d0f54211fa1c6a4b1d500ac",14714,"All members are file-identity reads in the reviewed report branch, not scientific object loads","9122c5e32ad4e223e8399120dc2a52910ec903632d0f54211fa1c6a4b1d500ac",14714,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",51,"audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_audit.csv","93e06b6462296d143d3dabfdb36a93731fd32ea6c9e89f362e6c90cd69758ca5",1554,"All members are file-identity reads in the reviewed report branch, not scientific object loads","93e06b6462296d143d3dabfdb36a93731fd32ea6c9e89f362e6c90cd69758ca5",1554,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",52,"audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_runtime.csv","ee95a68d95ba7720920f82b944335c8b5835eaaf96a1c2ddcf3cdeee358d1c0e",3048,"All members are file-identity reads in the reviewed report branch, not scientific object loads","ee95a68d95ba7720920f82b944335c8b5835eaaf96a1c2ddcf3cdeee358d1c0e",3048,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",53,"audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/H01_METRIC-011_bootstrap_production_manifest.csv","e996dccb9556330a23c14bf2650ed7102662303dbac01a7873f5e974cc97eb57",10550,"All members are file-identity reads in the reviewed report branch, not scientific object loads","e996dccb9556330a23c14bf2650ed7102662303dbac01a7873f5e974cc97eb57",10550,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",54,"audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/tables/H01_METRIC-011_bootstrap_production_r2_summaries.csv","350a14e4f12f99bb68536b397f2d14bf0931795b4fa3f656e106864dd76ddb10",12708,"All members are file-identity reads in the reviewed report branch, not scientific object loads","350a14e4f12f99bb68536b397f2d14bf0931795b4fa3f656e106864dd76ddb10",12708,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",55,"audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv","51d3462833724af0238810b88b6d9e75e93d2d3a0aebcb2f5077e8adb0354346",16330,"All members are file-identity reads in the reviewed report branch, not scientific object loads","51d3462833724af0238810b88b6d9e75e93d2d3a0aebcb2f5077e8adb0354346",16330,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",56,"audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_latitude_leave_one_site_out_current.csv","4c4028862ed3ca7abaf1606bd6a73037cbc0e036acc1d9f712ab18a8b10a0756",460568,"All members are file-identity reads in the reviewed report branch, not scientific object loads","4c4028862ed3ca7abaf1606bd6a73037cbc0e036acc1d9f712ab18a8b10a0756",460568,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",57,"audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_model_diagnostics_current.csv","e3ec36f76431e8912a3b46ff22f2a46b2089921f9c6d35f127cbf4a0f6bf16a1",53423,"All members are file-identity reads in the reviewed report branch, not scientific object loads","e3ec36f76431e8912a3b46ff22f2a46b2089921f9c6d35f127cbf4a0f6bf16a1",53423,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",58,"audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_participant_influence_current.csv","76a722a805a081bd68330b0be9a15f09ba983438e8db5211a8c4422855a7a3de",154844,"All members are file-identity reads in the reviewed report branch, not scientific object loads","76a722a805a081bd68330b0be9a15f09ba983438e8db5211a8c4422855a7a3de",154844,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",59,"audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_r2_bootstrap_audit_current.csv","dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1",28867,"All members are file-identity reads in the reviewed report branch, not scientific object loads","dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1",28867,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",60,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_canonical_artifact_transition.csv","89f9e12f887b424d90e9f604f679ada07238f8eefbcfee21f56d412b8592bfd8",9742,"All members are file-identity reads in the reviewed report branch, not scientific object loads","89f9e12f887b424d90e9f604f679ada07238f8eefbcfee21f56d412b8592bfd8",9742,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",61,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_diagnostic_disposition.csv","eceb5b8a8baab4cb41d4bab53b4018ccc7fd4cd010a7a1708cfb0b2aab451f9c",439,"All members are file-identity reads in the reviewed report branch, not scientific object loads","eceb5b8a8baab4cb41d4bab53b4018ccc7fd4cd010a7a1708cfb0b2aab451f9c",439,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",62,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_integration_summary.csv","b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda",393,"All members are file-identity reads in the reviewed report branch, not scientific object loads","b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda",393,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",63,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_r2_production_comparison.csv","efd79941806b883388f256bd50da6825aa5b4ca5ad0a3ef1c75eb0520953c92b",8224,"All members are file-identity reads in the reviewed report branch, not scientific object loads","efd79941806b883388f256bd50da6825aa5b4ca5ad0a3ef1c75eb0520953c92b",8224,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",64,"audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_support_disposition.csv","c860a3c2cf6c04798e376a7d6ec6ccb481c99007f323d8b02c06082760f2357b",24556,"All members are file-identity reads in the reviewed report branch, not scientific object loads","c860a3c2cf6c04798e376a7d6ec6ccb481c99007f323d8b02c06082760f2357b",24556,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",65,"audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv","a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb",1515,"All members are file-identity reads in the reviewed report branch, not scientific object loads","a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb",1515,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",66,"scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R","46a61393e97afa0a32219506b96dea8e6de31d2493cb94cbcedf3eb12b1fc5ac",25064,"All members are file-identity reads in the reviewed report branch, not scientific object loads","46a61393e97afa0a32219506b96dea8e6de31d2493cb94cbcedf3eb12b1fc5ac",25064,TRUE,TRUE,"Identity matches recorded member",FALSE,TRUE
"audit/hypotheses/H01/H01_analysis_preparation.qmd","audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_production_integration_manifest.csv",67,"tests/hypotheses/H01/test_h01_l10_METRIC011_production.R","f22d2b246054055eae24b2ac046ae7b199a65119c767851b1e2c89c34cf5058b",6395,"All members are file-identity reads in the reviewed report branch, not scientific object loads","f703d553f073799beea6f6cd28f5aa88eeebb8ee02abf17ca5619c1c59946f8f",7149,FALSE,FALSE,"IDENTITY_TRANSITION_OR_MISSING: reconcile the report branch's explicit exception set; not a scientific discrepancy finding",TRUE,TRUE
