"package","version","library","description_path","description_sha256","direct_or_dependency","built","depends","imports","linking_to"
"ragg","1.5.2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/ragg/DESCRIPTION","327741d178633a43df8719c8c0056cf1d03f4bc4d019d89a425b8642eeeb7ef5","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:22:07 UTC; unix","","systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping"
"ragg","1.5.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/ragg/DESCRIPTION","54d254c9b2551bea2a58bc3c5b77c095e3015b85d86c4713e06547c12a8a9c79","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; aarch64-apple-darwin23; 2026-07-28 17:05:40 UTC; unix","","systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping"
"svglite","2.2.2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/svglite/DESCRIPTION","d3eafc95cb062a1c98dc9d3a6db245ed846c9c4716f951b63c2333f6474ecfef","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 02:23:12 UTC; unix","R (>= 4.1)","base64enc, cli, lifecycle, rlang (>= 1.1.0), systemfonts (>= 1.3.0),
textshaping (>= 0.3.0)","cpp11, systemfonts, textshaping"
"svglite","2.2.2","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/svglite/DESCRIPTION","e3d252aee64601b5a5cb9caecdb9a8712d8a133545a49cffec44d1bd3e69d64e","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 02:23:12 UTC; unix","R (>= 4.1)","base64enc, cli, lifecycle, rlang (>= 1.1.0), systemfonts (>=
1.3.0), textshaping (>= 0.3.0)","cpp11, systemfonts, textshaping"
"rnaturalearth","1.2.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/rnaturalearth/DESCRIPTION","494d353704e86b4a8f65b2d9eb3ca905aa302546b6b4fa8f6e1862f442146b24","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-04-26 05:25:56 UTC; unix","R (>= 3.1.1)","cli, httr (>= 1.1.0), jsonlite, sf (>= 0.3-4), terra, utils (>= 3.2.3)",""
"rnaturalearth","1.2.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/rnaturalearth/DESCRIPTION","af05163ceed639235e34a4ca4255166a004afe172ae0e96057f7dcf0517904fe","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-04-26 05:25:56 UTC; unix","R (>= 3.1.1)","cli, httr (>= 1.1.0), jsonlite, sf (>= 0.3-4), terra, utils
(>= 3.2.3)",""
"sf","1.1-2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/sf/DESCRIPTION","4c68c1a4561a17f14182e71197439ceab80a1af33a37bf3a8f59ca1857493c6b","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; aarch64-apple-darwin23; 2026-07-23 07:32:45 UTC; unix","methods, R (>= 4.1.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid, s2 (>=
1.1.0), stats, tools, units (>= 0.7-0), utils","Rcpp"
"sf","1.1-2","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/sf/DESCRIPTION","2d2b909154bf3c608c92d83cc379db815014d0da23639122e7c545327e60855e","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; aarch64-apple-darwin23; 2026-07-23 07:32:45 UTC; unix","methods, R (>= 4.1.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
s2 (>= 1.1.0), stats, tools, units (>= 0.7-0), utils","Rcpp"
"rvest","1.0.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/rvest/DESCRIPTION","3bbf82573b39fb116dcdb624e9c682c0d6d934bde9e27cfec390a3606c56ade0","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-07-28 21:06:11 UTC; unix","R (>= 4.1)","cli, glue, httr (>= 0.5), lifecycle (>= 1.0.3), magrittr, rlang (>=
1.1.0), selectr, tibble, xml2 (>= 1.4.0)",""
"rvest","1.0.5","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/rvest/DESCRIPTION","93da9ec09961d069af2fdcbe84575e7a0a5e6c9de81d020a81d4272ac18329df","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-04-26 05:22:36 UTC; unix","R (>= 4.1)","cli, glue, httr (>= 0.5), lifecycle (>= 1.0.3), magrittr,
rlang (>= 1.1.0), selectr, tibble, xml2 (>= 1.4.0)",""
"forcats","1.0.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/forcats/DESCRIPTION","22ab9b934f2b9d22e03f131200bbb3c65c10f69993b7d4953fe9fe6838b50b01","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-04-29 23:56:15 UTC; unix","R (>= 4.1)","cli (>= 3.4.0), glue, lifecycle, magrittr, rlang (>= 1.0.0), tibble",""
"forcats","1.0.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/forcats/DESCRIPTION","0315dca9a79ea4fed5cb6d4a44631b95b7a97c01cf7c829956538820e3ed00d4","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; ; 2026-07-28 17:05:28 UTC; unix","R (>= 3.4)","cli (>= 3.4.0), glue, lifecycle, magrittr, rlang (>= 1.0.0), tibble",""
"lubridate","1.9.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/lubridate/DESCRIPTION","5370a9e8b1d861cf82f2b501a9025f4fae5c4ada7a79e54e79c86b949285a714","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:16:04 UTC; unix","methods, R (>= 3.2)","generics, timechange (>= 0.4.0)",""
"lubridate","1.9.4","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/lubridate/DESCRIPTION","a25e6e6a18a9ff0408abbd32a3b5b029dd332dec508e5f5ec0b29c3e70d9bc95","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; aarch64-apple-darwin23; 2026-07-28 17:05:10 UTC; unix","methods, R (>= 3.2)","generics, timechange (>= 0.3.0)",""
"ggtext","0.1.2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/ggtext/DESCRIPTION","d564b6a8c56786ba0aa10e3b41462f011c41a6a472544ad3c68d7eb60362c242","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-04-29 21:38:34 UTC; unix","R (>= 3.5)","ggplot2 (>= 3.3.0), grid, gridtext, rlang, scales",""
"ggtext","0.2.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/ggtext/DESCRIPTION","882d2a478696aaa00ae30ac67ca7732cf47e44d85edc8e1abb9522358c03df3a","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; ; 2026-08-28 14:32:45 UTC; unix","R (>= 3.5)","ggplot2 (>= 3.3.0), grid, gridtext, rlang, scales",""
"png","0.1-9","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/png/DESCRIPTION","0b6da0ee10c6593e222f03630b853eceed37489502bae9410d6a0b966b0a8030","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:50:44 UTC; unix","R (>= 2.9.0)","",""
"png","0.1-8","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/png/DESCRIPTION","6a7ad53a6ea789131f9147e2933235479c4cf561a864d893bccf86812ad0d0f9","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.1; aarch64-apple-darwin23; 2026-07-28 17:04:36 UTC; unix","R (>= 2.9.0)","",""
"legendry","0.3.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/legendry/DESCRIPTION","6a3eb4c884a91fc5a16a35d7d0204628d0b47843e1c88b049fc1c00268f0b50e","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-05-13 05:23:38 UTC; unix","ggplot2 (>= 4.0.0), R (>= 4.1.0)","cli, grid (>= 4.1.0), gtable, lifecycle, rlang (>= 1.2.0), S7, scales
(>= 1.1.1), vctrs (>= 0.6.0)",""
"legendry","0.3.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/legendry/DESCRIPTION","3751187947867b18c5a00ab27659d0fa50732508e4afb2076c7e34f235b50495","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; ; 2026-05-13 05:23:38 UTC; unix","ggplot2 (>= 4.0.0), R (>= 4.1.0)","cli, grid (>= 4.1.0), gtable, lifecycle, rlang (>= 1.2.0), S7,
scales (>= 1.1.1), vctrs (>= 0.6.0)",""
"ggrepel","0.9.8","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/ggrepel/DESCRIPTION","34e19200fddd65b044860b4bfadea7b16427e05f0a7306ccc0c5de23052bbcb9","SYNTACTIC_PACKAGE_REQUIREMENT_OR_LOADER_CHECK","R 4.6.0; aarch64-apple-darwin23; 2026-04-26 11:08:07 UTC; unix","R (>= 4.1.0), ggplot2 (>= 3.5.2)","grid, Rcpp, rlang (>= 1.1.6), S7, scales (>= 1.4.0), withr (>= 3.0.2)","Rcpp"
"base64enc","0.1-6","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/base64enc/DESCRIPTION","d86792da8fbabb90bcfeb408dd7fa8b39489f346f7eb4b983540064aa0cf1384","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:38:42 UTC; unix","R (>= 2.9.0)","",""
"base64enc","0.1-6","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/base64enc/DESCRIPTION","63f040fcb4e4e5cb5c5db0116726e51dea34e059a98571f4b6457757a9ac6086","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:38:42 UTC; unix","R (>= 2.9.0)","",""
"bigD","0.3.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/bigD/DESCRIPTION","2dd8a05d856417c51054d2db479fc5054c2c1a5b21209cd0fc8c9ade9a9562b0","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-29 23:52:28 UTC; unix","R (>= 3.6.0)","",""
"bigD","0.3.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/bigD/DESCRIPTION","ba7787366354c3b54e971bf5f3b7163af056a13f0c2ad541ce718ac3b9c976a9","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 15:59:07 UTC; unix","R (>= 3.6.0)","",""
"bitops","1.0-9","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/bitops/DESCRIPTION","7a9d53a5854eba74714a547da3c5d9d5c49e0d228aa5ead6aee021151edb64e7","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-06-17 18:26:54 UTC; unix","","",""
"bitops","1.0-9","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/bitops/DESCRIPTION","4f8954c7b71b4d1b4cd0524085dbf707b93306796697db582722c715abd8820d","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:51:14 UTC; unix","","",""
"cli","3.6.6","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/cli/DESCRIPTION","b2871eb3e905596171236b7224708c5708be556f69964e1d122f515e956c4442","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:10 UTC; unix","R (>= 3.4)","utils",""
"cli","3.6.6","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/cli/DESCRIPTION","9f56e4ef6c15edd2771f03c29645ad303e0472a1bb037ea0b13fb4c855875767","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:10 UTC; unix","R (>= 3.4)","utils",""
"commonmark","2.0.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/commonmark/DESCRIPTION","76c265593a9ef018d0e5765d3bbf6b18c2bc07932a78700dadad863c22f3ca3f","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:02:53 UTC; unix","","",""
"commonmark","2.0.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/commonmark/DESCRIPTION","022071ee58e8265e2aa40ab61cf9e9cfeecf4350c008cf6cdc34f81f4ba19881","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 09:27:57 UTC; unix","","",""
"fs","2.1.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/fs/DESCRIPTION","9331ef81b4407cddfcf117f9d9185121be590735b2220743438652ae823b6760","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:04 UTC; unix","R (>= 4.1)","methods",""
"fs","2.1.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/fs/DESCRIPTION","0406d5ce1176852c07f002364f5d592aeb5d6bce6e6696c979dfd1b95e77e78f","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:15 UTC; unix","R (>= 4.1)","methods",""
"glue","1.8.1","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/glue/DESCRIPTION","42e01fd02860d92275eb42d53781ce0ffe6a33bd01d224726c0397b79921b65e","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:32 UTC; unix","R (>= 4.1)","methods",""
"glue","1.8.1","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/glue/DESCRIPTION","2f4fb1632fef509978849d310d3eb04fc889368978e1aa8b2af669aa73fa795e","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:32 UTC; unix","R (>= 4.1)","methods",""
"htmltools","0.5.9","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/htmltools/DESCRIPTION","8bd54e2715d3769b189797ba00ad5ba8cb44dc51e60d2264f134e48dc39aea4a","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin20; 2026-07-28 21:03:29 UTC; unix","R (>= 2.14.1)","base64enc, digest, fastmap (>= 1.1.0), grDevices, rlang (>= 1.0.0),
utils",""
"htmltools","0.5.9","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/htmltools/DESCRIPTION","07c08355062c6de7a44b8c83c68b31d0d9505f5885e34eaf5dbcd1059f1d241e","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 23:13:58 UTC; unix","R (>= 2.14.1)","base64enc, digest, fastmap (>= 1.1.0), grDevices, rlang (>=
1.0.0), utils",""
"htmlwidgets","1.6.4","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/htmlwidgets/DESCRIPTION","81c684b9d44db2b9c344a2e4258d6b5b46df809ca54d93b44515088301354b27","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-06-17 19:36:05 UTC; unix","","grDevices, htmltools (>= 0.5.7), jsonlite (>= 0.9.16), knitr (>= 1.8),
rmarkdown, yaml",""
"htmlwidgets","1.6.4","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/htmlwidgets/DESCRIPTION","953ca710bcd7a6e8a61d9e517b1cf332effb50709f8dbc1c4fce6c703ceb0663","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-26 15:49:50 UTC; unix","","grDevices, htmltools (>= 0.5.7), jsonlite (>= 0.9.16), knitr
(>= 1.8), rmarkdown, yaml",""
"juicyjuice","0.1.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/juicyjuice/DESCRIPTION","246d3678a266138c2da827cf683b47eaeeb6e08e6ff07e5bae8cb8352f84afaa","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-07-15 06:40:54 UTC; unix","","V8 (>= 4.2.0)",""
"juicyjuice","0.1.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/juicyjuice/DESCRIPTION","bb1b5f7d947db9d84fe223a0ddb3771f56b7b674873c15c60fdb41e9c5f7b28d","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 15:59:02 UTC; unix","","V8 (>= 4.2.0)",""
"magrittr","2.0.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/magrittr/DESCRIPTION","b659a0cbb383166e47d2efaba4d741c14ef612859811423ac43ddcd67a03de72","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:33 UTC; unix","R (>= 3.4.0)","",""
"magrittr","2.0.5","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/magrittr/DESCRIPTION","3e6f1f823c561ba89a4ccb04a2c918a1cdaaadfa598597de83421619e12cd243","DESCRIPTION_DEPENDENCY","R 4.6.0; aarch64-apple-darwin23; 2026-04-25 15:39:33 UTC; unix","R (>= 3.4.0)","",""
"markdown","2.0","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/markdown/DESCRIPTION","77ff1790eafc377bc78a04ee629eec5f8c7cab6611235ebdbf4704407e55769a","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-06-17 19:03:01 UTC; unix","R (>= 2.11.1)","utils, xfun, litedown (>= 0.6)",""
"markdown","2.0","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/markdown/DESCRIPTION","fe793c9a5069f934bea76b0fe81415c0f762e7d87187496858bf276feab5232a","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-25 23:18:24 UTC; unix","R (>= 2.11.1)","utils, xfun, litedown (>= 0.6)",""
"reactable","0.4.5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv/library/macos/R-4.6/aarch64-apple-darwin23/reactable/DESCRIPTION","03f5b41db6623cc692eeff26447ff46c7b09139bd977bd11422eda00da8d1aff","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-06-17 19:36:51 UTC; unix","R (>= 3.1)","digest, htmltools (>= 0.5.2), htmlwidgets (>= 1.5.3), jsonlite, reactR",""
"reactable","0.4.5","/Users/zauner/Library/R/arm64/4.6/library","/Users/zauner/Library/R/arm64/4.6/library/reactable/DESCRIPTION","1f2fc58e16944c4c0c22fca4adf047c6a655179c993c478dd8508ee8a9ac9ec8","DESCRIPTION_DEPENDENCY","R 4.6.0; ; 2026-04-26 15:51:26 UTC; unix","R (>= 3.1)","digest, htmltools (>= 0.5.2), htmlwidgets (>= 1.5.3),
jsonlite, reactR",""
