"file","unit","scope","node","value"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/19","Handles non-negative continuous outcomes with a mass at zero without silently changing the response family."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/20","Site-average marginalization"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/21","Equal weight for every represented site"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/22","Defines the site-average estimate and prevents large sites from dominating the site contrasts."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/23","Confidence level"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/24","95%"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/25","Used for model effects, site contrasts, R² summaries, and sensitivity estimates."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/26","Bootstrap target"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/27","At least 1,000 successful joint refits per estimable run and metric"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/28","Propagates joint refit uncertainty into marginal R², conditional R², participant-associated share, and term part-R²."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/29","Model implementation"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_16","TOP_LEVEL","1/2/2/2/31","The identical implementation is used for the primary and gap-timing-unaware datasets."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/6","Overall site"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/7","Joint contribution of the represented site factor conditional on photoperiod"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/8","Complete site model versus model without site"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/9","One model-level p-value per metric"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/10","Photoperiod"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/11","Change per hour of photoperiod conditional on site"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/12","Complete site model versus model without photoperiod"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/13","Difference, ratio, or odds ratio with 95% CI"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/14","Latitude"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/15","Change per 10° absolute latitude conditional on photoperiod"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/16","Latitude model versus model without latitude"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/17","Difference, ratio, or odds ratio with 95% CI"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/18","Site versus latitude adequacy"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/19","Whether the site factor retains information beyond a linear absolute-latitude term in the same frame"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/20","Complete site model versus latitude model"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/21","One model-level p-value per metric"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/22","Site-specific deviation"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/23","Each site minus or divided by the site-average estimate, which gives every site equal weight"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/24","Hierarchical emmeans follow-up only after a supported overall site test"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/25","Difference or ratio with 95% CI and within-metric FDR adjustment"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/26","Variation represented"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/27","Marginal R², conditional R², participant-associated share, and model-specific term part-R² values that may overlap and must not be summed"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/28","Stored joint bootstrap refits"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/2/2/29","Estimate with 95% bootstrap interval"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_17","TOP_LEVEL","1/2/2/3","Reported scale"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_18","TOP_LEVEL","1/2/2/2/2/5/2/3","_"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_18","TOP_LEVEL","1/2/2/2/2/5/2/4"," "
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_18","TOP_LEVEL","1/2/2/2/2/6","Benjamini–Hochberg"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/2/2/7/2/2/3","PASS"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/2/2/7/3","Verified"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/2/2/7/4","Review needed"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/2/2/8","drop"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/2/4","run_id"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/3/3","Primary dataset"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/3/4","Gap-timing-unaware dataset"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/5/3","All available"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/2/5/4","Placement-matched"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/3/3/2","Primary dataset"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/3/3/3","Gap-timing-unaware dataset"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/4/3/2","Near eye"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/4/3/3","Chest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/5/3/2","All available"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/2/2/5/3/3","Placement-matched"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_19","TOP_LEVEL","1/2/2/2/3","Dataset"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/5","Model-level fit checks"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/6","Did each fit converge, pass its family-specific residual checks, and respect physical prediction bounds?"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/7","Flags require response-specific interpretation; a warning is not automatically a failed model."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/8","Metric-specific model-check plots and source data"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/9","What residual shape, fitted-value pattern, and simulation-based behaviour produced a model-level assessment?"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/10","Representative plots illustrate the stored fit and do not re-estimate it."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/11","Participant-deletion influence"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/12","How much did fixed-effect estimates change when each participant was omitted and the model refitted?"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/13","A large dfbeta indicates sensitivity to a participant, not necessarily data error."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/14","Leave-one-site-out latitude analysis"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/15","Did the latitude estimate depend strongly on one represented site?"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/16","Only eight or nine sites are available, so leave-one-site-out changes both range and leverage."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/17","Joint-refit execution audit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/18","Were the required successful joint refits obtained for every estimable target?"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/19","It assesses execution and interval support, not whether the model is scientifically correct."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/20","Response-family checks"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/21","Did the retained response families satisfy the common model-check screen in both prepared datasets and sensor positions?"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/2/2/22","Documents the response-family assessment; it is not a new fit during rendering."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/3","Question answered"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_20","TOP_LEVEL","1/2/2/4","Interpretive limit"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/6","Complementary chest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/7","Sensor position"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/8","Metric definitions, response-family registry, formulas, multiplicity, and reporting scales"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/9","Chest models, tables, model checks, and source data"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/10","Placement-matched sample"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/11","Restricts each metric to the same participants and participant-days at near-eye and chest positions"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/12","Separate sensor-position-specific models and identical model structure"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/13","Matched-sample models and sensor-position table/figure"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/14","Gap-timing-unaware dataset"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/15","Metric preparation does not use the timing of remaining gaps for an additional metric-specific adjustment"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/16","General 50%-per-hour and 80%-per-day coverage, implementation, formulas, and multiplicity"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/17","Eight same-model sensitivity runs"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/18","Noon cut for darkest-10-hour midpoint"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/19","Subtracts 24 hours strictly after noon rather than strictly after 16:00"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/20","Outcome records, model implementation, and response family"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/21","Stored noon-cut model frames, estimates, and support decisions"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/22","Exactly identified light periods"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/23","Restricts the longest continuous period metric to exactly identified periods"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/24","Response family, predictors, model implementation, and reporting scale"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/25","Stored period sensitivity models and comparison table"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/26","Preregistered predictor scope"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/27","Omits the added photoperiod covariate where it was not in the preregistered formula"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/28","Metric frames, site coding, latitude coding, response families"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/29","Stored scope-sensitivity models and comparison table"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/30","Site-average marginalization"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/31","Uses equal rather than observed site weights"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/32","Fitted models and contrasts"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/33","Stored marginalization comparison"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/34","Participant and site influence"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/35","Deletes one participant or one site at a time"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/36","Outcome and model specification"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/2/2/37","Stored dfbeta and leave-one-site-out results"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/3","Held constant"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_21","TOP_LEVEL","1/2/2/4","Stored evidence"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/5","h01_contract.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/6","Seventeen-metric registry, four multiplicity families, eight-run registry, pinned inputs, exact formulas, and reproducible seeds"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/7","Provides one declared contract to every H01 operation."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/8","h01_modeling.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/9","Response transformation, model-frame construction, lm/lmer/glmmTMB fitting, comparisons, emmeans contrasts, diagnostics, influence, and R² extraction"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/10","Applies the same scientific implementation to every dataset, placement, and sample."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/11","paths_io.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/12","Atomic artifact writing and SHA-256 calculation"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/13","Keeps file identity and scientific modelling responsibilities distinct."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/14","p_value_display.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/15","Three-decimal reader-facing p-value formatting"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/2/2/16","Separates display formatting from full-precision inference."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_22","TOP_LEVEL","1/2/2/3","Why separate"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/8","run_h01_models.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/9","Reads the verified H01 bundles, constructs response-specific frames, fits the declared model set, runs diagnostics and registered sensitivities, and writes model/result artifacts."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/10","Models, diagnostics, exact samples, effects, contrasts, R² draws, and model-results manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/11","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/13","assess_h01_response_family_candidates.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/14","Applies the common diagnostic screen to the response-family review and records the final response-family selection evidence."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/15","Response-family evidence and selection records"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/16","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/18","archive_h01_pre_sleep_tweedie_baseline.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/19","Preserves the replaced pre-sleep response-family outputs before the selected identity-scale implementation is written."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/20","Checksummed superseded-output archive"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/21","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/23","run_h01_response_family_bootstrap_production.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/24","Completes the production joint-refit bootstrap for the selected pre-sleep response family without changing unaffected draw files."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/25","Production draws, checkpoints, audit, provenance, and manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/26","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/28","build_h01_reporting_inputs.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/29","Assembles audited model results into stable reporting tables and source data."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/30","Reporting tables, figures, source data, and manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/31","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/33","build_h01_stage3_reporting_inputs.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/34","Builds the standalone result-report tables, diagnostic displays, paired-placement display, and accessibility metadata from stored outputs."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/35","Reader tables, figures, source data, and reporting manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/36","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/38","run_h01_l10_METRIC011_bootstrap_production.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/39","Runs the explicitly authorized production joint bootstrap for exactly four primary darkest-10-hour mean targets."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/40","Four draw files, 95% intervals, runtime, audit, and production manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/41","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/43","integrate_h01_l10_METRIC011_production.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/44","Verifies and installs only the four accepted L10 point/bootstrap branches and their dependent FDR-derived fields."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/45","Bounded canonical L10 outputs and current diagnostic overlays"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/46","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/48","integrate_h01_l10_METRIC011_reporting.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/49","Refreshes only L10-dependent reporting rows, source data, and figures from verified stored outputs."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/50","L10-dependent comparison, results, and provenance artifacts and manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/51","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/53","run_h01_mder_METRIC010_bootstrap_production.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/54","Runs the explicitly authorized production joint bootstrap for exactly eight MDER targets."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/55","Eight draw files, 95% intervals, runtime, audit, and production manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/56","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/58","integrate_h01_mder_METRIC010_production.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/59","Builds and verifies the bounded current MDER candidate set while guarding every non-MDER artifact."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/60","Candidate MDER outputs, support comparison, transition records, and preservation baseline"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/61","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/63","install_h01_mder_METRIC010_production.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/64","Installs only the verified MDER candidate files and archives superseded ratio-of-integrals artifacts."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/65","Current MDER model, diagnostic, interval, sensitivity, and manifest outputs"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/66","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/68","reseal_h01_mder_METRIC010_bootstrap_manifest.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/69","Reseals the production-bootstrap inventory after the bounded MDER installation."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/70","Current response-family bootstrap manifest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/71","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/73","notebooks/hypotheses/H01.qmd"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/74","Assembles the standalone H01 scientific results report from verified reporting artifacts."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/75","H01.html"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/76","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/78","H01_analysis_preparation.qmd"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/79","Explains and displays the data-to-result chain shown on this page."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/80","H01_analysis_preparation.html and preserved descriptive source-data CSVs"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/81","Yes"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/83","build_h01_preparation_report_manifest.R"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/84","Records source, rendered output, displayed dependencies, and environment identities."
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/85","H01_preparation_report_artifacts.csv"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/86","No"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","chunk_23","TOP_LEVEL","1/2/2/2/2/88","build_h01_worker_manifest.R"
