"route","file","target","tier","basis","canonical_absolute","inside_canonical_root","exists","is_directory","closure_verdict"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/"", ""H10_participant_deletion_influence.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/09_tables/H10/H10_multiplicity_family_audit.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/09_tables/H10/H10_multiplicity_family_audit.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H10/H10_multiplicity_family_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/09_tables/H10/H10_primary_main_results.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/09_tables/H10/H10_primary_main_results.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H10/H10_primary_main_results.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/09_tables/H10/H10_primary_interaction_results.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/09_tables/H10/H10_primary_interaction_results.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H10/H10_primary_interaction_results.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/09_tables/H10/H10_model_effects.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/09_tables/H10/H10_model_effects.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H10/H10_model_effects.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/09_tables/H10/H10_model_tests.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/09_tables/H10/H10_model_tests.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/09_tables/H10/H10_model_tests.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_paired_placement_main_effects.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_primary_gap_common_sample_effects.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_preregistered_exclusion_effects.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_metric_specific_sensitivities.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_metric_specific_sensitivities.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_metric_specific_sensitivities.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_mder_current_distribution.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_mder_current_distribution.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_mder_current_distribution.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_mder_current_influence_assessment.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_mder_current_influence_assessment.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_mder_current_influence_assessment.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC010_gap_repair_non_mder_identity_audit.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_METRIC010_gap_repair_non_mder_identity_audit.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC010_gap_repair_non_mder_identity_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC010_gap_repair_primary_identity_audit.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_METRIC010_gap_repair_primary_identity_audit.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC010_gap_repair_primary_identity_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC010_gap_repair_multiplicity_change_audit.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_METRIC010_gap_repair_multiplicity_change_audit.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC010_gap_repair_multiplicity_change_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/06_model_data/H10/H10_METRIC010_gap_repair_record.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/06_model_data/H10/"", ""H10_METRIC010_gap_repair_record.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/H10/H10_METRIC010_gap_repair_record.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/06_model_data/H10/H10_METRIC011_l10_cell_changes.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/06_model_data/H10/"", ""H10_METRIC011_l10_cell_changes.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/H10/H10_METRIC011_l10_cell_changes.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC011_frozen_identity_audit.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_METRIC011_frozen_identity_audit.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC011_frozen_identity_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC011_multiplicity_audit.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_METRIC011_multiplicity_audit.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC011_multiplicity_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC011_update_summary.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_METRIC011_update_summary.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC011_update_summary.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_sensitivity_stability_summary.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_sensitivity_stability_summary.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_sensitivity_stability_summary.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/08_diagnostics/H10/sensitivity/H10_waking_mder_unavailable.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/08_diagnostics/H10/sensitivity/"", ""H10_waking_mder_unavailable.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/08_diagnostics/H10/sensitivity/H10_waking_mder_unavailable.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_execution_environment.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/12_manifests/H10/H10_execution_environment.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_execution_environment.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_figure_manifest.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/12_manifests/H10/H10_figure_manifest.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_figure_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_stage2_artifacts.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/12_manifests/H10/H10_stage2_artifacts.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_stage2_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_stage3_artifacts.csv","READ_OR_INCLUDE","read_h10_csv(""artifacts/12_manifests/H10/H10_stage3_artifacts.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_stage3_artifacts.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_core_diagnostic_figure_manifest.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_core_diagnostic_figure_manifest.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_core_diagnostic_figure_manifest.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/11_source_data/H10/H10_preparation_age_distribution_data.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/11_source_data/H10/"", ""H10_preparation_age_distribution_data.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/11_source_data/H10/H10_preparation_age_distribution_data.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/11_source_data/H10/H10_preparation_sample_support_data.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/11_source_data/H10/"", ""H10_preparation_sample_support_data.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/11_source_data/H10/H10_preparation_sample_support_data.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_preparation_figure_readability_qa.csv","READ_OR_INCLUDE","read_h10_csv(paste0(""artifacts/12_manifests/H10/"", ""H10_preparation_figure_readability_qa.csv""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_preparation_figure_readability_qa.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","config/site_display_registry.csv","READ_OR_INCLUDE","read_h10_csv(""config/site_display_registry.csv"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/config/site_display_registry.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/06_model_data/H10/H10_model_frames.rds","READ_OR_INCLUDE","readRDS(file.path(root, ""artifacts/06_model_data/H10/H10_model_frames.rds""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/H10/H10_model_frames.rds",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/06_model_data/H10/H10_model_frames.rds","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, ""artifacts/06_model_data/H10/H10_model_frames.rds"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/H10/H10_model_frames.rds",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/10_figures/H10/H10_preparation_age_distribution.png","READ_OR_INCLUDE","knitr::include_graphics(file.path(root, ""artifacts/10_figures/H10/H10_preparation_age_distribution.png""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H10/H10_preparation_age_distribution.png",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/10_figures/H10/H10_preparation_age_distribution.png","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, ""artifacts/10_figures/H10/H10_preparation_age_distribution.png"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H10/H10_preparation_age_distribution.png",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/10_figures/H10/H10_preparation_sample_support.png","READ_OR_INCLUDE","knitr::include_graphics(file.path(root, ""artifacts/10_figures/H10/H10_preparation_sample_support.png""))","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H10/H10_preparation_sample_support.png",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/10_figures/H10/H10_preparation_sample_support.png","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, ""artifacts/10_figures/H10/H10_preparation_sample_support.png"")","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/10_figures/H10/H10_preparation_sample_support.png",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","scripts/hypotheses/H10/h10_contract.R","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/hypotheses/H10/h10_contract.R",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","scripts/hypotheses/H10/h10_modeling.R","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/hypotheses/H10/h10_modeling.R",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","scripts/hypotheses/H10/run_h10_stage2.R","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/hypotheses/H10/run_h10_stage2.R",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","scripts/hypotheses/H10/run_h10_metric010_update.R","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/hypotheses/H10/run_h10_metric010_update.R",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","scripts/hypotheses/H10/run_h10_metric011_update.R","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/hypotheses/H10/run_h10_metric011_update.R",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","scripts/hypotheses/H10/build_h10_metric011_figures.R","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/hypotheses/H10/build_h10_metric011_figures.R",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/06_model_data/H10/H10_METRIC010_gap_repair_record.csv","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/06_model_data/H10/H10_METRIC010_gap_repair_record.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC010_gap_repair_non_mder_identity_audit.csv","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC010_gap_repair_non_mder_identity_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
"audit/hypotheses/H10/H10_analysis_preparation.qmd","audit/hypotheses/H10/H10_analysis_preparation.qmd","artifacts/12_manifests/H10/H10_METRIC010_gap_repair_primary_identity_audit.csv","PATH_CONSTRUCTOR_NOT_PROOF_OF_READ","file.path(root, key_paths)","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/artifacts/12_manifests/H10/H10_METRIC010_gap_repair_primary_identity_audit.csv",TRUE,TRUE,FALSE,"CONDITIONAL_CANDIDATE_OR_FRONTIER: not an approved minimal staging set"
