"placement","v0_order","metric_id","manuscript_name","analysis_unit","factor_id","spearman_rho","v0_pearson_raw_p","consistent_spearman_raw_p","participants","sites","represented_days_total","days_per_participant_min","days_per_participant_median","days_per_participant_max","factor_label","v0_scalar_bh_p","consistent_spearman_vector_bh_p","v0_display_flag","consistent_spearman_vector_bh_flag"
"chest",13,"dose_observed_medi","melEDI dose","participant-day","leba_f4",-0.00559477696739047,0.721610992979147,0.945097693506702,154,8,897,2,6,8,"Controlling and using ambient light before bedtime",1,0.994975678567712,FALSE,FALSE
"chest",13,"dose_observed_medi","melEDI dose","participant-day","leba_f5",-0.118636914006604,0.460779331329715,0.14280337082003,154,8,897,2,6,8,"Using light in the morning and during daytime",1,0.54771971724472,FALSE,FALSE
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f2",0.0320520298697398,0.904625685734093,0.693126304888783,154,8,729,1,5,7,"Spending time outdoors",1,0.932153039014371,FALSE,FALSE
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f3",-0.0481687749999807,0.619635117649971,0.553025141504212,154,8,729,1,5,7,"Using phones and smartwatches in bed before sleep",1,0.932153039014371,FALSE,FALSE
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f4",0.0259692684950534,0.891179590853754,0.749196952692296,154,8,729,1,5,7,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",14,"mder_ratio_of_integrals","Melanopic daylight efficacy ratio","participant-day","leba_f5",-0.0676820519374744,0.144632785182782,0.404266318697541,154,8,729,1,5,7,"Using light in the morning and during daytime",1,0.859065927232275,FALSE,FALSE
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f2",0.000511602545914942,0.889264869465679,0.994975678567712,154,8,867,1,6,8,"Spending time outdoors",1,0.994975678567712,FALSE,FALSE
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f3",0.143238256276223,0.0220713819269349,0.0763600512466393,154,8,867,1,6,8,"Using phones and smartwatches in bed before sleep",1,0.384416615993618,FALSE,FALSE
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f4",0.0225458578799779,0.735899722833101,0.78136357682087,154,8,867,1,6,8,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",15,"duration_below_10_pre_sleep","Time below 10 lx melEDI before sleep","participant-day","leba_f5",-0.0566064415341422,0.446542209603782,0.485612811044465,154,8,867,1,6,8,"Using light in the morning and during daytime",1,0.876274080418748,FALSE,FALSE
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f2",0.0571419445896163,0.162558682756426,0.481488245002459,154,8,878,2,6,7,"Spending time outdoors",1,0.876274080418748,FALSE,FALSE
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f3",-0.0729033845617534,0.283898785945686,0.368901662182996,154,8,878,2,6,7,"Using phones and smartwatches in bed before sleep",1,0.845480282480069,FALSE,FALSE
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f4",-0.0405923101945478,0.87685218870449,0.617188243871076,154,8,878,2,6,7,"Controlling and using ambient light before bedtime",1,0.932153039014371,FALSE,FALSE
"chest",16,"duration_below_1_sleep_environment","Time below 1 lx melEDI during sleep","participant-day","leba_f5",0.0536194290979276,0.67631773414632,0.508962713860325,154,8,878,2,6,7,"Using light in the morning and during daytime",1,0.887422167756464,FALSE,FALSE
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f2",0.0378054842560742,0.361975056762681,0.642677114605523,153,8,839,2,6,7,"Spending time outdoors",1,0.932153039014371,FALSE,FALSE
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f3",-0.172069652893789,0.0205095048347814,0.0334351137661681,153,8,839,2,6,7,"Using phones and smartwatches in bed before sleep",1,0.284198467012429,FALSE,FALSE
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f4",-0.00922402695813769,0.611725617961424,0.90990240253067,153,8,839,2,6,7,"Controlling and using ambient light before bedtime",1,0.994975678567712,FALSE,FALSE
"chest",17,"duration_above_250_wake","Time above 250 lx melEDI during wake","participant-day","leba_f5",-0.0233799731981825,0.58751293573222,0.774218073475746,153,8,839,2,6,7,"Using light in the morning and during daytime",1,0.932153039014371,FALSE,FALSE
