"href","label","class","target_exists","anchor_exists","status"
"#cb12-12","","internal",TRUE,TRUE,"PASS"
"#cb12-13","","internal",TRUE,TRUE,"PASS"
"#cb12-14","","internal",TRUE,TRUE,"PASS"
"#cb12-15","","internal",TRUE,TRUE,"PASS"
"#cb12-16","","internal",TRUE,TRUE,"PASS"
"#cb12-17","","internal",TRUE,TRUE,"PASS"
"#cb12-18","","internal",TRUE,TRUE,"PASS"
"#cb12-19","","internal",TRUE,TRUE,"PASS"
"#cb12-20","","internal",TRUE,TRUE,"PASS"
"#cb12-21","","internal",TRUE,TRUE,"PASS"
"#cb13-1","","internal",TRUE,TRUE,"PASS"
"#cb13-2","","internal",TRUE,TRUE,"PASS"
"#cb13-3","","internal",TRUE,TRUE,"PASS"
"#cb13-4","","internal",TRUE,TRUE,"PASS"
"#cb13-5","","internal",TRUE,TRUE,"PASS"
"#cb13-6","","internal",TRUE,TRUE,"PASS"
"#cb13-7","","internal",TRUE,TRUE,"PASS"
"#cb13-8","","internal",TRUE,TRUE,"PASS"
"#cb13-9","","internal",TRUE,TRUE,"PASS"
"#cb13-10","","internal",TRUE,TRUE,"PASS"
"#cb13-11","","internal",TRUE,TRUE,"PASS"
"#cb13-12","","internal",TRUE,TRUE,"PASS"
"#cb13-13","","internal",TRUE,TRUE,"PASS"
"#cb13-14","","internal",TRUE,TRUE,"PASS"
"#cb13-15","","internal",TRUE,TRUE,"PASS"
"#cb14-1","","internal",TRUE,TRUE,"PASS"
"#cb14-2","","internal",TRUE,TRUE,"PASS"
"#cb14-3","","internal",TRUE,TRUE,"PASS"
"#cb14-4","","internal",TRUE,TRUE,"PASS"
"#cb14-5","","internal",TRUE,TRUE,"PASS"
"#cb14-6","","internal",TRUE,TRUE,"PASS"
"#cb14-7","","internal",TRUE,TRUE,"PASS"
"#cb14-8","","internal",TRUE,TRUE,"PASS"
"#cb14-9","","internal",TRUE,TRUE,"PASS"
"#cb14-10","","internal",TRUE,TRUE,"PASS"
"#cb14-11","","internal",TRUE,TRUE,"PASS"
"#cb14-12","","internal",TRUE,TRUE,"PASS"
"#cb14-13","","internal",TRUE,TRUE,"PASS"
"#cb14-14","","internal",TRUE,TRUE,"PASS"
"#cb14-15","","internal",TRUE,TRUE,"PASS"
"#cb14-16","","internal",TRUE,TRUE,"PASS"
"#cb14-17","","internal",TRUE,TRUE,"PASS"
"#cb14-18","","internal",TRUE,TRUE,"PASS"
"#cb14-19","","internal",TRUE,TRUE,"PASS"
"#cb14-20","","internal",TRUE,TRUE,"PASS"
"#cb14-21","","internal",TRUE,TRUE,"PASS"
"#cb14-22","","internal",TRUE,TRUE,"PASS"
"#cb14-23","","internal",TRUE,TRUE,"PASS"
"#cb15-1","","internal",TRUE,TRUE,"PASS"
"#cb15-2","","internal",TRUE,TRUE,"PASS"
"#cb15-3","","internal",TRUE,TRUE,"PASS"
"#cb15-4","","internal",TRUE,TRUE,"PASS"
"#cb15-5","","internal",TRUE,TRUE,"PASS"
"#cb15-6","","internal",TRUE,TRUE,"PASS"
"#cb15-7","","internal",TRUE,TRUE,"PASS"
"#cb15-8","","internal",TRUE,TRUE,"PASS"
"#cb15-9","","internal",TRUE,TRUE,"PASS"
"#cb15-10","","internal",TRUE,TRUE,"PASS"
"#cb15-11","","internal",TRUE,TRUE,"PASS"
"#cb15-12","","internal",TRUE,TRUE,"PASS"
"#cb15-13","","internal",TRUE,TRUE,"PASS"
"#cb15-14","","internal",TRUE,TRUE,"PASS"
"#cb15-15","","internal",TRUE,TRUE,"PASS"
"#cb15-16","","internal",TRUE,TRUE,"PASS"
"#cb15-17","","internal",TRUE,TRUE,"PASS"
"#cb15-18","","internal",TRUE,TRUE,"PASS"
"#cb15-19","","internal",TRUE,TRUE,"PASS"
"#cb15-20","","internal",TRUE,TRUE,"PASS"
"#cb16-1","","internal",TRUE,TRUE,"PASS"
"#cb16-2","","internal",TRUE,TRUE,"PASS"
"#cb16-3","","internal",TRUE,TRUE,"PASS"
"#cb16-4","","internal",TRUE,TRUE,"PASS"
"#cb16-5","","internal",TRUE,TRUE,"PASS"
"#cb16-6","","internal",TRUE,TRUE,"PASS"
"#cb16-7","","internal",TRUE,TRUE,"PASS"
"#cb16-8","","internal",TRUE,TRUE,"PASS"
"#cb16-9","","internal",TRUE,TRUE,"PASS"
"#cb16-10","","internal",TRUE,TRUE,"PASS"
"#cb16-11","","internal",TRUE,TRUE,"PASS"
"#cb16-12","","internal",TRUE,TRUE,"PASS"
"#cb16-13","","internal",TRUE,TRUE,"PASS"
"#cb16-14","","internal",TRUE,TRUE,"PASS"
"#cb16-15","","internal",TRUE,TRUE,"PASS"
"#cb16-16","","internal",TRUE,TRUE,"PASS"
"#cb16-17","","internal",TRUE,TRUE,"PASS"
"#cb16-18","","internal",TRUE,TRUE,"PASS"
"#cb16-19","","internal",TRUE,TRUE,"PASS"
"#cb16-20","","internal",TRUE,TRUE,"PASS"
"#cb16-21","","internal",TRUE,TRUE,"PASS"
"#cb16-22","","internal",TRUE,TRUE,"PASS"
"#cb16-23","","internal",TRUE,TRUE,"PASS"
"#cb16-24","","internal",TRUE,TRUE,"PASS"
"#cb16-25","","internal",TRUE,TRUE,"PASS"
"#cb16-26","","internal",TRUE,TRUE,"PASS"
"#cb16-27","","internal",TRUE,TRUE,"PASS"
"#cb17-1","","internal",TRUE,TRUE,"PASS"
"#cb17-2","","internal",TRUE,TRUE,"PASS"
"#cb17-3","","internal",TRUE,TRUE,"PASS"
"#cb17-4","","internal",TRUE,TRUE,"PASS"
"#cb17-5","","internal",TRUE,TRUE,"PASS"
"#cb17-6","","internal",TRUE,TRUE,"PASS"
"#cb17-7","","internal",TRUE,TRUE,"PASS"
"#cb17-8","","internal",TRUE,TRUE,"PASS"
"#cb17-9","","internal",TRUE,TRUE,"PASS"
"#cb17-10","","internal",TRUE,TRUE,"PASS"
"#cb17-11","","internal",TRUE,TRUE,"PASS"
"#cb17-12","","internal",TRUE,TRUE,"PASS"
"#cb17-13","","internal",TRUE,TRUE,"PASS"
"#cb17-14","","internal",TRUE,TRUE,"PASS"
"#cb17-15","","internal",TRUE,TRUE,"PASS"
"#cb17-16","","internal",TRUE,TRUE,"PASS"
"#cb17-17","","internal",TRUE,TRUE,"PASS"
"#cb17-18","","internal",TRUE,TRUE,"PASS"
"#cb17-19","","internal",TRUE,TRUE,"PASS"
"#cb17-20","","internal",TRUE,TRUE,"PASS"
"#cb17-21","","internal",TRUE,TRUE,"PASS"
"#cb17-22","","internal",TRUE,TRUE,"PASS"
"#cb17-23","","internal",TRUE,TRUE,"PASS"
"#cb17-24","","internal",TRUE,TRUE,"PASS"
"#cb17-25","","internal",TRUE,TRUE,"PASS"
"#cb17-26","","internal",TRUE,TRUE,"PASS"
"#cb17-27","","internal",TRUE,TRUE,"PASS"
"#cb17-28","","internal",TRUE,TRUE,"PASS"
"#cb17-29","","internal",TRUE,TRUE,"PASS"
"#cb17-30","","internal",TRUE,TRUE,"PASS"
"#cb17-31","","internal",TRUE,TRUE,"PASS"
"#cb17-32","","internal",TRUE,TRUE,"PASS"
"#cb17-33","","internal",TRUE,TRUE,"PASS"
"#cb17-34","","internal",TRUE,TRUE,"PASS"
"#cb17-35","","internal",TRUE,TRUE,"PASS"
"#cb17-36","","internal",TRUE,TRUE,"PASS"
"#cb17-37","","internal",TRUE,TRUE,"PASS"
"#cb17-38","","internal",TRUE,TRUE,"PASS"
"#cb17-39","","internal",TRUE,TRUE,"PASS"
"#cb17-40","","internal",TRUE,TRUE,"PASS"
"#cb17-41","","internal",TRUE,TRUE,"PASS"
"#cb17-42","","internal",TRUE,TRUE,"PASS"
"#cb17-43","","internal",TRUE,TRUE,"PASS"
"#cb17-44","","internal",TRUE,TRUE,"PASS"
"#cb17-45","","internal",TRUE,TRUE,"PASS"
"#cb17-46","","internal",TRUE,TRUE,"PASS"
"#cb17-47","","internal",TRUE,TRUE,"PASS"
"#cb17-48","","internal",TRUE,TRUE,"PASS"
"#cb17-49","","internal",TRUE,TRUE,"PASS"
"#cb17-50","","internal",TRUE,TRUE,"PASS"
"#cb17-51","","internal",TRUE,TRUE,"PASS"
"#cb17-52","","internal",TRUE,TRUE,"PASS"
"#cb17-53","","internal",TRUE,TRUE,"PASS"
"#cb17-54","","internal",TRUE,TRUE,"PASS"
"#cb17-55","","internal",TRUE,TRUE,"PASS"
"#cb17-56","","internal",TRUE,TRUE,"PASS"
"#cb17-57","","internal",TRUE,TRUE,"PASS"
"#cb18-1","","internal",TRUE,TRUE,"PASS"
"#cb18-2","","internal",TRUE,TRUE,"PASS"
"#cb18-3","","internal",TRUE,TRUE,"PASS"
"#cb18-4","","internal",TRUE,TRUE,"PASS"
"#cb18-5","","internal",TRUE,TRUE,"PASS"
"#cb18-6","","internal",TRUE,TRUE,"PASS"
"#cb18-7","","internal",TRUE,TRUE,"PASS"
"#cb18-8","","internal",TRUE,TRUE,"PASS"
"#cb18-9","","internal",TRUE,TRUE,"PASS"
"#cb18-10","","internal",TRUE,TRUE,"PASS"
"#cb18-11","","internal",TRUE,TRUE,"PASS"
"#cb18-12","","internal",TRUE,TRUE,"PASS"
"#cb18-13","","internal",TRUE,TRUE,"PASS"
"#cb18-14","","internal",TRUE,TRUE,"PASS"
"#cb18-15","","internal",TRUE,TRUE,"PASS"
"#cb18-16","","internal",TRUE,TRUE,"PASS"
"#cb18-17","","internal",TRUE,TRUE,"PASS"
"#cb18-18","","internal",TRUE,TRUE,"PASS"
"#cb18-19","","internal",TRUE,TRUE,"PASS"
"#cb18-20","","internal",TRUE,TRUE,"PASS"
"#cb18-21","","internal",TRUE,TRUE,"PASS"
"#cb18-22","","internal",TRUE,TRUE,"PASS"
"#cb18-23","","internal",TRUE,TRUE,"PASS"
"#cb18-24","","internal",TRUE,TRUE,"PASS"
"#cb18-25","","internal",TRUE,TRUE,"PASS"
"#cb18-26","","internal",TRUE,TRUE,"PASS"
"#cb18-27","","internal",TRUE,TRUE,"PASS"
"#cb18-28","","internal",TRUE,TRUE,"PASS"
"#cb18-29","","internal",TRUE,TRUE,"PASS"
"#cb18-30","","internal",TRUE,TRUE,"PASS"
"#cb18-31","","internal",TRUE,TRUE,"PASS"
"#cb18-32","","internal",TRUE,TRUE,"PASS"
"#cb18-33","","internal",TRUE,TRUE,"PASS"
"#cb18-34","","internal",TRUE,TRUE,"PASS"
"#cb18-35","","internal",TRUE,TRUE,"PASS"
"#cb18-36","","internal",TRUE,TRUE,"PASS"
"#cb18-37","","internal",TRUE,TRUE,"PASS"
"#cb18-38","","internal",TRUE,TRUE,"PASS"
"#cb18-39","","internal",TRUE,TRUE,"PASS"
"#cb18-40","","internal",TRUE,TRUE,"PASS"
"#cb18-41","","internal",TRUE,TRUE,"PASS"
"#cb18-42","","internal",TRUE,TRUE,"PASS"
"#cb18-43","","internal",TRUE,TRUE,"PASS"
"#cb18-44","","internal",TRUE,TRUE,"PASS"
"#cb18-45","","internal",TRUE,TRUE,"PASS"
"#cb18-46","","internal",TRUE,TRUE,"PASS"
"#cb18-47","","internal",TRUE,TRUE,"PASS"
"#cb18-48","","internal",TRUE,TRUE,"PASS"
"#cb18-49","","internal",TRUE,TRUE,"PASS"
"#cb18-50","","internal",TRUE,TRUE,"PASS"
"#cb18-51","","internal",TRUE,TRUE,"PASS"
"#cb18-52","","internal",TRUE,TRUE,"PASS"
"#cb18-53","","internal",TRUE,TRUE,"PASS"
"#cb18-54","","internal",TRUE,TRUE,"PASS"
"#cb18-55","","internal",TRUE,TRUE,"PASS"
"#cb18-56","","internal",TRUE,TRUE,"PASS"
"#cb18-57","","internal",TRUE,TRUE,"PASS"
"#cb18-58","","internal",TRUE,TRUE,"PASS"
"#cb18-59","","internal",TRUE,TRUE,"PASS"
"#cb18-60","","internal",TRUE,TRUE,"PASS"
"#cb18-61","","internal",TRUE,TRUE,"PASS"
"#cb18-62","","internal",TRUE,TRUE,"PASS"
"#cb18-63","","internal",TRUE,TRUE,"PASS"
"#cb18-64","","internal",TRUE,TRUE,"PASS"
"#cb18-65","","internal",TRUE,TRUE,"PASS"
"#cb18-66","","internal",TRUE,TRUE,"PASS"
"#cb18-67","","internal",TRUE,TRUE,"PASS"
"#cb18-68","","internal",TRUE,TRUE,"PASS"
"#cb18-69","","internal",TRUE,TRUE,"PASS"
"#cb18-70","","internal",TRUE,TRUE,"PASS"
"#cb18-71","","internal",TRUE,TRUE,"PASS"
"#cb18-72","","internal",TRUE,TRUE,"PASS"
"#cb18-73","","internal",TRUE,TRUE,"PASS"
"#cb18-74","","internal",TRUE,TRUE,"PASS"
"#cb18-75","","internal",TRUE,TRUE,"PASS"
"#cb18-76","","internal",TRUE,TRUE,"PASS"
"#cb18-77","","internal",TRUE,TRUE,"PASS"
"#cb18-78","","internal",TRUE,TRUE,"PASS"
"#cb18-79","","internal",TRUE,TRUE,"PASS"
"#cb18-80","","internal",TRUE,TRUE,"PASS"
"#cb18-81","","internal",TRUE,TRUE,"PASS"
"#cb18-82","","internal",TRUE,TRUE,"PASS"
"#cb18-83","","internal",TRUE,TRUE,"PASS"
"#cb18-84","","internal",TRUE,TRUE,"PASS"
"#cb18-85","","internal",TRUE,TRUE,"PASS"
"#cb18-86","","internal",TRUE,TRUE,"PASS"
"#cb18-87","","internal",TRUE,TRUE,"PASS"
"#cb18-88","","internal",TRUE,TRUE,"PASS"
"#cb18-89","","internal",TRUE,TRUE,"PASS"
"#cb18-90","","internal",TRUE,TRUE,"PASS"
"#cb18-91","","internal",TRUE,TRUE,"PASS"
"#cb18-92","","internal",TRUE,TRUE,"PASS"
"#cb18-93","","internal",TRUE,TRUE,"PASS"
"../../../artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv","H05_paired_effect_comparison_data.csv","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_paired_placement_comparison.csv","paired/common placement comparison","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_random_site_sensitivity.csv","random-site analysis","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","leave-one-site-out analysis","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","gap-timing-unaware analysis","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","gap-timing-unaware matched MDER placement comparison","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","exactly identified longest-period analysis","internal",TRUE,TRUE,"PASS"
"#cb19-1","","internal",TRUE,TRUE,"PASS"
"#cb19-2","","internal",TRUE,TRUE,"PASS"
"#cb19-3","","internal",TRUE,TRUE,"PASS"
"#cb19-4","","internal",TRUE,TRUE,"PASS"
"#cb19-5","","internal",TRUE,TRUE,"PASS"
"#cb19-6","","internal",TRUE,TRUE,"PASS"
"#cb19-7","","internal",TRUE,TRUE,"PASS"
"#cb19-8","","internal",TRUE,TRUE,"PASS"
"#cb19-9","","internal",TRUE,TRUE,"PASS"
"#cb19-10","","internal",TRUE,TRUE,"PASS"
"#cb19-11","","internal",TRUE,TRUE,"PASS"
"#cb19-12","","internal",TRUE,TRUE,"PASS"
"#cb19-13","","internal",TRUE,TRUE,"PASS"
"#cb19-14","","internal",TRUE,TRUE,"PASS"
"#cb19-15","","internal",TRUE,TRUE,"PASS"
"#cb19-16","","internal",TRUE,TRUE,"PASS"
"#cb19-17","","internal",TRUE,TRUE,"PASS"
"#cb19-18","","internal",TRUE,TRUE,"PASS"
"#cb19-19","","internal",TRUE,TRUE,"PASS"
"#cb19-20","","internal",TRUE,TRUE,"PASS"
"#cb19-21","","internal",TRUE,TRUE,"PASS"
"#cb19-22","","internal",TRUE,TRUE,"PASS"
"#cb19-23","","internal",TRUE,TRUE,"PASS"
"#cb19-24","","internal",TRUE,TRUE,"PASS"
"#cb19-25","","internal",TRUE,TRUE,"PASS"
"#cb19-26","","internal",TRUE,TRUE,"PASS"
"#cb19-27","","internal",TRUE,TRUE,"PASS"
"#cb19-28","","internal",TRUE,TRUE,"PASS"
"#cb19-29","","internal",TRUE,TRUE,"PASS"
"#cb19-30","","internal",TRUE,TRUE,"PASS"
"#cb19-31","","internal",TRUE,TRUE,"PASS"
"#cb19-32","","internal",TRUE,TRUE,"PASS"
"#cb19-33","","internal",TRUE,TRUE,"PASS"
"#cb19-34","","internal",TRUE,TRUE,"PASS"
"#cb19-35","","internal",TRUE,TRUE,"PASS"
"#cb19-36","","internal",TRUE,TRUE,"PASS"
"#cb19-37","","internal",TRUE,TRUE,"PASS"
"#cb19-38","","internal",TRUE,TRUE,"PASS"
"#cb19-39","","internal",TRUE,TRUE,"PASS"
"#cb19-40","","internal",TRUE,TRUE,"PASS"
"#cb19-41","","internal",TRUE,TRUE,"PASS"
"#cb19-42","","internal",TRUE,TRUE,"PASS"
"#cb19-43","","internal",TRUE,TRUE,"PASS"
"#cb19-44","","internal",TRUE,TRUE,"PASS"
"#cb19-45","","internal",TRUE,TRUE,"PASS"
"#cb19-46","","internal",TRUE,TRUE,"PASS"
"#cb19-47","","internal",TRUE,TRUE,"PASS"
"#cb19-48","","internal",TRUE,TRUE,"PASS"
"#cb19-49","","internal",TRUE,TRUE,"PASS"
"#cb19-50","","internal",TRUE,TRUE,"PASS"
"#cb19-51","","internal",TRUE,TRUE,"PASS"
"#cb19-52","","internal",TRUE,TRUE,"PASS"
"#cb19-53","","internal",TRUE,TRUE,"PASS"
"#cb19-54","","internal",TRUE,TRUE,"PASS"
"#cb19-55","","internal",TRUE,TRUE,"PASS"
"#cb19-56","","internal",TRUE,TRUE,"PASS"
"#cb19-57","","internal",TRUE,TRUE,"PASS"
"#cb19-58","","internal",TRUE,TRUE,"PASS"
"#cb19-59","","internal",TRUE,TRUE,"PASS"
"#cb19-60","","internal",TRUE,TRUE,"PASS"
"#cb19-61","","internal",TRUE,TRUE,"PASS"
"#cb19-62","","internal",TRUE,TRUE,"PASS"
"#cb19-63","","internal",TRUE,TRUE,"PASS"
"#cb19-64","","internal",TRUE,TRUE,"PASS"
"#cb19-65","","internal",TRUE,TRUE,"PASS"
"#cb19-66","","internal",TRUE,TRUE,"PASS"
"#cb19-67","","internal",TRUE,TRUE,"PASS"
"#cb19-68","","internal",TRUE,TRUE,"PASS"
"#cb19-69","","internal",TRUE,TRUE,"PASS"
"#cb19-70","","internal",TRUE,TRUE,"PASS"
"#cb19-71","","internal",TRUE,TRUE,"PASS"
"#cb19-72","","internal",TRUE,TRUE,"PASS"
"#cb19-73","","internal",TRUE,TRUE,"PASS"
"#cb19-74","","internal",TRUE,TRUE,"PASS"
"#cb19-75","","internal",TRUE,TRUE,"PASS"
"#cb19-76","","internal",TRUE,TRUE,"PASS"
"#cb19-77","","internal",TRUE,TRUE,"PASS"
"#cb19-78","","internal",TRUE,TRUE,"PASS"
"#cb19-79","","internal",TRUE,TRUE,"PASS"
"#cb19-80","","internal",TRUE,TRUE,"PASS"
"#cb19-81","","internal",TRUE,TRUE,"PASS"
"#cb19-82","","internal",TRUE,TRUE,"PASS"
"#cb19-83","","internal",TRUE,TRUE,"PASS"
"#cb19-84","","internal",TRUE,TRUE,"PASS"
"#cb19-85","","internal",TRUE,TRUE,"PASS"
"#cb19-86","","internal",TRUE,TRUE,"PASS"
"#cb19-87","","internal",TRUE,TRUE,"PASS"
"#cb19-88","","internal",TRUE,TRUE,"PASS"
"#cb19-89","","internal",TRUE,TRUE,"PASS"
"#cb19-90","","internal",TRUE,TRUE,"PASS"
"#cb19-91","","internal",TRUE,TRUE,"PASS"
"#cb19-92","","internal",TRUE,TRUE,"PASS"
"#cb19-93","","internal",TRUE,TRUE,"PASS"
"#cb19-94","","internal",TRUE,TRUE,"PASS"
"#cb19-95","","internal",TRUE,TRUE,"PASS"
"#cb19-96","","internal",TRUE,TRUE,"PASS"
"#cb19-97","","internal",TRUE,TRUE,"PASS"
"#cb19-98","","internal",TRUE,TRUE,"PASS"
"#cb19-99","","internal",TRUE,TRUE,"PASS"
"#cb19-100","","internal",TRUE,TRUE,"PASS"
"#cb19-101","","internal",TRUE,TRUE,"PASS"
"#cb19-102","","internal",TRUE,TRUE,"PASS"
"#cb19-103","","internal",TRUE,TRUE,"PASS"
"#cb19-104","","internal",TRUE,TRUE,"PASS"
"#cb19-105","","internal",TRUE,TRUE,"PASS"
"#cb19-106","","internal",TRUE,TRUE,"PASS"
"#cb19-107","","internal",TRUE,TRUE,"PASS"
"#cb19-108","","internal",TRUE,TRUE,"PASS"
"#cb19-109","","internal",TRUE,TRUE,"PASS"
"#cb19-110","","internal",TRUE,TRUE,"PASS"
"#cb19-111","","internal",TRUE,TRUE,"PASS"
"#cb19-112","","internal",TRUE,TRUE,"PASS"
"#cb19-113","","internal",TRUE,TRUE,"PASS"
"#cb19-114","","internal",TRUE,TRUE,"PASS"
"#cb19-115","","internal",TRUE,TRUE,"PASS"
"#cb19-116","","internal",TRUE,TRUE,"PASS"
"#cb19-117","","internal",TRUE,TRUE,"PASS"
"#cb19-118","","internal",TRUE,TRUE,"PASS"
"#cb19-119","","internal",TRUE,TRUE,"PASS"
"#cb19-120","","internal",TRUE,TRUE,"PASS"
"#cb19-121","","internal",TRUE,TRUE,"PASS"
"#cb19-122","","internal",TRUE,TRUE,"PASS"
"#cb19-123","","internal",TRUE,TRUE,"PASS"
"#cb19-124","","internal",TRUE,TRUE,"PASS"
"#cb19-125","","internal",TRUE,TRUE,"PASS"
"#cb19-126","","internal",TRUE,TRUE,"PASS"
"#cb19-127","","internal",TRUE,TRUE,"PASS"
"#cb19-128","","internal",TRUE,TRUE,"PASS"
"#cb19-129","","internal",TRUE,TRUE,"PASS"
"#cb19-130","","internal",TRUE,TRUE,"PASS"
"#cb19-131","","internal",TRUE,TRUE,"PASS"
"#cb19-132","","internal",TRUE,TRUE,"PASS"
"#cb19-133","","internal",TRUE,TRUE,"PASS"
"#cb19-134","","internal",TRUE,TRUE,"PASS"
"#cb19-135","","internal",TRUE,TRUE,"PASS"
"#cb19-136","","internal",TRUE,TRUE,"PASS"
"#cb19-137","","internal",TRUE,TRUE,"PASS"
"#cb19-138","","internal",TRUE,TRUE,"PASS"
"#cb19-139","","internal",TRUE,TRUE,"PASS"
"#cb20-1","","internal",TRUE,TRUE,"PASS"
"#cb20-2","","internal",TRUE,TRUE,"PASS"
"#cb20-3","","internal",TRUE,TRUE,"PASS"
"#cb20-4","","internal",TRUE,TRUE,"PASS"
"#cb20-5","","internal",TRUE,TRUE,"PASS"
"#cb20-6","","internal",TRUE,TRUE,"PASS"
"#cb20-7","","internal",TRUE,TRUE,"PASS"
"#cb20-8","","internal",TRUE,TRUE,"PASS"
"#cb20-9","","internal",TRUE,TRUE,"PASS"
"#cb20-10","","internal",TRUE,TRUE,"PASS"
"#cb20-11","","internal",TRUE,TRUE,"PASS"
"#cb20-12","","internal",TRUE,TRUE,"PASS"
"#cb20-13","","internal",TRUE,TRUE,"PASS"
"#cb20-14","","internal",TRUE,TRUE,"PASS"
"#cb20-15","","internal",TRUE,TRUE,"PASS"
"#cb20-16","","internal",TRUE,TRUE,"PASS"
"#cb20-17","","internal",TRUE,TRUE,"PASS"
"#cb20-18","","internal",TRUE,TRUE,"PASS"
"#cb20-19","","internal",TRUE,TRUE,"PASS"
"#cb20-20","","internal",TRUE,TRUE,"PASS"
"#cb20-21","","internal",TRUE,TRUE,"PASS"
"#cb20-22","","internal",TRUE,TRUE,"PASS"
"#cb20-23","","internal",TRUE,TRUE,"PASS"
"#cb20-24","","internal",TRUE,TRUE,"PASS"
"#cb20-25","","internal",TRUE,TRUE,"PASS"
"#cb20-26","","internal",TRUE,TRUE,"PASS"
"#cb20-27","","internal",TRUE,TRUE,"PASS"
"#cb20-28","","internal",TRUE,TRUE,"PASS"
"#cb20-29","","internal",TRUE,TRUE,"PASS"
"#cb20-30","","internal",TRUE,TRUE,"PASS"
"#cb20-31","","internal",TRUE,TRUE,"PASS"
"#cb20-32","","internal",TRUE,TRUE,"PASS"
"#cb20-33","","internal",TRUE,TRUE,"PASS"
"#cb20-34","","internal",TRUE,TRUE,"PASS"
"#cb20-35","","internal",TRUE,TRUE,"PASS"
"#cb20-36","","internal",TRUE,TRUE,"PASS"
"#cb20-37","","internal",TRUE,TRUE,"PASS"
"#cb20-38","","internal",TRUE,TRUE,"PASS"
"#cb20-39","","internal",TRUE,TRUE,"PASS"
"#cb20-40","","internal",TRUE,TRUE,"PASS"
"#cb20-41","","internal",TRUE,TRUE,"PASS"
"#cb20-42","","internal",TRUE,TRUE,"PASS"
"#cb20-43","","internal",TRUE,TRUE,"PASS"
"#cb20-44","","internal",TRUE,TRUE,"PASS"
"#cb20-45","","internal",TRUE,TRUE,"PASS"
"#cb20-46","","internal",TRUE,TRUE,"PASS"
"#cb20-47","","internal",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","upper-tail summary","internal",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","influence-refit record","internal",TRUE,TRUE,"PASS"
"../../../artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","influence record","internal",TRUE,TRUE,"PASS"
"../../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","paired/common comparison","internal",TRUE,TRUE,"PASS"
"#cb21-1","","internal",TRUE,TRUE,"PASS"
"#cb21-2","","internal",TRUE,TRUE,"PASS"
"#cb21-3","","internal",TRUE,TRUE,"PASS"
"#cb21-4","","internal",TRUE,TRUE,"PASS"
"#cb21-5","","internal",TRUE,TRUE,"PASS"
"#cb21-6","","internal",TRUE,TRUE,"PASS"
"#cb21-7","","internal",TRUE,TRUE,"PASS"
"#cb21-8","","internal",TRUE,TRUE,"PASS"
"#cb21-9","","internal",TRUE,TRUE,"PASS"
"#cb21-10","","internal",TRUE,TRUE,"PASS"
"#cb21-11","","internal",TRUE,TRUE,"PASS"
"#cb21-12","","internal",TRUE,TRUE,"PASS"
"#cb21-13","","internal",TRUE,TRUE,"PASS"
"#cb21-14","","internal",TRUE,TRUE,"PASS"
"#cb21-15","","internal",TRUE,TRUE,"PASS"
"#cb21-16","","internal",TRUE,TRUE,"PASS"
"#cb21-17","","internal",TRUE,TRUE,"PASS"
"#cb21-18","","internal",TRUE,TRUE,"PASS"
"#cb22-1","","internal",TRUE,TRUE,"PASS"
"#cb22-2","","internal",TRUE,TRUE,"PASS"
"#cb22-3","","internal",TRUE,TRUE,"PASS"
"#cb22-4","","internal",TRUE,TRUE,"PASS"
"#cb22-5","","internal",TRUE,TRUE,"PASS"
"#cb22-6","","internal",TRUE,TRUE,"PASS"
"#cb22-7","","internal",TRUE,TRUE,"PASS"
"#cb22-8","","internal",TRUE,TRUE,"PASS"
"#cb22-9","","internal",TRUE,TRUE,"PASS"
"#cb22-10","","internal",TRUE,TRUE,"PASS"
"#cb22-11","","internal",TRUE,TRUE,"PASS"
"#cb22-12","","internal",TRUE,TRUE,"PASS"
"#cb22-13","","internal",TRUE,TRUE,"PASS"
"#cb22-14","","internal",TRUE,TRUE,"PASS"
"#cb22-15","","internal",TRUE,TRUE,"PASS"
"#cb22-16","","internal",TRUE,TRUE,"PASS"
"#cb22-17","","internal",TRUE,TRUE,"PASS"
"#cb22-18","","internal",TRUE,TRUE,"PASS"
"#cb22-19","","internal",TRUE,TRUE,"PASS"
"#cb22-20","","internal",TRUE,TRUE,"PASS"
"#cb22-21","","internal",TRUE,TRUE,"PASS"
"#cb22-22","","internal",TRUE,TRUE,"PASS"
"#cb22-23","","internal",TRUE,TRUE,"PASS"
