run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,fit_role,model_name,formula,engine,observations,log_likelihood,aic,warnings,error,fit_status,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number,aliased_coefficients
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,723,479.68931514637035,-923.3786302927407,,,FITTED,TRUE,TRUE,FALSE,1.950922978721792e-5,,16,16,TRUE,150.4668570317039,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,723,490.6516631387961,-959.3033262775922,,,FITTED,TRUE,TRUE,FALSE,1.9277308638265822e-5,,9,9,TRUE,3.854363396650477,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,723,486.20688576772835,-936.4137715354567,,,FITTED,TRUE,TRUE,FALSE,1.5995738067431375e-6,,16,16,TRUE,10.187425195900335,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,723,510.55873769942554,-1001.1174753988511,,,FITTED,TRUE,TRUE,FALSE,5.002220859751105e-7,,8,8,TRUE,3.746065804435633,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,723,510.69314222952374,-999.3862844590475,,,FITTED,TRUE,TRUE,FALSE,4.092726157978177e-7,,9,9,TRUE,23.757597061201587,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,723,512.0598879958926,-988.1197759917852,,,FITTED,TRUE,TRUE,FALSE,1.8894752429332584e-6,,16,16,TRUE,150.4668570317039,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,723,511.0139308401742,-1000.0278616803485,,,FITTED,TRUE,TRUE,FALSE,1.3005774235352874e-6,,9,9,TRUE,3.854363396650477,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,723,516.895325703229,-997.790651406458,,,FITTED,TRUE,TRUE,FALSE,2.416982169961557e-6,,16,16,TRUE,10.187425195900335,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_age,response ~ site + age_decade,lm,141,-72.51226440804173,167.02452881608346,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,25.656322011274348,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade,lm,141,-71.01213385823985,180.0242677164797,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,150.57273016886285,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex,lm,141,-72.82077300384813,167.64154600769626,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,4.259376609960794,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex,lm,141,-69.81456863719677,177.62913727439354,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,11.276811830132916,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M0,response ~ site,lm,141,-73.28792896064836,166.57585792129672,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,3.801333998502166,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade,lm,141,-72.51226440804173,167.02452881608346,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,25.656322011274348,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade,lm,141,-71.01213385823985,180.0242677164797,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,150.57273016886285,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex,lm,141,-72.82077300384813,167.64154600769626,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,4.259376609960794,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex,lm,141,-69.81456863719677,177.62913727439354,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,11.276811830132916,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_age,response ~ site + age_decade,lm,141,-54.862303530235486,131.724607060471,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,25.656322011274348,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade,lm,141,-51.11750882744751,140.23501765489502,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,150.57273016886285,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex,lm,141,-57.52545039843367,137.05090079686732,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,4.259376609960794,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex,lm,141,-49.332310836890436,136.66462167378086,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,11.276811830132916,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M0,response ~ site,lm,141,-57.68885529739935,135.3777105947987,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,3.801333998502166,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age,response ~ site + age_decade,lm,141,-54.862303530235486,131.724607060471,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,25.656322011274348,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade,lm,141,-51.11750882744751,140.23501765489502,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,150.57273016886285,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex,lm,141,-57.52545039843367,137.05090079686732,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,4.259376609960794,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex,lm,141,-49.332310836890436,136.66462167378086,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,11.276811830132916,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-327.57677058894365,679.1535411778873,,,FITTED,TRUE,TRUE,FALSE,1.1406200428609736e-5,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-329.354726652299,698.709453304598,,,FITTED,TRUE,TRUE,FALSE,1.3219505490269512e-5,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-325.9474025249424,675.8948050498848,,,FITTED,TRUE,TRUE,FALSE,4.1609382606111467e-7,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-333.1832153828013,706.3664307656026,,,FITTED,TRUE,TRUE,FALSE,1.4551915228366852e-7,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,811,-309.7043237598705,641.408647519741,,,FITTED,TRUE,TRUE,FALSE,1.5776890904817265e-5,,9,9,TRUE,3.716770755402672,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-308.3817708979954,640.7635417959908,,,FITTED,TRUE,TRUE,FALSE,1.2045120456605218e-6,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-299.74878496783924,639.4975699356785,,,FITTED,TRUE,TRUE,FALSE,2.1145751816220582e-7,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-307.2889840429419,638.5779680858838,,,FITTED,TRUE,TRUE,FALSE,1.517719283583574e-6,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-306.5272751698286,653.0545503396572,,,FITTED,TRUE,TRUE,FALSE,3.086597644141875e-7,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-702.4013918527844,1428.8027837055688,,,FITTED,TRUE,TRUE,FALSE,2.369802132307086e-5,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-703.7000188702086,1447.4000377404172,,,FITTED,TRUE,TRUE,FALSE,1.0902567737502977e-6,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-703.5016870402648,1431.0033740805295,,,FITTED,TRUE,TRUE,FALSE,1.86355464393273e-5,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-706.3475523171629,1452.6951046343258,,,FITTED,TRUE,TRUE,FALSE,1.3528733688872308e-6,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,811,-690.4184596289048,1402.8369192578095,,,FITTED,TRUE,TRUE,FALSE,2.0955894797225483e-5,,9,9,TRUE,3.716770755402672,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-686.3097095987089,1396.6194191974178,,,FITTED,TRUE,TRUE,FALSE,1.0590269994281698e-4,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-679.9478401775738,1399.8956803551475,,,FITTED,TRUE,TRUE,FALSE,7.67158780945465e-6,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-688.1692174653895,1400.338434930779,,,FITTED,TRUE,TRUE,FALSE,2.1225332602625713e-6,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-685.445237867005,1410.89047573401,,,FITTED,TRUE,TRUE,FALSE,9.162022251985036e-6,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-25.37282095171123,74.74564190342247,,,FITTED,TRUE,TRUE,FALSE,1.7049686107384332e-5,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,-29.261052958283084,98.52210591656618,,,FITTED,TRUE,TRUE,FALSE,9.816073287538529e-5,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-25.66850772751878,75.33701545503756,,,FITTED,TRUE,TRUE,FALSE,2.4181048274840578e-5,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,REML_final_estimation,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-32.430195248656695,104.86039049731339,,,FITTED,TRUE,TRUE,FALSE,1.591139664469665e-5,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),lmerMod,811,-5.075624233666516,32.15124846733303,,,FITTED,TRUE,TRUE,FALSE,1.671843996575717e-5,,9,9,TRUE,3.716770755402672,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),lmerMod,811,-3.189714199276059,30.37942839855212,,,FITTED,TRUE,TRUE,FALSE,3.267667469941671e-5,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),lmerMod,811,5.719310472791745,28.56137905441651,,,FITTED,TRUE,TRUE,FALSE,1.579390840333872e-5,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),lmerMod,811,-4.159936356219907,32.31987271243982,,,FITTED,TRUE,TRUE,FALSE,1.800893656422886e-5,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),lmerMod,811,-0.2445364688564693,40.48907293771294,,,FITTED,TRUE,TRUE,FALSE,1.1052314619064418e-6,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,811,-1111.5725182671652,2249.1450365343303,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,811,-1104.7971403913914,2251.594280782783,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,811,-1114.9292986592827,2255.8585973185654,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,811,-1110.8008323180457,2263.6016646360913,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M0,response ~ site + (1 | site:Id),glmmTMB,811,-1117.6222670599184,2259.2445341198368,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,3.716770755402672,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,811,-1111.5725182671652,2249.1450365343303,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,25.67624031160055,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,811,-1104.7971403913914,2251.594280782783,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,147.3482294079354,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_sex,response ~ site + biological_sex + (1 | site:Id),glmmTMB,811,-1114.9292986592827,2255.8585973185654,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,4.311004745079923,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,maximum_likelihood_comparison,M_sex_site,response ~ site * biological_sex + (1 | site:Id),glmmTMB,811,-1110.8008323180457,2263.6016646360913,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,15.208981685123513,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age,response ~ site + age_decade + (1 | site:Id),glmmTMB,755,-1526.8974773455618,3079.7949546911236,,,FITTED,TRUE,TRUE,FALSE,,,10,10,TRUE,24.955321751514482,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,final_estimation_same_as_ML,M_age_site,response ~ site * age_decade + (1 | site:Id),glmmTMB,755,-1522.2890576216748,3086.5781152433497,,,FITTED,TRUE,TRUE,FALSE,,,18,18,TRUE,135.48803297248392,
