"route","preimage_sha256","location","attribute","token","matches","table_sha256"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","[95%",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[2]","headers","CI]",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","Raw",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[3]","headers","p",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","Within-metric",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[4]","headers","q",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","Overall",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","site",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[2]/td[5]","headers","q",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[1]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[1]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[1]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[1]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","Effect",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","[95%",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[2]","headers","CI]",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3]","headers","Raw",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[3]","headers","p",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4]","headers","Within-metric",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[4]","headers","q",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","Overall",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","site",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[3]/td[5]","headers","q",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[1]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[1]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[1]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[1]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","Effect",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","[95%",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[2]","headers","CI]",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[3]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[3]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[3]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[3]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[3]","headers","Raw",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[3]","headers","p",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[4]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[4]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[4]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[4]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[4]","headers","Within-metric",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[4]","headers","q",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[5]","headers","Level",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[5]","headers","—",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[5]","headers","Mean",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
"audit/H01/02_implementation_and_v0_comparison.html","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e","table5:/html/body/div[2]/main/section[4]/section[3]/div/div/figure/div/div/div/table/tbody/tr[4]/td[5]","headers","melEDI",0,"007354c14b2deb5a44ce65ed3b6bf011180b9be9409f3d9bc10ae2777adfd405"
