component,basis_k,residual_type,sequence,observations,lag1
occurrence,12,deviance,RISE::RISE_S009::2025-05-28::1,15,0.6477629900139729
occurrence,12,deviance,RISE::RISE_S009::2025-05-28::3,5,-0.8611566498270186
occurrence,12,deviance,RISE::RISE_S009::2025-05-29::1,17,0.6595008644070303
occurrence,12,deviance,RISE::RISE_S009::2025-05-29::2,6,-0.8579495599341659
occurrence,12,deviance,RISE::RISE_S009::2025-05-30::1,9,0.6079453750369638
occurrence,12,deviance,RISE::RISE_S009::2025-05-30::2,13,-0.6897482460298642
occurrence,12,deviance,RISE::RISE_S009::2025-05-31::1,14,0.6417047112878317
occurrence,12,deviance,RISE::RISE_S009::2025-05-31::2,9,-0.8287388083288428
occurrence,12,deviance,RISE::RISE_S009::2025-06-01::1,15,0.6473882644908938
occurrence,12,deviance,RISE::RISE_S009::2025-06-01::2,7,-0.860706970301507
occurrence,12,deviance,RISE::RISE_S010::2025-06-10::1,24,0.05812266798920618
occurrence,12,deviance,RISE::RISE_S010::2025-06-11::1,17,0.3443012560962285
occurrence,12,deviance,RISE::RISE_S010::2025-06-11::2,6,0.9991351792649719
occurrence,12,deviance,RISE::RISE_S010::2025-06-12::1,7,-0.22870062839687658
occurrence,12,deviance,RISE::RISE_S010::2025-06-12::2,12,0.821120124411204
occurrence,12,deviance,RISE::RISE_S010::2025-06-13::1,7,0.3216860836143624
occurrence,12,deviance,RISE::RISE_S010::2025-06-13::2,8,0.9959390688876621
occurrence,12,deviance,RISE::RISE_S010::2025-06-13::3,7,0.5037064781004565
occurrence,12,deviance,RISE::RISE_S010::2025-06-14::1,24,0.568787054510277
occurrence,12,deviance,RISE::RISE_S012::2025-06-10::1,24,0.3703978630819397
occurrence,12,deviance,RISE::RISE_S012::2025-06-11::1,24,0.2762936893249742
occurrence,12,deviance,RISE::RISE_S012::2025-06-12::1,24,0.28389067424494685
occurrence,12,deviance,RISE::RISE_S012::2025-06-13::1,24,0.27716567026462685
occurrence,12,deviance,RISE::RISE_S012::2025-06-14::1,24,0.303339194543092
occurrence,12,deviance,RISE::RISE_S012::2025-06-15::1,24,0.399132378334121
occurrence,12,deviance,RISE::RISE_S012::2025-06-16::1,24,0.2848128349917754
occurrence,12,deviance,RISE::RISE_S013::2025-06-24::1,24,0.44070710350763054
occurrence,12,deviance,RISE::RISE_S013::2025-06-25::1,16,0.379184485110296
occurrence,12,deviance,RISE::RISE_S013::2025-06-25::2,5,0.2739977900033034
occurrence,12,deviance,RISE::RISE_S013::2025-06-26::1,24,0.6720153636077584
occurrence,12,deviance,RISE::RISE_S013::2025-06-27::1,16,-0.44651948160617055
occurrence,12,deviance,RISE::RISE_S013::2025-06-27::2,6,0.31679261421048427
occurrence,12,deviance,RISE::RISE_S013::2025-06-29::1,24,0.5154253310551493
occurrence,12,deviance,RISE::RISE_S016::2025-10-09::1,8,0.3132354328928755
occurrence,12,deviance,RISE::RISE_S016::2025-10-09::2,9,0.6677521548838087
occurrence,12,deviance,RISE::RISE_S016::2025-10-09::3,4,-0.9164465327774357
occurrence,12,deviance,RISE::RISE_S016::2025-10-10::1,24,0.1769107678241918
occurrence,12,deviance,RISE::RISE_S016::2025-10-11::1,10,0.4676134833099634
occurrence,12,deviance,RISE::RISE_S016::2025-10-11::2,11,-0.6555481555738283
occurrence,12,deviance,RISE::RISE_S016::2025-10-12::1,22,0.5074326146727487
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-23::1,19,0.5327740918961862
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-24::1,24,0.5909323539539976
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-25::1,24,0.3439248963139266
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-26::1,24,0.12486489164965664
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-27::1,14,0.329432392373086
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-27::2,9,0.9934731848159192
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-28::1,16,-0.14993984311361827
occurrence,12,deviance,THUAS::THUAS_S001::2025-02-28::2,6,-0.8156697153294677
occurrence,12,deviance,THUAS::THUAS_S001::2025-03-02::1,24,0.5927552727756641
occurrence,12,deviance,THUAS::THUAS_S002::2025-03-04::1,24,0.49678202521962356
occurrence,12,deviance,THUAS::THUAS_S002::2025-03-07::1,24,0.7325645081823577
occurrence,12,deviance,THUAS::THUAS_S003::2025-03-20::1,24,-0.1529082942186517
occurrence,12,deviance,THUAS::THUAS_S003::2025-03-21::1,11,0.36443572872241725
occurrence,12,deviance,THUAS::THUAS_S003::2025-03-21::2,12,0.9912976424770352
occurrence,12,deviance,THUAS::THUAS_S003::2025-03-22::1,21,0.5239955802878583
occurrence,12,deviance,THUAS::THUAS_S003::2025-03-23::1,24,0.5544342042969072
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-26::1,17,0.3218745589569558
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-26::2,5,0.9997272286648892
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-27::1,24,0.46866778403734194
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-28::1,21,0.13123797271044296
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-29::1,24,0.2708786067196279
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-30::2,15,0.32961124706873407
occurrence,12,deviance,THUAS::THUAS_S005::2025-03-30::3,4,0.9997235538743536
occurrence,12,deviance,THUAS::THUAS_S006::2025-04-01::1,8,0.28775239798871616
occurrence,12,deviance,THUAS::THUAS_S006::2025-04-01::2,15,0.9788375858995818
occurrence,12,deviance,THUAS::THUAS_S006::2025-04-02::1,24,0.11789562068493185
occurrence,12,deviance,THUAS::THUAS_S006::2025-04-03::1,24,0.4605383677522042
occurrence,12,deviance,THUAS::THUAS_S006::2025-04-05::1,24,0.22425836324188642
occurrence,12,deviance,THUAS::THUAS_S006::2025-04-06::1,22,0.5896854982124023
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-08::1,18,0.4578363161712542
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-08::2,5,-0.6386467665177255
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-09::1,12,0.1915549841769604
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-09::2,5,0.9908893028715254
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-09::3,5,0.9997274066028642
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-10::1,9,0.0227565392944318
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-10::2,14,0.4063111835808038
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-12::1,11,0.31495812222181174
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-12::2,6,0.8555782073304335
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-12::3,5,0.9968152540213846
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-13::1,10,0.3779578094208932
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-13::2,9,0.7065655178738663
occurrence,12,deviance,THUAS::THUAS_S007::2025-04-13::3,3,1
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-03::1,23,0.07653479272505327
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-05::1,12,0.07301207828033278
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-05::2,5,0.9953966091061239
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-05::3,4,0.9999921528428678
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-07::1,10,0.11222421883677244
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-07::2,13,-0.798072638759103
occurrence,12,deviance,THUAS::THUAS_S010::2025-06-09::1,20,0.23517778730146602
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-13::1,24,0.27153357642649933
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-14::1,24,0.2713952158948145
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-15::1,24,0.4659911407606352
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-16::1,17,0.09207348601355089
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-16::2,6,0.4430271020314292
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-17::1,24,0.6491833667906758
occurrence,12,deviance,THUAS::THUAS_S011::2025-05-18::1,24,0.46121555357312166
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-08::1,18,0.3470108554740115
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-08::2,4,-0.9249980443944547
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-09::1,20,0.347158021984211
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-10::1,12,0.439900350226653
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-10::2,11,0.43057305013965064
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-11::1,10,0.5685304126753029
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-11::2,7,0.8773889692961524
occurrence,12,deviance,THUAS::THUAS_S014::2025-07-11::3,4,-0.9047015873973016
occurrence,12,deviance,THUAS::THUAS_S015::2025-07-08::1,24,-0.061913192532524156
occurrence,12,deviance,THUAS::THUAS_S015::2025-07-09::1,20,-0.2696626124551469
occurrence,12,deviance,THUAS::THUAS_S015::2025-07-10::1,24,-0.0582289494853564
occurrence,12,deviance,THUAS::THUAS_S015::2025-07-11::1,24,0.4572912011147557
occurrence,12,deviance,THUAS::THUAS_S015::2025-07-12::1,24,0.3491255198193966
occurrence,12,deviance,THUAS::THUAS_S015::2025-07-13::1,24,0.7468311036634362
occurrence,12,deviance,THUAS::THUAS_S016::2025-07-08::1,24,-0.6029782635620954
occurrence,12,deviance,THUAS::THUAS_S016::2025-07-09::1,24,0.12610641142396622
occurrence,12,deviance,THUAS::THUAS_S016::2025-07-10::1,24,0.10686643583280879
occurrence,12,deviance,THUAS::THUAS_S016::2025-07-11::1,24,0.5752138040034659
occurrence,12,deviance,THUAS::THUAS_S016::2025-07-13::1,24,-0.7234767458020382
occurrence,12,deviance,THUAS::THUAS_S017::2025-09-09::1,24,0.45937702850539086
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-23::1,10,0.3488874597549332
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-23::2,13,0.9921048089197217
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-24::1,12,0.35188484245059637
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-24::2,6,0.990466662033945
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-25::1,12,0.35498877599359585
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-25::2,5,0.9909412642031682
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-25::3,5,0.9997978103291658
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-26::1,9,0.3391141171764499
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-26::2,13,0.9920056146777252
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-27::1,16,0.47056527157722805
occurrence,12,deviance,THUAS::THUAS_S018::2025-09-27::2,5,0.9972119324510306
occurrence,12,deviance,TUM::TUM_S001::2024-05-14::1,24,0.0972436639011765
occurrence,12,deviance,TUM::TUM_S001::2024-05-15::1,11,0.25065725871901773
occurrence,12,deviance,TUM::TUM_S001::2024-05-15::2,11,0.996669266324017
occurrence,12,deviance,TUM::TUM_S001::2024-05-16::1,24,0.3053830617376404
occurrence,12,deviance,TUM::TUM_S001::2024-05-17::1,17,0.2849844892633302
occurrence,12,deviance,TUM::TUM_S001::2024-05-17::2,5,0.9983903914959396
occurrence,12,deviance,TUM::TUM_S001::2024-05-18::1,24,0.39258062155158047
occurrence,12,deviance,TUM::TUM_S001::2024-05-19::1,24,0.9124373040768013
occurrence,12,deviance,TUM::TUM_S002::2024-05-28::1,10,0.24026365765644306
occurrence,12,deviance,TUM::TUM_S002::2024-05-28::2,12,0.9898037693432039
occurrence,12,deviance,TUM::TUM_S002::2024-05-29::1,14,0.1305071595442332
occurrence,12,deviance,TUM::TUM_S002::2024-05-29::2,3,1
occurrence,12,deviance,TUM::TUM_S002::2024-05-29::3,5,0.9995302552169438
occurrence,12,deviance,TUM::TUM_S002::2024-05-30::1,16,0.38353175002865125
occurrence,12,deviance,TUM::TUM_S002::2024-05-30::2,6,0.9982810396704819
occurrence,12,deviance,TUM::TUM_S002::2024-05-31::1,24,0.5323062992478803
occurrence,12,deviance,TUM::TUM_S002::2024-06-01::1,24,0.7432326741028824
occurrence,12,deviance,TUM::TUM_S002::2024-06-02::1,18,0.18834277195278645
occurrence,12,deviance,TUM::TUM_S002::2024-06-02::2,5,0.9981603965119465
occurrence,12,deviance,TUM::TUM_S003::2024-06-04::1,24,0.22730998193268862
occurrence,12,deviance,TUM::TUM_S003::2024-06-05::1,11,0.6848664057712162
occurrence,12,deviance,TUM::TUM_S003::2024-06-05::2,11,0.5512804288370322
occurrence,12,deviance,TUM::TUM_S003::2024-06-06::1,16,0.5636585573332934
occurrence,12,deviance,TUM::TUM_S003::2024-06-06::2,7,0.999046976105337
occurrence,12,deviance,TUM::TUM_S003::2024-06-07::1,10,0.680998170401607
occurrence,12,deviance,TUM::TUM_S003::2024-06-07::3,10,0.9879542096629296
occurrence,12,deviance,TUM::TUM_S003::2024-06-08::1,24,0.24043075674296008
occurrence,12,deviance,TUM::TUM_S003::2024-06-09::1,24,0.6832497312728731
occurrence,12,deviance,TUM::TUM_S004::2024-06-11::1,24,-0.20443280091081256
occurrence,12,deviance,TUM::TUM_S004::2024-06-12::1,24,0.6041812278643076
occurrence,12,deviance,TUM::TUM_S004::2024-06-13::1,24,0.46689363614759294
occurrence,12,deviance,TUM::TUM_S004::2024-06-14::1,24,0.5121072462024663
occurrence,12,deviance,TUM::TUM_S004::2024-06-15::1,24,0.29461427308699684
occurrence,12,deviance,TUM::TUM_S004::2024-06-16::1,24,0.5294289717127653
occurrence,12,deviance,TUM::TUM_S005::2024-06-18::1,24,0.5273776351761651
occurrence,12,deviance,TUM::TUM_S005::2024-06-19::1,24,0.5869920535627876
occurrence,12,deviance,TUM::TUM_S005::2024-06-20::1,16,0.5097241208867073
occurrence,12,deviance,TUM::TUM_S005::2024-06-20::2,7,-0.6179808910691666
occurrence,12,deviance,TUM::TUM_S005::2024-06-21::1,16,0.5468810501435498
occurrence,12,deviance,TUM::TUM_S005::2024-06-21::2,5,0.975612148651871
occurrence,12,deviance,TUM::TUM_S005::2024-06-22::1,20,0.6108090751394176
occurrence,12,deviance,TUM::TUM_S005::2024-06-23::1,20,0.7035922207211829
occurrence,12,deviance,TUM::TUM_S005::2024-06-23::2,3,0.9999999999999999
occurrence,12,deviance,TUM::TUM_S006::2024-06-25::1,24,0.08946564028082543
occurrence,12,deviance,TUM::TUM_S006::2024-06-26::1,24,0.573512972563114
occurrence,12,deviance,TUM::TUM_S006::2024-06-27::1,20,0.5309936110667869
occurrence,12,deviance,TUM::TUM_S006::2024-06-27::2,3,1
occurrence,12,deviance,TUM::TUM_S006::2024-06-28::1,24,0.24553377789102787
occurrence,12,deviance,TUM::TUM_S006::2024-06-29::1,24,0.1791819801892944
occurrence,12,deviance,TUM::TUM_S006::2024-06-30::1,24,0.17773643862946106
occurrence,12,deviance,TUM::TUM_S007::2024-07-02::1,24,0.36902703123107494
occurrence,12,deviance,TUM::TUM_S007::2024-07-03::1,15,0.7584881291119522
occurrence,12,deviance,TUM::TUM_S007::2024-07-03::2,8,0.9977332307443346
occurrence,12,deviance,TUM::TUM_S007::2024-07-04::1,12,0.5827965252875731
occurrence,12,deviance,TUM::TUM_S007::2024-07-04::2,10,0.9881584382895592
occurrence,12,deviance,TUM::TUM_S007::2024-07-05::1,24,0.6347442901033489
occurrence,12,deviance,TUM::TUM_S007::2024-07-06::1,24,0.7590620786372612
occurrence,12,deviance,TUM::TUM_S007::2024-07-07::1,19,0.752344338746113
occurrence,12,deviance,TUM::TUM_S007::2024-07-07::2,4,0.9968734250177236
occurrence,12,deviance,TUM::TUM_S008::2024-07-09::1,17,0.9039448676713608
occurrence,12,deviance,TUM::TUM_S008::2024-07-09::2,4,0.9999587967737291
occurrence,12,deviance,TUM::TUM_S008::2024-07-10::1,12,0.1334114481778575
occurrence,12,deviance,TUM::TUM_S008::2024-07-10::2,11,0.9889850939343878
occurrence,12,deviance,TUM::TUM_S008::2024-07-11::1,18,0.6271219351306734
occurrence,12,deviance,TUM::TUM_S008::2024-07-11::2,5,0.5602064703640441
occurrence,12,deviance,TUM::TUM_S008::2024-07-12::1,13,0.21509929256159027
occurrence,12,deviance,TUM::TUM_S008::2024-07-12::2,10,0.9895538091741719
occurrence,12,deviance,TUM::TUM_S008::2024-07-13::1,11,-0.15266258158367566
occurrence,12,deviance,TUM::TUM_S008::2024-07-13::2,10,0.9087239414092025
occurrence,12,deviance,TUM::TUM_S008::2024-07-14::1,20,-0.019459993180348915
occurrence,12,deviance,TUM::TUM_S009::2024-07-16::1,24,0.19578966332802983
occurrence,12,deviance,TUM::TUM_S009::2024-07-17::1,24,0.19714925487704532
occurrence,12,deviance,TUM::TUM_S009::2024-07-18::1,24,0.27478401690731213
occurrence,12,deviance,TUM::TUM_S009::2024-07-19::1,24,0.11318988638808186
occurrence,12,deviance,TUM::TUM_S009::2024-07-20::1,11,0.19919210167109627
occurrence,12,deviance,TUM::TUM_S009::2024-07-20::2,12,0.9915365346864777
occurrence,12,deviance,TUM::TUM_S009::2024-07-21::1,24,0.2995832031770677
occurrence,12,deviance,TUM::TUM_S010::2024-07-23::1,13,0.24610822459938886
occurrence,12,deviance,TUM::TUM_S010::2024-07-23::2,3,0.9999999999999999
occurrence,12,deviance,TUM::TUM_S010::2024-07-23::3,4,0.9984323266357208
occurrence,12,deviance,TUM::TUM_S010::2024-07-24::1,24,0.2488534984021159
occurrence,12,deviance,TUM::TUM_S010::2024-07-25::1,19,0.22084753523926628
occurrence,12,deviance,TUM::TUM_S010::2024-07-25::2,3,1
occurrence,12,deviance,TUM::TUM_S010::2024-07-26::1,18,0.3410699655435608
occurrence,12,deviance,TUM::TUM_S010::2024-07-26::2,4,0.9997240721504362
occurrence,12,deviance,TUM::TUM_S010::2024-07-27::1,23,0.25943604517433055
occurrence,12,deviance,TUM::TUM_S010::2024-07-28::1,24,0.2798367741558502
occurrence,12,deviance,UCR::UCR_S001::2025-06-17::1,16,0.44621251906089804
occurrence,12,deviance,UCR::UCR_S001::2025-06-17::2,7,0.4301253875938055
occurrence,12,deviance,UCR::UCR_S001::2025-06-18::1,24,0.362878082480503
occurrence,12,deviance,UCR::UCR_S001::2025-06-19::1,24,0.3573499535980404
occurrence,12,deviance,UCR::UCR_S001::2025-06-22::1,17,0.34084445735188396
occurrence,12,deviance,UCR::UCR_S001::2025-06-22::2,6,-0.8281738027807655
occurrence,12,deviance,UCR::UCR_S002::2025-06-17::1,24,0.5780058648513232
occurrence,12,deviance,UCR::UCR_S002::2025-06-18::1,24,0.5236009111490781
occurrence,12,deviance,UCR::UCR_S002::2025-06-19::1,24,0.5269496536001577
occurrence,12,deviance,UCR::UCR_S002::2025-06-20::1,24,0.532696466921924
occurrence,12,deviance,UCR::UCR_S002::2025-06-21::1,24,0.17487673304114332
occurrence,12,deviance,UCR::UCR_S002::2025-06-22::1,24,0.3210357814217871
occurrence,12,deviance,UCR::UCR_S003::2025-06-17::1,24,0.14721754649755592
occurrence,12,deviance,UCR::UCR_S003::2025-06-18::1,24,0.1989097404627126
occurrence,12,deviance,UCR::UCR_S003::2025-06-19::1,24,0.9195940997286316
occurrence,12,deviance,UCR::UCR_S003::2025-06-20::1,16,0.22080485920819976
occurrence,12,deviance,UCR::UCR_S003::2025-06-20::2,3,1
occurrence,12,deviance,UCR::UCR_S003::2025-06-22::1,13,0.6186518160297293
occurrence,12,deviance,UCR::UCR_S003::2025-06-22::2,10,0.9965564376886854
occurrence,12,deviance,UCR::UCR_S004::2025-06-24::1,17,0.5870760807867536
occurrence,12,deviance,UCR::UCR_S004::2025-06-24::2,6,0.9991492041623025
occurrence,12,deviance,UCR::UCR_S004::2025-06-26::1,6,0.512037881548357
occurrence,12,deviance,UCR::UCR_S004::2025-06-26::2,17,0.7477711238561359
occurrence,12,deviance,UCR::UCR_S004::2025-06-28::1,13,0.6494015051421297
occurrence,12,deviance,UCR::UCR_S004::2025-06-28::2,10,0.9872592191440921
occurrence,12,deviance,UCR::UCR_S004::2025-06-29::1,24,0.0698297489004628
occurrence,12,deviance,UCR::UCR_S005::2025-06-25::1,24,0.3078109635893917
occurrence,12,deviance,UCR::UCR_S005::2025-06-26::1,24,0.13467410085631892
occurrence,12,deviance,UCR::UCR_S006::2025-06-24::1,24,0.348539353936814
occurrence,12,deviance,UCR::UCR_S006::2025-06-25::1,17,0.4756278065374979
occurrence,12,deviance,UCR::UCR_S006::2025-06-25::2,5,-0.9055238268807311
occurrence,12,deviance,UCR::UCR_S006::2025-06-26::1,18,0.4794737131675522
occurrence,12,deviance,UCR::UCR_S006::2025-06-26::2,5,0.9996269073975522
occurrence,12,deviance,UCR::UCR_S006::2025-06-27::1,20,0.47161890798994827
occurrence,12,deviance,UCR::UCR_S006::2025-06-28::1,19,0.23066707635176975
occurrence,12,deviance,UCR::UCR_S006::2025-06-28::2,4,-0.4866602051193594
occurrence,12,deviance,UCR::UCR_S006::2025-06-29::1,13,0.25221633322022385
occurrence,12,deviance,UCR::UCR_S006::2025-06-29::2,10,0.9880414534895844
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-11::1::positive_run::1,18,-0.3166319244715032
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-12::1::positive_run::1,18,0.04215385785631163
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-13::1::positive_run::1,11,0.007501932874308438
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-13::2::positive_run::1,5,-0.5226342728641531
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-14::1::positive_run::1,7,0.886334738770754
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-14::2::positive_run::1,9,-0.0359552950860585
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-15::1::positive_run::1,17,0.15317744204157857
positive_magnitude,12,AR_standardized,BAUA::BAUA_S002::2025-06-16::1::positive_run::1,18,-0.13403137746677019
positive_magnitude,12,AR_standardized,BAUA::BAUA_S003::2025-06-11::1::positive_run::1,17,-0.5796227908052396
positive_magnitude,12,AR_standardized,BAUA::BAUA_S003::2025-06-12::1::positive_run::1,16,-0.04203769697337222
positive_magnitude,12,AR_standardized,BAUA::BAUA_S003::2025-06-13::1::positive_run::1,16,0.6066228614419273
positive_magnitude,12,AR_standardized,BAUA::BAUA_S003::2025-06-14::1::positive_run::2,15,-0.05659481201902222
positive_magnitude,12,AR_standardized,BAUA::BAUA_S003::2025-06-16::1::positive_run::2,17,0.1946104034839508
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-11::1::positive_run::1,12,-0.35797371816675033
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-11::2::positive_run::1,3,-0.9999999999999999
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-12::1::positive_run::1,13,-0.27372744507523944
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-12::2::positive_run::1,3,-1
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-13::1::positive_run::1,7,-0.2772728750438688
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-13::2::positive_run::1,11,-0.059704623410002204
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-14::1::positive_run::1,15,-0.03859069340176622
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-15::1::positive_run::2,9,-0.643732257856651
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-15::2::positive_run::1,4,0.10602715286615716
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-16::1::positive_run::1,12,-0.17244342118200742
positive_magnitude,12,AR_standardized,BAUA::BAUA_S004::2025-06-16::2::positive_run::1,3,1
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-11::1::positive_run::2,12,-0.09679346519967484
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-11::3::positive_run::1,3,-1
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-12::1::positive_run::1,8,-0.23946408708913006
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-12::3::positive_run::1,8,0.2624857985783603
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-13::1::positive_run::2,8,-0.7699416666161828
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-13::2::positive_run::1,3,-1
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-13::3::positive_run::1,6,-0.08571655126971067
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-14::1::positive_run::2,19,-0.044800821721194796
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-15::1::positive_run::1,3,-1
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-15::1::positive_run::2,9,0.32589706833480564
positive_magnitude,12,AR_standardized,BAUA::BAUA_S005::2025-06-15::1::positive_run::3,9,0.273878770540331
positive_magnitude,12,AR_standardized,BAUA::BAUA_S006::2025-06-13::1::positive_run::2,7,-0.3285229784214017
positive_magnitude,12,AR_standardized,BAUA::BAUA_S006::2025-06-13::2::positive_run::1,10,-0.47710528179561873
positive_magnitude,12,AR_standardized,BAUA::BAUA_S006::2025-06-15::1::positive_run::1,4,-0.7194909318737999
positive_magnitude,12,AR_standardized,BAUA::BAUA_S006::2025-06-15::1::positive_run::2,7,-0.6954185497930667
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-25::1::positive_run::1,18,-0.1444284191827469
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-26::1::positive_run::1,17,-0.23894756007902693
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-27::1::positive_run::1,13,-0.025327703607830498
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-27::2::positive_run::1,5,0.3176162568336287
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-28::1::positive_run::1,18,-0.15138165775944745
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-29::1::positive_run::1,4,-0.3973561711382118
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-29::2::positive_run::1,8,-0.2912084477614651
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-30::1::positive_run::1,9,-0.03692304654591027
positive_magnitude,12,AR_standardized,BAUA::BAUA_S007::2025-06-30::2::positive_run::1,7,-0.40496306990723213
positive_magnitude,12,AR_standardized,BAUA::BAUA_S009::2025-06-25::1::positive_run::1,17,-0.20225889071818076
positive_magnitude,12,AR_standardized,BAUA::BAUA_S009::2025-06-26::1::positive_run::2,15,0.3656500603800883
positive_magnitude,12,AR_standardized,BAUA::BAUA_S009::2025-06-27::1::positive_run::2,14,0.14338492236241962
positive_magnitude,12,AR_standardized,BAUA::BAUA_S009::2025-06-28::1::positive_run::1,18,0.22552329312948666
positive_magnitude,12,AR_standardized,BAUA::BAUA_S009::2025-06-29::1::positive_run::1,18,0.28960430702115614
positive_magnitude,12,AR_standardized,BAUA::BAUA_S009::2025-06-30::1::positive_run::1,19,0.6687127101613366
positive_magnitude,12,AR_standardized,BAUA::BAUA_S011::2025-06-26::1::positive_run::1,17,0.29987940785348105
positive_magnitude,12,AR_standardized,BAUA::BAUA_S011::2025-06-27::1::positive_run::1,16,-0.09261917337207405
