deletion_type,deletion_id,full_omnibus_p,deletion_omnibus_p,omnibus_decision_changed,ratio_relative_change_percent,full_ratio_inside_deletion_interval,run_id,placement,scenario_id,working_power,category_order,category_code,light_source,short_label,distribution,expected_mel_edi_lx,expected_conf_low_lx,expected_conf_high_lx,model_ratio_to_indoor,ratio_to_indoor,ratio_conf_low,ratio_conf_high,statistic,df,p_raw,estimability_status,hours,participants,participant_days,sites,family_id,family_n,p_adjusted,full_ratio,full_conf_low,full_conf_high,full_p_adjusted
site,UCR,6.574149673174995e-45,2.4560024096162027e-32,FALSE,-5.2791072530067655,TRUE,influence__Chest__site__UCR,Chest,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1349.7146016239144,1039.5494629132156,1752.4221509687652,14.05017672645627,14.05017672645627,10.295127576621363,19.17484407798259,16.838085394565805,112,1.827547619246691e-32,ESTIMABLE,1355,109,432,7,H03-I-Chest-site-context-contrasts,5,9.137738096233455e-32,14.833239340327344,11.38993185325031,19.317498310110338,8.44917299602186e-44
site,UCR,6.574149673174995e-45,2.4560024096162027e-32,FALSE,1.5013436785042522,TRUE,influence__Chest__site__UCR,Chest,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,56.453826871990834,37.21394960171979,85.64085786651981,0.5876696032493922,0.5876696032493922,0.38163294594757596,0.9049416887365346,-2.4398065882536666,112,0.0162637099725236,ESTIMABLE,641,69,203,7,H03-I-Chest-site-context-contrasts,5,0.020329637465654502,0.5789771661651881,0.40019526892093327,0.8376274908109929,0.005990299687040589
site,UCR,6.574149673174995e-45,2.4560024096162027e-32,FALSE,9.722402510896488,TRUE,influence__Chest__site__UCR,Chest,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,4.586554211431402,1.727150695251733,12.179874976880955,0.0477448322471654,0.0477448322471654,0.017709384278950753,0.12872096343967443,-6.077081093624268,112,1.7271675176013674e-8,ESTIMABLE,4531,108,601,7,H03-I-Chest-site-context-contrasts,5,2.8786125293356124e-8,0.04351420599127319,0.017180138927867815,0.11021366771252016,9.484134431545094e-10
site,UCR,6.574149673174995e-45,2.4560024096162027e-32,FALSE,22.43308722364421,TRUE,influence__Chest__site__UCR,Chest,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,43.47657984735512,18.42225466110727,102.60486731920113,0.4525798487934232,0.4525798487934232,0.20493606101223547,0.9994752437524833,-1.9826845178160317,112,0.04985098778234553,ESTIMABLE,549,45,145,6,H03-I-Chest-site-context-contrasts,5,0.04985098778234553,0.3696548531580451,0.16363561092668968,0.8350548495493074,0.02043582327225783
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,0,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,86.38638620891416,72.50059075882952,102.93168157842683,1,1,1,1,,121,,REFERENCE,4291,122,631,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,-0.9969448294047445,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,78.5087149308758,27.84580871587199,221.34815271442574,0.9088088803832209,0.9088088803832209,0.3186669822966487,2.5918392144390343,-0.18063745361592737,121,0.856954358027969,ESTIMABLE,202,53,117,8,H03-I-Near-eye-site-context-contrasts,6,0.856954358027969,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,-3.8937289268943354,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,191.5605161068404,164.16445457576498,223.5284820087739,2.2174850056069757,2.2174850056069757,1.781927017233103,2.7595068162370873,7.209822534377093,121,5.276994205597683e-11,ESTIMABLE,4034,120,594,8,H03-I-Near-eye-site-context-contrasts,6,1.0553988411195366e-10,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,-0.0766255103712643,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1003.8469395166306,789.0617712373356,1277.0973258490371,11.620429833573063,11.620429833573063,8.682827569610202,15.551891182270356,16.6630164691434,121,4.064244298283114e-33,ESTIMABLE,1226,117,434,8,H03-I-Near-eye-site-context-contrasts,6,2.4385465789698685e-32,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,0.7703502913052995,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,52.04638189844361,33.125160591730314,81.77547883027913,0.6024836109311976,0.6024836109311976,0.37906489745684674,0.9575840545404697,-2.164949724271606,121,0.03235465469664364,ESTIMABLE,570,77,212,8,H03-I-Near-eye-site-context-contrasts,6,0.03882558563597237,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,7.028532323722891,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.8550496452537977,1.508782071722922,5.402575116468357,0.033049763632306994,0.033049763632306994,0.017069832650498475,0.063989313692508,-10.217139736499231,121,4.772669756526539e-18,ESTIMABLE,4535,114,619,8,H03-I-Near-eye-site-context-contrasts,6,1.4318009269579616e-17,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,BAUA,2.4949289777301775e-47,1.6699754721970691e-38,FALSE,-21.243900898879918,TRUE,influence__Near-eye__site__BAUA,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,30.573557938287504,16.09442541375768,58.078646548437554,0.3539163898388961,0.3539163898388961,0.19524166605104465,0.6415475422333772,-3.4571146284138043,121,7.540917815790358e-4,ESTIMABLE,706,55,191,8,H03-I-Near-eye-site-context-contrasts,6,0.0011311376723685536,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,0,TRUE,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,80.39228899504728,65.2139170822105,99.10338803473286,1,1,1,1,,116,,REFERENCE,3761,115,583,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,,,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,94.94561284236845,31.390192933412173,287.18107649531447,1.1810288527574797,,,,,116,,SUPPORT_NON_ESTIMABLE,168,43,94,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,13.554682454984857,TRUE,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,210.6339666834257,174.94436448884346,253.6044419060086,2.6200767426388647,2.6200767426388647,2.0162025587663117,3.40481768930874,7.2818131308908685,116,4.2680963798202564e-11,ESTIMABLE,4302,115,600,8,H03-I-Near-eye-site-context-contrasts,5,7.113493966367095e-11,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,18.26825873636637,TRUE,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1105.700988281723,888.917692265297,1375.3519432958958,13.753818955818534,13.753818955818534,10.261662083159628,18.434395357831487,17.725563188149817,116,8.348289543093037e-35,ESTIMABLE,1339,114,440,8,H03-I-Near-eye-site-context-contrasts,5,4.174144771546519e-34,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,-0.20505166063423674,TRUE,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,47.96621186512453,29.646525671213425,77.60631064179074,0.5966518986426618,0.5966518986426618,0.36131592186216044,0.9852693075886707,-2.039226724249624,116,0.043699824702498655,ESTIMABLE,570,77,205,8,H03-I-Near-eye-site-context-contrasts,5,0.043699824702498655,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,4.6880506429593405,TRUE,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.5988445041566255,1.4449180301225049,4.674308587742152,0.03232703704103676,0.03232703704103676,0.017191302327438547,0.06078872350378064,-10.763594761828026,116,3.7310060232757256e-19,ESTIMABLE,4391,111,609,8,H03-I-Near-eye-site-context-contrasts,5,9.327515058189315e-19,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,FUSPCEU,2.4949289777301775e-47,2.020421663738587e-43,FALSE,11.166045061136254,TRUE,influence__Near-eye__site__FUSPCEU,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,40.16086220219369,21.376090372655785,75.45322014949932,0.4995611233891832,0.4995611233891832,0.27093658729707126,0.921105999346735,-2.246654350172339,116,0.026554395460259943,ESTIMABLE,851,65,232,8,H03-I-Near-eye-site-context-contrasts,5,0.03319299432532493,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,0,TRUE,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,93.92640396245316,77.91678351920451,113.2255332272988,1,1,1,1,,123,,REFERENCE,3934,122,602,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,,,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,99.49256103332392,33.36283385908162,296.7005064012319,1.0592608343985555,,,,,123,,SUPPORT_NON_ESTIMABLE,162,48,101,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,-3.2639441225829957,TRUE,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,209.64525471731488,173.1123141283041,253.88796312267525,2.232016194308046,2.232016194308046,1.7444676536281514,2.8558261205313857,6.448626575155718,123,2.324304140907765e-9,ESTIMABLE,4217,122,612,8,H03-I-Near-eye-site-context-contrasts,5,3.873840234846275e-9,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,-4.281887348385638,TRUE,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1045.5310205019289,837.117038712838,1305.8330726520908,11.131385599728453,11.131385599728453,8.414219952249864,14.725993148861113,17.045079808479727,123,3.5073485196708978e-34,ESTIMABLE,1462,121,469,8,H03-I-Near-eye-site-context-contrasts,5,1.753674259835449e-33,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,-0.33185472439608565,TRUE,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,55.970159072655314,36.7362234225177,85.27438083627719,0.5958937712022834,0.5958937712022834,0.3849128067651464,0.9225190233130804,-2.3447011564125804,123,0.020644386526767967,ESTIMABLE,599,78,207,8,H03-I-Near-eye-site-context-contrasts,5,0.021374171008116394,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,-2.4408163029792873,TRUE,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.8295973559728904,1.466509307412618,5.4596456745678354,0.030125686032907356,0.030125686032907356,0.015249212513827482,0.05951500499651157,-10.182474383383772,123,4.930093526812808e-18,ESTIMABLE,4623,114,626,8,H03-I-Near-eye-site-context-contrasts,5,1.232523381703202e-17,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,IZTECH,2.4949289777301775e-47,5.147516174442336e-41,FALSE,3.809855032551468,TRUE,influence__Near-eye__site__IZTECH,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,43.817011988156054,22.448806828785727,85.52483676363225,0.46650366818761413,0.46650366818761413,0.24415646680821662,0.8913369171722294,-2.3311230309733504,123,0.021374171008116394,ESTIMABLE,723,58,204,8,H03-I-Near-eye-site-context-contrasts,5,0.021374171008116394,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,0,TRUE,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,95.72840526074538,79.68262874907037,115.00533701798106,1,1,1,1,,124,,REFERENCE,4019,123,618,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,,,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,76.2258656970955,17.831213088432683,325.85458838136515,0.796272177411409,,,,,124,,SUPPORT_NON_ESTIMABLE,144,39,80,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,1.8077317561795203,TRUE,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,224.8694981175051,188.50361889753225,268.25103666102933,2.3490362918404912,2.3490362918404912,1.8496748166162125,2.9832116709456415,7.072588359701077,124,9.810107739435313e-11,ESTIMABLE,4544,123,633,8,H03-I-Near-eye-site-context-contrasts,5,1.6350179565725524e-10,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,2.2420423262992095,TRUE,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1138.2179775386896,900.8679182492775,1438.102232467089,11.890075620067078,11.890075620067078,8.929655001609135,15.831955235161692,17.113732367326396,124,1.91001268541665e-34,ESTIMABLE,1318,120,443,8,H03-I-Near-eye-site-context-contrasts,5,9.55006342708325e-34,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,0.5325089889778978,TRUE,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,57.538669431786275,37.99296245266471,87.13978237693789,0.6010616104495028,0.6010616104495028,0.39188337281747604,0.9218943303430679,-2.3555995551794457,124,0.02006170770817023,ESTIMABLE,607,79,212,8,H03-I-Near-eye-site-context-contrasts,5,0.02006170770817023,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,8.471857671552495,TRUE,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,3.2064663731392082,1.74528491740535,5.890973158329656,0.03349545377263336,0.03349545377263336,0.017791375794964946,0.06306119528722083,-10.624882136422226,124,3.8199165861882223e-19,ESTIMABLE,4601,115,631,8,H03-I-Near-eye-site-context-contrasts,5,9.549791465470557e-19,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,KNUST,2.4949289777301775e-47,1.3046671853599112e-41,FALSE,2.8749497605639274,TRUE,influence__Near-eye__site__KNUST,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,44.25546809076226,23.622156070152453,82.91141799741044,0.46230236438410366,0.46230236438410366,0.25237977701048736,0.8468328114350124,-2.5229244016428756,124,0.012903515347824954,ESTIMABLE,841,61,226,8,H03-I-Near-eye-site-context-contrasts,5,0.016129394184781192,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,0,TRUE,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,97.49401930083174,81.3325506396684,116.86690906254486,1,1,1,1,,113,,REFERENCE,3808,112,548,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,,,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,50.63101670014958,21.37252305648334,119.94371676736544,0.5193243345924671,,,,,113,,SUPPORT_NON_ESTIMABLE,168,43,98,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,-11.895909572380226,TRUE,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,198.1905815101006,163.18027188762773,240.71234926217812,2.0328486088829227,2.0328486088829227,1.5841048357899596,2.6087121087389753,5.6352045084557565,113,1.3012132284117654e-7,ESTIMABLE,3750,113,552,8,H03-I-Near-eye-site-context-contrasts,5,2.168688714019609e-7,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,-6.861351678758587,TRUE,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,1055.9977833389387,842.7965655724145,1323.1322527511393,10.831410899990761,10.831410899990761,8.180331378818467,14.341651536051078,16.814273996142013,113,1.557689303583096e-32,ESTIMABLE,1316,109,423,8,H03-I-Near-eye-site-context-contrasts,5,7.788446517915481e-32,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,-1.3149564326817909,TRUE,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,57.52303360976877,38.671510041261726,85.56426661746742,0.5900160237755018,0.5900160237755018,0.39035279400692957,0.891805857820179,-2.5303436067450953,113,0.012771750982466069,ESTIMABLE,617,72,204,8,H03-I-Near-eye-site-context-contrasts,5,0.015964688728082585,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,-2.201513053965165,TRUE,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.944278574740637,1.507993510749815,5.748550152159746,0.030199581429253056,0.030199581429253056,0.015038927627088116,0.06064360046918273,-9.945676709498478,113,4.039227487101935e-17,ESTIMABLE,4285,106,576,8,H03-I-Near-eye-site-context-contrasts,5,1.0098068717754837e-16,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,MPI,2.4949289777301775e-47,8.157553158031173e-39,FALSE,11.27481654170297,TRUE,influence__Near-eye__site__MPI,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,48.751876917539256,24.57063581996105,96.73113550655623,0.500049923750793,0.500049923750793,0.2561304224692159,0.9762601561836223,-2.0523293571954104,113,0.04244803173755289,ESTIMABLE,567,47,152,8,H03-I-Near-eye-site-context-contrasts,5,0.04244803173755289,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,0,TRUE,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,84.98048753382056,70.77607557589018,102.03565544888582,1,1,1,1,,126,,REFERENCE,4252,125,637,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,,,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,80.17485202288562,28.31391306766589,227.02644037684436,0.9434501301369633,,,,,126,,SUPPORT_NON_ESTIMABLE,195,52,114,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,-1.0503907440775007,TRUE,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,194.01810872122385,160.8634750218362,234.0060508244699,2.2830900875216615,2.2830900875216615,1.7898782102449373,2.9122095111858806,6.7124832218168775,126,5.847320399687862e-10,ESTIMABLE,4263,125,616,8,H03-I-Near-eye-site-context-contrasts,5,9.745533999479771e-10,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,-12.30766403926713,TRUE,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,866.6344680645478,699.2195157891695,1074.133779561127,10.198040670449723,10.198040670449723,7.698824106676549,13.508560797740017,16.346848170322943,126,6.230618553111828e-33,ESTIMABLE,1396,122,461,8,H03-I-Near-eye-site-context-contrasts,5,3.115309276555914e-32,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,18.789491584632145,TRUE,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,60.35450760818398,41.98212619594868,86.76708205831312,0.7102160667666688,0.7102160667666688,0.4823533831477315,1.0457205839458816,-1.7502964377748762,126,0.08250132688365094,ESTIMABLE,558,77,193,8,H03-I-Near-eye-site-context-contrasts,5,0.08250132688365094,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,1.731415755810528,TRUE,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.669580950031636,1.410450339595383,5.052756732162752,0.03141404606521225,0.03141404606521225,0.016202369392028848,0.06090728252824421,-10.343230028407815,126,1.5775246701959985e-18,ESTIMABLE,4713,117,636,8,H03-I-Near-eye-site-context-contrasts,5,3.9438116754899965e-18,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
site,RISE,2.4949289777301775e-47,5.855894060992423e-43,FALSE,14.32971580969513,TRUE,influence__Near-eye__site__RISE,Near-eye,delete_site,1.539919,7,sleep_external_light,Light entering from outside during sleep,External light during sleep,site_standardized,43.66111483690937,23.88214323828555,79.8208489825068,0.513778116647461,0.513778116647461,0.2871104457104073,0.9193951564272316,-2.2647657971445954,126,0.025235234484533214,ESTIMABLE,742,58,200,8,H03-I-Near-eye-site-context-contrasts,5,0.03154404310566652,0.44938283368311555,0.24587279536380452,0.8213390623808536,0.014554812344139896
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,0,TRUE,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,1,electric_indoor,Electric light source indoors,Indoor electric,site_standardized,82.89477638436577,68.64734469528192,100.09919513006716,1,1,1,1,,126,,REFERENCE,4255,125,636,8,H03-I-Near-eye-site-context-contrasts,,,1,1,1,
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,,,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,2,electric_outdoor,Electric light source outdoors,Outdoor electric,site_standardized,84.48406767536812,29.717468413980697,240.18054268775776,1.019172393730012,,,,,126,,SUPPORT_NON_ESTIMABLE,190,50,113,8,H03-I-Near-eye-site-context-contrasts,,,0.9179604395210067,0.32146030369977413,2.621323251509738,0.8720917394338877
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,2.8131521256377967,TRUE,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,3,daylight_indoor,Daylight indoors,Indoor daylight,site_standardized,196.64585816558724,163.71233549051297,236.20451945675853,2.372234617701138,2.372234617701138,1.866590492620805,3.0148536080446444,7.131264967910788,126,6.869993768055747e-11,ESTIMABLE,4356,126,627,8,H03-I-Near-eye-site-context-contrasts,5,1.1449989613426246e-10,2.3073260265401303,1.8455672051646501,2.88461638126828,2.3192416520065513e-11
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,2.426530836464158,TRUE,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,4,daylight_outdoor,Daylight outdoors (including shade),Outdoor daylight,site_standardized,987.4036503782775,789.0289603567771,1235.65295795923,11.911530417790054,11.911530417790054,8.979331637338055,15.801238068092976,17.350444462657983,126,3.383492226702227e-35,ESTIMABLE,1390,122,455,8,H03-I-Near-eye-site-context-contrasts,5,1.6917461133511136e-34,11.62934087537163,8.938572761141629,15.130107771066179,2.2310381339128158e-38
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,-27.606315736753363,TRUE,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,5,display,Emissive display light,Emissive display,site_standardized,35.87899858091529,23.651990918186733,54.426815214928695,0.43282580816132327,0.43282580816132327,0.2783958120963519,0.6729202526425414,-3.7554077467916724,126,2.6319364737529156e-4,ESTIMABLE,543,77,206,8,H03-I-Near-eye-site-context-contrasts,5,3.2899205921911443e-4,0.5978778571172451,0.39658742649321554,0.9013345057151578,0.017313961140071665
site,THUAS,2.4949289777301775e-47,1.0750888194392753e-42,FALSE,8.516497384226573,TRUE,influence__Near-eye__site__THUAS,Near-eye,delete_site,1.539919,6,sleep_darkness,Darkness during sleep,Sleep darkness,site_standardized,2.7777408112119915,1.4822510229879615,5.2054907668195405,0.03350923824599258,0.03350923824599258,0.017436624417083577,0.06439715744101007,-10.287747439590381,126,2.1575304448472975e-18,ESTIMABLE,4714,117,645,8,H03-I-Near-eye-site-context-contrasts,5,5.393826112118244e-18,0.030879395348843354,0.01667434439320519,0.05718587997371194,1.4471425033239045e-20
