placement,metric_order,metric_id,manuscript_name,abbreviation,omitted_site_present,omitted_site,observations,participants,sites,statistic,degrees_freedom,p_raw,comparison_method,comparison_status,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,fit_warnings,fit_errors,omitted_site_order,omitted_site_name,p_adjusted,adjusted_significant,p_raw_display,p_adjusted_display,full_p_adjusted,full_adjusted_significant,full_estimate_model,full_standard_error,estimate_change_from_full,change_in_full_standard_errors,sign_reversal,adjusted_support_changed
chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,TRUE,KNUST,685,138,7,1.9182788336584053,1,0.1660465248808226,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.010966093770961185,0.008132644067468175,-0.004973595700359766,0.026905783242282134,normal,ESTIMABLE,0.010966093770961185,-0.004973595700359766,0.026905783242282134,difference,dimensionless,0.0010966093770961186,-4.973595700359766e-4,0.0026905783242282136,,,,TRUE,TRUE,FALSE,9.902123565552756e-7,,,,9,Kumasi (GH),0.27376442280593055,FALSE,0.166,0.274,0.6974651723634314,FALSE,0.00948463553736504,0.01899993442972023,0.0014814582335961456,0.07797175506452313,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,RISE,137,137,7,0.10397422736455018,1,0.7476335507788252,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.023591564683983438,0.07316340261528845,-0.12116401927032139,0.16834714863828826,t(129),ESTIMABLE,1.0238720469750626,0.8858886448668767,1.1833473367687606,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,1,Borås (SE),0.7943606477025018,FALSE,0.748,0.794,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,-0.01947777432773021,0.2790990288254433,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,THUAS,138,138,7,0.081071493132199,1,0.7763036516343824,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.02121616880506414,0.07451314193488613,-0.12619917114720647,0.16863150875733474,t(130),ESTIMABLE,1.021442831850174,0.8814392720282811,1.1836838814059862,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,2,Delft (NL),0.8798108051856334,FALSE,0.776,0.880,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,-0.021853170206649508,0.31313632034177813,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,BAUA,134,134,7,0.9274582392095689,1,0.33736888480406013,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.07342732297151866,0.07624484977215074,-0.07745899328075842,0.22431363922379574,t(126),ESTIMABLE,1.0761903195151281,0.9254649739008919,1.2514634659118973,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,3,Dortmund (DE),0.7453855771539395,FALSE,0.337,0.745,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,0.03035798395980501,0.4350026701057547,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,FALSE,MPI,153,153,8,0.3808679290254865,1,0.5381137007089877,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.04306933901171365,0.06978804050196886,-0.09487196173764262,0.1810106397610699,t(144),ESTIMABLE,1.0440102829821638,0.9094893764529511,1.1984279302122032,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,4,Tübingen (DE),0.6487060965596603,FALSE,0.538,0.649,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,0,0,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,TUM,143,143,7,0.17215775957567173,1,0.6788598508096713,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.028821261126373527,0.06946238313537649,-0.10855395755909399,0.16619647981184105,t(135),ESTIMABLE,1.029240612725466,0.897130486539744,1.1808050832932686,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,5,Munich (DE),0.6788598508096713,FALSE,0.679,0.679,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,-0.014248077885340122,0.20416217138147266,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,FUSPCEU,131,131,7,0.33864697005035144,1,0.5616763424192385,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.04311173131223052,0.07408356394161428,-0.10353214108338298,0.189755603707844,t(123),ESTIMABLE,1.044054541917935,0.9016470423633569,1.2089540976503168,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,6,Madrid (ES),0.7344998323943888,FALSE,0.562,0.734,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,4.239230051687054e-5,6.074436280479112e-4,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,IZTECH,136,136,7,0.9235393600527658,1,0.3383592379743289,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.0710546051999987,0.07393745984416458,-0.07524329130470428,0.2173525017047017,t(128),ESTIMABLE,1.0736398505865035,0.9275178018599807,1.24278210774592,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,7,Izmir (TR),0.47934225379696593,FALSE,0.338,0.479,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,0.027985266188285056,0.4010037534654026,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,UCR,114,114,7,0.5338023714434971,1,0.4666244451077285,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.060823682000406665,0.08324965789193674,-0.10422686177906176,0.2258742257798751,t(106),ESTIMABLE,1.0627115224976253,0.9010208670364935,1.2534180076913568,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,8,San José (CR),0.6562232776127362,FALSE,0.467,0.656,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,0.017754342988693016,0.2544038041617192,FALSE,FALSE
chest,1,interdaily_stability,Interdaily stability,IS,TRUE,KNUST,138,138,7,0.13576997190452508,1,0.7131223270568836,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.027215571538850927,0.07386107003747382,-0.11890972214863652,0.17334086522633838,t(130),ESTIMABLE,1.0275892978948624,0.8878879537605924,1.1892714172725187,odds ratio,odds ratio,,,,,,,TRUE,TRUE,FALSE,,,,,9,Kumasi (GH),0.9046515993136263,FALSE,0.713,0.905,0.6487060965596603,FALSE,0.04306933901171365,0.06978804050196886,-0.015853767472862722,0.22717026239496516,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,RISE,137,137,7,0.8900574247985829,1,0.347225310860523,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.06465169453374989,0.06852844837556693,-0.07093351894038036,0.20023690800788013,t(129),ESTIMABLE,0.06465169453374989,-0.07093351894038036,0.20023690800788013,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,1,Borås (SE),0.44026528051681496,FALSE,0.347,0.440,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,0.008752959971760982,0.13561148701290682,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,THUAS,138,138,7,0.6400409447588546,1,0.4251554795794823,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.055356997631332866,0.06919403368939586,-0.08153512279360817,0.1922491180562739,t(130),ESTIMABLE,0.055356997631332866,-0.08153512279360817,0.1922491180562739,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,2,Delft (NL),0.555972550219323,FALSE,0.425,0.556,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,-5.417369306560393e-4,0.008393246510105212,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,BAUA,134,134,7,0.3848296721234899,1,0.536150140301711,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.042119338970209405,0.06789648184864655,-0.09224580258685146,0.17648448052727028,t(126),ESTIMABLE,0.042119338970209405,-0.09224580258685146,0.17648448052727028,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,3,Dortmund (DE),0.7453855771539395,FALSE,0.536,0.745,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,-0.0137793955917795,0.21348713262358995,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,FALSE,MPI,153,153,8,0.7500444888717654,1,0.3879028059773011,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.055898734561988905,0.06454438458393956,-0.07167808664599642,0.18347555576997424,t(144),ESTIMABLE,0.055898734561988905,-0.07167808664599642,0.18347555576997424,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,4,Tübingen (DE),0.5495289751345099,FALSE,0.388,0.550,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,0,0,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,TUM,143,143,7,1.0236764445926154,1,0.31345848690764094,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.06721627223021837,0.06643440781109089,-0.06417054304073852,0.19860308750117525,t(135),ESTIMABLE,0.06721627223021837,-0.06417054304073852,0.19860308750117525,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,5,Munich (DE),0.48051150665015774,FALSE,0.313,0.481,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,0.01131753766822946,0.17534503955973235,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,FUSPCEU,131,131,7,4.970000338629312e-7,1,0.999438647667241,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,4.819339963343824e-5,0.06836115403570098,-0.1352685194562542,0.13536490625552108,t(123),ESTIMABLE,4.819339963343824e-5,-0.1352685194562542,0.13536490625552108,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,6,Madrid (ES),0.999438647667241,FALSE,0.999,0.999,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,-0.055850541162355466,0.8653044183839447,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,IZTECH,136,136,7,2.0940693513470854,1,0.1503163476913473,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.09626997911566759,0.06652660290610266,-0.03536427079337387,0.22790422902470905,t(128),ESTIMABLE,0.09626997911566759,-0.03536427079337387,0.22790422902470905,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,7,Izmir (TR),0.3650539872504148,FALSE,0.150,0.365,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,0.04037124455367869,0.6254803545485222,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,UCR,114,114,7,0.26410010280575147,1,0.608386874478759,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.04046432146176719,0.07873865229573619,-0.11564271497486518,0.19657135789839958,t(106),ESTIMABLE,0.04046432146176719,-0.11564271497486518,0.19657135789839958,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,8,San José (CR),0.6898804764456101,FALSE,0.608,0.690,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,-0.015434413100221714,0.23912867400802867,FALSE,FALSE
chest,2,intradaily_variability,Intradaily variability,IV,TRUE,KNUST,138,138,7,1.2373437518985857,1,0.26803637273731923,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.07545433910585862,0.0678326891797855,-0.058744524016206404,0.20965320222792366,t(130),ESTIMABLE,0.07545433910585862,-0.058744524016206404,0.20965320222792366,difference,dimensionless,,,,,,,TRUE,TRUE,FALSE,,,,,9,Kumasi (GH),0.44396224517952937,FALSE,0.268,0.444,0.5495289751345099,FALSE,0.055898734561988905,0.06454438458393956,0.019555604543869717,0.3029791773510177,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,RISE,806,138,7,9.100759891326334,1,0.002555033229698966,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.14943689285627265,0.050197486116593915,-0.24782215775924607,-0.05105162795329923,normal,ESTIMABLE,0.7088643037337914,0.5651683621208851,0.8890954179075482,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.1787619769165758e-5,,,,1,Borås (SE),0.02171778245244121,TRUE,0.003,0.022,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,-0.019739794798501714,0.41375002699327906,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,THUAS,809,139,7,6.763305324356111,1,0.009305124678298114,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12859275755381658,0.05030930035010192,-0.22719717432742464,-0.02998834078020851,normal,ESTIMABLE,0.7437162014299474,0.5926561912571996,0.9332793556008784,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,8.363940651179291e-6,,,,2,Delft (NL),0.07909355976553396,FALSE,0.009,0.079,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0.0011043405039543597,0.02314719671531585,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,BAUA,788,134,7,4.657433351754662,1,0.030919378069884075,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.10684008467687946,0.05059655996211522,-0.20600751994424654,-0.007672649409512372,normal,ESTIMABLE,0.7819156675098579,0.6222895099391499,0.9824882170312835,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.1697238733177073e-5,,,,3,Dortmund (DE),0.26281471359401465,FALSE,0.031,0.263,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0.02285701338089148,0.4790875487746915,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,FALSE,MPI,902,154,8,7.652164438243517,1,0.0056704247194507,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12969709805777094,0.047709470720644485,-0.22320594239170233,-0.03618825372383956,normal,ESTIMABLE,0.7418274540321611,0.5981278956234996,0.9200506707385497,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,4.505977813096251e-6,,,,4,Tübingen (DE),0.04819861011533095,TRUE,0.006,0.048,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0,0,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,TUM,842,144,7,5.59385217230124,1,0.018023616883598124,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.10994601101515943,0.04734956254261467,-0.20274944828241093,-0.01714257374790791,normal,ESTIMABLE,0.77634362119091,0.6269754729428374,0.9612966442449105,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,2.553406375227496e-5,,,,5,Munich (DE),0.15320074351058405,FALSE,0.018,0.153,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0.019751087042611512,0.4139867146768612,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,FUSPCEU,779,132,7,6.0142882282735854,1,0.014190500979693193,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12349029613030114,0.05134901297377097,-0.22413251220057218,-0.0228480800600301,normal,ESTIMABLE,0.7525055439588632,0.5968531465971649,0.9487502862593007,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,5.269384928396903e-6,,,,6,Madrid (ES),0.12061925832739213,FALSE,0.014,0.121,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0.006206801927469793,0.13009580348968391,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,IZTECH,800,137,7,6.1595374059688766,1,0.013070538668322997,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12223218473317098,0.05016865843619626,-0.22056094842080715,-0.023903421045534792,normal,ESTIMABLE,0.7546886442961297,0.6017818035617338,0.946447610177868,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,2.6531097319093533e-5,,,,7,Izmir (TR),0.11109957868074548,FALSE,0.013,0.111,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0.007464913324599962,0.15646606872479515,FALSE,TRUE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,UCR,672,115,7,10.660207737183327,1,0.0010946509819156154,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.19339920247131773,0.05999838679884256,-0.31099387972755255,-0.07580452521508292,normal,ESTIMABLE,0.6406204490468961,0.4886592456993705,0.8398379102593033,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.1499423635541461e-5,,,,8,San José (CR),0.00930453334628273,TRUE,0.001,0.009,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,-0.06370210441354679,1.335208784573292,FALSE,FALSE
chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,TRUE,KNUST,818,139,7,5.494261324283229,1,0.019078986217501172,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.1139731573855777,0.04956337871594571,-0.21111559462095034,-0.016830720150205064,normal,ESTIMABLE,0.7691779797114562,0.6150131550539432,0.9619871698859916,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,8.524807526555378e-6,,,,9,Kumasi (GH),0.16217138284875995,FALSE,0.019,0.162,0.04819861011533095,TRUE,-0.12969709805777094,0.047709470720644485,0.015723940672193237,0.32957692539207506,FALSE,TRUE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,RISE,806,138,7,6.357998487967961,1,0.01168532887812219,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.17822890374157913,0.07197222489988947,-0.31929187243257934,-0.03716593505057891,normal,ESTIMABLE,0.6633933232928292,0.47941114675699553,0.9179817873792114,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.8326318240724504e-6,,,,1,Borås (SE),0.06621686364269241,FALSE,0.012,0.066,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,-0.02493491402285733,0.3582922566112936,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,THUAS,809,139,7,4.78108587676752,1,0.028773970960941003,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.15852956649664143,0.07401448577585841,-0.30359529295157595,-0.013463840041706893,normal,ESTIMABLE,0.6941773409462885,0.49705529782100716,0.9694739856827529,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,9.44510247791186e-6,,,,2,Delft (NL),0.16305250211199904,FALSE,0.029,0.163,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,-0.005235576777919637,0.07523052282044941,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,BAUA,788,134,7,1.8489598138678502,1,0.17390442264289482,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.09728312949925629,0.0734588023792993,-0.2412597365101281,0.046693477511615525,normal,ESTIMABLE,0.7993129891824382,0.573773205661503,1.113508348545442,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.6962076188065112e-6,,,,3,Dortmund (DE),0.6015910270282923,FALSE,0.174,0.602,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,0.05601086021946551,0.8048256145730388,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,FALSE,MPI,902,154,8,5.061773281007618,1,0.024459199010946835,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.1532939897187218,0.06959378429969498,-0.28969530049397296,-0.0168926789434706,normal,ESTIMABLE,0.7025965457307448,0.5132213320184688,0.9618499373970106,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,8.793676897767e-6,,,,4,Tübingen (DE),0.13860212772869873,FALSE,0.024,0.139,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,0,0,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,TUM,842,144,7,3.5458692412253185,1,0.05969388233052852,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12932426505942732,0.0701546038128959,-0.2668247618823796,0.008176231763524944,normal,ESTIMABLE,0.7424645712824234,0.5409725617079564,1.0190048047338611,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,2.6284396881237626e-6,,,,5,Munich (DE),0.3382653332063283,FALSE,0.060,0.338,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,0.023969724659294478,0.34442335476502506,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,FUSPCEU,779,132,7,4.297554169282421,1,0.03816722554936552,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.15115053352214955,0.07456464888267843,-0.297294559852074,-0.00500650719222509,normal,ESTIMABLE,0.706072775549753,0.5043191275317267,0.9885382829172366,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,6.165237209643237e-6,,,,6,Madrid (ES),0.21628094477973794,FALSE,0.038,0.216,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,0.0021434561965722465,0.030799535017980634,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,IZTECH,800,137,7,3.9566278468755627,1,0.046687141767415806,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.1465103696285792,0.07528144135243155,-0.29405928338360926,0.00103854412645088,normal,ESTIMABLE,0.7136571649610363,0.5080900809720955,1.0023941977489519,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.6871126717887819e-6,,,,7,Izmir (TR),0.19842035251151718,FALSE,0.047,0.198,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,0.006783620090142606,0.09747451095531727,FALSE,FALSE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,UCR,672,115,7,9.360990129407128,1,0.002216523767285476,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.2594163928012651,0.08612581646036044,-0.42821989120267845,-0.09061289439985173,normal,ESTIMABLE,0.5502798461675203,0.3730612222804539,0.8116842250372241,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.5232899386319332e-5,,,,8,San José (CR),0.01256030134795103,TRUE,0.002,0.013,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,-0.10612240308254331,1.524883352018097,FALSE,TRUE
chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,TRUE,KNUST,818,139,7,3.094847092932241,1,0.07854053047316124,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12256402652957413,0.07124157962088144,-0.2621949567882444,0.01706690372909614,normal,ESTIMABLE,0.7541122115035128,0.5467704600228301,1.0400803794611975,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.958824213943444e-6,,,,9,Kumasi (GH),0.3304451739765535,FALSE,0.079,0.330,0.13860212772869873,FALSE,-0.1532939897187218,0.06959378429969498,0.03072996318914767,0.44156189375783594,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,RISE,806,138,7,10.377850592186746,1,0.0012753608229284675,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.12421726408671258,0.03898013347029547,-0.200616921801056,-0.04781760637236916,normal,ESTIMABLE,0.7512469743873985,0.6300616964355048,0.8957408769951968,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.2060553444825928e-4,,,,1,Borås (SE),0.021681133989783948,TRUE,0.001,0.022,0.016386870815400023,TRUE,-0.11773840516937653,0.03610761686416969,-0.0064788589173360445,0.17943191714114884,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,THUAS,809,139,7,9.860630578435575,1,0.0016885322115096936,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.1164356358084429,0.03751589302119447,-0.1899654349778416,-0.04290583663904421,normal,ESTIMABLE,0.764829030782826,0.645705617992567,0.90592900236301,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,7.386802280962002e-7,,,,2,Delft (NL),0.028705047595664793,TRUE,0.002,0.029,0.016386870815400023,TRUE,-0.11773840516937653,0.03610761686416969,0.0013027693609336255,0.03608018124913665,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,BAUA,788,134,7,10.847346357686888,1,9.893743576058014e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.1305075802091349,0.04003662458451176,-0.20897792245732882,-0.052037237960940966,normal,ESTIMABLE,0.7404443435658553,0.618047818060647,0.8870799473720843,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,5.0739856760628754e-6,,,,3,Dortmund (DE),0.016819364079298623,TRUE,<0.001,0.017,0.016386870815400023,TRUE,-0.11773840516937653,0.03610761686416969,-0.012769175039758357,0.35364214392197857,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,FALSE,MPI,902,154,8,10.895592359098885,1,9.63933577376472e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.11773840516937653,0.03610761686416969,-0.18850803379072018,-0.04696877654803287,normal,ESTIMABLE,0.7625381822930214,0.6478761104302834,0.8974933171537514,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,2.9148168323445134e-5,,,,4,Tübingen (DE),0.016386870815400023,TRUE,<0.001,0.016,0.016386870815400023,TRUE,-0.11773840516937653,0.03610761686416969,0,0,FALSE,FALSE
chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,TRUE,TUM,842,144,7,7.946760835278994,1,0.004817352250957561,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.10096827334415072,0.03634176183208942,-0.17219681766977835,-0.029739729018523106,normal,ESTIMABLE,0.7925592274523364,0.6726717394731481,0.9338137640683789,ratio,ratio,,,,,,,TRUE,TRUE,FALSE,1.1745981964850216e-5,,,,5,Munich (DE),0.08189498826627853,FALSE,0.005,0.082,0.016386870815400023,TRUE,-0.11773840516937653,0.03610761686416969,0.016770131825225812,0.46444859233751173,FALSE,TRUE
