run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number,aliased_coefficients,residual_n,residual_mean,residual_sd,residual_skewness,residual_qq_correlation,residual_absolute_fitted_spearman,residual_absolute_above_3_fraction,consecutive_day_pairs,participants_with_consecutive_pairs,pooled_consecutive_day_residual_correlation,serial_status,tweedie_power,dispersion,observed_zero_n,observed_zero_fraction,expected_zero_n,expected_zero_fraction,zero_mass_standardized_difference,zero_mass_method,zero_mass_status,fitted_natural_min,fitted_natural_max,fitted_below_lower_n,fitted_above_upper_n,observed_above_audit_threshold_n,prediction_bound_status,participant_random_intercept_sd,fit_warnings,fit_error,diagnostic_assessment,diagnostic_issues
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,10,10,TRUE,25.67624031160055,,811,-0.02800970739327558,0.8720651633435755,1.0301959100721598,0.9624874715619482,0.11252794971799014,0.004932182490752158,647,141,-0.12044066017646674,PASS_DESCRIPTIVE_CHECK,1.488178736162705,0.8448930957701729,110,0.13563501849568435,106.66094892926348,0.13151781618898079,0.3571693288170304,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.2202625868449417,4.8039861570942,0,0,,PASS,0.6246037177067113,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,10,10,TRUE,24.955321751514482,,755,-0.024982670946712665,0.857281303487785,0.5998683673833939,0.9843476267534707,-0.10942666328184344,0.0026490066225165563,592,138,0.044653014701643366,PASS_DESCRIPTIVE_CHECK,1.5070534531945636,0.8050208840642064,25,0.033112582781456956,21.771785785992837,0.0288368023655534,0.7120072072358925,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.6797316494578421,7.636771649639588,0,,,PASS,0.5516494586021206,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,age,TRUE,TRUE,FALSE,7.698872650507838e-6,,10,10,TRUE,25.656647122958855,,780,1.5901809783477243e-15,0.8029151344177176,0.4274328794530493,0.9937778159522349,-0.0017811148237452965,0.002564102564102564,605,140,-0.1098722292977219,PASS_DESCRIPTIVE_CHECK,,,16,0.020512820512820513,,,,not applicable,NOT_APPLICABLE,0.7895325631607842,3.1264071142578214,0,0,0,PASS,0.5825983235450937,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,10,10,TRUE,25.726818667583547,,790,-0.011341292329830003,0.8325779422395503,-1.3969703719514361,0.9484386038151015,-0.10146490771254581,0.021518987341772152,617,140,0.03183634868917941,PASS_DESCRIPTIVE_CHECK,1.0785176225381279,0.3749763190337925,4,0.005063291139240506,3.382769565736727e-4,4.281986792071793e-7,217.46446941912143,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.343502769564226,9.477702957413113,0,,,PASS,0.17196461466040328,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW | ZERO_MASS_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,age,TRUE,TRUE,FALSE,7.934204404591583e-6,,10,10,TRUE,25.67624031160055,,811,1.72385739057858e-16,0.30452127404946044,-0.25001971074930845,0.9974241432215699,-0.12750275798577507,0,647,141,-0.009124777032707726,PASS_DESCRIPTIVE_CHECK,,,33,0.040690505548705305,,,,not applicable,NOT_APPLICABLE,0.13401621867750227,2.8456970299518596,0,0,,PASS,0.22475867515203468,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,1.6189005691558123e-6,,10,10,TRUE,25.67624031160055,,811,-7.140735461486491e-13,89.5173163224679,-0.2461075188576537,0.9739019323871227,0.12916380310650694,0.9642416769420469,647,141,-0.054965427984223054,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,700.6632438471661,984.9152155257398,0,0,,PASS,50.57393908064855,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,age,TRUE,TRUE,FALSE,6.193658919073641e-6,,10,10,TRUE,25.67624031160055,,811,-1.2630313290650558e-13,87.37929441875647,-0.1038165414450669,0.923595261864275,0.1289899352305075,0.9753390875462392,647,141,-0.07003262740088859,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,47.00193929104681,349.25568473315764,0,0,,PASS,52.66506871534317,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,9.913492249324918e-7,,10,10,TRUE,25.622878757002347,,778,9.597258720387451e-13,90.8211924304974,0.14703528036518065,0.996920185317549,0.04043409840040811,0.9652956298200515,603,139,-0.08530271853024653,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,663.114684008156,894.2527292552564,0,0,,PASS,35.44039858884021,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,6.784830475226045e-6,,10,10,TRUE,25.622878757002347,,778,-1.639134415174087e-13,119.24810382875569,-0.25026491656219174,0.9553299297035086,0.15549032406013524,0.9781491002570694,603,139,-0.03601673739739762,PASS_DESCRIPTIVE_CHECK,,,1,0.0012853470437017994,,,,not applicable,NOT_APPLICABLE,424.2097723731321,775.3237660899237,0,0,,PASS,71.56151560514347,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,1.1550582712516189e-6,,10,10,TRUE,25.622878757002347,,778,8.259830979709957e-14,114.94483942696647,-0.4840058821294892,0.9864124297175687,-0.17532706472592302,0.9794344473007712,603,139,-0.04908857899620053,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,840.3930789377052,1245.8358369436546,0,0,,PASS,73.71348585169963,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,age,TRUE,TRUE,FALSE,6.946265784790739e-7,,10,10,TRUE,25.67624031160055,,811,5.059180913632503e-15,0.539943538548445,-1.966154503268824,0.9386256829964209,-0.1219556369795894,0.004932182490752158,647,141,0.026974720383373833,PASS_DESCRIPTIVE_CHECK,,,2,0.002466091245376079,,,,not applicable,NOT_APPLICABLE,554.8514338283675,28801.844877268537,0,,,PASS,0.3584135234096832,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,age,TRUE,TRUE,FALSE,8.594724931754172e-7,,10,10,TRUE,26.10719241320604,,687,1.9286993965365425e-16,0.06707505941179302,3.864659691026954,0.8827317957929356,0.06477361185430174,0,491,127,-0.17297183066064065,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.5439384501071064,0.9331322895997278,0,,,PASS,0.07915889217542298,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,TRUE,TRUE,FALSE,,,10,10,TRUE,4.259376609960794,,141,3.0019328236761767e-17,0.4070088227263296,0.17113079520222596,0.9914850230440421,0.07512516098315239,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,0.24651438277322207,0.38088859246858625,0,0,,PASS,,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,TRUE,TRUE,FALSE,,,10,10,TRUE,4.259376609960794,,141,-2.7755575615628914e-17,0.36516795461683715,-0.17168669990810884,0.9914296862401684,-0.11053374156413384,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,1.0690773403283613,1.4405147800206117,0,,,PASS,,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,TRUE,TRUE,FALSE,4.1609382606111467e-7,,10,10,TRUE,4.311004745079923,,811,-1.3092691747860663e-15,0.2816804512218115,-0.9938858499655604,0.9712302894840891,-0.1974690693109937,0,647,141,0.052091332557743286,PASS_DESCRIPTIVE_CHECK,,,2,0.002466091245376079,,,,not applicable,NOT_APPLICABLE,0.26218991284900617,21.789335447789426,0,,,PASS,0.2833129077178654,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,TRUE,TRUE,FALSE,1.86355464393273e-5,,10,10,TRUE,4.311004745079923,,811,-5.679796953353606e-16,0.4665816170839939,-1.4283363516905028,0.9550133286754456,-0.21754126361036447,0,647,141,0.03476461569689623,PASS_DESCRIPTIVE_CHECK,,,2,0.002466091245376079,,,,not applicable,NOT_APPLICABLE,1.7993415921652,697.1160180513842,0,,,PASS,0.3790475277486594,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,TRUE,TRUE,FALSE,2.4181048274840578e-5,,10,10,TRUE,4.311004745079923,,811,4.514815703099588e-16,0.18965931365737243,0.6858495527600904,0.9828705969108344,0.37539975377607954,0,647,141,-0.07054673531742212,PASS_DESCRIPTIVE_CHECK,,,121,0.14919852034525277,,,,not applicable,NOT_APPLICABLE,0.003584064079709584,1.3186452350423712,0,,,PASS,0.2172102562557415,,,acceptable with specified limitations,RESIDUAL_SPREAD_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,TRUE,TRUE,FALSE,,,10,10,TRUE,4.311004745079923,,811,-0.028434031405969847,0.8697195985554433,1.00240290619196,0.9633007814722343,0.10878303496833729,0.0036991368680641184,647,141,-0.11750289539681534,PASS_DESCRIPTIVE_CHECK,1.4881570775582966,0.8450527104186581,110,0.13563501849568435,106.72398361665327,0.13159554083434435,0.3503548112171736,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.1947433697739321,4.600352480457215,0,0,,PASS,0.6453230726812985,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,TRUE,TRUE,FALSE,,,10,10,TRUE,4.649927381211404,,755,-0.02487974095661968,0.8577368603297134,0.5984100294231304,0.9842883531270913,-0.10979603834783942,0.0039735099337748344,592,138,0.047774253277311045,PASS_DESCRIPTIVE_CHECK,1.5072148881512821,0.8057852317581364,25,0.033112582781456956,21.815689888428977,0.028894953494607963,0.701802711281846,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.6517096562039454,7.760615634847523,0,,,PASS,0.5479157750740744,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,biological_sex,TRUE,TRUE,FALSE,7.837570592528209e-6,,10,10,TRUE,4.1149696393982405,,780,9.508063851918007e-17,0.8024980169966631,0.42028093041260045,0.9939884760550798,-9.943255448657882e-4,0.002564102564102564,605,140,-0.11060378689062025,PASS_DESCRIPTIVE_CHECK,,,16,0.020512820512820513,,,,not applicable,NOT_APPLICABLE,0.7769914310539667,3.149085810488483,0,0,0,PASS,0.5877284960862816,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,TRUE,TRUE,FALSE,,,10,10,TRUE,4.317768858046792,,790,-0.01120015215939128,0.8328092061555973,-1.4015731773745896,0.948519476670993,-0.10625646947748266,0.020253164556962026,617,140,0.034107558871078414,PASS_DESCRIPTIVE_CHECK,1.078540616375247,0.3752019832808109,4,0.005063291139240506,3.305490770009535e-4,4.184165531657649e-7,219.99216921705917,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.406256749501864,9.533186182823428,0,,,PASS,0.16997783481986772,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW | ZERO_MASS_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,biological_sex,TRUE,TRUE,FALSE,7.617018127348274e-6,,10,10,TRUE,4.311004745079923,,811,5.236255325759832e-17,0.3043143261110638,-0.2524360697329686,0.9973965279423962,-0.1262078692205962,0,647,141,-0.00994943932867865,PASS_DESCRIPTIVE_CHECK,,,33,0.040690505548705305,,,,not applicable,NOT_APPLICABLE,0.12753120555995842,3.0444880187385475,0,0,,PASS,0.22814920256832003,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,1.709850039333105e-6,,10,10,TRUE,4.311004745079923,,811,-2.0364803144275918e-13,89.5224607984707,-0.24458161363630473,0.9736986676975263,0.12746217455145423,0.9704069050554871,647,141,-0.055145690923460056,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,701.8679302880226,983.2108750289824,0,0,,PASS,50.49146043942849,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,biological_sex,TRUE,TRUE,FALSE,6.2664184952154756e-6,,10,10,TRUE,4.311004745079923,,811,1.5139554221867487e-14,87.38710969432569,-0.09423740590690811,0.9236215531303343,0.12669930452420705,0.9753390875462392,647,141,-0.07021906027514338,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,48.50279150019236,348.21352263403037,0,0,,PASS,52.65276319428445,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,9.549694368615746e-7,,10,10,TRUE,4.278697680650766,,778,7.702721636761806e-13,90.88264677611386,0.1515454861379117,0.9970002014246965,0.03921018990512133,0.9640102827763496,603,139,-0.08224163170096661,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,663.8049910487915,897.7425054701239,0,0,,PASS,34.819961042696264,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,6.8121153162792325e-6,,10,10,TRUE,4.278697680650766,,778,-3.098852223098725e-13,119.23689439818823,-0.24798858881653124,0.9550151316969535,0.15623856266111777,0.9755784061696658,603,139,-0.036518873568295196,PASS_DESCRIPTIVE_CHECK,,,1,0.0012853470437017994,,,,not applicable,NOT_APPLICABLE,427.13079335513703,776.608804183786,0,0,,PASS,71.58925204920992,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,TRUE,TRUE,FALSE,1.1550582712516189e-6,,10,10,TRUE,4.278697680650766,,778,5.495838003483264e-13,114.96746388684495,-0.4722174692450301,0.9866299890571866,-0.18107641256264062,0.967866323907455,603,139,-0.046700875349014466,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,837.3622801445446,1242.4776363366636,0,0,,PASS,72.97233459643721,,,acceptable,
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,biological_sex,TRUE,TRUE,FALSE,7.055405149003491e-6,,10,10,TRUE,4.311004745079923,,811,3.2486686309962503e-15,0.5393672774696592,-1.9533575428898304,0.939244948109974,-0.14186714429768707,0.004932182490752158,647,141,0.02591061498161055,PASS_DESCRIPTIVE_CHECK,,,2,0.002466091245376079,,,,not applicable,NOT_APPLICABLE,508.0318523946205,23551.322650987997,0,,,PASS,0.36662025288229316,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
gap_timing_unaware__glasses__all_available,gap_timing_unaware,glasses,all_available,gap_timing_unaware_near_eye,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,biological_sex,TRUE,TRUE,FALSE,1.2175860319985077e-6,,10,10,TRUE,3.727654866301344,,687,2.8784289362518217e-16,0.0670601017688421,3.89180606977339,0.8822106994340657,0.06336730457986643,0,491,127,-0.17293858947959337,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.5447411589801433,0.9358330395196784,0,,,PASS,0.07966970836983052,,,acceptable with specified limitations,RESIDUAL_QQ_REVIEW
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,age,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,,153,1.8503717077085944e-17,0.40848487985243087,0.27660550511904064,0.9954360566557235,0.036288974877829096,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,0.25705189941625445,0.3381909467898776,0,0,,PASS,,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,age,TRUE,TRUE,FALSE,,,9,9,TRUE,23.020139438770418,,153,-1.5601173221856775e-17,0.3777765022192985,-0.054830538818272656,0.991134939911154,0.12689123455378176,0,0,0,,NOT_APPLICABLE_PARTICIPANT_LEVEL,,,0,0,,,,not applicable,NOT_APPLICABLE,1.0404891741479882,1.502234341953176,0,,,PASS,,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,8.080860425252467e-6,,9,9,TRUE,22.832476290488056,,902,7.502621337696942e-16,0.31167124604723,-0.7977687965514496,0.9770052060155681,-0.17200312997816014,0,733,154,-0.03823473328330278,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,0.49541776945389093,19.802244177090007,0,,,PASS,0.2527353570118829,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,6.788241080357693e-6,,9,9,TRUE,22.832476290488056,,902,-3.790174628939978e-15,0.5333761069105776,-1.1132739159682308,0.9706465834758056,-0.21340670052407096,0,733,154,-0.03868034126109033,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,4.012216937321192,759.1152453074712,0,,,PASS,0.3325077946227134,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,TRUE,TRUE,FALSE,9.943335044226842e-6,,9,9,TRUE,22.832476290488056,,902,3.244509859104116e-16,0.21018066319094736,1.4694737956627746,0.9598282112155996,0.3523573528158812,0,733,154,-0.010116192362619625,PASS_DESCRIPTIVE_CHECK,,,125,0.1385809312638581,,,,not applicable,NOT_APPLICABLE,0.005765800241483071,1.1641221629217509,0,,,PASS,0.20382591795192795,,,acceptable with specified limitations,RESIDUAL_SPREAD_REVIEW
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,9,9,TRUE,22.832476290488056,,902,-0.025353390341751332,0.9038660931221447,1.2291300063022985,0.9567149882426744,0.08603899836729088,0.008869179600886918,733,154,-0.054472568040573065,PASS_DESCRIPTIVE_CHECK,1.5065492396211808,0.8024557402649678,85,0.0942350332594235,82.7875132157959,0.09178216542771155,0.2620534795254809,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.1897844155234949,5.383409293963545,0,0,,PASS,0.5465724504575254,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,9,9,TRUE,22.44732937406248,,818,-0.021987016146825786,0.8688742655878386,0.5600462758071552,0.9872168433684491,-0.08415274368462726,0.0024449877750611247,621,152,0.04712701099216875,PASS_DESCRIPTIVE_CHECK,1.493739177049985,0.7790167988739526,20,0.02444987775061125,18.763390954987305,0.022938130751818244,0.29166639191149557,Analytical compound-Poisson zero probability; no simulation or resampling,PASS_DESCRIPTIVE_CHECK,0.9094496906747197,7.5371791725771695,0,,,PASS,0.4399475521473145,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,age,TRUE,TRUE,FALSE,1.0563780961092561e-5,,9,9,TRUE,22.05354159791424,,743,-9.936720206941172e-16,0.7850839265732228,0.42488649898641223,0.9922299555100662,-0.04154031946894116,0.004037685060565276,538,144,-0.15923957507302236,PASS_DESCRIPTIVE_CHECK,,,5,0.006729475100942127,,,,not applicable,NOT_APPLICABLE,0.8582790644982555,2.770354516624229,0,0,0,PASS,0.5184833508674195,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,age,TRUE,TRUE,FALSE,,,9,9,TRUE,22.226357679876166,,861,-0.009036270406850868,0.865712923102174,-0.9737711510574261,0.9642188836465309,-0.06560295481859406,0.015098722415795587,691,152,0.014354701745443354,PASS_DESCRIPTIVE_CHECK,1.0450269240281436,0.3566932094303372,4,0.004645760743321719,5.587291491009751e-5,6.48930486760713e-8,535.1229052121251,Analytical compound-Poisson zero probability; no simulation or resampling,REVIEW_ABSOLUTE_STANDARDIZED_DIFFERENCE_AT_LEAST_3.29,4.6564207768892025,9.363412686276702,0,,,PASS,0.1382455177441914,,,acceptable with specified limitations,ZERO_MASS_REVIEW
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,age,TRUE,TRUE,FALSE,1.61662683240138e-5,,9,9,TRUE,22.832476290488056,,902,4.115641062738766e-17,0.3027272292389784,-0.2720177849831085,0.996223305959009,-0.033542400597862634,0,733,154,-0.019770486430597943,PASS_DESCRIPTIVE_CHECK,,,27,0.02993348115299335,,,,not applicable,NOT_APPLICABLE,0.19615737818111553,1.7469595356007928,0,0,,PASS,0.16515811314378967,,,acceptable,
primary__chest__all_available,primary,chest,all_available,complementary_chest,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,TRUE,TRUE,FALSE,5.878064257558435e-5,,9,9,TRUE,22.832476290488056,,902,-1.6882479646832135e-13,98.7694198239545,0.3353069375958227,0.981028833723388,0.129264454643747,0.9767184035476718,733,154,-0.06450788563859186,PASS_DESCRIPTIVE_CHECK,,,0,0,,,,not applicable,NOT_APPLICABLE,712.8118593528496,952.2690199794067,0,0,,PASS,42.347353934827325,,,acceptable,
