"manifest","path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","exists","status"
"H07_preservation","artifacts/07_models/H07/fits/paired__near_eye/m10_mean_medi/registered_null.rds","413356ab543be4523fda802ea333e3d882f8b0480b77e164e8eaec9608336c4d","413356ab543be4523fda802ea333e3d882f8b0480b77e164e8eaec9608336c4d",240316,240316,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/daily_geometric_mean_medi/adapted_photoperiod_linear.rds","e9635f5df48b251dc151e2e203dbcf6790dd4b5ca09a37e2d1f8273d8e9dcd8a","e9635f5df48b251dc151e2e203dbcf6790dd4b5ca09a37e2d1f8273d8e9dcd8a",626740,626740,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","99a4b9b4d8d73deadcd20264ed0a8aa4f2f96f71016344c05a17a1dd13647c0f","99a4b9b4d8d73deadcd20264ed0a8aa4f2f96f71016344c05a17a1dd13647c0f",670912,670912,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/daily_geometric_mean_medi/registered_null.rds","222ba82491e6e31bdc348487f4c8027984365b04431825c18d4173208fb0d928","222ba82491e6e31bdc348487f4c8027984365b04431825c18d4173208fb0d928",403320,403320,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","46a2b03d48d8aac79a6359fb8b4dfc0af19455fc290ac847d8dbf642bdc58dc4","46a2b03d48d8aac79a6359fb8b4dfc0af19455fc290ac847d8dbf642bdc58dc4",683872,683872,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","2db2f7bdbcd209fc7d673c55368e97b818b78601763c2fd59b23ab76e1566751","2db2f7bdbcd209fc7d673c55368e97b818b78601763c2fd59b23ab76e1566751",736320,736320,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/dose_time_sensitive_corrected_medi/registered_null.rds","e5947866e64467e985c2d19fd4e9b9176ff3d14a417104c9090ea366112dff4f","e5947866e64467e985c2d19fd4e9b9176ff3d14a417104c9090ea366112dff4f",407876,407876,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_above_1000/adapted_photoperiod_linear.rds","e17921ba6dfa3facd21bb8ff69431bff8883fb6e735108d01bf5f1fa4a139768","e17921ba6dfa3facd21bb8ff69431bff8883fb6e735108d01bf5f1fa4a139768",809072,809072,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_above_1000/adapted_photoperiod_smooth.rds","e09aeca2fc907d587e3ad2b30ab85d7ef26887e1bbddcd1262b80c8942831bba","e09aeca2fc907d587e3ad2b30ab85d7ef26887e1bbddcd1262b80c8942831bba",874580,874580,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_above_1000/registered_null.rds","421d745b23006347fe9bd74de17baa7a4570824205afe9b1973056a63f9154b2","421d745b23006347fe9bd74de17baa7a4570824205afe9b1973056a63f9154b2",759596,759596,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_above_250_wake/adapted_photoperiod_linear.rds","396e57ed5648b6feebfed2bcab4ef7cba163e679eeea0059be851480396c497c","396e57ed5648b6feebfed2bcab4ef7cba163e679eeea0059be851480396c497c",800516,800516,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_above_250_wake/adapted_photoperiod_smooth.rds","d9e93545b80d47e744cf131c63d2006db5aa6ceb8b9dd924a865bfd0e2524441","d9e93545b80d47e744cf131c63d2006db5aa6ceb8b9dd924a865bfd0e2524441",855796,855796,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_above_250_wake/registered_null.rds","2e691dfbae7b295ba404d3247fd2d5f7eabb21f69f39ffcf939a9ce3f01860df","2e691dfbae7b295ba404d3247fd2d5f7eabb21f69f39ffcf939a9ce3f01860df",766268,766268,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_below_1_sleep_environment/adapted_photoperiod_linear.rds","6211bb0f2b2c13fdba7a1561a7d1fff58b449aaa5cc70372ff947f1b6296a007","6211bb0f2b2c13fdba7a1561a7d1fff58b449aaa5cc70372ff947f1b6296a007",805984,805984,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","b2d4fefa6daff194e88cf93152b96477fafa7ee8de67bffeae1b01f2b680e64a","b2d4fefa6daff194e88cf93152b96477fafa7ee8de67bffeae1b01f2b680e64a",872388,872388,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_below_1_sleep_environment/registered_null.rds","e0afda4e09ff2029f8532923269a8226bb375029d7e7d3685608a0a5b7844747","e0afda4e09ff2029f8532923269a8226bb375029d7e7d3685608a0a5b7844747",758792,758792,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_below_10_pre_sleep/adapted_photoperiod_linear.rds","2921df10ef2732348b3eb551c3925ec704f9577cc1a4c2d1656d1faff86e587b","2921df10ef2732348b3eb551c3925ec704f9577cc1a4c2d1656d1faff86e587b",708016,708016,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","3a0c0db1c048bb7cb775815b788026f5ae431ce511434cf10fead70ef14d5159","3a0c0db1c048bb7cb775815b788026f5ae431ce511434cf10fead70ef14d5159",764500,764500,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/duration_below_10_pre_sleep/registered_null.rds","43c8f1ef729a13456c1bcfae56a25566d309a8f99d043b8cac8e76f7e86a8a72","43c8f1ef729a13456c1bcfae56a25566d309a8f99d043b8cac8e76f7e86a8a72",395216,395216,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/l10_mean_medi/adapted_photoperiod_linear.rds","3489d5cf8958baafad18e0120e05695e6c31d8b246ee1bc781bf92ec7ff240ef","3489d5cf8958baafad18e0120e05695e6c31d8b246ee1bc781bf92ec7ff240ef",627392,627392,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/l10_mean_medi/adapted_photoperiod_smooth.rds","24759902c59a6c08cfb665924835f4d66b1cef713799547525e3a79b593194b5","24759902c59a6c08cfb665924835f4d66b1cef713799547525e3a79b593194b5",674308,674308,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/l10_mean_medi/registered_null.rds","b04012dd45cf5c598116ee5dc78165673c8d3c8a2f197a83717db50a5e1a5bb1","b04012dd45cf5c598116ee5dc78165673c8d3c8a2f197a83717db50a5e1a5bb1",403520,403520,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/longest_bout_above_250/adapted_photoperiod_linear.rds","b2aaa20cdc43e8fd75d9ed2b623ade6a8602131cd62edb994c61e58ed304d5cd","b2aaa20cdc43e8fd75d9ed2b623ade6a8602131cd62edb994c61e58ed304d5cd",616780,616780,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/longest_bout_above_250/adapted_photoperiod_smooth.rds","1289feabc820cfd8d75451c8b7fcd8c8cf03f90b8b717f3c6f3f03c3233c03da","1289feabc820cfd8d75451c8b7fcd8c8cf03f90b8b717f3c6f3f03c3233c03da",660692,660692,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/longest_bout_above_250/registered_null.rds","89f920236ad7443c8769d16d627fb04e0b5b0bd897fa4fb84b392582804c6310","89f920236ad7443c8769d16d627fb04e0b5b0bd897fa4fb84b392582804c6310",385876,385876,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/m10_mean_medi/adapted_photoperiod_linear.rds","d17fce41d8feeb61144b3d52a1309cd5a1a656a10b92ea02de5bc1bb84bcd92d","d17fce41d8feeb61144b3d52a1309cd5a1a656a10b92ea02de5bc1bb84bcd92d",626112,626112,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/m10_mean_medi/adapted_photoperiod_smooth.rds","fd1e51aadce80a999aa23216c5f5dad3423675244848995c5c975fc09f91c011","fd1e51aadce80a999aa23216c5f5dad3423675244848995c5c975fc09f91c011",674156,674156,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__chest/m10_mean_medi/registered_null.rds","4b5453bd8612e2764a5ff3ddc216bf59fdd35fa308ecb02eeec7b2fcf46637c4","4b5453bd8612e2764a5ff3ddc216bf59fdd35fa308ecb02eeec7b2fcf46637c4",404288,404288,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/daily_geometric_mean_medi/adapted_photoperiod_linear.rds","d0076af67d305875c369f7ca6f801ccd31430f613305995efab249cd6c3d3b0e","d0076af67d305875c369f7ca6f801ccd31430f613305995efab249cd6c3d3b0e",569784,569784,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","b81b1e5c71193720138e55b7df407c5f529dfaf3196e5a815230e33a4640d9b7","b81b1e5c71193720138e55b7df407c5f529dfaf3196e5a815230e33a4640d9b7",619536,619536,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/daily_geometric_mean_medi/registered_null.rds","034a41430fa4013fac965d46e27d671704d48435d294cbbf7df536e4df7e513e","034a41430fa4013fac965d46e27d671704d48435d294cbbf7df536e4df7e513e",362288,362288,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","20e224d67d402ad1c994fa57b098180c69437e75286786ce2200f8c47b165cf4","20e224d67d402ad1c994fa57b098180c69437e75286786ce2200f8c47b165cf4",618584,618584,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","ea474d0676b2ae8d62fd5454a43c0300bf7be110e4a121b6125a87838c7b004a","ea474d0676b2ae8d62fd5454a43c0300bf7be110e4a121b6125a87838c7b004a",675512,675512,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/dose_time_sensitive_corrected_medi/registered_null.rds","7c7dd19b1ab2845e1167d51a48dc070c8913b75980d8293a341d621f884ea9ed","7c7dd19b1ab2845e1167d51a48dc070c8913b75980d8293a341d621f884ea9ed",357560,357560,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_above_1000/adapted_photoperiod_linear.rds","f7946588fba0de25ff45bd88a4b48daa685c423b6e672e61aa285bd69596b406","f7946588fba0de25ff45bd88a4b48daa685c423b6e672e61aa285bd69596b406",698796,698796,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_above_1000/adapted_photoperiod_smooth.rds","4fce76c71c9ff46924d3acaea6897d92af85be81df04fc4188db3441fcc62536","4fce76c71c9ff46924d3acaea6897d92af85be81df04fc4188db3441fcc62536",768684,768684,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_above_1000/registered_null.rds","6b78f0b3b3da4dc2a916a7f30a74f1d799dbb6276319f3678d5b494497283001","6b78f0b3b3da4dc2a916a7f30a74f1d799dbb6276319f3678d5b494497283001",658164,658164,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_above_250_wake/adapted_photoperiod_linear.rds","9f9cc041b6b5c3356288e8a237c9baba03b5a7ad991f58b0b06033789fdd3aaf","9f9cc041b6b5c3356288e8a237c9baba03b5a7ad991f58b0b06033789fdd3aaf",687752,687752,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_above_250_wake/adapted_photoperiod_smooth.rds","3e270445159b3e1d18448b658761962884d0727914839224f8538de7f67c89da","3e270445159b3e1d18448b658761962884d0727914839224f8538de7f67c89da",740700,740700,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_above_250_wake/registered_null.rds","a2dadde378dfacb18fe1f016837867bb94ca2f39d8bd1c9f04d8da78f5eb3677","a2dadde378dfacb18fe1f016837867bb94ca2f39d8bd1c9f04d8da78f5eb3677",657948,657948,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_below_1_sleep_environment/adapted_photoperiod_linear.rds","61356827ec62d233c70122dcc98e7464a7c97ef5b2411e723107f0a78ff5c7ac","61356827ec62d233c70122dcc98e7464a7c97ef5b2411e723107f0a78ff5c7ac",694804,694804,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","cb2323750aed9044d0ac1c4bf58a2441a72e0caeae6b09670bd63d27823e678f","cb2323750aed9044d0ac1c4bf58a2441a72e0caeae6b09670bd63d27823e678f",755840,755840,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_below_1_sleep_environment/registered_null.rds","af9bc98cc5c145fefa7aee2d1ec552d75106ef621ee0b6c59349e47dc1ffb959","af9bc98cc5c145fefa7aee2d1ec552d75106ef621ee0b6c59349e47dc1ffb959",651400,651400,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_below_10_pre_sleep/adapted_photoperiod_linear.rds","9e51a36c3a56a4c66ac6bac9dd9ccf7b4fff1b1391ef3a71b3bcd30305e3a0e9","9e51a36c3a56a4c66ac6bac9dd9ccf7b4fff1b1391ef3a71b3bcd30305e3a0e9",633896,633896,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","51f4e425ab113af80b55d73d97adaaa66b0851e281c247961d0bfaf49d63e609","51f4e425ab113af80b55d73d97adaaa66b0851e281c247961d0bfaf49d63e609",690968,690968,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/duration_below_10_pre_sleep/registered_null.rds","547d2d4d4e6687f3bb043088199a73b748e04f93e45ecf1f6d9f7bd626ac5457","547d2d4d4e6687f3bb043088199a73b748e04f93e45ecf1f6d9f7bd626ac5457",344788,344788,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/l10_mean_medi/adapted_photoperiod_linear.rds","2e91404aca829a0a9ca4045d1c32a91d3dc40ca0502452b29de69de19bad9b58","2e91404aca829a0a9ca4045d1c32a91d3dc40ca0502452b29de69de19bad9b58",571704,571704,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/l10_mean_medi/adapted_photoperiod_smooth.rds","b5c679d659d0881d5913db40068cea128c6e196ef63e454adee8f4e2df423973","b5c679d659d0881d5913db40068cea128c6e196ef63e454adee8f4e2df423973",620252,620252,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/l10_mean_medi/registered_null.rds","7f11413be90d312860a0e9d4b89e764d418b0a7e816752faa89a1f68e8710d0d","7f11413be90d312860a0e9d4b89e764d418b0a7e816752faa89a1f68e8710d0d",361824,361824,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/longest_bout_above_250/adapted_photoperiod_linear.rds","5ee2c8001fc60eb300751f165e911e809a18cb2190b616f7d730851df2705b40","5ee2c8001fc60eb300751f165e911e809a18cb2190b616f7d730851df2705b40",558116,558116,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/longest_bout_above_250/adapted_photoperiod_smooth.rds","3ab905271ad56955500e93191d7dddc390e9adb229cd3947c188af3e64fe3ff5","3ab905271ad56955500e93191d7dddc390e9adb229cd3947c188af3e64fe3ff5",628884,628884,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/longest_bout_above_250/registered_null.rds","bbf71cad904dd66259033e59b16d703cf990ac5dd66753a29979f41a6948575b","bbf71cad904dd66259033e59b16d703cf990ac5dd66753a29979f41a6948575b",339288,339288,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/m10_mean_medi/adapted_photoperiod_linear.rds","0bf05dd61a5a1a0f8062c354fa9c3eb99d5dfc5df8d939330681a339dd8c0a50","0bf05dd61a5a1a0f8062c354fa9c3eb99d5dfc5df8d939330681a339dd8c0a50",568776,568776,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/m10_mean_medi/adapted_photoperiod_smooth.rds","35210d9cbf5a7c5e9c45519aceab1d0913cb2329086e6f8cc054b5f4815a619c","35210d9cbf5a7c5e9c45519aceab1d0913cb2329086e6f8cc054b5f4815a619c",619268,619268,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_gap__near_eye/m10_mean_medi/registered_null.rds","5a3f4a88453ca5dfbb91177fee990660aab71d28f6f256419d677c0a37584a73","5a3f4a88453ca5dfbb91177fee990660aab71d28f6f256419d677c0a37584a73",360152,360152,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/daily_geometric_mean_medi/adapted_photoperiod_linear.rds","10ad8ce5bf407879ba0296523b1e2467e0fd9274231f7794dc8cf8e6c505cff8","10ad8ce5bf407879ba0296523b1e2467e0fd9274231f7794dc8cf8e6c505cff8",626064,626064,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","7215746577d7a29d04ec6f7829a13e972fb96d2f2f522ae37cc29d52d659f182","7215746577d7a29d04ec6f7829a13e972fb96d2f2f522ae37cc29d52d659f182",672340,672340,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/daily_geometric_mean_medi/registered_null.rds","2daa64719228f07216fd558cf0037e3655159c248716ed981309cf4cd5fcf0ef","2daa64719228f07216fd558cf0037e3655159c248716ed981309cf4cd5fcf0ef",403876,403876,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","925216c2b9360710f78aa8416c5241dbeb5c6b37086d8defe482d22e33f752d1","925216c2b9360710f78aa8416c5241dbeb5c6b37086d8defe482d22e33f752d1",684112,684112,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","60e87db7c34e2e1dac69158436f6906f87086bf6df3c4873847e62cc36b54cb4","60e87db7c34e2e1dac69158436f6906f87086bf6df3c4873847e62cc36b54cb4",737244,737244,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/dose_time_sensitive_corrected_medi/registered_null.rds","9528b6e1bc3c38a8b8d99916979b2dc68682225aec20a1312db660f56a6d063e","9528b6e1bc3c38a8b8d99916979b2dc68682225aec20a1312db660f56a6d063e",408304,408304,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_above_1000/adapted_photoperiod_linear.rds","85df8706536478fe6bcc55e9fdb99fe738f1218aba3abe73c73cdad9b41eab68","85df8706536478fe6bcc55e9fdb99fe738f1218aba3abe73c73cdad9b41eab68",811344,811344,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_above_1000/adapted_photoperiod_smooth.rds","a9b9b3139d0643521bff1896d75fb86de7834110cd40c3e7afdb7663d57b7673","a9b9b3139d0643521bff1896d75fb86de7834110cd40c3e7afdb7663d57b7673",876336,876336,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_above_1000/registered_null.rds","3cde354e1116cb8e660a925a8cfdc460c91fab06ffe16eeb2d7b2f0b1616dcdf","3cde354e1116cb8e660a925a8cfdc460c91fab06ffe16eeb2d7b2f0b1616dcdf",752188,752188,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_above_250_wake/adapted_photoperiod_linear.rds","8c7f37cf37cad2300558a18fe6f7e97d816ebbc2002ca39054a1db103eb4738f","8c7f37cf37cad2300558a18fe6f7e97d816ebbc2002ca39054a1db103eb4738f",791016,791016,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_above_250_wake/adapted_photoperiod_smooth.rds","2c7ea7aff1cc4d3d1a9f5d64ae9181a367bb3325e0ffdc3ba5ac9c6bce6453c0","2c7ea7aff1cc4d3d1a9f5d64ae9181a367bb3325e0ffdc3ba5ac9c6bce6453c0",857060,857060,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_above_250_wake/registered_null.rds","7e1e7460b953353f84fb8066990e8f8ca130ddaf6dedf21a2b761e977624a351","7e1e7460b953353f84fb8066990e8f8ca130ddaf6dedf21a2b761e977624a351",760192,760192,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_below_1_sleep_environment/adapted_photoperiod_linear.rds","c73a390315e034ac1346ca3cf04f715fc19624123ad4e2bef5e734806a2611f7","c73a390315e034ac1346ca3cf04f715fc19624123ad4e2bef5e734806a2611f7",804748,804748,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","8420ed078141a0c9d1a1203d5e5c0532aa4e09611b675088006c8bc4ecce33ba","8420ed078141a0c9d1a1203d5e5c0532aa4e09611b675088006c8bc4ecce33ba",869936,869936,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_below_1_sleep_environment/registered_null.rds","e2a23a933c7abdc5f67e14653b6bdf49698733aa6846490a3e4d1a3b81c65486","e2a23a933c7abdc5f67e14653b6bdf49698733aa6846490a3e4d1a3b81c65486",758508,758508,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_below_10_pre_sleep/adapted_photoperiod_linear.rds","7f5a00b9077b389e145c56391bd63224b39ee551765d5ee77a21361730213f3f","7f5a00b9077b389e145c56391bd63224b39ee551765d5ee77a21361730213f3f",706684,706684,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","7493db481637b70208186544262b5be0636e9d48b701f9945f178fc88fa3b9e8","7493db481637b70208186544262b5be0636e9d48b701f9945f178fc88fa3b9e8",764856,764856,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/duration_below_10_pre_sleep/registered_null.rds","aead58003300e4e7251b6578431cc006eeba2b29f52a934903b1c5a1d7cf7254","aead58003300e4e7251b6578431cc006eeba2b29f52a934903b1c5a1d7cf7254",395048,395048,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/l10_mean_medi/adapted_photoperiod_linear.rds","275e5c7101c135d544cc75bff318669a423e9fbd99e3f96fe518875ec2d86a97","275e5c7101c135d544cc75bff318669a423e9fbd99e3f96fe518875ec2d86a97",627264,627264,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/l10_mean_medi/adapted_photoperiod_smooth.rds","f4b18337057d2cb97c31b4be03cb481254214b828566717b5fb7a80e380931b0","f4b18337057d2cb97c31b4be03cb481254214b828566717b5fb7a80e380931b0",678704,678704,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/l10_mean_medi/registered_null.rds","458699b8cd12704336a97b1431df784252ec48a5e9392a7515ef63bc663dcb57","458699b8cd12704336a97b1431df784252ec48a5e9392a7515ef63bc663dcb57",403756,403756,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/longest_bout_above_250/adapted_photoperiod_linear.rds","0804bdbb448ff80091c8d0778c41bfe0be8f003b2e02fb45be35257e95383759","0804bdbb448ff80091c8d0778c41bfe0be8f003b2e02fb45be35257e95383759",617448,617448,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/longest_bout_above_250/adapted_photoperiod_smooth.rds","5d31730b81d9178170a1fc2ad44493074b1416e313d8b2acffe36037cd915dd8","5d31730b81d9178170a1fc2ad44493074b1416e313d8b2acffe36037cd915dd8",662844,662844,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/longest_bout_above_250/registered_null.rds","09d2eb39265a14baff97d933371ae75dd154287d4f0ec21a2cb49bf250bd24fd","09d2eb39265a14baff97d933371ae75dd154287d4f0ec21a2cb49bf250bd24fd",387332,387332,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/m10_mean_medi/adapted_photoperiod_linear.rds","0cd6dcdda35b1ccb8fa3bcc5aed29e0da50afa763715132a7d201dac3dc62640","0cd6dcdda35b1ccb8fa3bcc5aed29e0da50afa763715132a7d201dac3dc62640",627048,627048,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/m10_mean_medi/adapted_photoperiod_smooth.rds","7bb86e7aa7a333f072287c8ff1f44d389716a4669efb51ff4a181a412b2bfc0f","7bb86e7aa7a333f072287c8ff1f44d389716a4669efb51ff4a181a412b2bfc0f",674200,674200,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__chest/m10_mean_medi/registered_null.rds","4dff52a8918163d5fac1ff66842d84d5c95cc8fda553b1bd23b3cee42fb42af8","4dff52a8918163d5fac1ff66842d84d5c95cc8fda553b1bd23b3cee42fb42af8",402492,402492,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__near_eye/daily_geometric_mean_medi/adapted_photoperiod_linear.rds","532cd9b033cc049b586f32d7da51131d6af91ff9d10dc9eb0ee508b1966d2438","532cd9b033cc049b586f32d7da51131d6af91ff9d10dc9eb0ee508b1966d2438",571152,571152,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__near_eye/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","0aabda6cb04e5b5e70214aea75532e3e64a4fd82e0d44d1faa548f07d4d862d7","0aabda6cb04e5b5e70214aea75532e3e64a4fd82e0d44d1faa548f07d4d862d7",620192,620192,TRUE,"PASS"
"H07_preservation","artifacts/07_models/H07/fits/prep_common_primary__near_eye/daily_geometric_mean_medi/registered_null.rds","be05d848a38b336f0acf7871f26c40e158d4d1195c2be3d4132469c5b7628939","be05d848a38b336f0acf7871f26c40e158d4d1195c2be3d4132469c5b7628939",363140,363140,TRUE,"PASS"
