change_id,date,status,category,files,description,rationale,verification,result_effect,decision_id
CHG-035,2026-07-30,verified,preparation06_base_model_data,"scripts/pipeline/base_model_data.R; scripts/pipeline/build_base_model_data.R; scripts/pipeline/verify_base_model_data_artifacts.R; tests/test_base_model_data.R; notebooks/preparation/06_model_ready_datasets.qmd; audit/reconciliation/preparation06/base_model_gate.md; artifacts/06_model_data/base/*; artifacts/12_manifests/base_model_data_artifacts.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Built a deterministic hypothesis-neutral model-data layer that retains metric keys row order and analytical outcome values attaches verified site/date context and participant metadata by asserted many-to-one joins removes internal M10/L10 boundary diagnostics and applies no complete-case or hypothesis-specific filtering","Give every later hypothesis and the pre-analysis comparison gate one explicit verified input layer while preserving sample provenance preventing hidden joins or filters and enforcing the approved analytical metric registry","R 4.6.1 verifier alternate-working-directory deterministic-byte and tamper-rejection tests pass all 21 artifacts; 191 participant metadata rows 811 near-eye and 897 chest participant-days 38928 and 43056 30-minute rows and 19464 and 21528 one-hour rows; the eight-row registry firewall removes four boundary columns from each participant-day input with no row key or outcome recalculation; input-bundle SHA-256 7a4540dceca5469c608633ef35923b0af0b841c2f5bba4dc0450c0632f258702 and manifest SHA-256 68d3512c83c5aed0f505522b06f8be346aa9da60a9c5a4ebc7fb71648076574a","No hypothesis sample result or analytical metric value changed; model-ready outputs retain the registered window levels and midpoints while excluding M10/L10 onset and offset from every downstream model schema","SOURCE-001; SOURCE-002; METRIC-009"
CHG-036,2026-07-30,verified,upstream_tum_exercise_identity,"config/model_input_source_pins.csv; scripts/pipeline/model_input_acquisition.R; scripts/pipeline/build_model_input_acquisition.R; scripts/pipeline/verify_model_input_acquisition.R; tests/test_model_input_acquisition.R; tests/test_tum_exercise_source_transition.R; audit/findings/preparation05_input_provenance_gaps.md; audit/reconciliation/preparation06/normalization_gate.md; audit/reconciliation/preparation06/tum_exercise_source_transition_columns.csv; artifacts/01_imported/model_inputs/*; artifacts/06_model_data/normalized_inputs/*; artifacts/06_model_data/base/*","Replaced the temporary need for a local participant-key repair by pinning only the TUM exercise diary to upstream commit 618fda8521f3cf581661ceb2c026e3de7cd9ba82 and rebuilt all affected artifacts","Use the author's corrected upstream source as the sole authority while leaving every other TUM modality on its already verified site-wide release","Exact SHA-256 and byte checks pin exercisediary.RData; R 4.6.1 verifies seven TUM_S001 dates zero TUM_S101 rows zero duplicate participant-date keys source-transition constraints and all acquisition normalization and base-model manifests","No light-exposure metric changed; H06 exercise availability and any joined exercise predictor now follow TUM_S001 rather than the erroneous TUM_S101 identity","SOURCE-002; DEV-056"
CHG-037,2026-07-30,verified,m10_l10_model_registry_firewall,"scripts/pipeline/base_model_data.R; scripts/pipeline/build_base_model_data.R; scripts/pipeline/verify_base_model_data_artifacts.R; tests/test_base_model_data.R; audit/reconciliation/preparation06/base_model_gate.md; artifacts/06_model_data/base/metric_registry_firewall.csv; artifacts/12_manifests/base_model_data_artifacts.csv; audit/evidence/preregistration_contract.md; audit/findings/manuscript_metric_inventory.md; audit/ledgers/decision_register.csv; audit/ledgers/deviation_register.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Separated rolling-window boundary diagnostics from analytical outcomes by removing M10/L10 onset and offset at the model-ready boundary while retaining levels midpoints support and diagnostic provenance","The preregistration and current manuscript analyze only window levels and midpoints; convenience endpoints must not propagate into H01-H11 multiplicity displays or claims","R 4.6.1 isolated and production builders plus independent reconstruction verify eight firewall records four columns removed from each participant-day input zero removed elsewhere unchanged rows and keys no outcome recalculation byte-stable regeneration and tamper rejection; production base manifest SHA-256 68d3512c83c5aed0f505522b06f8be346aa9da60a9c5a4ebc7fb71648076574a","No participant participant-day metric level midpoint or sample changed; four non-registered diagnostic columns can no longer enter a model-facing artifact","METRIC-009; IMP-022"
CHG-038,2026-07-30,verified,preanalysis_comparison_gate,"config/metric_display_registry.csv; scripts/pipeline/preanalysis_comparison.R; scripts/pipeline/build_preanalysis_comparison.R; scripts/pipeline/verify_preanalysis_comparison_artifacts.R; scripts/pipeline/run_preanalysis_comparison.R; tests/test_preanalysis_comparison.R; notebooks/preparation/06_model_ready_datasets.qmd; audit/reconciliation/preparation06/preanalysis_comparison_gate.md; artifacts/08_diagnostics/preanalysis_comparison/*; artifacts/12_manifests/preanalysis_comparison_artifacts.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Built and independently verified the required frozen-baseline versus canonical comparison for every registered light metric and key prepared variable before hypothesis modelling","Expose changes in sample support location and distribution without treating nominal field mappings as proof of identical computation or estimand","R 4.6.1 producer verifier and independent read-only review passed deterministic rebuilding hash rejection tamper rejection endpoint firewall terminology privacy and figure-source checks; 72 variables 120 variable-placement rows and 15 artifacts; all 12 scientific tables and figures remain byte-identical after stable provenance repinning; manifest SHA-256 d62dc8ae0182bcf0c40eb75f070b3c7c9244f499731b611831916c614249856e","No hypothesis model estimate or claim changed; baseline-to-canonical support statistics and empirical differences are now explicit and auditable before H01-H11","METRIC-009; REPORT-001"
CHG-039,2026-07-30,verified,deterministic_normalization_manifest,"scripts/pipeline/model_input_normalization.R; tests/test_model_input_normalization.R; audit/findings/nondeterministic_normalization_manifest.md; audit/findings/preparation05_input_provenance_gaps.md; audit/reconciliation/preparation06/normalization_gate.md; audit/reconciliation/preparation06/base_model_gate.md; audit/reconciliation/preparation06/preanalysis_comparison_gate.md; audit/hypotheses/H03_H04_category_support_gate.md; audit/reconciliation/preparation06/category_support/*; artifacts/12_manifests/model_input_normalization.csv; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/12_manifests/preanalysis_comparison_artifacts.csv","Removed runtime write timestamps from the content-addressed normalization-manifest contract and regenerated every downstream provenance-dependent artifact under stable hashes","A clean full render must not report upstream drift solely because a manifest embeds its execution time","Two consecutive R 4.6.1 normalization builds produce identical manifest SHA-256 e3d484711abb54f69d63ff302e5a0329efda3fd0a8c85feaf9cc4f850005c9ab; all 15 normalized artifact hashes are unchanged; after the analogous site-context repair the base manifest is 68d3512c83c5aed0f505522b06f8be346aa9da60a9c5a4ebc7fb71648076574a; all 12 scientific comparison tables and figures are byte-identical; H03/H04 support counts and table hashes reproduce","No source value normalized value sample key metric model estimate or claim changed; only deterministic provenance identities and reports changed","SOURCE-001"
CHG-040,2026-07-30,verified,deterministic_site_solar_manifest,"scripts/pipeline/build_site_solar_context.R; scripts/pipeline/verify_site_solar_context_artifacts.R; tests/test_build_site_solar_context.R; tests/test_verify_site_solar_context_artifacts.R; audit/findings/nondeterministic_site_solar_manifest.md; audit/reconciliation/preparation06/site_solar_context_gate.md; audit/reconciliation/preparation06/base_model_gate.md; audit/reconciliation/preparation06/preanalysis_comparison_gate.md; notebooks/preparation/06_model_ready_datasets.qmd; tests/test_preanalysis_comparison.R; artifacts/12_manifests/site_solar_context_artifacts.csv; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/12_manifests/preanalysis_comparison_artifacts.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Removed runtime write timestamps and absolute checkout paths from the content-addressed site/solar-context manifest and regenerated provenance-dependent artifacts under root-independent stable identities","A clean isolated render must not change content hashes because of execution time or checkout location","Two consecutive R 4.6.1 site-context builds produce manifest SHA-256 0f685d7c7d6ee01acd97f9440670763689ba9c0b12e9b5dc7b2b58bdc31196c9 while the context RDS remains 3a6b119fe82f95089aa19fe6e369e3a071699774566551b063e7207911b63efa; all 20 non-provenance base artifacts and all 12 scientific comparison artifacts remain byte-identical; focused builder verifier stability alternate-root and tamper tests pass","No source value site/date context metric sample key model-facing value estimate or claim changed; only path and execution-time provenance plus downstream provenance identities changed","SOURCE-001"
CHG-041,2026-07-30,verified,deterministic_temporal_provenance_manifest,"scripts/pipeline/build_temporal_sequence_provenance.R; scripts/pipeline/verify_temporal_sequence_provenance_artifacts.R; tests/test_build_temporal_sequence_provenance.R; audit/findings/h02_h11_true_time_sequence_provenance.md; audit/findings/nondeterministic_temporal_provenance_manifest.md; artifacts/06_model_data/temporal_provenance/artifact_manifest.csv; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Removed runtime write timestamps and absolute output paths from the true-time sequence manifest and added explicit root-relative analytical input and upstream-manifest paths with independent fail-closed verification","A clean isolated render must reproduce the temporal provenance identity across execution times and output roots while retaining the distinct input root","R 4.6.1 production and isolated verifiers pass 122982 source bins and 122976 wall links; same-root and alternate-output-root builds reproduce manifest SHA-256 4627501e20a944d537d2f5cc2ba49ac895ed6b9e89e1ff101c03241c43e0515a; outside-root and refreshed-hash corruption tests fail closed; all four scientific artifact hashes are unchanged","No source bin wall link clock-aligned outcome sample sequence eligibility model-facing value estimate or claim changed; only deterministic path and execution-time provenance changed","SOURCE-001; TIME-001; TIME-002; TIME-003"
CHG-042,2026-07-30,verified,preparation06_clean_html_render,"_quarto-nathealth.yml; index.qmd; notebooks/preparation/06_model_ready_datasets.qmd; audit/scripts/verify_preparation06_html.R; audit/reconciliation/preparation06/clean_render_gate.md; _build/nathealth/notebooks/preparation/06_model_ready_datasets.html; audit/ledgers/finding_register.csv; audit/ledgers/change_log.csv","Made HTML the authoritative working format and completed a clean executable Preparation 06 HTML render with both pre-analysis distribution figures resolved to byte-identical copied resources","A successful exit is insufficient when a rendered audit document omits a diagnostic resource; the author-facing HTML must contain the expected tables panels and verified resources","All 35 knitr steps and Pandoc completed without warning; the 281054-byte HTML SHA-256 is 7e8d5571a616b2e30f12e956ee8141e13f208fcfa96e878e4902960189e63a3e; an independent R verifier confirms required content two relative image references and copied image hashes matching their authoritative source figures; all five preparation manifests remain pinned","No scientific artifact value sample estimate model or claim changed; the working render format changed and the complete Preparation 06 audit is now available in HTML","SOURCE-001; REPORT-001; REPORT-002"
CHG-043,2026-07-30,verified,decision_register_reconciliation,"audit/decisions/input_source_selection.md; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv; audit/ledgers/finding_register.csv","Added the already approved INPUT-001 native-epoch input and state-alignment decision to the centralized decision register","Every decision cited by a finding or change entry must be resolvable both to its full decision record and the central register","R CSV validation confirms 32 unique decision rows and exactly one INPUT-001 record; the decision was already documented and cited by CHG-010 and FIND-007","No source transformation metric sample estimate model or claim changed; audit cross-reference completeness improved","INPUT-001"
CHG-044,2026-07-30,structurally_verified,hypothesis_result_first_audit,"audit/decisions/render_and_hypothesis_comparison_workflow.md; audit/hypotheses/implementation_result_comparison_contract.qmd; notebooks/hypotheses/H01.qmd; audit/ledgers/hypothesis_implementation_audit.csv; audit/ledgers/hypothesis_result_comparisons.csv; audit/ledgers/hypothesis_comparison_status.csv; audit/scripts/verify_hypothesis_comparison_ledgers.R; _quarto-nathealth.yml; _build/nathealth/notebooks/hypotheses/H01.html; audit/ledgers/decision_register.csv; audit/ledgers/change_log.csv","Added separate implementation and numerical result-comparison records and made the H01-H11 HTML audit order lead with the submitted implementation results and claims versus the audited implementation results and claims","Preregistration deviations remain necessary but do not directly answer the author's primary question about what changed relative to the already submitted analysis","R 4.6.1 structural verification confirms exact ledger schemas unique H01-H11 status rows valid workflow verification and gate states existing audited notebooks and the required result-first contract language; one outcome-blinded H01 implementation-gate row is recorded while result rows remain deliberately empty until audited results exist; the H01 approval packet rendered as 70924-byte HTML with SHA-256 21c932c1c5fe0b44cc4d1c0f09e63bb47c0d661a2712c1b4a54fc6d055df64ae","No scientific result or claim changed; the audit reporting contract and traceability structure changed before any H01 model is fitted","AUDIT-001; REPORT-002"
"CHG-045","2026-07-30","verified","plain_language_and_model_reporting","audit/decisions/model_reporting.md; audit/decisions/render_and_hypothesis_comparison_workflow.md; notebooks/preparation/01_import_state_alignment.qmd; notebooks/preparation/02_coverage_sample_flow.qmd; notebooks/preparation/03_reference_profiles.qmd; notebooks/preparation/04_metric_derivation.qmd; notebooks/preparation/05_model_input_acquisition.qmd; notebooks/preparation/06_model_ready_datasets.qmd; notebooks/hypotheses/H01.qmd; notebooks/hypotheses/H02.qmd; notebooks/hypotheses/H03.qmd; notebooks/hypotheses/H04.qmd; notebooks/hypotheses/H05.qmd; notebooks/hypotheses/H06.qmd; notebooks/hypotheses/H07.qmd; notebooks/hypotheses/H08.qmd; notebooks/hypotheses/H09.qmd; notebooks/hypotheses/H10.qmd; notebooks/hypotheses/H11.qmd","Rewrote reader-facing headings prose and tables in familiar manuscript language; removed canonical as a label for the main analysis; required first-use explanations 95% confidence intervals and exact fitted-model sample sizes","The author could not meaningfully assess outputs written in internal pipeline terminology and the submitted reports omitted important uncertainty and sample information","Updated Preparation 06 and H01 HTML renders completed; Preparation 06 independent HTML verification passed with required plain-language tables and resources; H01 structural content check passed","No scientific data estimate or claim changed; reporting became assessable and the later model outputs now have explicit interval and sample contracts","REPORT-003; REPORT-004; REPORT-005"
"CHG-046","2026-07-30","verified","l10_geometric_mean_roundoff","scripts/pipeline/time_support.R; tests/test_time_support.R; scripts/pipeline/build_metric_derivation.R; scripts/pipeline/verify_metric_derivation_core.R; scripts/pipeline/verify_metric_derivation_mder.R; audit/findings/l10_geometric_mean_roundoff.md; artifacts/12_manifests/metric_artifacts.csv","Converted four machine-roundoff negative darkest 10-hour mean melEDI values to exact zero at the shared geometric back-transformation and made materially negative values fail closed","Negative exposure is impossible and a floating-point representation of zero must not invalidate a non-negative outcome model","R 4.6.1 full derivation plus support tests and independent 29-artifact 96-day and MDER verifiers passed; near-eye and chest minima are exactly zero with no negative values; metric manifest is 944f395e00735e6f8200798d4cde387454441d39b9defda68f583bd8778cd34b","Four numerical values changed only at machine precision; no participant participant-day admissibility or H01 model sample changed and no H01 effect had been fitted","METRIC-005"
"CHG-047","2026-07-30","verified","h01_model_ready_data","scripts/pipeline/h01_model_data.R; scripts/pipeline/build_h01_model_data.R; scripts/pipeline/verify_h01_model_data_artifacts.R; tests/test_h01_model_data.R; tests/test_build_h01_model_data.R; notebooks/preparation/06_model_ready_datasets.qmd; artifacts/06_model_data/H01.rds; artifacts/06_model_data/H01/*; artifacts/12_manifests/H01_model_data_artifacts.csv","Built the main H01 input for the familiar 17 metrics with explicit all-available and paired participant-day scenarios predictor centering metric-specific inclusion reasons exact prepared model frames and separate metric-support hours; added stable implementation fingerprints and exact participant-day or contributing-day counts","H01 models must use one verified input and report their actual samples rather than infer counts from a prepared dataset or substitute all-day hours for metric-specific support","R 4.6.1 production and isolated deterministic builds CSV/RDS parity tamper rejection paired-frame checks and pure input-swap tests pass; current manifest 48f7cb7a9539bd1a35237275187a76528f1daacfc9abe368cbc4bc1397ed0375 covers 17 metrics and 45410 long rows; shared implementation fingerprint e07db16818e565aff40fa6b9f79f34a31eb943d6c393343ca96471b795bacbed","No model was fitted; paired IS and IV remain explicitly unavailable until recalculated on paired common days rather than approximated from unequal day sets; every fitted model must later reconcile its stored analysis frame","REPORT-004; REPORT-005; H01-001"
"CHG-048","2026-07-30","verified","manuscript_prepared_data_sensitivity_inputs","config/analysis_data_scenarios.csv; scripts/pipeline/manuscript_prepared_data.R; scripts/pipeline/build_manuscript_prepared_data.R; scripts/pipeline/verify_manuscript_prepared_data_artifacts.R; tests/test_manuscript_prepared_data.R; audit/decisions/manuscript_prepared_data_sensitivity.md; audit/findings/manuscript_prepared_dst_hour_reconstruction.md; audit/findings/manuscript_prepared_csv_rds_parity.md; notebooks/preparation/06_model_ready_datasets.qmd; artifacts/06_model_data/scenarios/manuscript_prepared_data/*; artifacts/12_manifests/manuscript_prepared_data_artifacts.csv","Built a separate verified input layer containing the dataset prepared for the manuscript with only the objectively verified DEV-056 exercise identity correction and an explicit metric crosswalk; corrected the reconstruction so repeated fall-back hours are averaged exactly as in the manuscript preparation","The formal sensitivity must isolate data and metric preparation by applying the identical new H01-H11 implementation rather than rerunning or preserving the manuscript-generating model chain","R 4.6.1 exact frozen-hash and object checks independent reconstruction deterministic regeneration direct type-aware checks for all five CSV/RDS pairs and checksum-aware tamper rejection pass; one-hour outputs contain 19176 near-eye and 21288 chest rows with unique local-hour keys; manifest af74cc9fa36e426222d9b5f2328e2261c00b14436feb8d86fbf137d0ff313267","No model was fitted; manuscript-prepared dose and MDER definitions remain deliberately distinct and documented because those preparation differences are the object of the sensitivity","REPORT-006; DEV-056; TIME-001"
"CHG-049","2026-07-30","approved","h01_prefit_gate","audit/decisions/h01_prefit_gate.md; audit/decisions/h01_model_specification.md; notebooks/hypotheses/H01.qmd; _build/nathealth/notebooks/hypotheses/H01.html","Added and recorded author approval for the complete 17-metric response-family package and a formal fourth 17-test family comparing the full site model with the linear-latitude model on identical rows; clarified that manuscript-prepared support hours are unavailable while fitted-model n remain mandatory","Both choices affect likelihood effect scale uncertainty multiplicity and the permissible H01 claim and therefore were fixed before any rebuilt effect was examined","An outcome-blinded R 4.6.1 screen on the final verified H01 data confirmed the proposed 17-model map; the 125386-byte H01 HTML produced before the approval refresh passed its structural content check with SHA-256 3c9b9c5b277df8e479f77e6adda64ee90059bf7cd5c2aa8aba40964e5131a852; the author approved H01-005 and H01-006 and R 4.6.1 ledger validation confirmed both approvals; no exposure model or effect was fitted","No result changed; H01 fitting may begin under the approved response-family package and four declared 17-test Benjamini-Hochberg families; the HTML approval refresh remains a coordinator follow-up","DEV-018; H01-001; H01-005; H01-006"
"CHG-050","2026-07-30","verified","preparation06_clean_html_refresh","notebooks/preparation/06_model_ready_datasets.qmd; audit/scripts/verify_preparation06_html.R; audit/reconciliation/preparation06/clean_render_gate.md; _build/nathealth/notebooks/preparation/06_model_ready_datasets.html","Extended the executable Preparation 06 HTML with exact main and manuscript-prepared H01 prepared-model-frame tables a plain-language data-scenario comparison honest support-hour availability and refreshed verified upstream fingerprints","Give the author one plain-language review page that exposes the two prepared datasets proves their shared H01 implementation and distinguishes prepared frames from final fitted-model samples","All 45 knitr steps and Pandoc completed; independent R verification pins eight preparation and H01 manifests required content and byte-identical figure resources; HTML is 435390 bytes with SHA-256 b9f2a074b3020c1466d6737b9da30ce97080f09c08568e9301b773b5b57f0dd1","No fitted result or claim changed; the review output now includes the verified main H01 and same-model manuscript-prepared sensitivity preparation stages","REPORT-002; REPORT-003; REPORT-004; REPORT-005; REPORT-006"
"CHG-051","2026-07-30","verified","h01_manuscript_prepared_same_model_adapter","scripts/pipeline/h01_manuscript_prepared_adapter.R; scripts/pipeline/build_h01_manuscript_prepared_data.R; scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R; tests/test_h01_manuscript_prepared_adapter.R; tests/test_build_h01_manuscript_prepared_data.R; audit/findings/h01_manuscript_prepared_adapter.md; notebooks/preparation/06_model_ready_datasets.qmd; artifacts/06_model_data/H01/scenarios/manuscript_prepared_data/*; artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv","Connected the verified manuscript-prepared metrics to the same shared H01 row sample-flow and exclusion implementation as the main data while preserving scenario-specific dose and MDER definitions restoring 62 negative L10 midpoints to ordinary clock time and recording unavailable support hours as unavailable","The formal sensitivity is a data sensitivity and must not preserve or recreate the manuscript-generating model chain or silently use a second H01 implementation","R 4.6.1 pure-adapter main-regression isolated deterministic production output-root and independent-rebuild tests pass including undeclared-file CSV/RDS and coordinated RDS/CSV/manifest tamper rejection; 45410 rows 12447 all-available near-eye 13763 chest and 640 paired days; sensitivity manifest 672312ba62871317b0910fbd781f7f6db92e6718fed26961e17a986a5eb989f5 shares implementation fingerprint e07db16818e565aff40fa6b9f79f34a31eb943d6c393343ca96471b795bacbed with main","No model was fitted; exact support hours are unavailable from retained manuscript-prepared artifacts and every later fit must reconcile its own stored model frame","REPORT-004; REPORT-005; REPORT-006"
"CHG-052","2026-07-30","verified","h01_prefit_checkpoint_handoff","audit/handoffs/H01_prefit_checkpoint.md; audit/decisions/h01_prefit_gate.md; audit/reconciliation/preparation06/clean_render_gate.md; audit/baseline/r0_natmed_checksums.csv; audit/ledgers/change_log.csv","Created a compact H01 pre-fit handoff with pinned manifests implementation fingerprints prepared sample counts verified repairs remaining limitations author gates and the safe boundary for a fresh H01 modelling task","A new task reduces conversation overhead only if it can resume from one self-contained verified checkpoint without inferring state from the discussion","The handoff reconciles the current Preparation 06 H01 and sensitivity hashes and records that no H01 model has been fitted; all cited production verifiers and HTML checks pass under R 4.6.1; all 33 protected R0_NatMed files match their baseline hashes and total 47690015 bytes","No scientific data model result or claim changed; task coordination and audit continuity improved","REPORT-002; REPORT-004; REPORT-005; REPORT-006"
"CHG-053","2026-07-31","in_progress","all_zero_medi_day_exclusion","scripts/pipeline/aggregation_coverage.R; scripts/pipeline/build_coverage_sample_flow.R; scripts/pipeline/verify_coverage_artifacts.R; scripts/pipeline/daily_coverage_rule_diagnostic.R; scripts/pipeline/build_reference_profiles.R; scripts/pipeline/build_metric_derivation.R; scripts/pipeline/build_mder_support_gate.R; scripts/pipeline/verify_reference_profile_artifacts.R; scripts/pipeline/verify_state_support_gate_artifacts.R; scripts/pipeline/verify_mder_support_gate_artifacts.R; tests/test_aggregation_coverage.R; tests/test_build_coverage_sample_flow.R; tests/test_daily_coverage_rule_diagnostic.R; notebooks/preparation/02_coverage_sample_flow.qmd; notebooks/preparation/04_metric_derivation.qmd; audit/findings/all_zero_medi_days.md; audit/decisions/all_zero_medi_day_exclusion.md","Added a rule-based exclusion for otherwise eligible participant-days whose every finite one-minute melEDI value is exactly zero while preserving raw rows reason codes and an all-zero-inclusive sensitivity path","Prevent complete flat inactive or failed signals from entering exposure metrics as fully observed days without invalidating ordinary zero measurements or choosing a near-zero cutoff","R 4.6.1 synthetic builder verifier and downstream contract tests pass; the independent full Preparation 02 reconstruction passes with exactly five exclusions 816 near-eye 902 chest and 643 paired eligible days; downstream profile metric model-data and HTML rebuild is in progress","Primary support loses two near-eye and three chest participant-days with no participant loss; metric model estimate and claim effects remain to be quantified","COVERAGE-002; DEV-057"
"CHG-054","2026-07-31","structurally_verified","hypothesis_formula_display_contract","audit/hypotheses/implementation_result_comparison_contract.qmd; audit/hypotheses/H01-H04_migration_map.md; audit/hypotheses/H05-H08_migration_map.md; audit/hypotheses/H09-H11_migration_map.md; notebooks/hypotheses/H01.qmd; notebooks/hypotheses/H02.qmd; notebooks/hypotheses/H03.qmd; notebooks/hypotheses/H04.qmd; notebooks/hypotheses/H05.qmd; notebooks/hypotheses/H06.qmd; notebooks/hypotheses/H07.qmd; notebooks/hypotheses/H08.qmd; notebooks/hypotheses/H09.qmd; notebooks/hypotheses/H10.qmd; notebooks/hypotheses/H11.qmd","Required every completed hypothesis audit to show in a visible evaluated R code cell the exact Wilkinson formula objects passed to all selected and fitted comparison models; added live formula displays to H01 and H02 and coordination requirements to H03-H11","Make model structure and every full reduced null or sensitivity comparison directly auditable from the same formula builders or fitted objects rather than relying on prose or separately typed equations","R 4.6.1 sources the H01 and H02 contracts and returns all 12 analysis-unit-specific H01 formula objects and all five H02 selected/comparison formula objects; completed H03-H11 audits remain required to replace their coordination note with live formula output","No scientific result changed; audit transparency and cross-task acceptance criteria changed","REPORT-002"
"CHG-055","2026-07-31","fit_stage_verified","h01_response_gate_resolution","scripts/hypotheses/H01/h01_contract.R; scripts/hypotheses/H01/h01_modeling.R; scripts/hypotheses/H01/run_h01_models.R; scripts/hypotheses/H01/audit_h01_major_gates.R; scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R; tests/hypotheses/H01/test_h01_contract.R; tests/hypotheses/H01/test_h01_modeling.R; tests/hypotheses/H01/test_h01_response_gate_repairs.R; tests/hypotheses/H01/test_h01_fit_outputs.R; audit/decisions/h01_gate_resolution.md; audit/ledgers/decision_register.csv; audit/ledgers/deviation_register.csv","Implemented the approved calendar-day cumulative pre-sleep construct with a non-truncating six-hour audit threshold and the strict-after-16 L10 midpoint conversion with a same-model noon sensitivity","The prior three-hour ceiling contradicted the actual calendar-day construct and the author approved a 16:00 nighttime clock cut after reviewing the L10 distribution","Preparations 04 and 06 passed independent reconstruction; jointly pinned manifests ea9d47f624a8777f8416447612bfcc2309cf2bac40fdf4fd5021c8767806dfbf and cb47b3678146604aadca875a96f79909e2d73355162683ff0603f038f3b31a25 reproduced; focused tests and the full fit-output verifier pass; Gate A has zero values above six hours and no truncation; Gate B uses identical primary/noon samples in all eight runs; all 32 families retain 17 planned rows and vector-wide BH with n=17; no fit has FAIL_MAJOR_GATE; production bootstrap and warning review remain open","No pre-sleep value or model row changed; the L10 response changes for observations after noon through 16:00 while raw clock values and model rows remain unchanged; fit-stage estimates and intervals were regenerated but final result and claim effects remain pending bootstrap and review","H01-007; H01-008"
"CHG-056","2026-07-31","verified","site_context_for_sensitivity_only_dates","scripts/pipeline/build_site_solar_context.R; scripts/pipeline/verify_site_solar_context_artifacts.R; scripts/pipeline/h01_manuscript_prepared_adapter.R; scripts/pipeline/build_h01_manuscript_prepared_data.R; scripts/pipeline/verify_h01_manuscript_prepared_data_artifacts.R; notebooks/preparation/06_model_ready_datasets.qmd; tests/test_site_solar_supplemental_dates.R","Added site and solar context for two IZTECH dates retained only by the manuscript-prepared-data sensitivity, while keeping those dates out of the main data","The sensitivity had participant-days on 2025-03-18 and 2025-03-19 that require declared photoperiod and latitude context; supplying those site-date keys prevents unmatched model covariates without changing main-data eligibility","R 4.6.1 independent reconstruction and regression tests pass with 618 site-date rows, exactly two declared supplemental IZTECH dates, zero unmatched main joins, and byte-stable repeated Preparation 06 manifests; the rendered Preparation 06 HTML has SHA-256 8afa6ad4a253deba41a59f4463c25e40ccadac7e4477cf4916fc625211b930e8","No main metric value, participant-day, or model sample changed; the sensitivity-only dates now receive the same verified site and solar covariates as all other model rows","REPORT-006"
"CHG-057","2026-07-31","verified","h02_h11_shared_input_repin","audit/decisions/h02_shared_input_transition.md; audit/findings/h02_h11_true_time_sequence_provenance.md; audit/handoffs/H01_prefit_checkpoint.md; artifacts/06_model_data/base/metrics_glasses_30_minute_context.rds; artifacts/06_model_data/base/metrics_chest_30_minute_context.rds; artifacts/12_manifests/base_model_data_artifacts.csv; artifacts/06_model_data/temporal_provenance/wall_outcome_links.rds; artifacts/06_model_data/temporal_provenance/true_utc_source_bins.rds; artifacts/06_model_data/temporal_provenance/artifact_manifest.csv","Closed the coordinator provenance gate after the final Preparation 02-06 regeneration by repinning H01 and approving the current six-artifact H02/H11 shared-input bundle","Concurrent preparation rebuilds correctly caused H01 and H02 workers to stop; an explicit coordinator record is required before either worker may treat regenerated scientific inputs as current","Independent R 4.6.1 base-model and temporal-provenance verifiers return PASS; the base data contain 816 near-eye and 902 chest participant-days; the temporal artifacts contain 123702 source bins and 123696 wall links; H01 checkpoint and worker handoff now share manifests ea9d47f624a8777f8416447612bfcc2309cf2bac40fdf4fd5021c8767806dfbf and cb47b3678146604aadca875a96f79909e2d73355162683ff0603f038f3b31a25","No estimate or claim is accepted by this change; H02 and H11 must rebuild hypothesis-specific frames and H01 still requires production bootstrap and final diagnostic review","H02-INPUT-001; COVERAGE-002; H01-007; H01-008"
