placement,observation_index,fitted_mean,pearson_residual,deviance_residual,observed_mel_edi_lx,observed_zero,source_model
Near-eye,7781,167.24846912819388,1.4762520773459125,1.3350131673160293,243.29148488633615,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7782,167.24846912819388,-0.30484752194205794,-0.31256509324775084,151.54551075773213,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7783,72.4858417078515,-1.6331767246075204,-2.022931873838561,28.292911831817428,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7784,72.4858417078515,-2.1959462749220404,-3.117718086972909,13.064654596279372,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7785,72.4858417078515,-2.4801034497028183,-3.9635407587195415,5.3755062575552115,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7786,72.4858417078515,-2.1157418472245224,-2.931171622739767,15.234945536370782,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7787,72.4858417078515,-2.401533531192318,-3.68739871512127,7.501568212016805,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7788,72.4858417078515,-2.3672614475127425,-3.5799473917290627,8.428953330807941,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7789,72.4858417078515,-2.465709023671332,-3.909164458494392,5.765012090347502,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7790,72.4858417078515,-2.389081424206387,-3.6475973783127627,7.838515881271877,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7791,2.2383189632904226,0.5155402889568994,0.4686040703802191,3.1970313948036826,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7792,2.2383189632904226,-0.9832007358503964,-1.3924381243615893,0.40993272787136237,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7793,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7794,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7795,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7796,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7797,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7798,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7799,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7800,167.24846912819388,-3.2094441837698713,-5.948847451850786,1.9272354537475427,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7801,167.24846912819388,-2.6691178257460884,-3.7970530238358604,29.759911450121106,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7802,167.24846912819388,-2.565326585988327,-3.554787022666053,35.10628758843366,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7803,167.24846912819388,-2.9498296634389263,-4.599530896586517,15.300202959447287,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7804,167.24846912819388,-2.7018367995202848,-3.8780507945288853,28.074528935520586,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7805,167.24846912819388,-2.5199983578219327,-3.455029913469718,37.441183655061295,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7806,842.9625618588368,-4.186675017431131,-6.369067121512158,93.71879847406917,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7807,2.2383189632904226,0.22331453218205563,0.21357687895817098,2.6536006061154387,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7808,72.4858417078515,-2.4136435169328094,-3.7270111237731793,7.1738781693131095,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7809,72.4858417078515,-2.5449809781107677,-4.238996745715212,3.619953401417167,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7810,72.4858417078515,-2.5599345638135533,-4.311966180729704,3.2153169928758483,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7811,72.4858417078515,-2.6295468947191836,-4.743035061358453,1.3316427940783344,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7812,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7813,2.2383189632904226,-0.10205950694180607,-0.10438139693342158,2.0485263900325767,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7814,2.2383189632904226,-1.1949190131945515,-2.2645170555442333,0.016215788931245506,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7815,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7816,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7817,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7818,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7819,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7820,167.24846912819388,-3.1885489345928897,-5.759701837152878,3.003567732508659,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7821,167.24846912819388,-3.067864720259184,-5.060326777403203,9.22011553837951,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7822,167.24846912819388,-2.561140173728285,-3.545432131781227,35.321933289019455,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7823,842.9625618588368,-3.98570222599403,-5.795790336701887,129.6847165277393,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7824,167.24846912819388,-2.5326860845520365,-3.482619316264906,36.78762792533329,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7825,167.24846912819388,-2.357223486286877,-3.121103681781084,45.825857459160844,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7826,167.24846912819388,-2.1858797577523945,-2.8022961470952032,54.65192046625352,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7827,167.24846912819388,-2.599605226009592,-3.632535066804557,33.34056532236167,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7828,167.24846912819388,-3.0347996159885775,-4.918320832655398,10.923327532915557,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7829,72.4858417078515,-1.9456779586193471,-2.5767536115863434,19.83678769486732,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7830,72.4858417078515,-2.294381967847197,-3.370303935470659,10.401034910059753,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7831,72.4858417078515,-2.614167655248281,-4.628689609989027,1.7477971766652238,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7832,2.2383189632904226,-1.1637827260445064,-2.0108771186551415,0.07411765654728042,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7833,2.2383189632904226,-1.186838743882526,-2.1767908637627023,0.031242072628854894,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7834,2.2383189632904226,-1.103536532438906,-1.7404584574299242,0.18615308035073933,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7835,72.4858417078515,-2.6772050927657753,-5.416221774786968,0.04203624228442335,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7836,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7837,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7838,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7839,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7840,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7841,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7842,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7843,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7844,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7845,167.24846912819388,-3.226031563134057,-6.145054109937523,1.072805258706082,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7846,167.24846912819388,-2.701097997130526,-3.8761943805784718,28.112585282826544,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7847,167.24846912819388,-0.7566844750816484,-0.8082307149460489,128.27100020837022,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7848,167.24846912819388,8.387189716634749,5.750243973476688,599.2798339444481,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7849,72.4858417078515,11.255429653866521,6.788721008763423,377.0520322023271,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7850,167.24846912819388,5.23193708182398,3.9747961454552545,436.75005362318785,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7851,167.24846912819388,-1.094696525646058,-1.2101468164222324,110.85970840939612,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7852,167.24846912819388,-0.9676429573061344,-1.0555044157879772,117.40434712500833,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7853,167.24846912819388,-1.0565681853787,-1.163257016824093,112.82373205026049,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7854,72.4858417078515,0.21426846152847817,0.21003945902489915,78.28383708232596,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7855,72.4858417078515,-2.146812455958185,-3.0016890437404067,14.394190698095436,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7856,72.4858417078515,-2.5266707645490873,-4.155250110067066,4.115418449231267,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7857,72.4858417078515,-2.4605389402501756,-3.890104778900168,5.904911912970375,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7858,72.4858417078515,-2.67875856778274,-5.585106021100314,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7859,72.4858417078515,-2.67875856778274,-5.585106021100314,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7860,72.4858417078515,-2.67875856778274,-5.585106021100314,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7861,72.4858417078515,-2.67875856778274,-5.585106021100314,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7862,72.4858417078515,-2.67875856778274,-5.585106021100314,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7863,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7864,72.4858417078515,-2.67875856778274,-5.585106021100314,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7865,2.2383189632904226,-1.2013420325517783,-2.3777703828199743,0.004271371322133066,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7866,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7867,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7868,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7869,2.2383189632904226,-1.1774510537450025,-2.0999937193909695,0.04869967086283242,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7870,2.2383189632904226,-1.0422820400177282,-1.5458823268275015,0.3000635634461304,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7871,167.24846912819388,-2.6745632518823665,-3.810364979508289,29.47941286058801,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7872,167.24846912819388,-3.059985762550315,-5.025319845092693,9.625967434818767,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7873,167.24846912819388,-3.246858340925059,-6.769571654443731,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7874,167.24846912819388,-2.9782005909203906,-4.699926857663666,13.838792053645324,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7875,167.24846912819388,-2.9618850038443125,-4.641550749494921,14.679221993876226,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7876,2.2383189632904226,-0.4942490596154825,-0.5611679141357102,1.319200268074895,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7877,2.2383189632904226,-0.8857545763117534,-1.1804608744974237,0.5911461976119042,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7878,2.2383189632904226,1.7807797307508877,1.3750719055174947,5.549904308272923,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7879,72.4858417078515,-2.5178636559303538,-4.116852656144702,4.353734320216897,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7880,72.4858417078515,-2.503760699148357,-4.057590586465317,4.735353143655185,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7881,72.4858417078515,-2.258200612233903,-3.273934932087132,11.380083954383107,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7882,2.2383189632904226,-0.502205016470889,-0.5716397744512354,1.3044051591275534,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7883,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7884,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7885,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7886,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7887,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7888,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7889,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7890,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7891,32.57389294858006,-2.2285444155096674,-4.646427260391317,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7892,167.24846912819388,-3.232384713584846,-6.242378061643965,0.7455490080583005,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7893,167.24846912819388,-2.88703489098303,-4.393806536410472,18.53481576350013,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7894,167.24846912819388,0.6010377287675476,0.5748837511200744,198.20844011233578,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7895,167.24846912819388,-2.3980579717730066,-3.2016737816857908,43.72243794771801,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7896,167.24846912819388,-2.448829285022992,-3.304705030081715,41.107163881197245,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7897,66.53913511318943,-2.626525245437549,-5.476201602971409,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7898,2.2383189632904226,-1.1028212329708025,-1.7378708932348608,0.18748327026414632,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7899,72.4858417078515,-2.5558880892943407,-4.291766865662375,3.324812531220407,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7900,72.4858417078515,-2.324008049461602,-3.4527890614165355,9.599368239478403,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7901,72.4858417078515,-2.3091206216815463,-3.410909129178154,10.002214448345748,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7902,72.4858417078515,-2.2853783424942358,-3.345896554529866,10.644668423725657,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7903,32.57389294858006,-2.2285444155096674,-4.646427260391317,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7904,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7905,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7906,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7907,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7908,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7909,167.24846912819388,-3.246858340925059,-6.769571654443731,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7910,167.24846912819388,-3.2465370128227096,-6.679137130192646,0.016551887259265124,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7911,167.24846912819388,-2.8363602868950575,-4.241121301007219,21.145108257805866,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7912,167.24846912819388,-2.585392856103398,-3.6000464675993045,34.07265673501543,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7913,167.24846912819388,-2.4763915751610215,-3.362063723726871,39.68740658130246,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7914,167.24846912819388,-2.3083349869555057,-3.027121952869688,48.344146159374674,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7915,842.9625618588368,-4.404794873694867,-7.143775796255505,54.68425643400887,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7916,842.9625618588368,-4.413485402356648,-7.179910481390133,53.12900689272704,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7917,167.24846912819388,-2.1133984356273667,-2.6755188320926204,58.38549578520159,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7918,167.24846912819388,-2.3052595116500223,-3.0212954812998913,48.50256654076313,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7919,167.24846912819388,-2.39424148896598,-3.1940596303689364,43.91902826361932,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7920,167.24846912819388,-3.0967804744668612,-5.196269740250835,7.730640138740314,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7921,72.4858417078515,-2.59809770935715,-4.5237006340927595,2.182641722988944,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7922,66.53913511318943,-2.416922609201866,-3.830317528461476,5.30997299827721,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7923,72.4858417078515,-2.5174026028258103,-4.114873228757542,4.3662101822661255,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7924,72.4858417078515,-2.509075300357304,-4.0796188178753425,4.5915427433431635,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7925,72.4858417078515,-2.4331572642788726,-3.792882362247336,6.645846110632845,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7926,2.2383189632904226,-1.1285042518120514,-1.8377336447467003,0.1397224454182089,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7927,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7928,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7929,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7930,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7931,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7932,167.24846912819388,-3.1676722646379787,-5.604118109781208,4.07894297954165,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7933,167.24846912819388,-2.5266807303180987,-3.4695292827050452,37.09696889335113,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7934,167.24846912819388,-0.6687810392091267,-0.7083874858972627,132.79898188699158,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7935,167.24846912819388,-2.204201395726961,-2.8350464028861047,53.708157116758535,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7936,167.24846912819388,-2.322487796192796,-3.0540626679147365,47.615122768065945,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7937,167.24846912819388,-0.521174978193596,-0.5445915705522709,140.40229719881907,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7938,842.9625618588368,-3.1598219863332955,-4.045289918662321,277.483534513903,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7939,167.24846912819388,2.5288054038554657,2.1589250957616,297.5094131265796,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7940,167.24846912819388,1.552928571904058,1.3980250969173094,247.2411571499288,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7941,167.24846912819388,-2.2422479051958866,-2.904020092585207,51.74834865078886,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7942,167.24846912819388,-2.503839812424815,-3.420252392084108,38.27352424317465,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7943,72.4858417078515,-2.352419998372886,-3.5353357472699547,8.830555381102911,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7944,72.4858417078515,-2.399898277742637,-3.68211942617628,7.545817337014989,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7945,72.4858417078515,-2.3932624747602884,-3.660860189182952,7.725378784010625,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7946,72.4858417078515,-1.9859251001336535,-2.6564079211924656,18.747720556049263,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7947,32.57389294858006,-2.210604928093264,-4.1699213341151475,0.262215524441625,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7948,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7949,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7950,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7951,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7952,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7953,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7954,167.24846912819388,-3.246858340925059,-6.769571654443731,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7955,167.24846912819388,-3.2303336476145947,-6.208842620233424,0.8512011824330521,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7956,167.24846912819388,-3.096526730222623,-5.195019726326203,7.743710723269361,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7957,167.24846912819388,-3.0516742506615433,-4.989218834133867,10.054100569552867,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7958,167.24846912819388,-2.870366962651203,-4.342415680832806,19.39339510522843,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7959,167.24846912819388,-2.863703657432668,-4.322203699756988,19.736627695048274,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7960,167.24846912819388,-2.8461624020474976,-4.269854845220129,20.640192865347817,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7961,167.24846912819388,-2.901614869823763,-4.439786969868074,17.783788498066855,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7962,167.24846912819388,-2.595876435378153,-3.6239757458697697,33.53263853878354,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7963,167.24846912819388,-3.0167025321637526,-4.845494645328686,11.85552390478568,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7964,167.24846912819388,-3.1941837712272414,-5.806586085439675,2.713312445111557,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7965,72.4858417078515,-2.4035009735223056,-3.6937720202262447,7.448330225206047,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7966,72.4858417078515,-2.6221544601131495,-4.68602679769772,1.5316783072198472,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7967,72.4858417078515,-2.1786956083511364,-3.0763109180529735,13.531448842484426,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7968,72.4858417078515,-1.9954865070098466,-2.675681111670507,18.488993758618697,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7969,72.4858417078515,-2.516961868824886,-4.1129838026699845,4.3781362197263585,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7970,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7971,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7972,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7973,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7974,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7975,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7976,167.24846912819388,-3.246858340925059,-6.769571654443731,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7977,167.24846912819388,-3.1861916115922053,-5.740799900735197,3.124995470249982,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7978,167.24846912819388,-3.038650086728701,-4.934230645558218,10.724986469312165,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7979,167.24846912819388,-2.864962508432984,-4.326008089663466,19.671783195979874,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7980,167.24846912819388,-2.4565117771163782,-3.320588094924302,40.71143209779509,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7981,167.24846912819388,-0.334759615493256,-0.34411308722889467,150.00471306052435,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7982,167.24846912819388,0.6395246404617752,0.6100692279045052,200.19093407617703,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7983,167.24846912819388,-0.14302069787300514,-0.1446747097699677,159.88134982045992,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7984,167.24846912819388,-1.2762187168628112,-1.4394820204911722,101.50934402449732,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7985,167.24846912819388,-2.4987305866128238,-3.4093377448308906,38.53670486448944,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7986,167.24846912819388,-2.9507826378359465,-4.602819775307479,15.251114427616056,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7987,167.24846912819388,-3.2432139807728992,-6.4916585265856055,0.18772412972806748,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7988,72.4858417078515,-2.539161217462371,-4.21176140112103,3.777433158723728,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7989,72.4858417078515,-2.3204529324429544,-3.4427062417932404,9.69556789426098,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7990,72.4858417078515,-2.4512203302228905,-3.8563379635694877,6.157068751402477,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7991,72.4858417078515,-2.5145550139513997,-4.102712820324787,4.443264486032824,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7992,72.4858417078515,-2.643773820568739,-4.867207775569898,0.9466694308484463,FALSE,geo_medi_1h ~ site + light_source
Near-eye,7993,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7994,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
Near-eye,7995,2.2383189632904226,-1.2036389298624546,-2.5095397230851737,0,TRUE,geo_medi_1h ~ site + light_source
