light_source,time_hour,participant_hours,participants,participant_days,sites,locally_sparse,category_order,category_code,short_label,figure_label,placement
Daylight indoors,21.5,70,36,70,7,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,22.5,27,20,27,7,FALSE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight indoors,23.5,14,10,14,6,TRUE,3,daylight_indoor,Indoor daylight,"Indoor
daylight",Chest
Daylight outdoors (including shade),0.5,3,3,3,2,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),1.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),2.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),3.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),4.5,1,1,1,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),5.5,6,5,6,1,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),6.5,22,14,22,5,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),7.5,55,32,55,6,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),8.5,103,55,103,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),9.5,108,62,108,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),10.5,92,68,92,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),11.5,99,68,99,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),12.5,151,84,151,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),13.5,139,86,139,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),14.5,151,84,151,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),15.5,150,79,150,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),16.5,153,88,153,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),17.5,162,89,162,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),18.5,111,63,111,8,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),19.5,78,46,78,7,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),20.5,51,30,51,7,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),21.5,28,16,28,4,FALSE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),22.5,13,9,13,3,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Daylight outdoors (including shade),23.5,7,7,7,4,TRUE,4,daylight_outdoor,Outdoor daylight,"Outdoor
daylight",Chest
Emissive display light,0.5,46,20,46,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,1.5,16,13,16,6,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,2.5,4,3,4,3,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,3.5,5,4,5,3,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,4.5,4,4,4,3,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,5.5,4,3,4,2,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,6.5,2,2,2,1,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,7.5,7,6,7,4,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,8.5,13,11,13,6,TRUE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,9.5,33,23,33,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,10.5,41,28,41,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,11.5,44,27,44,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,12.5,33,23,33,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,13.5,36,24,36,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,14.5,35,25,35,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,15.5,36,29,36,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,16.5,46,32,46,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,17.5,46,30,46,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,18.5,41,31,41,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,19.5,51,34,51,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,20.5,70,39,70,7,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,21.5,93,55,93,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,22.5,88,49,88,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Emissive display light,23.5,67,36,67,8,FALSE,5,display,Emissive display,"Emissive
display",Chest
Darkness during sleep,0.5,555,121,555,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,1.5,650,129,650,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,2.5,694,130,694,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,3.5,698,131,698,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,4.5,675,130,675,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,5.5,596,123,596,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,6.5,443,106,443,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,7.5,277,82,277,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,8.5,159,58,159,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,9.5,69,36,69,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,10.5,16,15,16,6,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,11.5,4,4,4,2,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,12.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,13.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,14.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,15.5,2,1,2,1,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,16.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,17.5,0,0,0,0,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,18.5,3,2,3,2,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,19.5,5,3,5,3,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,20.5,18,11,18,4,TRUE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,21.5,69,31,69,7,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,22.5,200,66,200,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Darkness during sleep,23.5,407,109,407,8,FALSE,6,sleep_darkness,Sleep darkness,"Sleep
darkness",Chest
Light entering from outside during sleep,0.5,31,15,31,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,1.5,40,16,40,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,2.5,43,15,43,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,3.5,48,15,48,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,4.5,65,19,65,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,5.5,104,33,104,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,6.5,105,36,105,7,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,7.5,91,37,91,7,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,8.5,61,33,61,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,9.5,32,19,32,7,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,10.5,16,11,16,5,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,11.5,11,8,11,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,12.5,4,2,4,2,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,13.5,4,4,4,3,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,14.5,9,9,9,5,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,15.5,3,3,3,3,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,16.5,2,2,2,2,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,17.5,3,3,3,3,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,18.5,5,5,5,3,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,19.5,7,7,7,4,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,20.5,9,8,9,5,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,21.5,15,8,15,5,TRUE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,22.5,28,12,28,6,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
Light entering from outside during sleep,23.5,23,13,23,5,FALSE,7,sleep_external_light,External light during sleep,"External light
during sleep",Chest
