"path","role","expected_sha256","expected_bytes","source","current_sha256","current_bytes","status"
"artifacts/12_manifests/H05/H05_figure_A4_proofs.pdf","protected H05 scientific or display artifact","dd60825ab366be759ddd93efc2dbfd498a019ddcb9fe71dba2a87b5f9cdb4bac",2729660,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","dd60825ab366be759ddd93efc2dbfd498a019ddcb9fe71dba2a87b5f9cdb4bac",2729660,"PASS"
"artifacts/12_manifests/H05/H05_figure_readability_qa.csv","protected H05 scientific or display artifact","24997c8e299c8fe8f98e4a296c14d898d8b396e5c34a343dff978848cd63189e",11558,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","24997c8e299c8fe8f98e4a296c14d898d8b396e5c34a343dff978848cd63189e",11558,"PASS"
"artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv","protected H05 scientific or display artifact","0211e9524837c860007f02824084bc6564972a952e09507cbfa5f0dcb01976ca",5212,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","0211e9524837c860007f02824084bc6564972a952e09507cbfa5f0dcb01976ca",5212,"PASS"
"artifacts/12_manifests/H05/H05_metric010_reconciliation.csv","protected H05 scientific or display artifact","3cccc74a2dbd62a3bc70bca21b833c319bfc6467862785ff11b55b608ce9f223",12157,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","3cccc74a2dbd62a3bc70bca21b833c319bfc6467862785ff11b55b608ce9f223",12157,"PASS"
"artifacts/12_manifests/H05/H05_metric011_artifact_update_manifest.csv","protected H05 scientific or display artifact","37974044361e8301c2750361c7080b8b12630c4ceb6a0208518b100e99aa690f",6454,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","37974044361e8301c2750361c7080b8b12630c4ceb6a0208518b100e99aa690f",6454,"PASS"
"artifacts/12_manifests/H05/H05_metric011_bh_change_audit.csv","protected H05 scientific or display artifact","3a9f43924d7c72e881b846b10e8073bcf05a7653c6a0b3dc3abceb871061ab50",44840,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","3a9f43924d7c72e881b846b10e8073bcf05a7653c6a0b3dc3abceb871061ab50",44840,"PASS"
"artifacts/12_manifests/H05/H05_metric011_execution_environment.csv","protected H05 scientific or display artifact","f63fee00ba31c36c662d40844c5bdc9dcaf4b81546d6a56c4483cfdb6e14ad6f",467,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","f63fee00ba31c36c662d40844c5bdc9dcaf4b81546d6a56c4483cfdb6e14ad6f",467,"PASS"
"artifacts/12_manifests/H05/H05_metric011_input_cell_audit.csv","protected H05 scientific or display artifact","4f8bb97b5087c23546c0067dc09a1af3ed5d115b2bbebd68dc92edaf3635839d",1652,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","4f8bb97b5087c23546c0067dc09a1af3ed5d115b2bbebd68dc92edaf3635839d",1652,"PASS"
"artifacts/12_manifests/H05/H05_metric011_l10_result_change_audit.csv","protected H05 scientific or display artifact","b147ef7048a05a0fafea259ba4f3696669d4703f83c6564cd80fe04a20e572f0",9509,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","b147ef7048a05a0fafea259ba4f3696669d4703f83c6564cd80fe04a20e572f0",9509,"PASS"
"artifacts/12_manifests/H05/H05_metric011_package_versions.csv","protected H05 scientific or display artifact","2b5fbfdaadca646f4cf1896c8bd25088b3612085fb1ab2e9e076743854084a2b",163,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","2b5fbfdaadca646f4cf1896c8bd25088b3612085fb1ab2e9e076743854084a2b",163,"PASS"
"artifacts/12_manifests/H05/H05_metric011_primary_l10_frame_audit.csv","protected H05 scientific or display artifact","2cfb644d93e5ad587fcba2d23bdc723848136fef11b1efaa4d578a0ad2f6dc0e",613,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","2cfb644d93e5ad587fcba2d23bdc723848136fef11b1efaa4d578a0ad2f6dc0e",613,"PASS"
"artifacts/12_manifests/H05/H05_metric011_reconciliation.csv","protected H05 scientific or display artifact","fc55f42f90b5b1269b88ee7fbfdd5409afa6f13876c3c2e271e757edc42536f9",7696,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","fc55f42f90b5b1269b88ee7fbfdd5409afa6f13876c3c2e271e757edc42536f9",7696,"PASS"
"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","historical companion render manifest","bd4ae8ac8516e961d1c4a37b1c18d3262376cd27ba0ed9611b7b60d167059c36",34048,"order-36 controlling package","bd4ae8ac8516e961d1c4a37b1c18d3262376cd27ba0ed9611b7b60d167059c36",34048,"PASS"
"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","protected H05 scientific or display artifact","09363abf0557646870d0752f08b00f42013deec471a1ea97067c2333a1a811cc",15631,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","09363abf0557646870d0752f08b00f42013deec471a1ea97067c2333a1a811cc",15631,"PASS"
"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","protected H05 scientific or display artifact","9dabc70a0ab6554a0b4d9dbc175cd4009b1f57a57c975cb4677b45ead2620100",42166,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","9dabc70a0ab6554a0b4d9dbc175cd4009b1f57a57c975cb4677b45ead2620100",42166,"PASS"
"audit/report_harmonization/owner_orders/36_h05_consolidated_reader_and_companion_rewrite.md","consolidated H05 owner order","8b6f6cd056106ac0836edab81e5f1db49674642c22608e5ef7d965c764bcc560",19645,"order-36 controlling package","8b6f6cd056106ac0836edab81e5f1db49674642c22608e5ef7d965c764bcc560",19645,"PASS"
"audit/report_harmonization/phase2_main_supplement_output_catalog.csv","provisional output-role catalog","43110e4f20a4e9d6257351fad4905c08587f85a28aa27d2a932b0d33b88b6894",165132,"order-36 controlling package","43110e4f20a4e9d6257351fad4905c08587f85a28aa27d2a932b0d33b88b6894",165132,"PASS"
"audit/report_harmonization/report017_consolidated_document_pass_protocol.md","consolidated-pass protocol","13b5bb6708e0b044117a48f9577026e57896a935aed58f6b512948a828fe6923",3839,"order-36 controlling package","13b5bb6708e0b044117a48f9577026e57896a935aed58f6b512948a828fe6923",3839,"PASS"
"audit/report_harmonization/report017_h05_consolidated_audit_manifest.csv","controlling order-package identity","b3e29a03f349e6ffa4cf1ab0adf5f39e8d6262fe4f2f38efdd51ccc63a59f452",4271,"sealed owner order","b3e29a03f349e6ffa4cf1ab0adf5f39e8d6262fe4f2f38efdd51ccc63a59f452",4271,"PASS"
"audit/report_harmonization/report017_h05_consolidated_change_matrix.csv","complete H05 change matrix","5edf51a846e2d187bb76a534e4fe533b7e551c929f9fbf659fb8362b88f625b7",11780,"order-36 controlling package","5edf51a846e2d187bb76a534e4fe533b7e551c929f9fbf659fb8362b88f625b7",11780,"PASS"
"audit/report_harmonization/report017_h05_consolidated_full_document_audit.md","complete read-only H05 audit","c27b15a29fc56142419dda2f2d5ecb860ad18775a67096fdffe857eb00e7932d",15772,"order-36 controlling package","c27b15a29fc56142419dda2f2d5ecb860ad18775a67096fdffe857eb00e7932d",15772,"PASS"
"config/site_display_registry.csv","country-coded site registry","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,"order-36 controlling package","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,"PASS"
"notebooks/preregistration_deviations.qmd","central deviation page","b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d",94061,"order-36 controlling package","b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d",94061,"PASS"
"scripts/hypotheses/H05/build_h05_figure_readability_qa.R","protected H05 scientific or display artifact","fe3af63034ee9bf9b7dae35b2c6391e008b6a9d64431ccc7c3d7fee281de54bb",10858,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","fe3af63034ee9bf9b7dae35b2c6391e008b6a9d64431ccc7c3d7fee281de54bb",10858,"PASS"
"scripts/hypotheses/H05/build_h05_metric011_displays.R","protected H05 scientific or display artifact","661471ac93cb9d7e0c3b0fd02ebc52e4d0335130836ee46e2a1d21e4b887f7b9",10292,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","661471ac93cb9d7e0c3b0fd02ebc52e4d0335130836ee46e2a1d21e4b887f7b9",10292,"PASS"
"scripts/hypotheses/H05/build_h05_preparation_artifacts.R","protected H05 scientific or display artifact","ed7fb94f86f9df393ae5f5ccfb8ff8d7c58ae33d759b022537c4764269829820",8059,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","ed7fb94f86f9df393ae5f5ccfb8ff8d7c58ae33d759b022537c4764269829820",8059,"PASS"
"scripts/hypotheses/H05/build_h05_preparation_report_manifest.R","protected H05 scientific or display artifact","722659aaf622c6f841c52de1cb08720da1cf8177b9906c0afcddb1d903ea0b96",8729,"artifacts/12_manifests/H05/H05_preparation_report_manifest.csv","722659aaf622c6f841c52de1cb08720da1cf8177b9906c0afcddb1d903ea0b96",8729,"PASS"
"scripts/hypotheses/H05/build_h05_reader_artifacts.R","protected H05 scientific or display artifact","7cecc2ec14b23085c50da300f04a1506f161df755e21ff636ed92ac1a84a6177",23678,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","7cecc2ec14b23085c50da300f04a1506f161df755e21ff636ed92ac1a84a6177",23678,"PASS"
"scripts/hypotheses/H05/build_h05_stage3_manifest.R","protected H05 scientific or display artifact","71bd64cf2423aa8a5c5394a0e6ba35971afcd5b289712cb1e66ec6c37153e694",8173,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","71bd64cf2423aa8a5c5394a0e6ba35971afcd5b289712cb1e66ec6c37153e694",8173,"PASS"
"scripts/hypotheses/H05/finalize_h05_metric010_reconciliation.R","protected H05 scientific or display artifact","eda88051aece4340c57714c52b35abf7976ab43c9a5fae0146ba9e76d10b921a",8276,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","eda88051aece4340c57714c52b35abf7976ab43c9a5fae0146ba9e76d10b921a",8276,"PASS"
"scripts/hypotheses/H05/h05_contract.R","protected H05 scientific or display artifact","4d5ba296ed3724f626f5859d8be76116a11c44049630e4a14c688f3032fdb59e",16836,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","4d5ba296ed3724f626f5859d8be76116a11c44049630e4a14c688f3032fdb59e",16836,"PASS"
"scripts/hypotheses/H05/h05_modeling.R","protected H05 scientific or display artifact","3fa06017d8ec778baea668047d51f5722965c31fb397ded87debaa190c4cb907",33939,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","3fa06017d8ec778baea668047d51f5722965c31fb397ded87debaa190c4cb907",33939,"PASS"
"scripts/hypotheses/H05/refresh_h05_mder_metric010.R","protected H05 scientific or display artifact","09ec7d30c6527a70cbdb39f9b3001bbb778bb0abed81f4d3565f16f1c01909cc",65398,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","09ec7d30c6527a70cbdb39f9b3001bbb778bb0abed81f4d3565f16f1c01909cc",65398,"PASS"
"scripts/hypotheses/H05/refresh_h05_stage2_reporting_manifest.R","protected H05 scientific or display artifact","a26e69ffdc1b2596b5a4c0468a64c989f96ecc82f0e7a3972f119d55285f4d57",3782,"artifacts/12_manifests/H05/H05_stage3_artifacts.csv","a26e69ffdc1b2596b5a4c0468a64c989f96ecc82f0e7a3972f119d55285f4d57",3782,"PASS"
"scripts/hypotheses/H05/reseal_h05_gap_mder_metric010.R","protected H05 scientific or display artifact","9e360f56a87c58bccf66b9cdf16f527e6edf69f21113ac284ca2afb84826734c",46164,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","9e360f56a87c58bccf66b9cdf16f527e6edf69f21113ac284ca2afb84826734c",46164,"PASS"
"scripts/hypotheses/H05/reseal_h05_l10_metric011.R","protected H05 scientific or display artifact","3875af8e5418a4763e0fd6be53a8c5504dd2e280945fc9abf86798b6500ce293",55673,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","3875af8e5418a4763e0fd6be53a8c5504dd2e280945fc9abf86798b6500ce293",55673,"PASS"
"scripts/hypotheses/H05/run_h05_stage2.R","protected H05 scientific or display artifact","f024b55f9b05e656d928bbedd9cdb0087387e9e533152c624cb76728d9e4b27b",46018,"artifacts/12_manifests/H05/H05_stage2_artifacts.csv","f024b55f9b05e656d928bbedd9cdb0087387e9e533152c624cb76728d9e4b27b",46018,"PASS"
"tests/hypotheses/H05/test_h05_preparation_report.R","accepted render-coupled companion test","ec738f56fb8b3cf94755fd5055d128d1a22bcc31a435554568aaa15acf78890e",15264,"order-36 controlling package","ec738f56fb8b3cf94755fd5055d128d1a22bcc31a435554568aaa15acf78890e",15264,"PASS"
"tests/hypotheses/H05/test_h05_stage2.R","accepted Stage 2 scientific test","76008cadabc573005f4833c21494a61f034ff376ea6ef92612691e2694bbb1b7",17076,"order-36 controlling package","76008cadabc573005f4833c21494a61f034ff376ea6ef92612691e2694bbb1b7",17076,"PASS"
"tests/hypotheses/H05/test_h05_stage3_reader_report.R","accepted render-coupled result test","982162ccbd55def924beff3fbb0e98d31a94884aeb8cc683f817189e1171d4f4",30898,"order-36 controlling package","982162ccbd55def924beff3fbb0e98d31a94884aeb8cc683f817189e1171d4f4",30898,"PASS"
