check,pass_,detail
Historical source/hash/title/order retained,True,notebooks/hypotheses/H10.qmd
Current corpus HTML identity,True,
Exact allowed corpus cells,True,audit/hypotheses/H10/H10_analysis_preparation.qmd
Historical source/hash/title/order retained,True,audit/hypotheses/H10/H10_analysis_preparation.qmd
Current corpus HTML identity,True,
Exact allowed corpus cells,True,notebooks/hypotheses/H11.qmd
Historical source/hash/title/order retained,True,notebooks/hypotheses/H11.qmd
Current corpus HTML identity,True,
Exact allowed corpus cells,True,audit/hypotheses/H11/H11_analysis_preparation.qmd
Historical source/hash/title/order retained,True,audit/hypotheses/H11/H11_analysis_preparation.qmd
Current corpus HTML identity,True,
36 profile render entries,True,
No retired profile route,True,
Exact retained938 search objects,True,
Exact36 search routes,True,
38 sitemap entries; other values/timestamps exact,True,
All44 surviving HTML audited,True,
Exact inherited duplicate-ID multiset,True,audit/H01/02_implementation_and_v0_comparison.html
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-claim-summary-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-family-selection-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'fig-h01-family-diagnostics-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'fig-h01-l10-gate-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-s2-tests-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-s2-effects-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-site-followups-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'fig-h01-v0-table-s2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-s3-r2-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-s3-v0-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'fig-h01-v0-table-s3-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-exact-samples-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-sensitivity-support-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'fig-h01-s10-comparison-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-describedby', 'tbl-h01-bootstrap-pilot-caption-0ceaefa1-69ba-4598-a22c-09a6ac19f8ca')"
No unresolved semantic IDREF,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'aria-labelledby', 'quarto-embedded-source-code-modal-label')"
All non-entry tables retained exactly,True,audit/H01/02_implementation_and_v0_comparison.html
Non-entry header exists with exact inherited ID multiplicity,True,"('audit/H01/02_implementation_and_v0_comparison.html', 'Question', 1)"
Non-entry header exists with exact inherited ID multiplicity,False,"('audit/H01/02_implementation_and_v0_comparison.html', 'V0', 0)"
