category,path,baseline_sha256,expected_sha256,actual_sha256,bytes,authorized_transition,retired,exact
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_2.docx,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,57761,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_3.docx,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,1382422,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S1.docx,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,56935,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S10.docx,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,57964,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S11a.docx,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,57471,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S11b.docx,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,57155,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S12.docx,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,57088,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S13.docx,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,57086,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S14.docx,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,57219,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S15.docx,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,56739,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S2.docx,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,1386939,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S3.docx,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,59127,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S4.docx,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,57161,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S5.docx,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,57179,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S6.docx,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,57155,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S7.docx,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,58866,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S8.docx,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,57363,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/editable_tables/Table_S9.docx,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,56653,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/index.html,588bf4f60c7e1ca9cf409e86696632b8a14cc9d79e8aecf2aa105c8190b7cdd2,588bf4f60c7e1ca9cf409e86696632b8a14cc9d79e8aecf2aa105c8190b7cdd2,588bf4f60c7e1ca9cf409e86696632b8a14cc9d79e8aecf2aa105c8190b7cdd2,25367535,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/manuscript_changes.csv,abaa25cc7f25ecfc8a54895d6e375030ed08dbbd63fac8b7eccf68bd23b298d8,abaa25cc7f25ecfc8a54895d6e375030ed08dbbd63fac8b7eccf68bd23b298d8,abaa25cc7f25ecfc8a54895d6e375030ed08dbbd63fac8b7eccf68bd23b298d8,39396,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/manuscript_changes.md,341a8d7a92843c5d8188a433a628bc943eeae7572c54af248f5ce8559e58ff24,341a8d7a92843c5d8188a433a628bc943eeae7572c54af248f5ce8559e58ff24,341a8d7a92843c5d8188a433a628bc943eeae7572c54af248f5ce8559e58ff24,38124,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/search.json,7469b089dddcedf93b7acd7e414ca1f200180d134a9edffdbf7224db7925c686,7469b089dddcedf93b7acd7e414ca1f200180d134a9edffdbf7224db7925c686,7469b089dddcedf93b7acd7e414ca1f200180d134a9edffdbf7224db7925c686,2350000,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/supplementary_information.html,649bbc1796cad3bbd2ff1b372a46599a297cef98e3a338b4985824bb5764c53e,649bbc1796cad3bbd2ff1b372a46599a297cef98e3a338b4985824bb5764c53e,649bbc1796cad3bbd2ff1b372a46599a297cef98e3a338b4985824bb5764c53e,15674678,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_build/ZaunerEtAl2026_NatHealth_phase3_brown.docx,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,325c3a8e3a76ea225970f80e177ceed0bbdd592b72e79196d154597f3581250b,14372157,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/candidate_return.md,fa7d95b70cbdb06f222fde6559e71b71817aabef1870780a90d1d566967d47d4,fa7d95b70cbdb06f222fde6559e71b71817aabef1870780a90d1d566967d47d4,fa7d95b70cbdb06f222fde6559e71b71817aabef1870780a90d1d566967d47d4,7403,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/completion_manifest.csv,34c5804faa43c9f71bdd2c9be7cc8bc3e03f85b84227a6d94f10f9ed349e1199,34c5804faa43c9f71bdd2c9be7cc8bc3e03f85b84227a6d94f10f9ed349e1199,34c5804faa43c9f71bdd2c9be7cc8bc3e03f85b84227a6d94f10f9ed349e1199,156057,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/completion_seal.json,639d0cbd4c2f525e786d8a0564a0ff07c7335131ca9d6559ae9b93d79a6aa3fa,639d0cbd4c2f525e786d8a0564a0ff07c7335131ca9d6559ae9b93d79a6aa3fa,639d0cbd4c2f525e786d8a0564a0ff07c7335131ca9d6559ae9b93d79a6aa3fa,1328,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/baseline_inventory.csv,1a26470abb657a6b3f46d8861b5e27c1ae4f2baa0db1b9c1c297c4ee0fd95d5b,1a26470abb657a6b3f46d8861b5e27c1ae4f2baa0db1b9c1c297c4ee0fd95d5b,1a26470abb657a6b3f46d8861b5e27c1ae4f2baa0db1b9c1c297c4ee0fd95d5b,125523,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/browser_qa_report.md,2594861b3808d6cf42872619f83104fc21b5e034c90ae68295819edc5e1e05ea,2594861b3808d6cf42872619f83104fc21b5e034c90ae68295819edc5e1e05ea,2594861b3808d6cf42872619f83104fc21b5e034c90ae68295819edc5e1e05ea,8969,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/candidate_inventory.csv,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,127663,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/five_backup_manifest.csv,f0de0d78196dd2543a36a19be2a48e990a75fab465040be931c463f0a28ddef0,f0de0d78196dd2543a36a19be2a48e990a75fab465040be931c463f0a28ddef0,f0de0d78196dd2543a36a19be2a48e990a75fab465040be931c463f0a28ddef0,1179,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/http_download_checks.csv,f8c706158f87769193e01cf9a9ba6982c4ce90261433702919b541b91f89219e,f8c706158f87769193e01cf9a9ba6982c4ce90261433702919b541b91f89219e,f8c706158f87769193e01cf9a9ba6982c4ce90261433702919b541b91f89219e,4071,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/input_preflight.csv,0095edb83c833b4297a6d7bd58e282ca869117e9707c277a6dc1f248e327da0c,0095edb83c833b4297a6d7bd58e282ca869117e9707c277a6dc1f248e327da0c,0095edb83c833b4297a6d7bd58e282ca869117e9707c277a6dc1f248e327da0c,430925,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/phase4_corpus_manifest.prospective.csv,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,11479,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/prospective_corpus_reverse.csv,c18fd550a144da109e7dbe85cc593d13adb129fd26d5efaaf376fed3fbbd2345,c18fd550a144da109e7dbe85cc593d13adb129fd26d5efaaf376fed3fbbd2345,c18fd550a144da109e7dbe85cc593d13adb129fd26d5efaaf376fed3fbbd2345,344,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/server_lifecycle.json,877f468ede8947ec0642a809c179857dca8838dfd17772da5eb08edff0467ec3,877f468ede8947ec0642a809c179857dca8838dfd17772da5eb08edff0467ec3,877f468ede8947ec0642a809c179857dca8838dfd17772da5eb08edff0467ec3,511,False,False,True
accepted016:protected4617,audit/report_harmonization/final_site_integration_2026_09_14/evidence/website_promotion_manifest.csv,2806cd2e3cd0a88d84c8ecca5abcffad9d0f0f5f72fbe2d19373e3049494971d,2806cd2e3cd0a88d84c8ecca5abcffad9d0f0f5f72fbe2d19373e3049494971d,2806cd2e3cd0a88d84c8ecca5abcffad9d0f0f5f72fbe2d19373e3049494971d,6062,False,False,True
accepted016:protected4617,audit/report_harmonization/phase4_corpus_manifest.csv,642161dfc1ec18572b8b8c124546060c8f889683ebf7ceb8e5e43dc785f77669,31acf761e8a8d27f2d515d4fb0b1dddfab0586fef3d470927080674b8dbda95a,31acf761e8a8d27f2d515d4fb0b1dddfab0586fef3d470927080674b8dbda95a,11215,True,False,True
accepted016:protected4617,renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/seal_site011_acceptance_and_promotion013.R,26ca302300a53395a71d0d8dc1d45aaddea216c6527f0221a44f6de5aa3d99fb,26ca302300a53395a71d0d8dc1d45aaddea216c6527f0221a44f6de5aa3d99fb,26ca302300a53395a71d0d8dc1d45aaddea216c6527f0221a44f6de5aa3d99fb,8210,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_candidate_independent_acceptance.md,02b67a21fecb875fd2727ad1a34840676613e1f21881553b18c61e11cd1efb5b,02b67a21fecb875fd2727ad1a34840676613e1f21881553b18c61e11cd1efb5b,02b67a21fecb875fd2727ad1a34840676613e1f21881553b18c61e11cd1efb5b,4521,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/browser_independent_review.md,98f00509e3a9f416a3dd6df4b6ef5a1a9e19e1d8a21a1e77d831c8ae568dad6d,98f00509e3a9f416a3dd6df4b6ef5a1a9e19e1d8a21a1e77d831c8ae568dad6d,98f00509e3a9f416a3dd6df4b6ef5a1a9e19e1d8a21a1e77d831c8ae568dad6d,3446,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/candidate914_rehash.csv,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,127663,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/http.log,26386f1933d38fd99703b8aa44b8f3f612f8f885ddb98e7d15ed9d8a8157d624,26386f1933d38fd99703b8aa44b8f3f612f8f885ddb98e7d15ed9d8a8157d624,26386f1933d38fd99703b8aa44b8f3f612f8f885ddb98e7d15ed9d8a8157d624,2236,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/independent_infrastructure.py,bb091976979342a39208a282b70aab6a3bedf95873bbaf33e55c502242ea1d6d,bb091976979342a39208a282b70aab6a3bedf95873bbaf33e55c502242ea1d6d,bb091976979342a39208a282b70aab6a3bedf95873bbaf33e55c502242ea1d6d,4233,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/independent_summary.json,01e923406cbf962112b5c5ca3805e4c6f9f878b00de4f10cf31fa463a59368be,01e923406cbf962112b5c5ca3805e4c6f9f878b00de4f10cf31fa463a59368be,01e923406cbf962112b5c5ca3805e4c6f9f878b00de4f10cf31fa463a59368be,272,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/candidate_inventory.postflight.csv,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,0610b27e315cf73fd2d55bb4116d87c6706ad7de92d21e5f5dfd767034dbb862,127663,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/external_reference_inventory.csv,933365f07d46e43d73f57d1cd39f563d9a9f5a90cda202f959ea4d0f0409e473,933365f07d46e43d73f57d1cd39f563d9a9f5a90cda202f959ea4d0f0409e473,933365f07d46e43d73f57d1cd39f563d9a9f5a90cda202f959ea4d0f0409e473,27976,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/id_inventory.csv,dad86f1cf710ab4e2bc75855ac13eb4908892de2f24601275ec8822bc3ed1576,dad86f1cf710ab4e2bc75855ac13eb4908892de2f24601275ec8822bc3ed1576,dad86f1cf710ab4e2bc75855ac13eb4908892de2f24601275ec8822bc3ed1576,3011,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/input_postflight.csv,c91b3b48b633f61e25ffbc2ac128f5c17c1d7281379aa9957af554e5546ab505,c91b3b48b633f61e25ffbc2ac128f5c17c1d7281379aa9957af554e5546ab505,c91b3b48b633f61e25ffbc2ac128f5c17c1d7281379aa9957af554e5546ab505,946669,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/legacy_reference_exceptions.csv,4bb1c03e3a8ffe4584d098f5296e21397330a8f73708dc5be52a37535370e461,4bb1c03e3a8ffe4584d098f5296e21397330a8f73708dc5be52a37535370e461,4bb1c03e3a8ffe4584d098f5296e21397330a8f73708dc5be52a37535370e461,438,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/local_reference_audit.csv,117440c90b543aa96cace790248aa0713b9a18e85a77bb6e2cb8326eb107dca3,117440c90b543aa96cace790248aa0713b9a18e85a77bb6e2cb8326eb107dca3,117440c90b543aa96cace790248aa0713b9a18e85a77bb6e2cb8326eb107dca3,5594139,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/phase4_corpus_manifest.prospective.csv,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,b5b4b009db76e6f869f324a360e6eeafdf63438539382f1b8d85058f277eb93f,11479,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/postflight_summary.json,e7bb416db7051853265e5e78db830ebf32e6fb6bd53768e03d7970316dd62096,e7bb416db7051853265e5e78db830ebf32e6fb6bd53768e03d7970316dd62096,e7bb416db7051853265e5e78db830ebf32e6fb6bd53768e03d7970316dd62096,1021,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/prospective_corpus_reverse.csv,c18fd550a144da109e7dbe85cc593d13adb129fd26d5efaaf376fed3fbbd2345,c18fd550a144da109e7dbe85cc593d13adb129fd26d5efaaf376fed3fbbd2345,c18fd550a144da109e7dbe85cc593d13adb129fd26d5efaaf376fed3fbbd2345,344,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/search_target_checks.csv,b32b479eb3ebd79795d15e56c73f49e0aa8eb27da661ecbddbd80938bd8d235c,b32b479eb3ebd79795d15e56c73f49e0aa8eb27da661ecbddbd80938bd8d235c,b32b479eb3ebd79795d15e56c73f49e0aa8eb27da661ecbddbd80938bd8d235c,70970,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/source_artifact_authority.csv,0a17a957f29680a38e16eac445874ce417a0ac9ec752e808511fd43da3505efe,0a17a957f29680a38e16eac445874ce417a0ac9ec752e808511fd43da3505efe,0a17a957f29680a38e16eac445874ce417a0ac9ec752e808511fd43da3505efe,22321,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/static_checks.csv,9fee31e75e99c844204f9219b4a5650f6ee77a90476930c1a892fbc224e66dc2,9fee31e75e99c844204f9219b4a5650f6ee77a90476930c1a892fbc224e66dc2,9fee31e75e99c844204f9219b4a5650f6ee77a90476930c1a892fbc224e66dc2,3004238,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/static_summary.json,5f939301f95ea10f384bb03ba74eb3150a77b7aaa0dbe84da08a4da2b69e43cc,5f939301f95ea10f384bb03ba74eb3150a77b7aaa0dbe84da08a4da2b69e43cc,5f939301f95ea10f384bb03ba74eb3150a77b7aaa0dbe84da08a4da2b69e43cc,275,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/table_and_aria_idrefs.csv,0cb248bdf29f5f57b7551f8ce1f81f12302ed46dbfcaedd29c9c60c5978c04e8,0cb248bdf29f5f57b7551f8ce1f81f12302ed46dbfcaedd29c9c60c5978c04e8,0cb248bdf29f5f57b7551f8ce1f81f12302ed46dbfcaedd29c9c60c5978c04e8,351250,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/infrastructure_replay/website_promotion_manifest.csv,2806cd2e3cd0a88d84c8ecca5abcffad9d0f0f5f72fbe2d19373e3049494971d,2806cd2e3cd0a88d84c8ecca5abcffad9d0f0f5f72fbe2d19373e3049494971d,2806cd2e3cd0a88d84c8ecca5abcffad9d0f0f5f72fbe2d19373e3049494971d,6062,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/live893_rehash.csv,1a26470abb657a6b3f46d8861b5e27c1ae4f2baa0db1b9c1c297c4ee0fd95d5b,1a26470abb657a6b3f46d8861b5e27c1ae4f2baa0db1b9c1c297c4ee0fd95d5b,1a26470abb657a6b3f46d8861b5e27c1ae4f2baa0db1b9c1c297c4ee0fd95d5b,125523,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/owner1026_rehash.csv,85289580240a1b85e73fea2afe20298cee400e18d610c5066fc92fd6e0e01748,85289580240a1b85e73fea2afe20298cee400e18d610c5066fc92fd6e0e01748,85289580240a1b85e73fea2afe20298cee400e18d610c5066fc92fd6e0e01748,227897,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/R_replay/content_R_provenance.txt,e7ff750a43cc56a4174ec784acbf7f7735fff728c7af5f5e45fd970181a8df0e,e7ff750a43cc56a4174ec784acbf7f7735fff728c7af5f5e45fd970181a8df0e,e7ff750a43cc56a4174ec784acbf7f7735fff728c7af5f5e45fd970181a8df0e,674,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/R_replay/content_R_sessionInfo.txt,e13669696653da17e4e71f01536d3c3ba6a29d20b4c91847d0cc834b0044fcad,e13669696653da17e4e71f01536d3c3ba6a29d20b4c91847d0cc834b0044fcad,e13669696653da17e4e71f01536d3c3ba6a29d20b4c91847d0cc834b0044fcad,700,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/R_replay/content_reconciliation_R.csv,d6baf5c2ba6a2dd9962c7b9a57db38b558bda8d6b0ba47758f308939a4a4e068,d6baf5c2ba6a2dd9962c7b9a57db38b558bda8d6b0ba47758f308939a4a4e068,d6baf5c2ba6a2dd9962c7b9a57db38b558bda8d6b0ba47758f308939a4a4e068,4156,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/replay_content.R,cabd69cfd602a8715d54cde53c443c3b6e4d6e4b59d155138c079fa41fc83e69,cabd69cfd602a8715d54cde53c443c3b6e4d6e4b59d155138c079fa41fc83e69,cabd69cfd602a8715d54cde53c443c3b6e4d6e4b59d155138c079fa41fc83e69,1268,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/seal_time_candidate_check.csv,a21a5059aee50ece37408711a6efef6e2916f8dd71f1b8dc4ece69d4e580505d,a21a5059aee50ece37408711a6efef6e2916f8dd71f1b8dc4ece69d4e580505d,a21a5059aee50ece37408711a6efef6e2916f8dd71f1b8dc4ece69d4e580505d,201819,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/seal_time_live_check.csv,8dd3c3556647bfa3dd7340de8174c7dada453ad8ccd7040643c21b84f7ecbe20,8dd3c3556647bfa3dd7340de8174c7dada453ad8ccd7040643c21b84f7ecbe20,8dd3c3556647bfa3dd7340de8174c7dada453ad8ccd7040643c21b84f7ecbe20,197971,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/seal_time_owner_check.csv,f3eb5f431c5ddd287f4c988539a89011f9e13561b4d2f81bb11be04532b8131e,f3eb5f431c5ddd287f4c988539a89011f9e13561b4d2f81bb11be04532b8131e,f3eb5f431c5ddd287f4c988539a89011f9e13561b4d2f81bb11be04532b8131e,239253,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/sealer_R_sessionInfo.txt,753735172b9b63202c31bc77fa54ba3215b620c64b776041ebd932cae3379c31,753735172b9b63202c31bc77fa54ba3215b620c64b776041ebd932cae3379c31,753735172b9b63202c31bc77fa54ba3215b620c64b776041ebd932cae3379c31,627,False,False,True
accepted016:protected4617,audit/report_harmonization/final_documents_2026_09_13/site011_independent_evidence/serve_readonly.py,a319d335343e0ac4016bf735fbf5c305d8e6a3f32cd44efdcde9e06bb23d4c80,a319d335343e0ac4016bf735fbf5c305d8e6a3f32cd44efdcde9e06bb23d4c80,a319d335343e0ac4016bf735fbf5c305d8e6a3f32cd44efdcde9e06bb23d4c80,2141,False,False,True
